0.5	0.249948	-0.249885	8.87141	8.86709	-71.952	0.758784	1.51757	0	0	0	0.499896	0.000333333	0.499771	0	0
0.51	0.24995	-0.24998	8.69759	8.69965	-71.9799	0.307728	0.603388	0.000421547	0	0	0.4999	0.00013966	0.499961	0	0
0.52	0.249881	-0.249745	8.52577	8.51676	-71.8924	1.54828	2.97746	0.000589154	0	0	0.499762	0.000746914	0.499491	0	0
0.53	0.249863	-0.249766	8.3637	8.35742	-71.8931	1.48142	2.79513	0.00141623	0	0	0.499725	0.000742284	0.499532	0	0
0.54	0.2499	-0.249848	8.21123	8.20791	-71.9277	0.974284	1.80423	0.00219265	0	0	0.499801	0.000502315	0.499697	0	0
0.55	0.249751	-0.249765	8.05255	8.05344	-71.8606	1.77961	3.23566	0.00269382	0	0	0.499502	0.000968364	0.49953	0	0
0.56	0.249979	-0.249632	7.9228	7.90146	-71.888	1.38857	2.47959	0.00359262	0	0	0.499958	0.000777778	0.499265	0	0
0.57	0.249899	-0.249785	7.77899	7.77208	-71.9091	1.09355	1.91851	0.00428139	0	0	0.499799	0.000631173	0.49957	0	0
0.58	0.249567	-0.249625	7.62517	7.62857	-71.7718	2.98932	5.154	0.00481431	0	0	0.499134	0.00161651	0.499249	0	0
0.59	0.249706	-0.249782	7.50407	7.50846	-71.8528	1.81214	3.07142	0.00624598	0	0	0.499413	0.00102238	0.499565	0	0
0.6	0.249716	-0.249601	7.37953	7.37287	-71.8035	2.1464	3.57733	0.00709915	0	0	0.499433	0.00136574	0.499201	0	0
0.61	0.249707	-0.249603	7.25801	7.25224	-71.8016	2.18567	3.58306	0.00809286	0	0	0.499453	0.00130093	0.499246	0	0
0.62	0.249397	-0.24962	7.12383	7.13616	-71.7172	3.04935	4.91831	0.00908815	0	0	0.498853	0.00184799	0.499299	0	0
0.63	0.249375	-0.249689	7.0094	7.02664	-71.7308	2.85201	4.527	0.0104544	0	0	0.498754	0.00186343	0.499383	0	0
0.64	0.249421	-0.249761	6.90238	6.9207	-71.7665	2.30934	3.60835	0.0117119	0	0	0.498842	0.00163657	0.499522	0	0
0.65	0.249435	-0.249015	6.79696	6.77467	-71.5549	4.28057	6.5855	0.0127142	0	0	0.498897	0.00304784	0.498056	0	0
0.66	0.249522	-0.249389	6.69848	6.69156	-71.6877	2.70953	4.10535	0.0145435	0	0	0.499043	0.00217824	0.498779	0	0
0.67	0.249314	-0.249335	6.58792	6.58898	-71.611	3.58855	5.35605	0.0156839	0	0	0.498628	0.00270139	0.498671	0	0
0.68	0.249236	-0.24915	6.48711	6.48264	-71.5406	4.45734	6.55491	0.0171716	0	0	0.498544	0.0030841	0.498372	0	0
0.69	0.249573	-0.248931	6.40982	6.3777	-71.5714	3.63372	5.26626	0.0189924	0	0	0.499147	0.00299151	0.497862	0	0
0.7	0.248712	-0.248667	6.27601	6.27368	-71.2474	6.25713	8.93876	0.0204553	0	0	0.497478	0.00513426	0.497388	0	0
0.71	0.249065	-0.248811	6.20466	6.19224	-71.3937	4.63275	6.52501	0.0229383	0	0	0.49813	0.00424769	0.497623	0	0
0.72	0.249074	-0.249099	6.11883	6.12013	-71.4791	3.93124	5.46005	0.0247508	0	0	0.498178	0.00359336	0.498228	0	0
0.73	0.248562	-0.249205	6.01095	6.04126	-71.3645	4.96273	6.79826	0.0262675	0	0	0.497176	0.00436265	0.498461	0	0
0.74	0.248912	-0.248912	5.94627	5.94595	-71.3784	4.95951	6.70204	0.0281559	0	0	0.497875	0.00424846	0.497877	0	0
0.75	0.249006	-0.248298	5.87105	5.83875	-71.2345	5.72202	7.62936	0.0300176	0	0	0.498027	0.00536188	0.496611	0	0
0.76	0.248624	-0.248841	5.77668	5.78643	-71.283	5.57616	7.33705	0.0321368	0	0	0.497321	0.00492361	0.497755	0	0
0.77	0.248356	-0.248475	5.68959	5.69489	-71.0957	5.92759	7.69817	0.0341749	0	0	0.496814	0.00613349	0.497052	0	0
0.78	0.248686	-0.248518	5.63106	5.62379	-71.2017	5.21087	6.6806	0.0363133	0	0	0.497373	0.00559182	0.497035	0	0
