Temp	Sublattice_Magnetism_Incorrect_Glauber	Sublattice_Magnetism_Incorrect_Glauber	Nope	Sublattice_Susceptibility_Incorrect_Glauber	Sublattice_Susceptibility_Incorrect_Glauber	Nope	Energy_Incorrect_Glauber	Heat_Capacity_Incorrect_Glauber	Heat_Capacity/Temp_Incorrect	Entropy_Incorrect_Glauber	Prob1_Incorrect	Prob0_Incorrect	Prob_neg1_Incorrect
8.059	-0.00153333	0.00121333	0	0.000138162	0.000149044	0	-57.234	6.6974	0.831046	1.09718	0.251914	0.252074	0.496011
8.058	-8.22222e-005	-0.000308889	0	0.0001467	0.000142075	0	-57.202	7.21841	0.895807	1.09718	0.251944	0.25214	0.495916
8.057	0.00145556	-0.00140444	0	0.000136998	0.000142155	0	-57.249	6.68821	0.830112	1.09718	0.251952	0.251927	0.496121
8.056	-0.000533333	-9.55556e-005	0	0.000147709	0.000143501	0	-57.189	7.54542	0.936621	1.09718	0.251788	0.252102	0.49611
8.055	-0.00168444	-0.00205333	0	0.000152269	0.000157092	0	-58.61	7.58876	0.942118	1.09718	0.251041	0.25291	0.496049
8.054	-0.000326667	-9.77778e-005	0	0.000146498	0.000154834	0	-57.775	6.87007	0.853001	1.09718	0.25191	0.252122	0.495968
8.053	-0.00239333	-0.000195556	0	0.000142527	0.000149242	0	-57.147	7.31857	0.908801	1.09718	0.251171	0.252466	0.496363
8.052	0.00168444	0.000148889	0	0.000149331	0.000137747	0	-57.07	7.33087	0.910441	1.09718	0.252456	0.251539	0.496006
8.051	0.000431111	-0.000106667	0	0.000133603	0.000139547	0	-56.6	7.43083	0.92297	1.09718	0.252067	0.251904	0.496029
8.05	0.000468889	-0.000446667	0	0.000144999	0.000147574	0	-57.435	7.73424	0.960775	1.09718	0.252089	0.252078	0.495833
8.049	0.00104444	-0.00211333	0	0.00014436	0.000159077	0	-57.412	7.79889	0.968927	1.09717	0.251683	0.252218	0.496099
8.048	0.000513333	-0.00144444	0	0.000141336	0.000129595	0	-57.4	7.24656	0.900418	1.09717	0.251671	0.252137	0.496192
8.047	-0.00110889	0.000151111	0	0.000138753	0.000144893	0	-56.711	7.29966	0.907128	1.09717	0.251789	0.252268	0.495943
8.046	0.00287778	-0.00351778	0	0.000155468	0.000149627	0	-57.772	7.53534	0.936533	1.09717	0.251784	0.252104	0.496111
8.045	-0.00062	0.000864444	0	0.000149124	0.000142444	0	-57.993	7.55893	0.939581	1.09717	0.252022	0.2519	0.496078
8.044	-0.00199778	-0.00116222	0	0.000148249	0.000137828	0	-58.199	7.23818	0.899824	1.09717	0.251266	0.252846	0.495889
8.043	0.00161778	-0.00117111	0	0.000148833	0.000140795	0	-57.655	7.12826	0.886269	1.09717	0.252193	0.25197	0.495837
8.042	-7.55556e-005	-0.000397778	0	0.000136145	0.00013848	0	-57.389	7.40086	0.920276	1.09717	0.251901	0.252138	0.495961
8.041	2e-005	0.000193333	0	0.00015347	0.000150205	0	-57.801	7.282	0.905609	1.09717	0.251813	0.251707	0.49648
8.04	-0.00259778	0.00144444	0	0.000147174	0.000131193	0	-58.617	7.26038	0.903032	1.09717	0.251651	0.252228	0.496121
8.039	-0.000731111	-3.33333e-005	0	0.000141888	0.000141578	0	-56.834	7.24535	0.901275	1.09716	0.251544	0.251927	0.496529
8.038	0.00146	-0.00171778	0	0.000154194	0.000151271	0	-56.258	7.45404	0.92735	1.09716	0.251932	0.252061	0.496007
8.037	8.22222e-005	-0.00150667	0	0.000139166	0.000139233	0	-55.888	7.30464	0.908877	1.09716	0.2515	0.252212	0.496288
8.036	0.000473333	0.000791111	0	0.000150376	0.000149514	0	-57.747	7.62855	0.949297	1.09716	0.252347	0.251714	0.495939
8.035	-0.00109333	0.00212444	0	0.000152833	0.000137427	0	-57.185	7.5762	0.9429	1.09716	0.252276	0.25176	0.495964
8.034	-0.000977778	-0.000415556	0	0.000148945	0.000146625	0	-56.198	7.46648	0.92936	1.09716	0.251712	0.252409	0.495879
8.033	0.00150444	0.000475556	0	0.000146336	0.000150481	0	-56.645	7.51371	0.935356	1.09716	0.252621	0.251631	0.495748
8.032	-0.00118	0.000146667	0	0.000136824	0.000140954	0	-56.687	7.72875	0.962245	1.09716	0.25167	0.252187	0.496143
8.031	0.000184444	-0.000724444	0	0.000132891	0.000144933	0	-58.214	7.08517	0.882228	1.09716	0.251916	0.252186	0.495899
8.03	-0.000222222	-0.000844444	0	0.000148221	0.000142383	0	-57.36	8.04751	1.00218	1.09716	0.251559	0.252092	0.496349
8.029	-0.000622222	-0.000946667	0	0.000150636	0.000144612	0	-57.682	7.32714	0.912584	1.09715	0.251642	0.252427	0.495931
8.028	-0.000771111	0.000404444	0	0.000139692	0.000140036	0	-57.352	7.50531	0.934892	1.09715	0.251839	0.252022	0.496139
8.027	0.000253333	-0.000724444	0	0.000143541	0.000139327	0	-55.523	7.99975	0.996605	1.09715	0.251743	0.251979	0.496278
8.026	0.000302222	0.000122222	0	0.000145373	0.000153504	0	-56.938	7.77237	0.968399	1.09715	0.252157	0.251944	0.495899
8.025	-8.44444e-005	-0.000848889	0	0.000143195	0.000146813	0	-56.849	7.62195	0.949775	1.09715	0.251628	0.252094	0.496278
8.024	-0.000424444	0.00343111	0	0.000139094	0.000142542	0	-57.604	7.42468	0.92531	1.09715	0.252697	0.251193	0.49611
8.023	0.00138667	-0.00062	0	0.000137339	0.000149976	0	-57.833	7.57322	0.943939	1.09715	0.252239	0.251856	0.495906
8.022	-0.00168667	0.00162	0	0.000137716	0.000152069	0	-57.725	7.24297	0.902889	1.09715	0.25205	0.252083	0.495867
8.021	0.000324444	0.000991111	0	0.000143032	0.000153282	0	-57.46	7.97863	0.994717	1.09715	0.252211	0.251553	0.496236
8.02	-0.00092	0.00162	0	0.000142767	0.000141099	0	-56.569	7.70918	0.961244	1.09714	0.252029	0.251679	0.496292
8.019	0.00016	-6.66667e-006	0	0.000148386	0.000147277	0	-57.018	7.56996	0.944003	1.09714	0.251979	0.251902	0.496119
8.018	0.000813333	0.000417778	0	0.000146829	0.000156464	0	-56.866	6.93177	0.864526	1.09714	0.2523	0.251684	0.496016
8.017	0.00225778	0.000204444	0	0.000139209	0.000154395	0	-57.526	7.70384	0.960938	1.09714	0.252692	0.251461	0.495847
8.016	-0.000122222	0.00125333	0	0.000143189	0.000146147	0	-56.852	7.56583	0.943841	1.09714	0.252198	0.251632	0.49617
8.015	0.000262222	-0.00124889	0	0.000138761	0.000143628	0	-57.903	7.50909	0.93688	1.09714	0.251677	0.25217	0.496153
8.014	-0.00078	0.00098	0	0.000140572	0.000144595	0	-57.904	7.18335	0.89635	1.09714	0.251962	0.251862	0.496176
8.013	-0.000602222	0.000308889	0	0.000144247	0.000145083	0	-57.765	7.24228	0.903817	1.09714	0.252087	0.252233	0.49568
8.012	-0.00178889	-0.000108889	0	0.000133874	0.000150202	0	-58.324	7.40064	0.923695	1.09714	0.251454	0.252403	0.496142
8.011	-0.00206	0.00335333	0	0.000147794	0.000143824	0	-57.262	7.6648	0.956785	1.09714	0.25237	0.251723	0.495907
8.01	-0.00103778	0.000724444	0	0.00014543	0.000154031	0	-56.91	7.68197	0.959047	1.09713	0.251964	0.252121	0.495914
8.009	0.000791111	0.00221333	0	0.000150678	0.000153257	0	-57.259	7.77097	0.97028	1.09713	0.252719	0.251217	0.496064
8.008	-0.00100889	-0.00110222	0	0.000158438	0.000144884	0	-57.67	7.7162	0.963562	1.09713	0.251619	0.252674	0.495707
8.007	-0.00161556	-0.000404444	0	0.000153737	0.000156902	0	-57.05	7.55785	0.943906	1.09713	0.251329	0.252339	0.496332
8.006	0.000213333	-0.000886667	0	0.000142589	0.000150572	0	-57.218	7.12993	0.890574	1.09713	0.251852	0.252189	0.495959
8.005	0.000115556	-0.000526667	0	0.00015091	0.000141925	0	-56.726	7.56168	0.94462	1.09713	0.251801	0.252007	0.496192
8.004	-0.0001	-0.00108667	0	0.000152427	0.000141379	0	-57.31	6.9207	0.864655	1.09713	0.251652	0.252246	0.496102
8.003	-0.00111111	-0.000524444	0	0.000147578	0.000142237	0	-57.862	7.75688	0.969247	1.09713	0.251403	0.252221	0.496376
8.002	-0.00249778	0.000248889	0	0.000163347	0.000142027	0	-56.254	7.13183	0.891256	1.09713	0.251326	0.25245	0.496224
8.001	0.00229556	0.000826667	0	0.00014039	0.000130121	0	-58.645	7.77582	0.971856	1.09713	0.252848	0.251287	0.495866
8	-0.000615556	-0.000224444	0	0.000133342	0.000135768	0	-57.286	7.24769	0.905961	1.09712	0.251831	0.252251	0.495918
7.999	0.00211333	-0.00104889	0	0.000157209	0.00016119	0	-57.838	7.37887	0.922474	1.09712	0.252262	0.25173	0.496008
7.998	0.000648889	0.00126667	0	0.00013576	0.000151184	0	-57.128	6.56112	0.820345	1.09712	0.252502	0.251544	0.495953
7.997	-0.00107778	0.000428889	0	0.000139777	0.000144295	0	-57.751	7.30268	0.913177	1.09712	0.251753	0.252078	0.496169
7.996	-0.000795556	-0.000497778	0	0.000141445	0.00014891	0	-57.542	7.92364	0.990951	1.09712	0.251678	0.252324	0.495998
7.995	-0.000393333	-0.000175556	0	0.000159596	0.00015825	0	-57.613	7.82949	0.979298	1.09712	0.251814	0.252099	0.496087
7.994	-0.000915556	0.00012	0	0.000147852	0.000139204	0	-57.69	7.50738	0.939127	1.09712	0.251727	0.252124	0.496149
7.993	-0.000946667	-0.000944444	0	0.000145869	0.000157051	0	-58.432	7.65044	0.957142	1.09712	0.251498	0.252443	0.496059
7.992	-0.00166667	0.00100444	0	0.000137388	0.000143362	0	-58.755	7.23498	0.905278	1.09712	0.251917	0.252248	0.495836
7.991	-0.000842222	0.000726667	0	0.000142431	0.000154559	0	-57.581	7.298	0.913277	1.09711	0.251951	0.252009	0.49604
7.99	0.000128889	0.00311556	0	0.00014313	0.000141383	0	-57.432	7.10797	0.889608	1.09711	0.252874	0.251252	0.495873
7.989	-0.000757778	0.000908889	0	0.000146587	0.000139849	0	-56.906	7.4969	0.938403	1.09711	0.252048	0.251972	0.49598
7.988	0.000726667	-0.000513333	0	0.000153125	0.000148744	0	-58.233	7.17772	0.898562	1.09711	0.252123	0.252017	0.49586
7.987	-0.00207556	-0.00142222	0	0.00015313	0.000150953	0	-57.621	7.20523	0.90212	1.09711	0.251181	0.25293	0.495889
7.986	-6.22222e-005	-0.000404444	0	0.000145763	0.000154201	0	-58.174	7.41493	0.928491	1.09711	0.252042	0.252276	0.495682
7.985	-0.000935556	0.00133778	0	0.000151909	0.000137654	0	-57.359	7.98231	0.999664	1.09711	0.252029	0.251828	0.496143
7.984	0.00104	-2.22222e-006	0	0.000147269	0.000150874	0	-56.439	7.48658	0.937698	1.09711	0.252204	0.251686	0.49611
7.983	0.00271111	-0.00154667	0	0.000152907	0.000153584	0	-57.925	8.1966	1.02676	1.09711	0.252178	0.251596	0.496227
7.982	0.000546667	-0.000622222	0	0.000142788	0.000144753	0	-57.18	7.71759	0.966874	1.09711	0.25205	0.252088	0.495862
7.981	-0.000584444	0.00116889	0	0.000139369	0.000146591	0	-57.771	7.65775	0.959497	1.0971	0.252212	0.25192	0.495868
7.98	0.00200222	-0.000635556	0	0.000153581	0.00013884	0	-57.463	7.81237	0.978993	1.0971	0.252241	0.251558	0.496201
7.979	-0.00156667	0.000671111	0	0.000142554	0.000152163	0	-58.163	7.64754	0.958459	1.0971	0.25185	0.252298	0.495852
7.978	0.00148222	-0.00164889	0	0.000137393	0.000139456	0	-58.648	7.163	0.897844	1.0971	0.25203	0.252113	0.495857
7.977	0.000313333	0.000555556	0	0.000149259	0.000144064	0	-59.206	7.4889	0.938811	1.0971	0.252328	0.251893	0.495779
7.976	-0.000993333	0.000904444	0	0.000145739	0.000152866	0	-57.697	6.92884	0.868711	1.0971	0.251956	0.252	0.496044
7.975	0.000237778	0.000455556	0	0.000146594	0.000143854	0	-58.343	8.07875	1.01301	1.0971	0.252328	0.251981	0.495691
7.974	0.000175556	0.00100222	0	0.000134328	0.000144088	0	-57.063	7.21751	0.90513	1.0971	0.252314	0.251726	0.49596
7.973	-0.000688889	0.000991111	0	0.000142986	0.000149022	0	-56.704	7.63326	0.957388	1.0971	0.252097	0.251946	0.495958
7.972	-0.00263333	0.00195333	0	0.000155245	0.000148245	0	-57.37	7.64333	0.958772	1.09709	0.251672	0.252012	0.496316
7.971	-0.000204444	0.000575556	0	0.000144884	0.000148661	0	-56.964	7.63108	0.957355	1.09709	0.252016	0.25183	0.496154
7.97	-0.000597778	0.00068	0	0.000145124	0.000149598	0	-57.888	7.87239	0.987753	1.09709	0.252104	0.252063	0.495832
7.969	-0.00135111	0.00111333	0	0.000147953	0.000154086	0	-57.3	7.6783	0.963521	1.09709	0.251877	0.251996	0.496128
7.968	0.00148444	0.0008	0	0.000148739	0.000148414	0	-58.262	7.51575	0.943241	1.09709	0.252553	0.251411	0.496036
7.967	-0.00125778	0.00187556	0	0.000146339	0.000150942	0	-59.178	7.63209	0.957963	1.09709	0.25232	0.252011	0.495669
7.966	0.000231111	0.000791111	0	0.000146988	0.000152245	0	-57.059	7.28163	0.914089	1.09709	0.252329	0.251818	0.495853
7.965	0.00176	-0.00136	0	0.00015543	0.000151516	0	-56.972	6.78157	0.851421	1.09709	0.252028	0.251828	0.496144
7.964	-8.88889e-005	0.000162222	0	0.000150944	0.000155924	0	-57.481	7.75955	0.974328	1.09709	0.251947	0.25191	0.496143
7.963	-0.00229778	0.00376667	0	0.000142696	0.000142394	0	-57.862	7.60523	0.955071	1.09709	0.252337	0.251602	0.496061
7.962	-0.00185556	0.000693333	0	0.000145976	0.000146041	0	-57.361	7.91749	0.994409	1.09708	0.251684	0.252266	0.49605
7.961	-0.000668889	0.000835556	0	0.00014611	0.000158462	0	-58.467	7.87943	0.989754	1.09708	0.252043	0.25196	0.495997
7.96	0.00062	0.00159778	0	0.000151111	0.000160314	0	-58.237	7.56371	0.950215	1.09708	0.252599	0.25149	0.495911
7.959	0.00195333	-0.000155556	0	0.000157279	0.000147432	0	-57.056	6.98155	0.877189	1.09708	0.25254	0.251641	0.495819
7.958	0.000295556	0.000422222	0	0.000149025	0.000149197	0	-58.578	7.91318	0.994368	1.09708	0.252183	0.251824	0.495992
7.957	-0.000857778	0.000624444	0	0.000147786	0.000151231	0	-58.861	7.73688	0.972336	1.09708	0.252014	0.252131	0.495854
7.956	-0.000537778	-0.00144444	0	0.000148788	0.000152909	0	-58.042	7.16684	0.90081	1.09708	0.251611	0.252602	0.495787
7.955	0.00228222	-0.000315556	0	0.000136123	0.000142544	0	-56.481	8.00312	1.00605	1.09708	0.252476	0.251492	0.496032
7.954	-0.00026	0.000411111	0	0.00014563	0.000138273	0	-57.615	7.00746	0.880998	1.09708	0.252152	0.252077	0.495771
7.953	-0.0009	8.88889e-006	0	0.000146654	0.000136646	0	-57.193	7.19014	0.904079	1.09707	0.251592	0.252038	0.49637
7.952	0.000771111	-0.000311111	0	0.000133145	0.000140584	0	-57.074	7.25069	0.911807	1.09707	0.252109	0.251879	0.496012
7.951	-0.00064	-0.000875556	0	0.000142994	0.000142286	0	-58.8	8.21856	1.03365	1.09707	0.25175	0.252508	0.495742
7.95	0.00168667	0.000977778	0	0.000154049	0.000144305	0	-57.833	7.80847	0.982198	1.09707	0.252664	0.251332	0.496003
7.949	0.00126889	0.00024	0	0.000150021	0.000143795	0	-57.88	7.51396	0.945271	1.09707	0.252343	0.251589	0.496068
7.948	-0.00145111	0.00316889	0	0.000154105	0.000151143	0	-58.021	7.41968	0.933528	1.09707	0.252443	0.251584	0.495972
7.947	0.000126667	0.00149333	0	0.000142517	0.000138829	0	-57.69	8.05494	1.01358	1.09707	0.25232	0.25151	0.49617
7.946	0.00143111	-0.00100444	0	0.000140154	0.000139543	0	-58.582	7.54301	0.949284	1.09707	0.25224	0.252027	0.495733
7.945	0.00246	-0.00101333	0	0.000154349	0.000150215	0	-58.115	7.96869	1.00298	1.09707	0.252417	0.251693	0.49589
7.944	0.00104222	0.000817778	0	0.0001544	0.000156574	0	-57.451	7.45738	0.938743	1.09707	0.252511	0.251581	0.495908
7.943	-0.00116222	0.00100889	0	0.000148199	0.000141662	0	-57.478	7.71441	0.971221	1.09706	0.252044	0.252121	0.495834
7.942	0.000264444	0.00062	0	0.000147069	0.000145239	0	-57.998	7.98207	1.00505	1.09706	0.252242	0.2518	0.495958
7.941	-0.00068	0.000542222	0	0.000152617	0.00014167	0	-56.946	8.27129	1.04159	1.09706	0.251934	0.252003	0.496062
7.94	-0.000293333	4e-005	0	0.000153506	0.00014854	0	-57.42	7.33866	0.924265	1.09706	0.252007	0.252133	0.49586
7.939	-0.000148889	0.000291111	0	0.000150253	0.000155253	0	-57.137	7.02729	0.885161	1.09706	0.251977	0.251906	0.496118
7.938	-0.000331111	0.000917778	0	0.000140874	0.000156434	0	-57.655	7.78095	0.980215	1.09706	0.252148	0.251854	0.495998
7.937	0.00110222	-0.00125556	0	0.00014933	0.000146519	0	-57.274	7.44252	0.9377	1.09706	0.251878	0.251954	0.496168
7.936	0.00132	-3.77778e-005	0	0.000140036	0.000145479	0	-57.781	7.34135	0.92507	1.09706	0.252323	0.251682	0.495994
7.935	-0.000735556	2e-005	0	0.00013566	0.000151445	0	-58.237	7.97445	1.00497	1.09706	0.251843	0.252201	0.495956
7.934	-0.000937778	0.00121556	0	0.000146785	0.000145167	0	-57.764	7.26336	0.915472	1.09705	0.251984	0.251846	0.49617
7.933	-0.00156222	0.000464444	0	0.000146291	0.000159797	0	-58.842	7.72512	0.973796	1.09705	0.251763	0.252312	0.495924
7.932	0.000304444	-0.000971111	0	0.000149838	0.000152724	0	-57.294	8.07862	1.01848	1.09705	0.251811	0.252144	0.496044
7.931	0.000415556	7.33333e-005	0	0.000149223	0.00014005	0	-56.91	7.34471	0.926076	1.09705	0.252014	0.25177	0.496216
7.93	0.00265778	-0.000424444	0	0.000146579	0.000152089	0	-57.244	7.59919	0.958284	1.09705	0.252559	0.251442	0.495999
7.929	-8.88889e-005	0.000871111	0	0.000158749	0.000156688	0	-56.941	6.9129	0.87185	1.09705	0.252246	0.251854	0.4959
7.928	-0.00221556	-0.00024	0	0.00015589	0.000149287	0	-58.077	7.5057	0.946733	1.09705	0.251353	0.252581	0.496066
7.927	0.00101333	-0.00201333	0	0.000144043	0.00015636	0	-58.202	7.64025	0.963827	1.09705	0.251784	0.252284	0.495931
7.926	0.00162	-0.00144222	0	0.000143854	0.000161024	0	-57.425	7.7549	0.978413	1.09705	0.252116	0.252027	0.495858
7.925	-0.00231333	9.33333e-005	0	0.000137236	0.000153123	0	-56.74	7.21121	0.909932	1.09704	0.251463	0.252573	0.495963
7.924	0.00165556	-0.00196667	0	0.000148975	0.000130693	0	-59.27	7.65114	0.965565	1.09704	0.251996	0.252151	0.495853
7.923	-0.000333333	-0.00159111	0	0.000149192	0.000158836	0	-58.122	8.0021	1.00998	1.09704	0.251548	0.25251	0.495942
7.922	0.0007	-0.000891111	0	0.000132407	0.000150674	0	-57.986	7.61486	0.961229	1.09704	0.252042	0.252138	0.49582
7.921	0.000422222	0.000917778	0	0.000141747	0.000125364	0	-58.714	7.51245	0.948422	1.09704	0.252368	0.251698	0.495934
7.92	0.000924444	0.000237778	0	0.000164592	0.000155406	0	-58.586	7.64719	0.965554	1.09704	0.252266	0.251684	0.49605
7.919	-0.00042	7.11111e-005	0	0.000149349	0.000139966	0	-58.148	7.55436	0.953954	1.09704	0.251896	0.25207	0.496034
7.918	-0.00124444	0.000717778	0	0.000155191	0.000152264	0	-58.278	7.33954	0.926944	1.09704	0.251938	0.252201	0.495861
7.917	-0.00122889	0.00223111	0	0.000145094	0.000146701	0	-57.603	7.55698	0.954526	1.09704	0.252137	0.251636	0.496228
7.916	-0.00106	-0.000868889	0	0.000142748	0.000148041	0	-58.497	7.11025	0.898212	1.09704	0.251674	0.252639	0.495687
7.915	0.00255778	-0.00133778	0	0.000152614	0.000142766	0	-57.645	7.27038	0.918557	1.09703	0.25225	0.25164	0.49611
7.914	-0.00239333	0.000108889	0	0.000145095	0.000137244	0	-57.762	7.77775	0.982784	1.09703	0.251306	0.252448	0.496247
7.913	0.00116	0.000631111	0	0.000156494	0.000149668	0	-57.995	8.69166	1.0984	1.09703	0.252298	0.251402	0.4963
7.912	0.00052	4e-005	0	0.000146612	0.0001518	0	-57.623	8.16567	1.03206	1.09703	0.252227	0.251947	0.495827
7.911	0.000288889	-0.00113556	0	0.000151932	0.0001457	0	-58.043	7.33478	0.927162	1.09703	0.251956	0.252379	0.495666
7.91	0.00151556	-0.00143111	0	0.000138064	0.000142549	0	-57.57	7.02612	0.888258	1.09703	0.252041	0.251999	0.49596
7.909	-0.00116444	0.00147778	0	0.000138251	0.00015435	0	-57.955	7.80191	0.986459	1.09703	0.252027	0.25187	0.496103
7.908	-0.00189111	-0.000284444	0	0.000154601	0.000127908	0	-58.554	8.11803	1.02656	1.09703	0.251456	0.252543	0.496001
7.907	0.000575556	0.000284444	0	0.000142289	0.000159749	0	-57.753	7.82244	0.989306	1.09703	0.2522	0.25177	0.49603
7.906	-0.00288889	0.00133778	0	0.000139197	0.000142578	0	-57.757	6.87761	0.869923	1.09702	0.251639	0.252414	0.495947
7.905	-0.000215556	-0.00142444	0	0.000143583	0.000141083	0	-57.712	8.09609	1.02417	1.09702	0.251601	0.252421	0.495978
7.904	-0.00032	-0.000482222	0	0.000149663	0.000151346	0	-58.317	8.13469	1.02919	1.09702	0.251806	0.252207	0.495988
7.903	0.00156444	0.000517778	0	0.000150294	0.000146588	0	-58.993	7.4017	0.936568	1.09702	0.252461	0.25142	0.496119
7.902	0.000213333	-0.000891111	0	0.000140262	0.000150573	0	-57.901	7.66715	0.97028	1.09702	0.251677	0.252016	0.496308
7.901	0.00214222	-0.00103778	0	0.000153022	0.000140221	0	-57.069	7.58754	0.960326	1.09702	0.252183	0.251631	0.496186
7.9	0.000975556	-0.00142889	0	0.00016072	0.000147159	0	-57.753	8.0962	1.02484	1.09702	0.251981	0.252208	0.495811
7.899	0.00107778	-4.88889e-005	0	0.000141299	0.000148444	0	-57.221	7.70655	0.975636	1.09702	0.252322	0.251808	0.49587
7.898	0.00217778	-0.0012	0	0.000150741	0.000150537	0	-59.686	7.17494	0.90845	1.09702	0.252378	0.251889	0.495733
7.897	0.00038	0.000308889	0	0.000145983	0.000159371	0	-58.398	7.29359	0.923591	1.09701	0.252321	0.251977	0.495702
7.896	-0.00117556	-0.000628889	0	0.000139113	0.000145661	0	-56.906	8.2013	1.03867	1.09701	0.251647	0.252549	0.495804
7.895	-0.00122444	0.00151333	0	0.000136985	0.000155677	0	-57.69	8.05833	1.02069	1.09701	0.252117	0.251972	0.495911
7.894	-0.00144444	0.00166667	0	0.00013363	0.00013928	0	-57.107	7.55577	0.957153	1.09701	0.252033	0.251922	0.496044
7.893	-0.00130222	-0.000286667	0	0.000147608	0.000146291	0	-58.758	7.85075	0.994647	1.09701	0.25172	0.252514	0.495766
7.892	-0.00122222	0.00125111	0	0.000139598	0.000154562	0	-59.689	7.27951	0.92239	1.09701	0.252036	0.252021	0.495943
7.891	0.00143333	-0.00162889	0	0.000157984	0.000144901	0	-58.939	7.76017	0.98342	1.09701	0.252118	0.252216	0.495667
7.89	-0.00218222	0.00275556	0	0.000156997	0.000136405	0	-58.257	8.24719	1.04527	1.09701	0.252316	0.252029	0.495656
7.889	0.00112444	-0.00229333	0	0.000150705	0.000148953	0	-58.103	7.30915	0.926498	1.09701	0.251657	0.252241	0.496102
7.888	0.00152	-0.00082	0	0.000144247	0.00013689	0	-59.104	7.08874	0.898674	1.09701	0.252367	0.252017	0.495617
7.887	5.55556e-005	0.000308889	0	0.000147914	0.00015948	0	-57.345	8.1596	1.03456	1.097	0.252216	0.252033	0.495751
7.886	-0.00107333	-0.000426667	0	0.000136329	0.000154023	0	-57.069	7.73082	0.980323	1.097	0.251452	0.252202	0.496346
7.885	-0.000528889	-0.000411111	0	0.000156115	0.000146175	0	-57.694	6.8288	0.866049	1.097	0.251853	0.252323	0.495823
7.884	-0.00264667	0.00138222	0	0.000152172	0.000150842	0	-58.03	8.00832	1.01577	1.097	0.25177	0.252402	0.495828
7.883	-0.00103333	0.000411111	0	0.000144484	0.000140386	0	-58.849	7.71898	0.979193	1.097	0.251916	0.252227	0.495858
7.882	0.000228889	0.000788889	0	0.000148057	0.000150364	0	-57.708	7.67121	0.973256	1.097	0.252253	0.251744	0.496002
7.881	-0.00109778	0.000608889	0	0.000142292	0.00014732	0	-58.554	7.73862	0.981934	1.097	0.251928	0.252172	0.4959
7.88	-0.00133111	8.22222e-005	0	0.000142021	0.000144419	0	-57.12	7.54125	0.957012	1.097	0.251719	0.252343	0.495938
7.879	0.000531111	-0.000188889	0	0.000154743	0.000151306	0	-59.001	7.83511	0.99443	1.097	0.252159	0.251988	0.495853
7.878	0.000897778	-0.000264444	0	0.000147784	0.000154631	0	-58.756	7.98501	1.01358	1.09699	0.252292	0.251976	0.495732
7.877	0.00114444	0.00113778	0	0.000159054	0.000143615	0	-58.291	8.14446	1.03395	1.09699	0.252662	0.251521	0.495817
7.876	0.000155556	-0.000297778	0	0.000153908	0.000141146	0	-57.725	7.54998	0.958605	1.09699	0.251926	0.251997	0.496078
7.875	-0.00118667	0.000337778	0	0.000154702	0.000150118	0	-58.619	7.71389	0.979542	1.09699	0.251917	0.252341	0.495742
7.874	-0.00108222	0.00298	0	0.000136048	0.0001475	0	-57.722	7.52283	0.955402	1.09699	0.252333	0.251384	0.496282
7.873	0.000242222	0.000113333	0	0.000147652	0.000148724	0	-57.289	7.69151	0.976948	1.09699	0.252183	0.252006	0.495811
7.872	0.000808889	0.00132444	0	0.000146564	0.00014405	0	-58.311	8.0758	1.02589	1.09699	0.252506	0.251439	0.496056
7.871	-3.77778e-005	0.000933333	0	0.00013861	0.000138403	0	-58.347	7.81653	0.993079	1.09699	0.252198	0.25175	0.496052
7.87	0.00249333	0.000291111	0	0.000151367	0.000153418	0	-57.968	7.8791	1.00116	1.09699	0.252639	0.251247	0.496114
7.869	0.00175111	-0.00156	0	0.000143117	0.000144699	0	-58.38	7.41539	0.942355	1.09698	0.252129	0.252033	0.495838
7.868	-0.000653333	0.000888889	0	0.000161517	0.000155234	0	-58.551	7.69654	0.978208	1.09698	0.252217	0.252099	0.495684
7.867	0.000791111	-0.00170667	0	0.000147874	0.000157273	0	-59.153	7.62999	0.969873	1.09698	0.25182	0.252278	0.495902
7.866	-0.000922222	0.00216889	0	0.00015116	0.000161829	0	-59.232	8.10787	1.03075	1.09698	0.252483	0.25186	0.495657
7.865	-0.00112444	-0.000508889	0	0.000149203	0.00014902	0	-59.175	7.69573	0.978478	1.09698	0.251623	0.25244	0.495937
7.864	0.00012	0.000306667	0	0.000143619	0.000155333	0	-58.918	7.26021	0.923221	1.09698	0.252203	0.25199	0.495807
7.863	0.000944444	-0.000108889	0	0.000153771	0.000149755	0	-59.075	7.81877	0.994375	1.09698	0.252256	0.251838	0.495907
7.862	-0.00171556	-0.000706667	0	0.000147817	0.000150798	0	-57.449	7.5147	0.955825	1.09698	0.251437	0.252648	0.495916
7.861	0.000517778	-0.000131111	0	0.000147676	0.000148615	0	-58.367	8.12085	1.03306	1.09698	0.252122	0.251929	0.495949
7.86	0.000822222	0.00179111	0	0.000142913	0.00014608	0	-59.44	7.66438	0.975112	1.09697	0.252768	0.251461	0.495771
7.859	0.000582222	-0.00187333	0	0.00014325	0.000155958	0	-58.49	8.46443	1.07704	1.09697	0.251758	0.252403	0.495839
7.858	0.00128889	-0.000664444	0	0.00015471	0.000148603	0	-58.431	8.45702	1.07623	1.09697	0.252196	0.251883	0.495921
7.857	0.00292667	-0.00038	0	0.000151033	0.000160286	0	-58.757	8.09597	1.03041	1.09697	0.252703	0.25143	0.495867
