Temperature	Magnetism_One	Magnetism_Two	Magnetism_Three	Susceptibility_One	Susceptibility_Two	Susceptibility_Three	Energy_Kawasaki	Heat_Capacity_Kawasaki	Heat_Capacity_Over_Temp	Entropy	Prob1	Prob0	Prob_-1
0.571	0.621521	0.749416	0.145905	0.026763	0.00824933	0.022283	-861.402	242.06	423.922	0.094951	0.430133	0.430133	0.139734
0.572	0.67151	0.64755	0.179195	0.0272835	0.0396386	0.0300451	-858.402	267.88	468.322	0.095422	0.430953	0.430953	0.138094
0.573	0.697452	0.674539	0.129636	0.0324965	0.00820662	0.0114667	-860.547	270.884	472.746	0.0959424	0.430023	0.430023	0.139953
0.574	0.487321	0.290818	0.6379	0.0863628	0.0338785	0.0374496	-857.237	280.074	487.934	0.0964676	0.430588	0.430588	0.138824
0.575	0.547098	0.763282	0.233302	0.0624095	0.0114264	0.0719503	-859.405	245.083	426.231	0.0970098	0.429441	0.429441	0.141117
0.576	0.630084	0.121055	0.546412	0.0413704	0.0211176	0.0294717	-855.699	304.235	528.186	0.0974834	0.430358	0.430358	0.139285
0.577	0.23135	0.556065	0.783326	0.0437696	0.0299835	0.00978295	-859.473	219.957	381.207	0.0980703	0.430408	0.430408	0.139183
0.578	0.133507	0.741441	0.683452	0.00784097	0.010259	0.0139529	-860.454	244.022	422.183	0.0984938	0.429495	0.429495	0.141011
0.579	0.651693	0.102374	0.712472	0.0152403	0.0095102	0.00713485	-857.208	235.619	406.94	0.0989629	0.429867	0.429867	0.140267
0.58	0.75321	0.252954	0.512597	0.00848714	0.042203	0.0407749	-856.249	282.447	486.977	0.0994151	0.429736	0.429736	0.140528
0.581	0.761956	0.304577	0.457379	0.0121253	0.0192161	0.0184359	-856.019	296.784	510.816	0.0999562	0.429904	0.429904	0.140193
0.582	0.480951	0.270949	0.750536	0.0188667	0.0357586	0.0143039	-856.258	260.704	447.946	0.100524	0.429545	0.429545	0.14091
0.583	0.308152	0.686609	0.392272	0.0680827	0.00849015	0.0703091	-854.949	281.022	482.027	0.101021	0.429628	0.429628	0.140745
0.584	0.663869	0.201861	0.608963	0.0255505	0.022098	0.0301803	-856.705	280.056	479.547	0.101557	0.429751	0.429751	0.140498
0.585	0.703251	0.233395	0.47752	0.0107024	0.0318411	0.0367175	-853.18	312.353	533.937	0.10209	0.429582	0.429582	0.140836
0.586	0.773407	0.416985	0.359095	0.00843059	0.0662755	0.0753743	-856.422	266.745	455.196	0.102683	0.429766	0.429766	0.140468
0.587	0.412799	0.772707	0.362044	0.0652734	0.00797799	0.0494141	-854.811	282.881	481.91	0.103189	0.429331	0.429331	0.141338
0.588	0.285629	0.483699	0.769328	0.0183491	0.0229857	0.00862052	-856.294	258.753	440.056	0.103724	0.429685	0.429685	0.14063
0.589	0.747705	0.235314	0.514935	0.0154992	0.040063	0.0297412	-854.038	279.451	474.45	0.104213	0.42879	0.42879	0.14242
0.59	0.793503	0.522966	0.270537	0.00468219	0.0110525	0.0127825	-855.349	276.712	469.004	0.10474	0.428827	0.428827	0.142347
0.591	0.387151	0.759156	0.375578	0.0508389	0.00798217	0.0710288	-853.879	294.577	498.439	0.105262	0.42946	0.42946	0.14108
0.592	0.568905	0.741099	0.182602	0.0436747	0.0078296	0.0356154	-855.42	271.174	458.064	0.105815	0.429475	0.429475	0.14105
0.593	0.365511	0.727499	0.361988	0.0192208	0.00730064	0.0235836	-852.601	318.077	536.386	0.106324	0.429767	0.429767	0.140467
0.594	0.685961	0.559146	0.228867	0.0267701	0.023112	0.0125394	-853.321	363.308	611.629	0.10692	0.429665	0.429665	0.14067
0.595	0.693081	0.590761	0.220234	0.0293594	0.0430948	0.0465271	-853.397	257.569	432.889	0.1076	0.429049	0.429049	0.141902
0.596	0.74681	0.515894	0.235229	0.0102857	0.0263526	0.0205874	-852.608	276.812	464.45	0.108081	0.428319	0.428319	0.143362
0.597	0.645959	0.236688	0.514072	0.0321618	0.0571158	0.0637414	-850.328	323.639	542.11	0.108597	0.429221	0.429221	0.141557
0.598	0.158223	0.19439	0.274635	0.0185754	0.0638096	0.143056	-844.626	379.454	634.539	0.109199	0.429887	0.429887	0.140226
0.599	0.297149	0.400812	0.678633	0.0540363	0.0724699	0.017915	-848.534	421.094	702.995	0.109904	0.428862	0.428862	0.142277
0.6	0.589953	0.630152	0.180473	0.0316491	0.0255201	0.0181916	-851.129	299.829	499.716	0.110685	0.428779	0.428779	0.142441
0.601	0.554218	0.651232	0.237984	0.0649807	0.0257002	0.0630476	-848.315	302.041	502.564	0.111241	0.429001	0.429001	0.141999
0.602	0.36646	0.744201	0.377929	0.0411172	0.0062511	0.0412034	-850.666	297.664	494.458	0.111799	0.429214	0.429214	0.141571
0.603	0.0968544	0.628741	0.612732	0.00874525	0.0273171	0.0132669	-849.369	331.435	549.643	0.112349	0.429391	0.429391	0.141218
0.604	0.244069	0.736261	0.558169	0.0544725	0.010204	0.0699724	-851.717	279.77	463.195	0.112959	0.428138	0.428138	0.143724
0.605	0.516145	0.223775	0.739133	0.0250298	0.0189674	0.00798354	-850.431	325.602	538.186	0.113474	0.428828	0.428828	0.142343
0.606	0.514612	0.21837	0.706371	0.0357609	0.0253331	0.00900337	-848.458	347.002	572.611	0.114072	0.428104	0.428104	0.143791
0.607	0.199549	0.555409	0.445587	0.0286858	0.0327736	0.0434526	-844.484	396.014	652.412	0.114708	0.427846	0.427846	0.144309
0.608	0.705091	0.712419	0.109081	0.00763046	0.0141091	0.00988175	-849.839	292.552	481.171	0.115433	0.427981	0.427981	0.144037
0.609	0.372952	0.760219	0.387472	0.0564625	0.00454239	0.0635934	-851.174	252.895	415.263	0.115968	0.428253	0.428253	0.143495
0.61	0.434261	0.755118	0.32094	0.0229935	0.0058382	0.034314	-850.135	274.291	449.657	0.116429	0.428252	0.428252	0.143495
0.611	0.492716	0.140878	0.480777	0.0823748	0.0160502	0.0818395	-841.943	380.234	622.314	0.116929	0.428136	0.428136	0.143727
0.612	0.150268	0.630721	0.707533	0.0152178	0.0125601	0.0241376	-849.458	286.779	468.593	0.11762	0.428445	0.428445	0.143111
0.613	0.400306	0.745133	0.344839	0.0236069	0.00824258	0.0407469	-847.713	294.933	481.131	0.118141	0.427829	0.427829	0.144341
0.614	0.520576	0.261921	0.718195	0.102045	0.0675971	0.0108383	-846.6	370.478	603.385	0.118675	0.428082	0.428082	0.143836
0.615	0.463811	0.288879	0.69066	0.0623685	0.0363909	0.0149635	-845.505	313.174	509.227	0.119346	0.42713	0.42713	0.14574
0.616	0.321364	0.363458	0.657742	0.0490185	0.0623144	0.0101803	-843.731	363.249	589.69	0.119912	0.428211	0.428211	0.143577
0.617	0.21697	0.342748	0.340861	0.0271585	0.0584838	0.141777	-838.207	381.564	618.419	0.120567	0.427642	0.427642	0.144715
0.618	0.253074	0.621979	0.448516	0.101609	0.00888031	0.10644	-844.871	294.409	476.39	0.121254	0.428139	0.428139	0.143723
0.619	0.35176	0.350761	0.695338	0.0703827	0.0532997	0.0131115	-843.023	367.137	593.113	0.121783	0.426607	0.426607	0.146786
0.62	0.346034	0.715974	0.43078	0.0780971	0.0158515	0.0832619	-843.427	346.848	559.432	0.122442	0.427202	0.427202	0.145596
0.621	0.404766	0.332927	0.721435	0.0416997	0.0322743	0.00871385	-844.343	345.062	555.655	0.123064	0.427402	0.427402	0.145196
0.622	0.551483	0.197946	0.680799	0.028497	0.030182	0.0208489	-844.349	379.683	610.423	0.123681	0.427646	0.427646	0.144708
0.623	0.164298	0.627161	0.689162	0.019179	0.017723	0.0223656	-843.44	338.969	544.092	0.12436	0.426575	0.426575	0.146849
0.624	0.736716	0.209918	0.531056	0.00636366	0.0321018	0.0372999	-845.148	318.698	510.734	0.124964	0.427071	0.427071	0.145859
0.625	0.390275	0.743875	0.353655	0.0224894	0.00859778	0.038591	-845.079	338.232	541.172	0.125532	0.42741	0.42741	0.145179
0.626	0.636335	0.219612	0.471016	0.034259	0.0419211	0.0308067	-839.959	379.165	605.695	0.126133	0.426886	0.426886	0.146229
0.627	0.748754	0.178762	0.571493	0.00737981	0.0142926	0.00769485	-842.682	365.003	582.143	0.126806	0.426494	0.426494	0.147011
0.628	0.20462	0.458234	0.612198	0.0341293	0.040421	0.0545666	-836.567	438.437	698.148	0.127453	0.426552	0.426552	0.146895
0.629	0.73262	0.309477	0.423144	0.0118844	0.0231792	0.0205896	-838.869	310.991	494.421	0.128228	0.426299	0.426299	0.147402
0.63	0.47757	0.651489	0.277979	0.0538785	0.0389814	0.0344756	-839.54	343.973	545.989	0.128778	0.426377	0.426377	0.147246
0.631	0.658055	0.250206	0.504841	0.0434389	0.0293969	0.025031	-840.348	341.533	541.257	0.129384	0.426452	0.426452	0.147096
0.632	0.646447	0.434365	0.240739	0.0121525	0.073541	0.0576082	-837.394	383.248	606.405	0.129986	0.426593	0.426593	0.146815
0.633	0.333053	0.331519	0.639774	0.0629892	0.0716702	0.0201202	-836.108	400.212	632.246	0.13066	0.426434	0.426434	0.147133
0.634	0.661357	0.404257	0.271193	0.0223132	0.040331	0.0362027	-836.143	308.334	486.332	0.131362	0.426014	0.426014	0.147972
0.635	0.483312	0.257113	0.728707	0.032253	0.0436166	0.0153533	-839.039	358.659	564.817	0.131902	0.425863	0.425863	0.148274
0.636	0.746837	0.232769	0.536057	0.00833452	0.0252765	0.0294868	-838.873	405.749	637.969	0.13253	0.424709	0.424709	0.150582
0.637	0.708275	0.56084	0.239347	0.0196966	0.0402031	0.0247401	-840.754	328.426	515.583	0.133239	0.426233	0.426233	0.147534
0.638	0.581048	0.457153	0.289453	0.0245268	0.0962731	0.0594299	-837.054	395.716	620.245	0.133812	0.425641	0.425641	0.148718
0.639	0.597194	0.362529	0.351394	0.0338753	0.0783731	0.086417	-837.869	338.092	529.095	0.134501	0.426252	0.426252	0.147497
0.64	0.304918	0.427042	0.537628	0.0438864	0.106096	0.0436856	-832.467	418.282	653.566	0.135089	0.425574	0.425574	0.148853
0.641	0.719315	0.459633	0.26328	0.0082277	0.0275185	0.0264406	-837.143	348.481	543.652	0.135815	0.425594	0.425594	0.148813
0.642	0.341639	0.635525	0.293889	0.0169205	0.0305255	0.0186566	-830.679	439.094	683.948	0.136419	0.426024	0.426024	0.147951
0.643	0.336348	0.396445	0.720049	0.0421914	0.033504	0.0158889	-835.59	327.545	509.402	0.137179	0.425604	0.425604	0.148792
0.644	0.387677	0.329699	0.717375	0.0412897	0.0264235	0.0174967	-834.37	404.63	628.307	0.137745	0.425233	0.425233	0.149534
0.645	0.30063	0.665558	0.372426	0.0699556	0.0069966	0.0688679	-834.679	393.116	609.482	0.138443	0.424691	0.424691	0.150618
0.646	0.555762	0.664897	0.126387	0.0117634	0.0142908	0.0162552	-833.393	434.277	672.255	0.13912	0.425062	0.425062	0.149876
0.647	0.198857	0.512445	0.662192	0.0211906	0.0217941	0.0157094	-834.183	435.745	673.486	0.139867	0.425383	0.425383	0.149234
0.648	0.574214	0.230032	0.351892	0.0398316	0.019505	0.0339416	-831.565	425.213	656.193	0.140616	0.425509	0.425509	0.148982
0.649	0.218245	0.713137	0.510795	0.0270496	0.0111611	0.0262891	-831.69	426.528	657.208	0.141345	0.424295	0.424295	0.151411
0.65	0.172322	0.550649	0.658337	0.0302721	0.0455726	0.0135254	-833.656	449.471	691.493	0.142075	0.424915	0.424915	0.150171
0.651	0.481337	0.523409	0.192229	0.0272543	0.0435414	0.0191792	-830.608	319.06	490.107	0.142843	0.425659	0.425659	0.148683
0.652	0.435689	0.263076	0.661512	0.0407776	0.0636409	0.0188826	-831.69	402.584	617.46	0.143388	0.424913	0.424913	0.150174
0.653	0.166197	0.727896	0.579892	0.0184814	0.00868752	0.0165246	-834.254	358.218	548.573	0.144074	0.424565	0.424565	0.150869
0.654	0.388383	0.202459	0.561996	0.0767756	0.0294742	0.020506	-825.28	419.879	642.016	0.144683	0.425033	0.425033	0.149934
0.655	0.497075	0.280851	0.24977	0.0327551	0.0517034	0.0303184	-824.138	396.622	605.53	0.145397	0.42515	0.42515	0.1497
0.656	0.686322	0.234014	0.454808	0.00881473	0.0285027	0.028261	-829.663	385.469	587.605	0.14607	0.424002	0.424002	0.151997
0.657	0.265116	0.490252	0.434372	0.0295752	0.0452302	0.0495599	-825.803	437.215	665.471	0.146722	0.424255	0.424255	0.151489
0.658	0.5206	0.221087	0.566421	0.0531963	0.0368872	0.0322247	-828.35	446.204	678.122	0.147462	0.42453	0.42453	0.15094
0.659	0.381637	0.325571	0.706523	0.0281463	0.0219025	0.0147312	-829.81	488.287	740.952	0.148215	0.424703	0.424703	0.150594
0.66	0.393912	0.719443	0.325537	0.0261432	0.0116826	0.0184704	-829.859	412.359	624.786	0.149039	0.424464	0.424464	0.151071
0.661	0.636838	0.311396	0.336052	0.026187	0.0512738	0.0532685	-828.303	518.346	784.185	0.149733	0.423879	0.423879	0.152242
0.662	0.444419	0.56013	0.351605	0.0684519	0.0432891	0.0309871	-829.125	348.857	526.975	0.150604	0.424419	0.424419	0.151163
0.663	0.550232	0.633029	0.25316	0.0363769	0.0330861	0.0241059	-829.135	469.79	708.582	0.15119	0.424169	0.424169	0.151662
0.664	0.331449	0.582244	0.305643	0.0568247	0.0321135	0.0493865	-826.313	442.632	666.614	0.151977	0.42406	0.42406	0.151881
0.665	0.537576	0.515357	0.154566	0.0430886	0.0816442	0.0156916	-826.697	502.573	755.748	0.152718	0.424106	0.424106	0.151788
0.666	0.461609	0.38828	0.48708	0.0896448	0.0197941	0.0832968	-823.27	468.05	702.778	0.153557	0.422981	0.422981	0.154038
0.667	0.289625	0.421039	0.627259	0.0339923	0.0746898	0.0143996	-824.581	412.853	618.969	0.154338	0.423848	0.423848	0.152303
0.668	0.337051	0.389751	0.526795	0.0849516	0.0456313	0.0455592	-823.056	405.4	606.886	0.155026	0.422891	0.422891	0.154218
0.669	0.508638	0.55539	0.13496	0.0664078	0.0202538	0.0186828	-823.679	430.479	643.466	0.1557	0.42291	0.42291	0.15418
0.67	0.21733	0.339583	0.215	0.0572623	0.0857144	0.043039	-815.743	556.245	830.216	0.156415	0.424085	0.424085	0.15183
0.671	0.565106	0.568863	0.131463	0.0140527	0.0257962	0.0140205	-823.816	428.564	638.694	0.157338	0.423162	0.423162	0.153676
0.672	0.295665	0.362768	0.653707	0.0296752	0.0360546	0.0110838	-823.392	368.031	547.666	0.158047	0.423211	0.423211	0.153578
0.673	0.432664	0.18732	0.308621	0.0790188	0.0274255	0.0422744	-815.948	535.189	795.229	0.158656	0.423436	0.423436	0.153127
0.674	0.572219	0.285604	0.387797	0.010969	0.0679157	0.100374	-819.604	426.146	632.263	0.159539	0.422847	0.422847	0.154305
0.675	0.230811	0.565622	0.350557	0.0248092	0.0382393	0.0332717	-815.335	567.388	840.574	0.160242	0.42214	0.42214	0.155721
0.676	0.623952	0.328943	0.298273	0.017529	0.0435384	0.0603343	-821.085	382.893	566.409	0.161176	0.423148	0.423148	0.153703
0.677	0.688712	0.46599	0.26346	0.0144388	0.0481849	0.0398823	-823.674	403.983	596.725	0.161805	0.42285	0.42285	0.1543
0.678	0.302989	0.354333	0.514975	0.0934586	0.0578777	0.0205724	-816.546	490.713	723.765	0.162468	0.422861	0.422861	0.154279
0.679	0.589364	0.614233	0.123358	0.0216255	0.0128815	0.0120739	-822.898	449.568	662.103	0.163273	0.422439	0.422439	0.155123
0.68	0.302038	0.575525	0.489542	0.0340256	0.037664	0.0606922	-820.907	454.118	667.821	0.164008	0.42227	0.42227	0.15546
0.681	0.579924	0.290355	0.431567	0.0193971	0.0735544	0.0983247	-819.881	483.116	709.422	0.16475	0.422836	0.422836	0.154328
0.682	0.624956	0.520254	0.177288	0.0276474	0.0275268	0.0216858	-820.446	412.741	605.192	0.165538	0.422328	0.422328	0.155344
0.683	0.546465	0.181924	0.488718	0.0197169	0.0240087	0.0690423	-815.834	509.994	746.697	0.166211	0.42198	0.42198	0.156039
0.684	0.547722	0.631592	0.132096	0.0185459	0.00899079	0.0135131	-816.309	415.268	607.117	0.167041	0.421701	0.421701	0.156599
0.685	0.668312	0.388656	0.292766	0.0104223	0.0529336	0.0506207	-821.154	406.589	593.56	0.167715	0.422866	0.422866	0.154269
0.686	0.262948	0.417023	0.567587	0.0379496	0.0961846	0.0201637	-816.531	517.017	753.668	0.168375	0.422178	0.422178	0.155643
0.687	0.184467	0.480364	0.552844	0.0170282	0.0135903	0.0618706	-815.212	591.098	860.405	0.169212	0.42147	0.42147	0.157059
0.688	0.197189	0.259636	0.375186	0.0321367	0.0477324	0.0747113	-811.332	444.954	646.736	0.170168	0.422612	0.422612	0.154776
0.689	0.234856	0.559827	0.426698	0.0318732	0.0198284	0.0649466	-815.129	505.392	733.516	0.170887	0.421943	0.421943	0.156113
0.69	0.346478	0.17833	0.295936	0.0342382	0.0276629	0.0535934	-807.577	530.999	769.563	0.171702	0.421382	0.421382	0.157235
0.691	0.337884	0.540057	0.372942	0.0304554	0.0390661	0.0985918	-815.206	527.515	763.408	0.172557	0.421468	0.421468	0.157063
0.692	0.278734	0.492351	0.370115	0.0658545	0.056461	0.0542294	-813.619	432.837	625.487	0.173405	0.421495	0.421495	0.15701
0.693	0.425933	0.297033	0.474833	0.060864	0.0391827	0.06273	-812.93	501.256	723.314	0.1741	0.421554	0.421554	0.156892
0.694	0.481814	0.126979	0.582681	0.0192254	0.014843	0.0196244	-812.733	436.749	629.321	0.174904	0.421089	0.421089	0.157821
0.695	0.30423	0.256759	0.474492	0.079388	0.0378747	0.0666553	-808.383	607.022	873.413	0.175603	0.421415	0.421415	0.157169
0.696	0.50348	0.242351	0.657771	0.0640813	0.0674472	0.019076	-815.816	420.21	603.751	0.176573	0.420936	0.420936	0.158129
0.697	0.530681	0.251882	0.338808	0.0782712	0.0412713	0.0460951	-809.399	673.072	965.67	0.177244	0.421009	0.421009	0.157983
0.698	0.530346	0.115769	0.552896	0.026989	0.0110506	0.0317869	-809.876	591.625	847.601	0.178317	0.420505	0.420505	0.158991
0.699	0.330761	0.17196	0.388538	0.0686515	0.0149179	0.0841109	-805.18	480.241	687.04	0.179259	0.42025	0.42025	0.159499
0.7	0.196812	0.358525	0.284161	0.0197483	0.0533228	0.0331222	-801.591	517.133	738.761	0.180022	0.420259	0.420259	0.159482
0.701	0.276953	0.249998	0.253969	0.0281215	0.021194	0.0464996	-805.108	432.256	616.627	0.180843	0.421543	0.421543	0.156914
0.702	0.189576	0.381969	0.305585	0.0211831	0.0921268	0.0547055	-803.575	545.594	777.2	0.181528	0.420456	0.420456	0.159087
0.703	0.405894	0.515362	0.327874	0.0684431	0.0575243	0.0279962	-806.359	605.644	861.514	0.182392	0.419859	0.419859	0.160282
0.704	0.246509	0.506261	0.276666	0.0222365	0.0640867	0.0401153	-804.721	556.559	790.567	0.183349	0.420232	0.420232	0.159535
0.705	0.35326	0.276115	0.560743	0.0659007	0.0683489	0.0325971	-809.454	419.164	594.559	0.184227	0.420545	0.420545	0.158911
0.706	0.427414	0.41559	0.114228	0.056955	0.0584455	0.00949001	-805.383	494.504	700.431	0.184888	0.420771	0.420771	0.158457
0.707	0.527887	0.406023	0.291379	0.0512131	0.0402405	0.0469465	-806.563	483.978	684.552	0.185666	0.420253	0.420253	0.159495
0.708	0.297855	0.336569	0.270346	0.0702744	0.0503947	0.0399664	-802.404	520.584	735.288	0.186427	0.420246	0.420246	0.159509
0.709	0.466663	0.417852	0.182936	0.0717359	0.0264555	0.0272221	-802.143	485.864	685.281	0.187244	0.41911	0.41911	0.16178
0.71	0.237281	0.625754	0.420602	0.0304716	0.0186921	0.0464624	-807.125	454.447	640.066	0.188005	0.42007	0.42007	0.159861
0.711	0.231906	0.464242	0.493649	0.0541666	0.0594464	0.0243167	-802.472	476.882	670.72	0.188717	0.419229	0.419229	0.161541
0.712	0.210209	0.449483	0.38201	0.0399634	0.0326048	0.0761635	-802.404	526.071	738.864	0.189462	0.419529	0.419529	0.160941
0.713	0.25283	0.398762	0.358819	0.0217167	0.0944694	0.0232703	-801.396	482.532	676.762	0.190283	0.419391	0.419391	0.161217
0.714	0.208843	0.505343	0.516045	0.0236898	0.0581548	0.0172799	-807.924	430.827	603.398	0.191035	0.419936	0.419936	0.160127
0.715	0.574796	0.298561	0.35472	0.0120702	0.0597809	0.081319	-805.265	393.843	550.829	0.191705	0.419212	0.419212	0.161576
0.716	0.569045	0.275608	0.301397	0.0290412	0.0296945	0.0489866	-801.627	553.858	773.545	0.192317	0.419502	0.419502	0.160995
0.717	0.419406	0.155698	0.48452	0.0335356	0.0149599	0.0294564	-797.667	585.902	817.157	0.193177	0.419019	0.419019	0.161962
0.718	0.349394	0.382095	0.38791	0.057624	0.0697195	0.0693748	-799.023	720.324	1003.24	0.194085	0.418708	0.418708	0.162584
0.719	0.282132	0.367171	0.218871	0.0446747	0.0666605	0.0396617	-796.909	521.851	725.801	0.195199	0.419627	0.419627	0.160746
0.72	0.502782	0.387136	0.227504	0.0338384	0.0393848	0.0386709	-798.75	472.761	656.613	0.196006	0.418865	0.418865	0.16227
0.721	0.478711	0.390765	0.205768	0.0271676	0.053542	0.0388101	-799.126	434.558	602.715	0.196735	0.41852	0.41852	0.162959
0.722	0.286589	0.468188	0.411796	0.0836087	0.0229448	0.0559508	-799.364	429.435	594.785	0.197405	0.419026	0.419026	0.161948
0.723	0.451008	0.474797	0.210709	0.0510787	0.0501506	0.0192249	-796.833	546.796	756.288	0.198066	0.418223	0.418223	0.163554
0.724	0.60854	0.508001	0.140573	0.0138943	0.0233764	0.0186139	-802.626	526.379	727.043	0.198906	0.419096	0.419096	0.161808
0.725	0.423257	0.218703	0.401242	0.0416394	0.0225311	0.0225565	-793.929	498.695	687.855	0.199714	0.418117	0.418117	0.163765
0.726	0.43335	0.442228	0.301552	0.0664177	0.0430462	0.0408429	-796.402	502.324	691.906	0.200478	0.418027	0.418027	0.163945
0.727	0.387292	0.387967	0.24114	0.0656869	0.0534655	0.0400056	-792.14	553.909	761.911	0.201247	0.41759	0.41759	0.164819
0.728	0.326358	0.195721	0.393104	0.0347319	0.0498776	0.0314254	-790.595	574.549	789.215	0.202094	0.418206	0.418206	0.163588
0.729	0.376078	0.250607	0.50513	0.0519983	0.0645137	0.0314332	-795.983	591.022	810.73	0.202971	0.417591	0.417591	0.164818
0.73	0.151371	0.217974	0.220807	0.0196877	0.0332704	0.0214548	-783.5	487.973	668.456	0.203871	0.417553	0.417553	0.164895
0.731	0.308935	0.520202	0.239309	0.0393372	0.0198515	0.034941	-792.826	523.735	716.464	0.204614	0.417333	0.417333	0.165334
0.732	0.319173	0.262162	0.407631	0.0383922	0.065681	0.0509936	-792.613	509.984	696.699	0.20541	0.417015	0.417015	0.16597
0.733	0.241783	0.521397	0.343052	0.0564197	0.0284148	0.0591115	-791.896	511.231	697.45	0.206184	0.417161	0.417161	0.165678
0.734	0.454727	0.471523	0.253831	0.0159985	0.059875	0.0419784	-796.518	516.083	703.11	0.206959	0.418458	0.418458	0.163083
0.735	0.187447	0.230446	0.379754	0.028866	0.0311939	0.0352369	-789.631	598.084	813.72	0.207741	0.418401	0.418401	0.163198
0.736	0.215179	0.381911	0.520981	0.0338087	0.0471197	0.029123	-790.658	632.244	859.028	0.208645	0.416999	0.416999	0.166003
0.737	0.22515	0.573916	0.394816	0.0316731	0.0163242	0.043696	-794.355	477.359	647.706	0.209599	0.417736	0.417736	0.164527
0.738	0.404343	0.241027	0.308558	0.0377443	0.0454059	0.0388359	-789.881	542.193	734.679	0.210319	0.417589	0.417589	0.164822
0.739	0.25837	0.529581	0.354476	0.0339551	0.0337018	0.0632671	-792.341	619.361	838.107	0.211135	0.417397	0.417397	0.165206
0.74	0.332285	0.27128	0.504169	0.0542212	0.0200743	0.0305812	-787.298	602.254	813.857	0.212066	0.41605	0.41605	0.167899
0.741	0.222454	0.279903	0.378448	0.0312922	0.0386908	0.0255432	-780.643	494.811	667.761	0.212971	0.416086	0.416086	0.167828
0.742	0.51671	0.194772	0.370802	0.0187512	0.0127602	0.0311779	-789.486	522.432	704.086	0.213713	0.416719	0.416719	0.166562
0.743	0.192619	0.242507	0.324497	0.0256464	0.0297328	0.0379184	-781.559	515.688	694.062	0.214495	0.416666	0.416666	0.166668
0.744	0.322767	0.247351	0.464587	0.0271638	0.0353398	0.0641983	-785.752	557.067	748.747	0.215266	0.416193	0.416193	0.167613
0.745	0.318573	0.221715	0.371027	0.0375606	0.0511395	0.0467553	-779.625	633.23	849.973	0.216098	0.416681	0.416681	0.166638
0.746	0.312933	0.564755	0.276368	0.0444618	0.0275262	0.0430492	-789.691	653.469	875.964	0.217042	0.416546	0.416546	0.166908
0.747	0.389084	0.475276	0.221152	0.0465608	0.0345456	0.0179569	-784.872	536.322	717.968	0.218016	0.415687	0.415687	0.168626
0.748	0.290786	0.399194	0.201693	0.0336786	0.0483015	0.0284855	-778.829	577.543	772.117	0.218813	0.415472	0.415472	0.169057
0.749	0.450079	0.443455	0.195642	0.0239003	0.0550175	0.0193246	-782.71	593.591	792.511	0.219671	0.415409	0.415409	0.169183
0.75	0.293394	0.376823	0.277937	0.037191	0.0413738	0.0326361	-778.807	492.189	656.252	0.220552	0.415023	0.415023	0.169953
0.751	0.317538	0.201149	0.506634	0.0262978	0.0182637	0.025015	-784.288	466.238	620.823	0.221281	0.416537	0.416537	0.166927
0.752	0.321429	0.210021	0.295052	0.0439479	0.0282529	0.0195926	-777.17	509.737	677.842	0.221971	0.415712	0.415712	0.168577
0.753	0.23601	0.315263	0.14922	0.0295546	0.0399796	0.0225441	-773.027	674.609	895.896	0.222724	0.41474	0.41474	0.17052
0.754	0.235893	0.50951	0.286092	0.0335105	0.0311932	0.0336958	-779.071	689.747	914.784	0.22372	0.414821	0.414821	0.170358
0.755	0.446998	0.230573	0.407065	0.0497614	0.0262985	0.0414828	-780.558	601.23	796.331	0.224736	0.415418	0.415418	0.169165
0.756	0.176183	0.320238	0.435435	0.0141059	0.0238752	0.0414129	-774.639	574.017	759.282	0.225621	0.414633	0.414633	0.170734
0.757	0.267345	0.274793	0.391672	0.0274967	0.0587407	0.058299	-778.686	635.749	839.827	0.226464	0.415186	0.415186	0.169627
0.758	0.246482	0.403503	0.248368	0.0373274	0.0375105	0.0335975	-774.892	660.12	870.871	0.227398	0.415085	0.415085	0.16983
0.759	0.158888	0.426662	0.378707	0.0149192	0.0456946	0.057535	-777.807	635.302	837.024	0.228365	0.415221	0.415221	0.169558
0.76	0.294265	0.337541	0.236259	0.0841947	0.0288377	0.0327378	-779.28	716.862	943.239	0.229295	0.415678	0.415678	0.168644
0.761	0.288816	0.172043	0.397666	0.0305923	0.0234205	0.0211715	-770.208	536.616	705.146	0.230343	0.414431	0.414431	0.171138
0.762	0.337811	0.282801	0.318455	0.0389758	0.0628795	0.0505099	-771.47	562.232	737.837	0.231127	0.413941	0.413941	0.172117
0.763	0.241055	0.228947	0.218488	0.0286204	0.0276775	0.0376406	-764.64	564.02	739.213	0.231947	0.413412	0.413412	0.173176
0.764	0.334345	0.146248	0.328165	0.0258432	0.0101772	0.0367255	-768.825	518.474	678.631	0.232768	0.413806	0.413806	0.172389
0.765	0.15734	0.216655	0.179239	0.0210887	0.0346279	0.0241984	-766.308	580.157	758.375	0.233522	0.414042	0.414042	0.171916
0.766	0.210289	0.392677	0.260554	0.014171	0.0206732	0.0244757	-771.806	535.524	699.118	0.234365	0.414302	0.414302	0.171397
0.767	0.253962	0.243591	0.268173	0.0287063	0.0338003	0.0742556	-768.501	643.095	838.454	0.235141	0.413194	0.413194	0.173613
0.768	0.334533	0.312901	0.166635	0.0515355	0.0559419	0.0237659	-771.02	671.157	873.902	0.236073	0.413572	0.413572	0.172855
