Temperature	Magnetism_One	Magnetism_Two	Magnetism_Three	Susceptibility_One	Susceptibility_Two	Susceptibility_Three	Energy_Kawasaki	Heat_Capacity_Kawasaki	Heat_Capacity_Over_Temp	Entropy	Prob1	Prob0	Prob_-1
0.001	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.002	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.003	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.004	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.005	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.006	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.007	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.008	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.009	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.01	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.011	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.012	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.013	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.014	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.015	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.016	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.017	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.018	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.019	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.02	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.021	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.022	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.023	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.024	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.025	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.026	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.027	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.028	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.029	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.03	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.031	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.032	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.033	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.034	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.035	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.036	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.037	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.038	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.039	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.04	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.041	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.042	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.043	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.044	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.045	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.046	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.047	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.048	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.049	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.05	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.051	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.052	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.053	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.054	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.055	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.056	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.057	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.058	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.059	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.06	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.061	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.062	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.063	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.064	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.065	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.066	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.067	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.068	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.069	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.07	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.071	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.072	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.073	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.074	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.075	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.076	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.077	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.078	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.079	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.08	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.081	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.082	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.083	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.084	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.085	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.086	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.087	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.088	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.089	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.09	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.091	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.092	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.093	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.094	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.095	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.096	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.097	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.098	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.099	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.1	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.101	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.102	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.103	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.104	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.105	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.106	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.107	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.108	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.109	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.11	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.111	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.112	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.113	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.114	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.115	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.116	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.117	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.118	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.119	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.12	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.121	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.122	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.123	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.124	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.125	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.126	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.127	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.128	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.129	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.13	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.131	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.132	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.133	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.134	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.135	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.136	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.137	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.138	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.139	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.14	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.141	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.142	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.143	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.144	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.145	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.146	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.147	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.148	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.149	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.15	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.151	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.152	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.153	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.154	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.155	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.156	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.157	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.158	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.159	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.16	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.161	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.162	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.163	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.164	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.165	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.166	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.167	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.168	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.169	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.17	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.171	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.172	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.173	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.174	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.175	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.176	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.177	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.178	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.179	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.18	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.181	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.182	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.183	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.184	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.185	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.186	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.187	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.188	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.189	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.19	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.191	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.192	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.193	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.194	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.195	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.196	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.197	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.198	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.199	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.2	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.201	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.202	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.203	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.204	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.205	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.206	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.207	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.208	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.209	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.21	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.211	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.212	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.213	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.214	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.215	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.216	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.217	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.218	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.219	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.22	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.221	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.222	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.223	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.224	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.225	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.226	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.227	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.228	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.229	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.23	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.231	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.232	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.233	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.234	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.235	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.236	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.237	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.238	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.239	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.24	0	1	1	0	0	0	-900	0	0	0	0.333333	0.333333	0.333333
0.241	0.0743983	0.835975	0.763444	0.0123497	0.002079	0.00938601	-898.63	26.9347	111.762	0	0.442036	0.442036	0.115929
0.242	0.103025	0.766632	0.664152	0.0101057	0.00530865	0.00373345	-898.486	28.1568	116.35	0.00012418	0.440676	0.440676	0.118647
0.243	0.105332	0.82278	0.767918	0.0113651	0.0219255	0.00713911	-898.525	24.2588	99.8304	0.000253458	0.43927	0.43927	0.121461
0.244	0.174328	0.679159	0.853322	0.0116386	0.00740011	0.00423301	-898.623	24.5862	100.763	0.000364381	0.444298	0.444298	0.111404
0.245	0.139846	0.730969	0.870599	0.0128539	0.00656059	0.00491553	-898.525	26.9179	109.869	0.00047634	0.4431	0.4431	0.113799
0.246	0.145531	0.855674	0.712317	0.0124387	0.00563111	0.00815755	-898.549	22.7841	92.6184	0.000598417	0.444018	0.444018	0.111964
0.247	0.100497	0.709589	0.802628	0.0198665	0.00706383	0.00972276	-898.405	26.7253	108.2	0.000701326	0.44157	0.44157	0.116861
0.248	0.0544322	0.779821	0.82216	0.00707045	0.00767055	0.0070993	-898.494	25.862	104.282	0.000821548	0.442337	0.442337	0.115326
0.249	0.17071	0.708959	0.87967	0.0146893	0.00467175	0.00801918	-898.342	29.2154	117.331	0.000937417	0.443417	0.443417	0.113167
0.25	0.197238	0.689013	0.886251	0.0178395	0.0177943	0.00295291	-898.347	28.6391	114.556	0.00106778	0.442168	0.442168	0.115664
0.251	0.12311	0.669207	0.789247	0.0110684	0.0036658	0.0139966	-898.339	27.1969	108.354	0.00119507	0.441785	0.441785	0.11643
0.252	0.150833	0.735304	0.886016	0.0225626	0.0179656	0.0027195	-898.256	30.893	122.591	0.00131546	0.442864	0.442864	0.114271
0.253	0.229815	0.837905	0.60809	0.00914224	0.00349933	0.00791939	-898.358	22.8779	90.4264	0.00145168	0.442951	0.442951	0.114098
0.254	0.139789	0.661183	0.521871	0.0203412	0.0107457	0.014561	-898.33	30.0209	118.193	0.00155215	0.446329	0.446329	0.107343
0.255	0.299324	0.821799	0.522474	0.0241953	0.0126652	0.0111008	-898.085	34.8511	136.671	0.00168347	0.443707	0.443707	0.112586
0.256	0.591525	0.826943	0.235419	0.0171383	0.0119493	0.0463755	-898.097	32.2227	125.87	0.00183533	0.442375	0.442375	0.11525
0.257	0.560834	0.792125	0.23129	0.01067	0.00659561	0.0263809	-898.169	29.0606	113.076	0.00197519	0.444953	0.444953	0.110094
0.258	0.563445	0.902905	0.33946	0.00763147	0.0033946	0.00694152	-898.16	30.501	118.221	0.00210083	0.440522	0.440522	0.118957
0.259	0.83437	0.819771	0.0539367	0.00884465	0.00674862	0.0109106	-898.18	30.5178	117.829	0.00223218	0.441337	0.441337	0.117326
0.26	0.734357	0.725091	0.0691469	0.00632565	0.0130044	0.00604428	-897.903	38.2347	147.056	0.0023631	0.44215	0.44215	0.1157
0.261	0.716115	0.734475	0.0537421	0.00727024	0.0124564	0.00486305	-898.156	26.4197	101.225	0.0025265	0.442181	0.442181	0.115637
0.262	0.65293	0.832007	0.179512	0.0121489	0.0110404	0.0336342	-897.913	29.7712	113.631	0.00263897	0.441514	0.441514	0.116972
0.263	0.606804	0.812383	0.205578	0.050032	0.00728103	0.0296152	-897.997	32.9985	125.47	0.00276523	0.442877	0.442877	0.114247
0.264	0.592126	0.764345	0.172219	0.016067	0.00867464	0.00697691	-897.985	29.5197	111.817	0.00290464	0.444354	0.444354	0.111291
0.265	0.376007	0.833191	0.457184	0.00594129	0.00491827	0.00743056	-897.687	32.5504	122.832	0.00302888	0.443516	0.443516	0.112968
0.266	0.415182	0.695099	0.279917	0.015916	0.00699344	0.00955016	-897.661	36.0658	135.586	0.00316536	0.44416	0.44416	0.111679
0.267	0.695212	0.743085	0.11755	0.0354508	0.00803105	0.0169024	-897.755	35.115	131.517	0.00331601	0.44116	0.44116	0.117679
0.268	0.756268	0.818862	0.122347	0.0182379	0.0141777	0.00988844	-897.729	34.8743	130.128	0.00346214	0.44196	0.44196	0.11608
0.269	0.849784	0.70399	0.145794	0.00695865	0.00838609	0.0124882	-897.82	33.1083	123.079	0.00360673	0.441693	0.441693	0.116614
0.27	0.876456	0.327973	0.548483	0.00437845	0.0128735	0.00824704	-897.613	37.2974	138.138	0.00374348	0.441722	0.441722	0.116555
0.271	0.793391	0.149154	0.64425	0.00714608	0.0133342	0.012928	-897.575	35.9892	132.801	0.00389697	0.44233	0.44233	0.11534
0.272	0.860343	0.209007	0.651336	0.00644829	0.0266962	0.01366	-897.535	38.4148	141.231	0.00404453	0.442286	0.442286	0.115427
0.273	0.826599	0.162803	0.663796	0.00724507	0.00739207	0.00366868	-897.614	36.8052	134.817	0.00420145	0.443979	0.443979	0.112041
0.274	0.742363	0.0648004	0.709513	0.00569461	0.00556442	0.00654605	-897.612	36.1046	131.769	0.00435125	0.440754	0.440754	0.118492
0.275	0.55528	0.201783	0.757063	0.00669726	0.0197402	0.0207824	-897.637	35.3146	128.417	0.00449766	0.444935	0.444935	0.11013
0.276	0.690925	0.179117	0.870043	0.00540484	0.0131165	0.00424337	-897.653	32.8962	119.189	0.00464034	0.44108	0.44108	0.11784
0.277	0.826241	0.0895775	0.771439	0.00719407	0.0135813	0.0133394	-897.521	32.4477	117.14	0.00477277	0.441391	0.441391	0.117218
0.278	0.718784	0.0800507	0.7889	0.0125265	0.0075475	0.00639334	-897.348	39.3958	141.712	0.00490293	0.442512	0.442512	0.114975
0.279	0.560903	0.224611	0.785513	0.0116576	0.0179147	0.00438642	-897.321	37.8852	135.789	0.00506039	0.444478	0.444478	0.111045
0.28	0.711031	0.0656156	0.730077	0.00732059	0.00718967	0.0077271	-897.373	38.8016	138.577	0.00521126	0.442908	0.442908	0.114185
0.281	0.517826	0.277984	0.795809	0.0158783	0.0273971	0.00756269	-897.169	44.722	159.153	0.00536524	0.44223	0.44223	0.115539
0.282	0.705337	0.132981	0.838303	0.0110806	0.0215319	0.00639624	-897.241	39.2015	139.012	0.00554207	0.443068	0.443068	0.113865
0.283	0.496902	0.297494	0.794396	0.0257101	0.0398248	0.00663517	-897.097	47.5911	168.166	0.00569653	0.443074	0.443074	0.113853
0.284	0.473808	0.391948	0.865756	0.00515835	0.0168834	0.00781907	-896.997	46.8239	164.873	0.00588338	0.441401	0.441401	0.117198
0.285	0.130878	0.681505	0.731421	0.019714	0.0364076	0.0123819	-896.875	48.0642	168.646	0.00606658	0.444641	0.444641	0.110718
0.286	0.362463	0.856408	0.493945	0.0144397	0.00275875	0.0131315	-897.193	40.6224	142.036	0.00625396	0.44085	0.44085	0.118301
0.287	0.495031	0.817137	0.322106	0.0115226	0.00991482	0.00536368	-897.203	38.0682	132.642	0.00641178	0.444629	0.444629	0.110742
0.288	0.647333	0.57993	0.0787415	0.00407668	0.0137613	0.00971828	-896.956	44.4553	154.359	0.00655916	0.443335	0.443335	0.113329
0.289	0.770368	0.640282	0.131386	0.00559195	0.0157144	0.0266	-896.901	42.7407	147.892	0.00673067	0.444797	0.444797	0.110406
0.29	0.823403	0.169054	0.654349	0.0032976	0.00522794	0.00683552	-896.941	42.4776	146.475	0.00689499	0.439401	0.439401	0.121198
0.291	0.708434	0.156983	0.828352	0.0319352	0.0347861	0.0184286	-896.823	44.6305	153.369	0.00705774	0.438731	0.438731	0.122537
0.292	0.220105	0.586291	0.804144	0.0292065	0.00782704	0.0169351	-896.707	42.3534	145.046	0.00722815	0.441809	0.441809	0.116382
0.293	0.107923	0.818517	0.714808	0.0179533	0.00594312	0.00874582	-896.836	41.7964	142.65	0.00738931	0.44263	0.44263	0.114741
0.294	0.166279	0.802522	0.636243	0.010122	0.00578981	0.00700414	-896.779	45.9795	156.393	0.00754781	0.441783	0.441783	0.116433
0.295	0.208905	0.844637	0.635732	0.0104909	0.00304102	0.00718705	-896.979	35.6037	120.69	0.00772158	0.442396	0.442396	0.115207
0.296	0.313765	0.809595	0.49583	0.0643686	0.00470598	0.0491419	-896.698	39.362	132.98	0.00785568	0.439801	0.439801	0.120399
0.297	0.226927	0.783838	0.556929	0.0439094	0.0281269	0.0186978	-896.483	52.6541	177.287	0.00800344	0.443932	0.443932	0.112135
0.298	0.146068	0.710868	0.856936	0.00357579	0.007144	0.00695783	-896.555	45.4638	152.563	0.00820042	0.440743	0.440743	0.118514
0.299	0.0832023	0.688583	0.671841	0.0145722	0.0161173	0.0150598	-896.341	47.0031	157.201	0.00836994	0.441148	0.441148	0.117704
