Temperature	Magnetism_One	Magnetism_Two	Magnetism_Three	Susceptibility_One	Susceptibility_Two	Susceptibility_Three	Energy_Glauber	Heat_Capacity_Glauber	Heat_Capacity_Over_Temp	Entropy_Glauber	Prob1	Prob0	Prob_-1
7.271	0.0394467	0.0395333	0.0388033	0.000121118	0.000127276	0.000125739	-140.832	16.6008	2.28316	0.00459415	0.337057	0.336844	0.326099
7.27	0.0402567	0.0389967	0.0401567	0.000120008	0.0001213	0.000131048	-141.065	17.6317	2.42527	0.00459669	0.336911	0.336759	0.32633
7.269	0.0407133	0.03963	0.0397833	0.000134789	0.000127685	0.000132952	-142.577	16.4744	2.26639	0.00459938	0.336737	0.336541	0.326722
7.268	0.0399133	0.0394733	0.0374767	0.000132378	0.000107196	0.000111028	-140.948	18.1014	2.49057	0.0046019	0.336853	0.336981	0.326166
7.267	0.0406233	0.03642	0.0398333	0.000116655	0.000108727	0.000121156	-142.406	16.9011	2.32573	0.00460467	0.336818	0.337092	0.32609
7.266	0.0411333	0.0381167	0.0394133	0.000119479	0.000114582	0.000116434	-143.153	16.0844	2.21365	0.00460725	0.33705	0.33734	0.32561
7.265	0.0398567	0.0389033	0.0397733	0.000131763	0.000117554	0.000130274	-142.926	16.5807	2.28227	0.00460971	0.336749	0.337018	0.326233
7.264	0.0381367	0.03873	0.03982	0.000118601	0.000124431	0.000125396	-141.829	17.1789	2.36493	0.00461225	0.33707	0.336483	0.326447
7.263	0.0392233	0.04091	0.04009	0.000124345	0.000129975	0.000116114	-145.52	16.3439	2.2503	0.00461488	0.337133	0.337341	0.325526
7.262	0.03967	0.0401767	0.0390367	0.000131444	0.00012064	0.000128075	-141.405	15.7465	2.16834	0.00461738	0.337142	0.336799	0.326059
7.261	0.0388	0.0399	0.0394367	0.000113496	0.000132521	0.000122864	-140.501	16.3731	2.25494	0.00461979	0.337226	0.336729	0.326046
7.26	0.03915	0.0384633	0.0382733	0.000123095	0.000124023	0.000120345	-142.829	18.872	2.59944	0.00462229	0.337104	0.337358	0.325538
7.259	0.0388633	0.0393667	0.0385733	0.000111954	0.000118011	0.000120168	-142.36	15.9372	2.19551	0.00462518	0.336804	0.337103	0.326092
7.258	0.0399233	0.04017	0.03971	0.000120429	0.000118837	0.000130941	-142.59	16.9659	2.33755	0.00462762	0.337536	0.33685	0.325614
7.257	0.03977	0.0383867	0.0404067	0.000124126	0.000120478	0.000120361	-141.678	16.7732	2.31131	0.00463022	0.33662	0.336739	0.326641
7.256	0.0389033	0.0390333	0.0388	0.000115489	0.000109672	0.000120413	-143.037	17.433	2.40256	0.00463278	0.33734	0.337079	0.325581
7.255	0.03706	0.03869	0.0396733	0.000109583	0.000113838	0.000118206	-142.689	17.7427	2.44558	0.00463545	0.337392	0.336882	0.325726
7.254	0.0397567	0.03682	0.0373133	0.000117859	0.000106384	0.00010526	-141.616	17.2338	2.37577	0.00463817	0.337292	0.337433	0.325274
7.253	0.0395333	0.0394167	0.0383467	0.000122512	0.000120211	0.000122064	-141.524	17.8283	2.45805	0.00464081	0.336943	0.33682	0.326237
7.252	0.03958	0.0393733	0.03836	0.000122982	0.000120608	0.000124398	-142.086	16.66	2.2973	0.00464354	0.337076	0.337382	0.325542
7.251	0.0383067	0.03861	0.0399767	0.000120655	0.000110218	0.000124438	-143.517	17.3917	2.39853	0.00464609	0.336623	0.336961	0.326416
7.25	0.04023	0.0397333	0.0401233	0.000121242	0.000130914	0.000133575	-145.177	17.0829	2.35626	0.00464876	0.336837	0.33697	0.326193
7.249	0.0403333	0.03788	0.03997	0.000116868	0.000117714	0.000122863	-141.645	16.3799	2.25961	0.00465138	0.33712	0.336457	0.326423
7.248	0.0401233	0.0378033	0.03983	0.000125156	0.000112544	0.000120819	-142.276	17.0468	2.35193	0.00465389	0.336376	0.336914	0.32671
7.247	0.0390167	0.0385667	0.03914	0.000117704	0.000124127	0.000123811	-141.254	16.538	2.28205	0.0046565	0.336523	0.336971	0.326506
7.246	0.0398967	0.0381333	0.0393667	0.000119438	0.000119883	0.000121109	-142.327	16.5305	2.28133	0.00465904	0.337254	0.337093	0.325652
7.245	0.0381633	0.0387633	0.03928	0.000116453	0.000124348	0.000120959	-141.03	17.1263	2.36388	0.00466157	0.3364	0.337053	0.326547
7.244	0.0394033	0.0399367	0.0406567	0.000126095	0.000121116	0.000120005	-142.994	16.2306	2.24056	0.0046642	0.33727	0.336658	0.326072
7.243	0.03876	0.0399833	0.0395	0.000123052	0.000109658	0.000128519	-141.028	18.4164	2.54265	0.00466669	0.336522	0.336814	0.326663
7.242	0.0400833	0.0404933	0.0396033	0.000132205	0.000118055	0.00012949	-143.667	16.5396	2.28384	0.00466951	0.337024	0.336951	0.326024
7.241	0.03979	0.03904	0.03802	0.000125847	0.000126451	0.000123646	-142.805	16.2079	2.23835	0.00467205	0.337118	0.337181	0.325701
7.24	0.0374733	0.0388367	0.0389133	0.000112252	0.000112902	0.000113609	-141.502	18.731	2.58715	0.00467454	0.337129	0.336752	0.326119
7.239	0.0404	0.0388233	0.0399	0.0001289	0.00012833	0.000126815	-143.045	15.6968	2.16837	0.00467741	0.336667	0.336892	0.326441
7.238	0.04003	0.03833	0.03934	0.000121659	0.000115093	0.000122411	-142.705	18.8025	2.59774	0.00467982	0.337032	0.336912	0.326056
7.237	0.0388933	0.0396933	0.0397533	0.00011879	0.000126943	0.000124961	-142.678	18.3976	2.54216	0.00468271	0.337202	0.336967	0.325831
7.236	0.0378733	0.0395133	0.0395433	0.000109804	0.000123329	0.000131423	-144.461	15.6805	2.16701	0.00468553	0.336809	0.337148	0.326043
7.235	0.0383033	0.0395033	0.03926	0.000123375	0.000116162	0.000115259	-143.487	17.172	2.37346	0.00468794	0.336932	0.336954	0.326113
7.234	0.0388467	0.03774	0.0383567	0.000132114	0.000115784	0.000121629	-142.269	16.4341	2.27179	0.00469058	0.337352	0.336816	0.325832
7.233	0.0393133	0.0408433	0.0378167	0.000118502	0.0001244	0.000118992	-142.769	15.3145	2.1173	0.0046931	0.336679	0.336592	0.326729
7.232	0.0397833	0.0398967	0.03754	0.000116978	0.000134897	0.000112825	-142.332	15.8173	2.18713	0.00469545	0.337103	0.337334	0.325562
7.231	0.03836	0.0415867	0.0396967	0.000122393	0.000126135	0.000126755	-142.411	17.0557	2.3587	0.00469788	0.337001	0.337084	0.325914
7.23	0.0390133	0.0409567	0.04059	0.000123643	0.000134561	0.000121496	-140.94	17.4259	2.41022	0.00470051	0.337106	0.336599	0.326296
7.229	0.0386133	0.0379267	0.0395533	0.000112954	0.000123633	0.00011508	-144.023	18.8188	2.60324	0.00470318	0.337308	0.336846	0.325847
7.228	0.0376633	0.03697	0.0399433	0.000125471	0.000118257	0.000119023	-143.803	18.3248	2.53525	0.00470608	0.337071	0.337377	0.325552
7.227	0.0402967	0.0383067	0.0406567	0.000133572	0.000123737	0.000123946	-143.254	16.9444	2.3446	0.00470889	0.337179	0.336703	0.326118
7.226	0.0409633	0.0410367	0.0391033	0.000124614	0.000126098	0.000110337	-143.454	17.4672	2.41727	0.0047115	0.33673	0.336742	0.326528
7.225	0.0390367	0.0399167	0.0397333	0.000117228	0.000113212	0.00011689	-143.003	17.0132	2.35477	0.00471418	0.337466	0.336717	0.325818
7.224	0.0407167	0.0401933	0.0384533	0.000131821	0.000128406	0.000119855	-144.278	16.7453	2.31801	0.0047168	0.33723	0.336918	0.325852
7.223	0.0391633	0.03903	0.0391967	0.000125873	0.000123009	0.00013251	-142.089	16.9955	2.35297	0.00471938	0.336948	0.33702	0.326032
7.222	0.03924	0.0390867	0.0403167	0.000126032	0.000116556	0.000123835	-142.196	17.5273	2.42693	0.00472199	0.336619	0.336762	0.326619
7.221	0.0388667	0.0390967	0.0391067	0.000112066	0.000124571	0.000123827	-143.945	17.87	2.47472	0.00472469	0.33686	0.33681	0.32633
7.22	0.0380967	0.0388033	0.03811	0.000108521	0.00012494	0.000118642	-142.769	16.6401	2.30473	0.00472744	0.336992	0.336953	0.326054
7.219	0.0378067	0.0390933	0.0389233	0.000126403	0.000121257	0.000130432	-142.265	17.2534	2.39	0.00473	0.33772	0.337161	0.325119
7.218	0.0406	0.0393233	0.0395233	0.00012764	0.000118099	0.000116407	-143.234	16.7083	2.31481	0.00473265	0.336777	0.337279	0.325944
7.217	0.0389867	0.0395167	0.04093	0.000123381	0.000121562	0.000120301	-143.254	17.5695	2.43446	0.00473523	0.337258	0.336767	0.325976
7.216	0.0385733	0.0385467	0.0395967	0.000117564	0.00011913	0.000114903	-141.085	18.5879	2.57593	0.00473793	0.336778	0.33673	0.326492
7.215	0.0401833	0.0407333	0.0398667	0.000115143	0.000123658	0.000121199	-143.443	16.0082	2.21874	0.00474079	0.336858	0.337254	0.325888
7.214	0.0400633	0.0384767	0.0399533	0.000114855	0.000117845	0.000125188	-142.852	16.3736	2.2697	0.00474326	0.337311	0.33654	0.326149
7.213	0.0388767	0.0391633	0.0385133	0.000113689	0.000123542	0.000117546	-142.006	18.1103	2.51079	0.00474578	0.336461	0.336777	0.326762
7.212	0.03983	0.0405933	0.0389467	0.000130009	0.00011887	0.000117496	-144.334	17.2382	2.39021	0.00474857	0.33695	0.336944	0.326106
7.211	0.0413833	0.0380967	0.03821	0.000122314	0.000116151	0.000111291	-143.136	16.4657	2.28342	0.00475122	0.337228	0.33708	0.325692
7.21	0.0407	0.0387533	0.0405467	0.000125458	0.000114351	0.000131273	-143.62	17.7718	2.46489	0.00475376	0.336988	0.337246	0.325767
7.209	0.0399967	0.0399133	0.0393567	0.000130567	0.000122673	0.000122892	-141.845	17.6789	2.45234	0.0047565	0.336759	0.336741	0.3265
7.208	0.0396333	0.0406967	0.0396467	0.000128129	0.000135944	0.000122152	-143.162	16.9232	2.34784	0.00475923	0.336608	0.337069	0.326323
7.207	0.0406667	0.0413133	0.0405267	0.000127641	0.000134173	0.000132015	-142.596	16.8935	2.34404	0.00476183	0.336522	0.336962	0.326516
7.206	0.0386967	0.0400267	0.0385167	0.000119256	0.000127825	0.000113518	-142.387	18.4527	2.56074	0.00476444	0.336769	0.336696	0.326536
7.205	0.0401167	0.0394867	0.0386133	0.000116406	0.000129235	0.000125106	-142.976	18.0858	2.51018	0.00476728	0.337271	0.336966	0.325763
7.204	0.0395867	0.03956	0.0398333	0.000133091	0.000120693	0.000124233	-144.167	17.4373	2.4205	0.00477007	0.336868	0.336828	0.326304
7.203	0.03883	0.0404033	0.0386767	0.00011153	0.000133596	0.000133456	-143.034	17.0041	2.3607	0.00477276	0.336879	0.3365	0.326621
7.202	0.0386333	0.0392233	0.0402733	0.00012727	0.000123763	0.000119074	-142.225	17.125	2.37781	0.00477539	0.336959	0.336962	0.326079
7.201	0.0411233	0.0389433	0.0400667	0.000125923	0.000122888	0.000114727	-143.446	16.9664	2.35611	0.00477803	0.337137	0.336779	0.326084
7.2	0.03896	0.0379167	0.0401767	0.000122155	0.00010622	0.000121571	-143.208	16.3173	2.26629	0.00478065	0.336628	0.336983	0.326389
7.199	0.0380433	0.03989	0.03941	0.000114523	0.000130407	0.000122526	-143.556	16.5233	2.29522	0.00478316	0.336308	0.33742	0.326272
7.198	0.0397467	0.0392033	0.0396033	0.000118052	0.000126424	0.000123906	-143.197	16.3947	2.27768	0.00478571	0.336856	0.336607	0.326538
7.197	0.0380933	0.0398533	0.0382933	0.00012233	0.000130638	0.000117543	-142.737	17.1572	2.38394	0.00478824	0.337326	0.336823	0.325851
7.196	0.0369367	0.0389233	0.038	0.000114555	0.000120222	0.000115777	-143.532	18.0078	2.50247	0.00479089	0.337054	0.337028	0.325918
7.195	0.04072	0.0404667	0.03952	0.000126945	0.000122753	0.000122346	-142.529	18.1873	2.52777	0.00479367	0.337163	0.33693	0.325907
7.194	0.0394667	0.0398767	0.0409967	0.000117747	0.000126559	0.000129972	-143.228	16.3602	2.27414	0.00479648	0.336912	0.337143	0.325944
7.193	0.0395367	0.0393467	0.03815	0.000119977	0.000126879	0.000123248	-142.878	18.0983	2.5161	0.00479901	0.337014	0.337212	0.325773
7.192	0.0403667	0.0397267	0.0395667	0.000113181	0.000133842	0.000127687	-141.939	16.975	2.36026	0.00480181	0.336898	0.336796	0.326307
7.191	0.0384633	0.03848	0.0406467	0.000113637	0.000118553	0.000131412	-144.639	17.7725	2.4715	0.00480443	0.336968	0.337222	0.32581
7.19	0.0384433	0.0387833	0.0377233	0.00012728	0.00011482	0.000108698	-141.288	16.4805	2.29214	0.00480717	0.336884	0.337188	0.325928
7.189	0.0394333	0.0379967	0.0386567	0.000122559	0.000111454	0.000114466	-142.71	17.496	2.43372	0.00480972	0.337131	0.337078	0.325791
7.188	0.0392133	0.04006	0.0387533	0.000114611	0.000129849	0.00011611	-142.475	17.6383	2.45385	0.00481242	0.336984	0.336811	0.326204
7.187	0.0396867	0.0391933	0.03894	0.000129111	0.000129826	0.000121755	-143.305	17.6091	2.45013	0.00481515	0.336979	0.336948	0.326073
7.186	0.0400233	0.04	0.0398	0.00012847	0.000119662	0.00012166	-143.448	17.6717	2.45918	0.00481787	0.336988	0.336918	0.326094
7.185	0.0391367	0.0406733	0.04038	0.000115933	0.000128111	0.000137906	-141.881	17.3906	2.42041	0.00482061	0.33688	0.337201	0.325919
7.184	0.0391667	0.0391	0.0378	0.000117699	0.000126109	0.000108086	-142.343	17.0183	2.36892	0.0048233	0.336998	0.337009	0.325993
7.183	0.0395867	0.0392233	0.04138	0.000119193	0.000132536	0.000134126	-144.103	18.0738	2.51619	0.00482593	0.336917	0.337013	0.32607
7.182	0.0391633	0.0379567	0.0397933	0.000130827	0.000119916	0.000122074	-143.96	18.1743	2.53053	0.00482872	0.336971	0.337082	0.325947
7.181	0.04009	0.0394167	0.0386233	0.000120813	0.000128933	0.00012064	-143.931	16.0848	2.23991	0.00483153	0.336863	0.336498	0.326639
7.18	0.0384533	0.0387467	0.0402567	0.000118825	0.000122338	0.000131289	-143.432	16.7549	2.33356	0.00483402	0.337364	0.336683	0.325952
7.179	0.0399367	0.03827	0.0382933	0.000124193	0.000110089	0.000120515	-142.93	17.6763	2.46222	0.00483662	0.337151	0.33648	0.326369
7.178	0.0403	0.0395033	0.0401267	0.000128668	0.000129236	0.000132322	-143.978	17.2843	2.40795	0.00483935	0.336679	0.337633	0.325688
7.177	0.0383067	0.04016	0.0401167	0.000128286	0.000118489	0.000118319	-143.67	17.1439	2.38872	0.00484203	0.336989	0.336961	0.32605
7.176	0.0402933	0.0372867	0.0391067	0.000118525	0.000115244	0.000112607	-142.931	17.35	2.41779	0.00484468	0.337221	0.337092	0.325687
7.175	0.0383533	0.0406333	0.04025	0.000118913	0.000124711	0.000138486	-143.42	18.0077	2.50978	0.00484737	0.33681	0.336836	0.326354
7.174	0.04044	0.0386133	0.03857	0.000128062	0.000122859	0.000120855	-143.882	18.3677	2.56032	0.00485016	0.336647	0.337139	0.326214
7.173	0.03808	0.0398433	0.0387767	0.000111065	0.000127984	0.000116366	-143.703	17.525	2.44318	0.004853	0.336794	0.336539	0.326667
7.172	0.0388133	0.0399633	0.0383433	0.000122636	0.000130351	0.00012414	-142.106	16.7242	2.33187	0.00485572	0.337236	0.336684	0.32608
7.171	0.04012	0.0379933	0.0390067	0.000115128	0.000111461	0.000113056	-145.016	17.2923	2.41143	0.00485831	0.337161	0.337226	0.325613
7.17	0.0392533	0.03887	0.0391833	0.000121776	0.000128154	0.000117621	-144.535	17.2024	2.39923	0.00486099	0.33751	0.33663	0.32586
7.169	0.0386967	0.0393167	0.0377633	0.000117125	0.000114832	0.000109773	-143.834	18.669	2.60413	0.00486365	0.336739	0.337222	0.326039
7.168	0.0379167	0.0386633	0.0393	0.000113967	0.000123215	0.000123682	-144.798	17.4234	2.43072	0.00486655	0.337444	0.337582	0.324973
7.167	0.03896	0.0392733	0.03913	0.000120234	0.000114371	0.000120675	-144.742	18.0148	2.51358	0.00486925	0.336952	0.336604	0.326443
7.166	0.0388067	0.03883	0.0376333	0.00012776	0.000124486	0.00011352	-142.408	17.1268	2.39	0.00487204	0.336956	0.336697	0.326348
7.165	0.0402233	0.0391733	0.0393867	0.000120798	0.0001172	0.000122063	-143.736	17.9499	2.50522	0.0048747	0.336892	0.337571	0.325537
7.164	0.03915	0.0394467	0.0399	0.000117864	0.000124431	0.00012344	-142.528	17.7276	2.47454	0.00487748	0.337192	0.336938	0.32587
7.163	0.0393833	0.0391333	0.0391767	0.000118949	0.000122445	0.000110447	-142.863	16.2218	2.26466	0.00488023	0.337352	0.337061	0.325587
7.162	0.0387733	0.0398567	0.0383033	0.000121913	0.000132981	0.000120351	-144.389	16.9357	2.36467	0.00488274	0.336837	0.337166	0.325998
7.161	0.0398933	0.03787	0.03804	0.000126759	0.000122842	0.000121759	-144.772	17.7577	2.47978	0.00488537	0.33728	0.336668	0.326052
7.16	0.0374933	0.0385033	0.0391733	0.00010772	0.00011814	0.000117558	-143.063	17.0734	2.38456	0.00488813	0.337217	0.336596	0.326188
7.159	0.04031	0.0405367	0.0395	0.00011745	0.000121872	0.000123691	-143.862	16.8019	2.34696	0.00489078	0.337439	0.336979	0.325582
7.158	0.0381	0.03996	0.03958	0.000115649	0.000128018	0.000120071	-143.956	17.1678	2.39841	0.00489338	0.336668	0.337523	0.325809
7.157	0.0390067	0.0393133	0.0399067	0.00012216	0.000124161	0.000127212	-145.024	16.9083	2.36248	0.00489605	0.336867	0.337029	0.326104
7.156	0.04048	0.0387033	0.0398	0.000125339	0.000122632	0.000127325	-143.049	16.5529	2.31314	0.00489867	0.336714	0.33684	0.326446
7.155	0.0390433	0.0412133	0.0397367	0.000126967	0.000135879	0.000130909	-143.597	17.5539	2.45337	0.00490124	0.337019	0.336934	0.326047
7.154	0.0391467	0.0380833	0.0394133	0.000126693	0.000123906	0.000124289	-144.643	16.425	2.29591	0.00490397	0.336409	0.337346	0.326246
7.153	0.0387133	0.0392967	0.03946	0.000122775	0.000125216	0.000126921	-144.975	16.8959	2.36207	0.00490652	0.336832	0.336927	0.326241
7.152	0.0408733	0.0398067	0.04045	0.000139264	0.000119859	0.000133406	-145.016	16.4052	2.29379	0.00490915	0.337379	0.336898	0.325723
7.151	0.0383333	0.0402033	0.0397833	0.000126388	0.00012253	0.00013362	-144.895	16.4722	2.30348	0.00491169	0.336796	0.337178	0.326027
7.15	0.0396167	0.0399533	0.0400333	0.000118088	0.000122222	0.000133896	-144.379	18.2628	2.55424	0.00491425	0.337656	0.336572	0.325772
7.149	0.0394367	0.0382867	0.0386367	0.000133968	0.000121257	0.000118848	-144.879	18.4525	2.58113	0.00491709	0.337396	0.337271	0.325333
7.148	0.0383767	0.0402933	0.0385467	0.00012419	0.000131092	0.000119738	-143.465	17.3998	2.43422	0.00491996	0.336309	0.337403	0.326288
7.147	0.0404867	0.0389767	0.04027	0.000128279	0.000125446	0.000130057	-141.867	17.0038	2.37916	0.00492266	0.336641	0.337157	0.326202
7.146	0.0400133	0.04	0.0387967	0.000122888	0.000139571	0.000125261	-143.443	16.4566	2.30291	0.00492531	0.336808	0.337087	0.326106
7.145	0.03877	0.03878	0.0403067	0.000122486	0.000128158	0.000128608	-143.698	17.2882	2.41962	0.00492787	0.336918	0.337212	0.32587
7.144	0.0385533	0.04035	0.0386	0.000118834	0.000134543	0.000113901	-144.644	16.6934	2.3367	0.00493056	0.337407	0.336146	0.326448
7.143	0.0394867	0.0387967	0.04066	0.000126608	0.000121715	0.000122922	-145.888	17.0457	2.38636	0.00493315	0.337099	0.336958	0.325943
7.142	0.04001	0.0414833	0.0397	0.000130301	0.000135448	0.000125881	-146.245	17.6208	2.4672	0.0049358	0.337294	0.337312	0.325393
7.141	0.0395733	0.0381333	0.0393667	0.000127797	0.000109089	0.00012424	-144.195	17.6718	2.4747	0.00493854	0.337536	0.337127	0.325338
7.14	0.0394733	0.0398733	0.03998	0.000122529	0.000123667	0.000127659	-144.472	17.1055	2.39573	0.00494129	0.336933	0.337069	0.325998
7.139	0.0391633	0.0404667	0.0387767	0.000124456	0.000131407	0.00012059	-144.43	18.8312	2.63779	0.00494396	0.336784	0.337096	0.32612
7.138	0.0376933	0.0400433	0.0383467	0.000115873	0.000128438	0.000112693	-142.973	16.6718	2.33564	0.00494689	0.337064	0.336539	0.326397
7.137	0.0397233	0.04031	0.04016	0.000118201	0.000122374	0.000128186	-145.081	17.5642	2.461	0.00494948	0.336902	0.3368	0.326298
7.136	0.0397633	0.0377433	0.0400533	0.000129761	0.000118617	0.000125772	-144.446	18.4992	2.59238	0.00495222	0.337086	0.33743	0.325484
7.135	0.04045	0.0391933	0.0393267	0.000126947	0.000122637	0.000136468	-144.032	18.4405	2.58451	0.0049551	0.337236	0.336854	0.32591
7.134	0.0375467	0.0400667	0.0397733	0.000112588	0.000119801	0.000127819	-144.597	16.7213	2.34389	0.00495797	0.337052	0.336874	0.326073
7.133	0.0393633	0.03851	0.0387867	0.000119717	0.000128064	0.000115506	-143.05	18.7115	2.62323	0.00496057	0.337321	0.337201	0.325478
7.132	0.0404667	0.0381233	0.03862	0.000120241	0.000111934	0.000115085	-143.329	18.228	2.5558	0.00496349	0.336794	0.3367	0.326506
7.131	0.0391367	0.0403433	0.03969	0.000124885	0.000125596	0.000125905	-146.297	17.0806	2.39526	0.00496633	0.3367	0.337137	0.326163
7.13	0.0386267	0.0397133	0.0381533	0.000116703	0.000117155	0.000116854	-144.855	17.2769	2.42313	0.00496899	0.337058	0.337109	0.325833
7.129	0.0389267	0.0391467	0.0386633	0.000122324	0.00012013	0.000119587	-145.258	19.2307	2.69753	0.00497168	0.337168	0.337196	0.325637
7.128	0.0397767	0.04036	0.03861	0.000118663	0.000128617	0.00011564	-142.849	16.1122	2.26041	0.00497468	0.336812	0.336872	0.326316
7.127	0.0390567	0.0382033	0.0404633	0.000122858	0.000124173	0.000135151	-145.317	16.2355	2.27803	0.00497719	0.336464	0.337412	0.326123
7.126	0.0407767	0.0404067	0.03886	0.000129617	0.000131283	0.000118329	-144.6	18.1241	2.54338	0.00497972	0.337607	0.337066	0.325328
7.125	0.0396767	0.0397233	0.0389233	0.000127719	0.000133103	0.000117871	-144.409	16.882	2.3694	0.00498255	0.337186	0.33678	0.326034
7.124	0.03967	0.0408967	0.03986	0.000131685	0.000121992	0.000126159	-144.217	16.4629	2.31091	0.00498518	0.33659	0.337197	0.326213
7.123	0.0384233	0.0373333	0.03995	0.000119	0.000110961	0.000127448	-144.446	16.6049	2.33117	0.00498775	0.337176	0.336951	0.325873
7.122	0.0394367	0.0396367	0.0387167	0.00012588	0.000119587	0.000129824	-145.15	17.7946	2.49853	0.00499034	0.337506	0.336724	0.32577
7.121	0.04198	0.03938	0.0391	0.000128767	0.000132034	0.000124544	-144.354	16.3103	2.29045	0.00499311	0.336984	0.337347	0.325669
7.12	0.0385	0.03889	0.03848	0.000128314	0.000112129	0.000125637	-145.203	18.5355	2.60331	0.00499566	0.336889	0.337441	0.32567
7.119	0.0383033	0.0410067	0.0407667	0.000118131	0.000136234	0.000137118	-144.999	18.2664	2.56587	0.00499855	0.337284	0.336826	0.32589
7.118	0.039	0.0395133	0.0383467	0.000115316	0.000134992	0.000128244	-145.089	17.2791	2.42751	0.0050014	0.336892	0.336759	0.326349
7.117	0.03854	0.0394733	0.0388	0.00012154	0.000122382	0.000122796	-144.278	17.7255	2.49058	0.0050041	0.337248	0.33705	0.325702
7.116	0.04064	0.0396733	0.03876	0.000122293	0.000123775	0.0001219	-144.652	19.2864	2.71029	0.00500687	0.336661	0.337068	0.326271
7.115	0.03994	0.0389767	0.0397667	0.0001296	0.000122809	0.000128984	-144.881	18.5623	2.6089	0.00500988	0.336759	0.336956	0.326286
7.114	0.0395833	0.03994	0.0381367	0.000129106	0.000127969	0.000121283	-144.784	18.1345	2.54912	0.00501278	0.337233	0.337049	0.325718
7.113	0.0396167	0.03669	0.0406067	0.000130349	0.000109013	0.000134281	-143.806	19.2831	2.71096	0.00501561	0.337194	0.33659	0.326216
7.112	0.0387467	0.0396167	0.0383233	0.000116655	0.000125187	0.000120391	-145.975	16.9462	2.38277	0.00501862	0.337292	0.337281	0.325427
7.111	0.03893	0.0384633	0.0414033	0.000123717	0.000128675	0.00013598	-144.123	18.2761	2.57011	0.00502127	0.336823	0.336776	0.326401
7.11	0.0386933	0.0396033	0.0377733	0.000120985	0.000122861	0.000119793	-144.588	17.2768	2.42992	0.00502413	0.337154	0.337056	0.32579
7.109	0.0385033	0.0388533	0.0378433	0.000124105	0.000127156	0.000118061	-145.14	16.6585	2.3433	0.00502683	0.336846	0.33713	0.326024
7.108	0.0400067	0.0392367	0.0398567	0.000128534	0.000118209	0.000127157	-144.025	17.5179	2.46453	0.00502943	0.33703	0.336648	0.326322
7.107	0.0390533	0.0390867	0.0417667	0.000122173	0.000120946	0.000134423	-144.371	17.7693	2.50025	0.00503217	0.337167	0.337298	0.325536
7.106	0.03849	0.03895	0.03954	0.000108356	0.000121834	0.000129182	-144.173	17.0345	2.39721	0.00503495	0.337138	0.337182	0.32568
7.105	0.0383267	0.03834	0.0391667	0.000140636	0.000122993	0.000117525	-144.261	16.9914	2.39147	0.00503761	0.336809	0.336816	0.326376
7.104	0.0392467	0.0392	0.03846	0.000121135	0.000123146	0.000109229	-143.958	18.5011	2.60432	0.00504027	0.336791	0.336618	0.326591
7.103	0.0380067	0.0400367	0.0393	0.000113073	0.000136551	0.000122493	-145.357	16.6275	2.34091	0.00504316	0.337628	0.337178	0.325194
7.102	0.0393133	0.03886	0.0383633	0.000130057	0.000121917	0.000117626	-146.003	17.8584	2.51455	0.00504576	0.336851	0.336886	0.326263
7.101	0.03967	0.0401367	0.04069	0.00012728	0.000119278	0.000132304	-146.247	18.097	2.54852	0.00504855	0.336944	0.337428	0.325628
7.1	0.0380667	0.0382033	0.03927	0.000119624	0.00012048	0.000121498	-146.016	17.9007	2.52122	0.00505139	0.33681	0.33713	0.32606
7.099	0.0399467	0.03909	0.0395467	0.000125942	0.000125662	0.000139327	-142.517	18.565	2.61516	0.00505419	0.336868	0.336958	0.326174
7.098	0.0389933	0.03962	0.04046	0.000121629	0.000117268	0.000135827	-144.593	16.7492	2.3597	0.00505709	0.337371	0.337516	0.325113
7.097	0.0397033	0.0383067	0.0397033	0.000130082	0.000120026	0.00012504	-144.832	18.2815	2.57594	0.00505972	0.336899	0.337643	0.325458
7.096	0.03846	0.0378767	0.0412267	0.000123845	0.000115043	0.000138101	-143.104	17.9912	2.53541	0.00506258	0.336801	0.33738	0.325819
7.095	0.0376367	0.0386633	0.0388567	0.000121069	0.000128827	0.000119147	-145.037	17.6066	2.48155	0.00506539	0.337233	0.336852	0.325914
7.094	0.0402033	0.0399167	0.0391167	0.000134864	0.000129506	0.000120591	-146.221	18.8588	2.65842	0.00506815	0.336992	0.336696	0.326312
7.093	0.03994	0.03947	0.04046	0.000123549	0.000132023	0.000133745	-144.91	17.9599	2.53205	0.00507111	0.336922	0.337301	0.325777
7.092	0.0389467	0.0411233	0.0393167	0.000120853	0.000129391	0.000130747	-145.617	17.8616	2.51856	0.00507392	0.337399	0.336877	0.325724
7.091	0.0393567	0.0388367	0.03906	0.000122277	0.00012363	0.000131053	-145.751	18.6006	2.62312	0.00507672	0.33706	0.337102	0.325838
7.09	0.0396133	0.0408667	0.03917	0.000117525	0.000126837	0.000127684	-142.644	19.0883	2.69229	0.00507963	0.336951	0.336728	0.326321
7.089	0.03898	0.042	0.0395567	0.00012487	0.000144747	0.000121414	-146.269	16.6493	2.34862	0.00508262	0.337556	0.337268	0.325177
7.088	0.0400467	0.04001	0.0378067	0.000130543	0.000124716	0.000117866	-144.709	18.1935	2.56681	0.00508523	0.337104	0.33749	0.325406
7.087	0.0384267	0.03981	0.03952	0.000119833	0.00012831	0.000135489	-144.247	18.0261	2.54354	0.00508809	0.33737	0.337031	0.325599
