Temperature	Magnetism_One	Magnetism_Two	Magnetism_Three	Susceptibility_One	Susceptibility_Two	Susceptibility_Three	Energy_Glauber	Heat_Capacity_Glauber	Heat_Capacity_Over_Temp	Entropy_Glauber	Prob1	Prob0	Prob_-1
4.932	0.0403267	0.0411833	0.0415433	0.000190908	0.000193464	0.00019897	-196.969	33.0302	6.69713	0.0151345	0.340538	0.340409	0.319053
4.931	0.04219	0.0409733	0.04091	0.000204906	0.00019755	0.000192137	-197.525	34.125	6.9205	0.0151419	0.340433	0.34042	0.319147
4.93	0.0410067	0.04063	0.0402767	0.000197518	0.000203474	0.000187839	-196.772	32.3296	6.55773	0.0151496	0.340929	0.340424	0.318647
4.929	0.0399467	0.04091	0.0410467	0.000184747	0.000189163	0.000178755	-197.804	35.9206	7.28761	0.0151569	0.340329	0.340566	0.319106
4.928	0.0414	0.0398267	0.0395733	0.000196567	0.000204282	0.000193452	-199.606	35.7473	7.25391	0.015165	0.340244	0.340718	0.319038
4.927	0.04225	0.04041	0.0420967	0.000196562	0.000188291	0.000204468	-198.471	32.0247	6.49985	0.015173	0.340483	0.340476	0.319041
4.926	0.04274	0.0396233	0.0407933	0.000210525	0.00016692	0.000194626	-197.24	34.7824	7.06097	0.0151803	0.34025	0.340358	0.319392
4.925	0.0406933	0.0408067	0.0401433	0.000202244	0.000198808	0.000184165	-198.608	32.6514	6.62973	0.0151881	0.340767	0.340301	0.318932
4.924	0.0408967	0.0398067	0.04042	0.000178537	0.00020015	0.000200596	-198.919	33.5421	6.81196	0.0151955	0.340897	0.340393	0.31871
4.923	0.0402733	0.04162	0.04109	0.000188862	0.000207123	0.000188196	-198.906	31.7664	6.45266	0.015203	0.340641	0.3405	0.318859
4.922	0.03965	0.0397	0.0387667	0.000186586	0.000193146	0.000195619	-196.565	33.7805	6.86317	0.0152102	0.34053	0.340464	0.319006
4.921	0.04146	0.04201	0.0411267	0.000188788	0.000206077	0.000189112	-197.294	33.1127	6.72886	0.0152178	0.340642	0.340454	0.318903
4.92	0.0418033	0.0392433	0.0417567	0.000203605	0.000174479	0.00019293	-197.625	34.168	6.94472	0.0152253	0.340202	0.340503	0.319294
4.919	0.04134	0.0425033	0.0425033	0.00020511	0.00020719	0.000212864	-197.421	33.4077	6.79157	0.015233	0.340204	0.340358	0.319438
4.918	0.0407567	0.04134	0.0401867	0.000192195	0.000205626	0.000199428	-198.096	34.6765	7.05093	0.0152406	0.340144	0.34073	0.319126
4.917	0.0402267	0.0417767	0.0391933	0.000200618	0.000193291	0.000187859	-199.509	34.6547	7.04793	0.0152484	0.34076	0.340743	0.318497
4.916	0.0420667	0.04174	0.0417233	0.000199384	0.000197481	0.000206152	-200.651	34.027	6.92169	0.0152562	0.340587	0.340674	0.318739
4.915	0.0420267	0.04166	0.0411967	0.000215201	0.000214527	0.000192364	-198.424	34.8163	7.08369	0.0152639	0.340633	0.340528	0.318839
4.914	0.04078	0.04042	0.0406867	0.000194902	0.000193099	0.000202749	-197.997	32.7399	6.66257	0.0152718	0.340858	0.340029	0.319113
4.913	0.0404967	0.0393333	0.04001	0.000190444	0.000180903	0.000183199	-197.935	33.2919	6.77628	0.0152792	0.340044	0.340822	0.319133
4.912	0.0404867	0.0415267	0.0403033	0.000192311	0.000198327	0.000178603	-197.012	34.5835	7.04062	0.0152867	0.340853	0.339828	0.319319
4.911	0.0409633	0.0395833	0.0426233	0.000197741	0.000189704	0.000200587	-199.023	35.5091	7.23051	0.0152946	0.340388	0.340587	0.319026
4.91	0.0430433	0.0418767	0.0408567	0.000206036	0.000204168	0.000194752	-197.498	31.6759	6.45131	0.0153026	0.340643	0.340436	0.318921
4.909	0.04135	0.04191	0.04118	0.000178658	0.000190595	0.000194171	-198.801	35.7662	7.28584	0.0153098	0.34042	0.340836	0.318744
4.908	0.04181	0.0405767	0.0412367	0.000188821	0.000193727	0.000190268	-198.04	35.2517	7.18251	0.0153179	0.340453	0.340637	0.31891
4.907	0.04199	0.0404667	0.0404667	0.000186701	0.000181814	0.000186234	-198.648	32.1518	6.55223	0.0153258	0.34075	0.340267	0.318983
4.906	0.0406567	0.0428933	0.0424367	0.000207039	0.000188949	0.000219334	-198.748	35.5948	7.25535	0.0153331	0.340798	0.340484	0.318718
4.905	0.0413833	0.0418567	0.0430533	0.000196214	0.000215016	0.000210472	-197.739	34.0766	6.94733	0.0153412	0.340163	0.340448	0.319389
4.904	0.0418567	0.0409367	0.04279	0.000205779	0.000198246	0.000189271	-199.247	34.5225	7.03965	0.0153489	0.340702	0.34045	0.318848
4.903	0.04067	0.0405067	0.0388033	0.000191576	0.000212262	0.00018071	-201.012	32.4709	6.62266	0.0153567	0.340586	0.340683	0.318731
4.902	0.0387867	0.0396467	0.0399033	0.000176625	0.000185037	0.000192053	-199.231	32.9036	6.71227	0.0153641	0.340437	0.340671	0.318892
4.901	0.0412933	0.0427767	0.0427567	0.00019147	0.000206972	0.000197726	-199.155	34.748	7.08997	0.0153715	0.340717	0.340881	0.318402
4.9	0.04149	0.04224	0.04101	0.000213295	0.000218051	0.000201254	-199.843	34.4322	7.02697	0.0153794	0.340353	0.340422	0.319224
4.899	0.0419433	0.0413867	0.0391633	0.000217893	0.000204679	0.000185593	-198.599	36.8229	7.5164	0.0153872	0.340341	0.340628	0.319031
4.898	0.03993	0.0427667	0.0409333	0.000200396	0.000191019	0.000183621	-197.735	34.761	7.09698	0.0153956	0.340796	0.340077	0.319128
4.897	0.0406	0.0396133	0.0404767	0.000183477	0.000181387	0.000185643	-198.608	34.6089	7.06737	0.0154035	0.340316	0.340588	0.319097
4.896	0.0403967	0.04132	0.0397433	0.000176699	0.000198137	0.000180431	-199.428	33.6442	6.87177	0.0154113	0.340772	0.340352	0.318876
4.895	0.04435	0.0425967	0.0429933	0.000230775	0.000214078	0.00020088	-198.54	32.9643	6.73428	0.015419	0.34036	0.34122	0.31842
4.894	0.0423367	0.0415333	0.0410733	0.000205775	0.000189762	0.000208406	-199.806	34.6169	7.07332	0.0154264	0.340658	0.340732	0.31861
4.893	0.0420867	0.0421733	0.0418567	0.000201018	0.000221806	0.000194098	-197.735	33.45	6.83629	0.0154343	0.341041	0.340293	0.318666
4.892	0.0410033	0.041	0.0414833	0.000182417	0.000199641	0.000190181	-198.859	33.843	6.91803	0.0154419	0.34066	0.34076	0.31858
4.891	0.0397067	0.04145	0.04258	0.000193803	0.000216129	0.000208417	-199.414	32.3283	6.60976	0.0154496	0.3411	0.340228	0.318672
4.89	0.0396533	0.0420133	0.0409433	0.000183597	0.000198294	0.000188109	-199.273	32.9862	6.74565	0.0154569	0.340466	0.340682	0.318852
4.889	0.0411667	0.03952	0.0413333	0.000197113	0.000172963	0.000203891	-198.555	34.7457	7.10691	0.0154644	0.339734	0.340812	0.319453
4.888	0.0429367	0.0413467	0.0411067	0.00021195	0.000190891	0.000201909	-200.927	32.5931	6.66798	0.0154723	0.341012	0.340993	0.317994
4.887	0.0407967	0.0407067	0.0397233	0.000195302	0.000187293	0.000194298	-199.071	37.0662	7.58466	0.0154797	0.341206	0.340577	0.318218
4.886	0.0403967	0.0400533	0.0410833	0.00019781	0.000183235	0.000197543	-199.082	36.4843	7.46711	0.0154881	0.340527	0.340367	0.319107
4.885	0.0411967	0.0413233	0.03929	0.000193604	0.000200035	0.000196028	-199.37	36.5938	7.49105	0.0154964	0.340757	0.340844	0.318399
4.884	0.04178	0.04112	0.04028	0.000195811	0.000182699	0.000197322	-200.413	33.6094	6.88153	0.0155048	0.341309	0.340653	0.318038
4.883	0.0391633	0.0397767	0.0406667	0.000191954	0.000176728	0.000200127	-202.477	33.2187	6.80292	0.0155124	0.34071	0.340661	0.318629
4.882	0.04214	0.0418067	0.0418233	0.000205312	0.00019884	0.000183991	-198.903	33.6762	6.89803	0.01552	0.340468	0.340871	0.318661
4.881	0.04024	0.0412633	0.04111	0.000182842	0.000208622	0.000193708	-197.68	34.3552	7.03856	0.0155276	0.340759	0.340321	0.31892
4.88	0.03911	0.03824	0.0393467	0.000174908	0.000168427	0.00017994	-199.465	33.9075	6.94826	0.0155355	0.340232	0.340487	0.319281
4.879	0.0412667	0.04105	0.04051	0.000184841	0.000199744	0.000189587	-200.142	34.4966	7.07043	0.0155432	0.34049	0.340466	0.319044
4.878	0.0415033	0.04024	0.0417567	0.000194587	0.000199783	0.000209137	-200.232	34.1315	6.99702	0.015551	0.340788	0.340668	0.318544
4.877	0.0406767	0.0407567	0.04182	0.000183614	0.000195953	0.000195074	-197.299	35.5898	7.29747	0.0155588	0.340758	0.340349	0.318893
4.876	0.0415633	0.04046	0.0402067	0.000198207	0.000192988	0.000199791	-199.428	34.9494	7.16763	0.0155669	0.340279	0.340664	0.319057
4.875	0.0398367	0.04017	0.0412667	0.000185948	0.000201004	0.000202757	-199.55	31.5726	6.47642	0.0155749	0.340581	0.340528	0.318891
4.874	0.0403233	0.0410733	0.0408533	0.000192257	0.000209366	0.000210027	-198.867	33.3254	6.83738	0.0155821	0.340691	0.340417	0.318892
4.873	0.0412533	0.0409533	0.04249	0.000195181	0.000200803	0.000195337	-199.193	35.3687	7.2581	0.0155897	0.34062	0.34059	0.31879
4.872	0.04122	0.0418433	0.04224	0.000179411	0.000201695	0.000202108	-201.513	33.7399	6.92527	0.0155977	0.340834	0.341044	0.318121
4.871	0.0407633	0.03998	0.0414467	0.000196406	0.000213417	0.00018509	-199.052	34.0826	6.99704	0.0156054	0.34082	0.34037	0.31881
4.87	0.0421333	0.04124	0.0420133	0.000204286	0.000200597	0.000203959	-198.574	34.2368	7.03014	0.0156132	0.340374	0.341003	0.318622
4.869	0.04144	0.0404667	0.0415267	0.000193052	0.000182	0.000209649	-200.567	36.0358	7.40106	0.015621	0.340889	0.341038	0.318073
4.868	0.0400633	0.0410333	0.04039	0.000181751	0.000208472	0.000189613	-200.525	36.5306	7.50423	0.0156292	0.340634	0.34037	0.318996
4.867	0.0394067	0.0401433	0.0424367	0.000189951	0.000190802	0.000192408	-201.274	31.5652	6.48556	0.0156376	0.340537	0.340968	0.318496
4.866	0.04145	0.04309	0.0417967	0.000195405	0.000205836	0.000218118	-201.546	35.4329	7.28172	0.0156448	0.340817	0.340976	0.318208
4.865	0.0415633	0.04015	0.0401133	0.000207557	0.000181539	0.000186253	-197.818	36.5368	7.51013	0.0156529	0.340408	0.340312	0.31928
4.864	0.0406333	0.0411533	0.0418933	0.000185846	0.000197858	0.000210328	-200.157	32.5274	6.68739	0.0156612	0.34105	0.341054	0.317896
4.863	0.0424033	0.0418233	0.0419367	0.000196347	0.000208138	0.00018602	-199.791	35.3208	7.26317	0.0156687	0.340669	0.340266	0.319066
4.862	0.0412033	0.04066	0.0403333	0.000196231	0.000204828	0.000198844	-201.299	32.1565	6.61385	0.0156767	0.340982	0.341141	0.317877
4.861	0.03922	0.0404267	0.03867	0.00019182	0.000179158	0.00017924	-198.908	33.1624	6.82214	0.0156841	0.34055	0.34084	0.31861
4.86	0.04166	0.0418733	0.0432833	0.000196301	0.000203187	0.000222567	-201.093	35.7222	7.35025	0.0156917	0.34084	0.34063	0.31853
4.859	0.0402367	0.0413567	0.0417967	0.000195751	0.000186242	0.00020108	-200.012	36.2095	7.45205	0.0156998	0.34061	0.34092	0.31847
4.858	0.0426533	0.0418033	0.04254	0.000221295	0.000219702	0.000207949	-199.63	36.485	7.51028	0.0157081	0.340606	0.340722	0.318672
4.857	0.0405667	0.0413933	0.0404967	0.000191456	0.000189388	0.000201251	-199.865	34.0163	7.00355	0.0157164	0.340591	0.340834	0.318574
4.856	0.04184	0.0423933	0.04166	0.000212633	0.000211016	0.000215216	-201.072	34.295	7.06239	0.0157242	0.340826	0.340759	0.318416
4.855	0.0403633	0.04107	0.0420533	0.000187722	0.000189285	0.000198848	-200.767	34.358	7.07682	0.0157321	0.3411	0.340724	0.318176
4.854	0.03981	0.0418533	0.0414567	0.000196117	0.000207116	0.000211093	-202.661	34.1006	7.02527	0.0157399	0.340486	0.341032	0.318482
4.853	0.04187	0.0428933	0.0434	0.000205102	0.000209265	0.000212221	-200.115	35.3384	7.28176	0.0157477	0.341127	0.340739	0.318134
4.852	0.0403567	0.04006	0.0401967	0.000205458	0.000184455	0.000188077	-199.441	32.7265	6.74495	0.0157558	0.340731	0.340567	0.318702
4.851	0.0405067	0.0408667	0.0404833	0.000189874	0.000205581	0.000201947	-200.806	35.2526	7.26707	0.0157633	0.341099	0.340673	0.318228
4.85	0.04154	0.0419033	0.0402133	0.000199374	0.00020375	0.000181012	-199.583	34.1814	7.0477	0.0157714	0.340319	0.34058	0.319101
4.849	0.03959	0.0410033	0.0417533	0.000182292	0.000205881	0.00018965	-200.108	38.881	8.01835	0.0157792	0.340947	0.340871	0.318182
4.848	0.0422733	0.04039	0.0418967	0.000202326	0.000203111	0.000199957	-202.91	32.2629	6.65489	0.0157881	0.341098	0.34102	0.317882
4.847	0.04094	0.0404833	0.0392533	0.000199057	0.000182628	0.000194388	-199.457	33.7265	6.95822	0.0157955	0.340189	0.34043	0.319381
4.846	0.0425033	0.04165	0.04099	0.000203043	0.000194268	0.000200869	-199.49	35.3947	7.30391	0.0158033	0.340462	0.340843	0.318694
4.845	0.0425767	0.04137	0.0402633	0.00019288	0.000205091	0.000214817	-201.693	34.8912	7.20148	0.0158114	0.340631	0.340957	0.318412
4.844	0.0404967	0.03873	0.04055	0.000196506	0.000176034	0.000192714	-200.431	35.8673	7.40449	0.0158194	0.340439	0.340287	0.319274
4.843	0.03997	0.04262	0.0412733	0.00018636	0.000212587	0.000205029	-201.661	37.1509	7.67106	0.0158276	0.340857	0.340667	0.318477
4.842	0.0424767	0.0401467	0.0406233	0.000183021	0.000191014	0.000194093	-199.864	33.6366	6.94685	0.0158361	0.340651	0.340756	0.318593
4.841	0.04095	0.04148	0.0420967	0.000208203	0.000196513	0.000200949	-201.751	34.2582	7.07668	0.0158439	0.341006	0.341019	0.317976
4.84	0.0410167	0.0414233	0.0408	0.000190785	0.000204446	0.000189693	-201.834	35.666	7.369	0.0158517	0.340857	0.340643	0.3185
4.839	0.0397033	0.04074	0.0390233	0.000192361	0.000195033	0.000179943	-200.632	34.8549	7.2029	0.0158599	0.340919	0.34027	0.318811
4.838	0.0414433	0.0430767	0.0404367	0.000195764	0.000209313	0.00019384	-200.417	38.2817	7.91271	0.0158679	0.34058	0.340903	0.318517
4.837	0.0425667	0.0402267	0.04159	0.000204404	0.000181015	0.00019116	-200.979	33.6024	6.94695	0.0158767	0.340791	0.340597	0.318612
4.836	0.04171	0.0404933	0.04037	0.000213601	0.000208115	0.000188353	-200.693	34.6429	7.16353	0.0158844	0.341124	0.340784	0.318091
4.835	0.0422333	0.0408733	0.04138	0.00020749	0.000200991	0.000224963	-201.161	33.8866	7.00861	0.0158924	0.341278	0.340856	0.317867
4.834	0.04033	0.0405967	0.0405133	0.000207307	0.000194385	0.000186113	-201.117	34.9493	7.22989	0.0159002	0.340418	0.340716	0.318867
4.833	0.0411767	0.04043	0.0410133	0.000207882	0.000194589	0.000224617	-201.654	35.299	7.30375	0.0159082	0.340991	0.340758	0.318251
4.832	0.0409833	0.03981	0.04158	0.000202097	0.000193648	0.000203397	-200.865	33.9201	7.01989	0.0159163	0.340583	0.340721	0.318696
4.831	0.0409567	0.0402833	0.0387467	0.000206492	0.000207143	0.000181238	-201.406	33.2019	6.87268	0.0159241	0.340663	0.340866	0.318471
4.83	0.0411667	0.0417967	0.04234	0.000192421	0.000199757	0.000213575	-201.427	36.3778	7.53164	0.0159318	0.341292	0.340967	0.317741
4.829	0.0415733	0.0412567	0.04141	0.000201388	0.000191318	0.00021167	-201.774	35.0554	7.25935	0.0159401	0.34113	0.340612	0.318258
4.828	0.0399967	0.0411867	0.04062	0.000192758	0.000193559	0.000196478	-202.684	34.5102	7.14793	0.0159482	0.340931	0.341123	0.317946
4.827	0.03985	0.04066	0.04083	0.000200398	0.000211309	0.000200334	-201.837	35.0414	7.25946	0.0159561	0.34084	0.340971	0.318189
4.826	0.03982	0.04155	0.0409467	0.0001786	0.000200817	0.000188998	-201.093	38.2811	7.93227	0.0159642	0.340978	0.340774	0.318248
4.825	0.03994	0.04284	0.0427467	0.000180633	0.000219279	0.000200366	-200.952	35.6849	7.39582	0.015973	0.340756	0.340316	0.318929
4.824	0.04166	0.03999	0.04177	0.000194882	0.000182631	0.000207594	-200.998	36.3841	7.54231	0.0159812	0.340814	0.340686	0.3185
4.823	0.0389933	0.04265	0.04091	0.000181807	0.000199832	0.000204636	-201.408	34.6413	7.18251	0.0159896	0.340642	0.34132	0.318038
4.822	0.04292	0.0405133	0.04141	0.000192397	0.000208628	0.000208286	-200.898	34.0957	7.07086	0.0159976	0.340436	0.340514	0.31905
4.821	0.0408433	0.03989	0.0420067	0.000209341	0.000187199	0.000205669	-202.203	34.1475	7.08308	0.0160054	0.341168	0.341183	0.317649
4.82	0.0409433	0.0418133	0.04039	0.000187743	0.000211084	0.000197739	-200.443	35.9405	7.45654	0.0160133	0.340972	0.34085	0.318178
4.819	0.0423033	0.04164	0.0400433	0.000203743	0.000205838	0.000198263	-201.046	34.7147	7.20372	0.0160216	0.340619	0.340474	0.318907
4.818	0.0387133	0.04201	0.04138	0.000196515	0.000195658	0.000212118	-201.192	34.5176	7.1643	0.0160296	0.34083	0.340631	0.318539
4.817	0.04058	0.04173	0.0400667	0.000201665	0.000212109	0.000190689	-200.831	34.1601	7.09156	0.0160376	0.340673	0.340406	0.318921
4.816	0.0404967	0.0407333	0.0407767	0.000188572	0.000186166	0.000192785	-200.926	35.7797	7.42933	0.0160454	0.341103	0.340683	0.318213
4.815	0.0412167	0.0427033	0.0418267	0.000194143	0.000222484	0.000209742	-199.752	33.8132	7.02247	0.0160537	0.340688	0.340721	0.318591
4.814	0.0440433	0.04152	0.04271	0.000223278	0.000201819	0.00022742	-202.786	34.1517	7.09425	0.0160615	0.340262	0.341027	0.318711
4.813	0.0407533	0.0408167	0.0412067	0.000192158	0.000190883	0.000189378	-202.331	35.3395	7.3425	0.0160694	0.340734	0.340869	0.318397
4.812	0.0423133	0.0411267	0.0410333	0.000207187	0.000197626	0.000194948	-203.721	32.7102	6.79762	0.0160775	0.340782	0.341278	0.31794
4.811	0.04108	0.0417333	0.04151	0.000206053	0.000200586	0.000214148	-202.878	35.2708	7.33129	0.0160851	0.340752	0.340876	0.318372
4.81	0.0414833	0.04195	0.0406833	0.000197771	0.00020166	0.000212726	-201.619	34.6125	7.19594	0.0160932	0.341048	0.340982	0.31797
4.809	0.04008	0.03917	0.0415333	0.00019145	0.000190783	0.000195075	-202.63	32.3041	6.71742	0.0161012	0.340796	0.341126	0.318079
4.808	0.0416667	0.0408367	0.0397533	0.000205639	0.000209905	0.000183986	-200.927	36.6477	7.62223	0.0161087	0.340971	0.341128	0.317901
4.807	0.0425167	0.0414167	0.04228	0.00021645	0.000227281	0.000223531	-201.555	32.6459	6.79133	0.0161172	0.340732	0.340992	0.318276
4.806	0.0405033	0.04092	0.0441633	0.000203024	0.000200638	0.000230917	-201.37	35.9387	7.47788	0.0161247	0.341126	0.34071	0.318164
4.805	0.0416567	0.04134	0.0428933	0.000210438	0.000202836	0.000207896	-202.398	36.0601	7.50471	0.016133	0.340866	0.341067	0.318068
4.804	0.0410833	0.04136	0.0396967	0.000203833	0.000186566	0.000198535	-203.634	35.0755	7.30132	0.0161414	0.340803	0.34119	0.318007
4.803	0.0421733	0.04153	0.0432967	0.0002017	0.000215644	0.000210796	-201.476	34.0217	7.08342	0.0161495	0.340784	0.340731	0.318484
4.802	0.0414067	0.04184	0.0417367	0.000199866	0.000207653	0.000192789	-203.898	38.3851	7.99356	0.0161573	0.341479	0.340709	0.317812
4.801	0.0435967	0.0397433	0.0409467	0.000201307	0.000196327	0.000191584	-200.155	35.9505	7.48813	0.0161662	0.340533	0.340749	0.318718
4.8	0.0401367	0.0421167	0.0395467	0.000185596	0.000200314	0.000171902	-200.78	37.0936	7.72784	0.0161745	0.340767	0.340651	0.318582
4.799	0.0410567	0.0408267	0.0408933	0.000198126	0.000207744	0.000206706	-202.563	35.2757	7.35064	0.0161831	0.340926	0.340776	0.318299
4.798	0.04133	0.0412433	0.04074	0.000189213	0.00021338	0.000204119	-203.158	34.4543	7.18097	0.0161913	0.340759	0.340963	0.318278
4.797	0.04102	0.0390233	0.0401133	0.00021545	0.000197464	0.000209587	-202.125	34.8558	7.26616	0.0161993	0.340952	0.34084	0.318208
4.796	0.0401167	0.0398	0.04141	0.000194022	0.000188348	0.000194491	-202.792	37.9323	7.90916	0.0162074	0.341103	0.34021	0.318687
4.795	0.04091	0.04127	0.0418067	0.000199871	0.000206924	0.000207291	-203.266	32.848	6.85046	0.0162161	0.340769	0.341193	0.318038
4.794	0.0410633	0.0403	0.0389367	0.000208013	0.000181342	0.000181202	-201.603	35.6444	7.43521	0.0162238	0.340958	0.340658	0.318384
4.793	0.0404067	0.0419233	0.0416867	0.000199432	0.000206408	0.000216334	-204.238	35.4902	7.40459	0.016232	0.340847	0.340721	0.318432
4.792	0.0412333	0.03898	0.0424567	0.000192629	0.000200488	0.000222732	-204.8	35.3781	7.38274	0.0162402	0.341356	0.341168	0.317477
4.791	0.0399067	0.0410333	0.0415	0.000187966	0.000197198	0.000212007	-203.471	35.2416	7.3558	0.0162484	0.340657	0.341708	0.317636
4.79	0.0409967	0.0400067	0.04066	0.00019092	0.000186212	0.000206706	-201.629	37.2914	7.78526	0.0162566	0.340461	0.340702	0.318837
4.789	0.0412	0.0409333	0.0411167	0.00021066	0.000216402	0.000198651	-202.282	38.2757	7.99242	0.0162653	0.340808	0.340993	0.318199
4.788	0.04227	0.04327	0.0420667	0.000210042	0.000214765	0.000187417	-202.824	36.6872	7.66231	0.0162741	0.340901	0.340792	0.318307
4.787	0.0415767	0.04272	0.04244	0.000212894	0.000210575	0.000225625	-201.845	35.4789	7.4115	0.0162827	0.340844	0.340526	0.31863
4.786	0.03904	0.04003	0.04151	0.000188831	0.000199296	0.000203821	-205.075	34.4951	7.2075	0.0162909	0.341058	0.341233	0.317709
4.785	0.0419533	0.04145	0.0411233	0.000192464	0.000193224	0.000207044	-203.821	35.5965	7.43918	0.0162989	0.341154	0.340946	0.3179
4.784	0.0389067	0.0401867	0.04184	0.000186911	0.00019617	0.000204462	-203.378	34.4526	7.20163	0.0163072	0.341027	0.340787	0.318187
4.783	0.04101	0.0410333	0.0402633	0.000190455	0.000201626	0.000187894	-202.934	34.1537	7.14065	0.0163152	0.340673	0.340662	0.318664
4.782	0.0413867	0.04126	0.0404167	0.000199491	0.000192098	0.000181424	-200.718	35.856	7.49812	0.0163231	0.340766	0.3412	0.318034
4.781	0.0421467	0.04203	0.0411033	0.000184451	0.000217914	0.000206315	-202.734	34.6501	7.24746	0.0163314	0.341372	0.340779	0.317849
4.78	0.04164	0.0409467	0.04017	0.000202687	0.000207042	0.000191633	-202.576	36.4679	7.62926	0.0163395	0.341064	0.340892	0.318043
4.779	0.04289	0.0414267	0.0409967	0.000211112	0.000205191	0.000196154	-202.835	32.708	6.84412	0.016348	0.340863	0.340899	0.318238
4.778	0.0411	0.0392633	0.0396467	0.000189287	0.000177518	0.000184677	-203.771	36.1517	7.56629	0.0163556	0.340507	0.340743	0.31875
4.777	0.0404533	0.0408533	0.0407133	0.000212843	0.000197187	0.000196632	-205.05	32.5572	6.81542	0.016364	0.341006	0.340801	0.318193
4.776	0.0412767	0.0407567	0.0415867	0.000220571	0.000212213	0.000203479	-203.424	32.081	6.71712	0.0163715	0.340593	0.34122	0.318187
4.775	0.0407167	0.0407167	0.04207	0.000201538	0.000185463	0.000193776	-202.615	35.313	7.3954	0.016379	0.341053	0.340861	0.318086
4.774	0.0400267	0.0403533	0.0409533	0.000205022	0.000212132	0.000212638	-201.55	40.8457	8.55587	0.0163872	0.340983	0.341219	0.317798
4.773	0.0427267	0.04146	0.04113	0.000209211	0.000203571	0.000183207	-202.734	34.5047	7.22914	0.0163967	0.340807	0.341041	0.318152
4.772	0.0404867	0.03994	0.0400133	0.000198698	0.00019693	0.000185415	-202.099	37.297	7.81581	0.0164048	0.340782	0.340956	0.318262
4.771	0.0403767	0.0412	0.04096	0.000203107	0.000206499	0.00021711	-203.279	36.0378	7.5535	0.0164135	0.340584	0.34073	0.318686
4.77	0.0394833	0.0412567	0.0422767	0.000192693	0.000196857	0.000207553	-203.958	34.2618	7.18276	0.0164218	0.341094	0.341362	0.317543
4.769	0.0414	0.0405	0.04068	0.000204952	0.000208009	0.000220224	-203.412	34.6259	7.26063	0.0164298	0.340971	0.34114	0.317889
4.768	0.04186	0.0377467	0.0416733	0.00021334	0.000177281	0.000194342	-202.807	36.0753	7.56613	0.0164379	0.34059	0.340472	0.318938
4.767	0.0409167	0.0409133	0.04057	0.000194325	0.000202655	0.000200955	-203.707	36.7207	7.7031	0.0164463	0.340871	0.340907	0.318222
4.766	0.03875	0.0418333	0.04138	0.00019552	0.000213017	0.000202501	-203.294	32.0207	6.71856	0.0164549	0.340709	0.341119	0.318172
4.765	0.04272	0.0409967	0.0413267	0.000213212	0.000199034	0.000191768	-203.996	34.3019	7.19872	0.0164623	0.341103	0.340942	0.317954
4.764	0.04141	0.04106	0.0408867	0.000217679	0.000202008	0.000189778	-202.739	34.4629	7.23402	0.0164703	0.340832	0.340633	0.318534
4.763	0.04164	0.0415533	0.0389767	0.000208524	0.000197319	0.000196307	-204.318	36.1147	7.58235	0.0164784	0.341036	0.340621	0.318343
4.762	0.04086	0.0412133	0.0418167	0.000216537	0.000204105	0.000211638	-204.465	34.0157	7.14316	0.0164868	0.341426	0.340996	0.317579
4.761	0.0422333	0.0412	0.0417133	0.000204712	0.000187487	0.000220541	-203.713	34.8774	7.32565	0.0164947	0.340994	0.340686	0.31832
4.76	0.0401967	0.0409767	0.0404367	0.000191507	0.000189951	0.000197469	-204.314	36.1093	7.58598	0.0165029	0.341452	0.341433	0.317114
4.759	0.0414033	0.0410567	0.0409767	0.000190572	0.000230526	0.000204602	-203.867	36.8226	7.73747	0.0165113	0.341136	0.340606	0.318259
4.758	0.0411133	0.0407133	0.04072	0.000198217	0.000201528	0.000205729	-203.231	33.9985	7.14555	0.0165199	0.340713	0.34034	0.318947
4.757	0.04231	0.04146	0.04158	0.00020962	0.000207484	0.000205132	-203.612	38.9818	8.19462	0.0165278	0.341264	0.341379	0.317357
4.756	0.0404	0.0397933	0.0406333	0.000178576	0.000195627	0.000198453	-205.6	36.0833	7.58691	0.0165369	0.341151	0.340962	0.317887
4.755	0.0408567	0.03897	0.04015	0.000199175	0.000175865	0.000195062	-203.034	34.7006	7.2977	0.0165454	0.341243	0.34044	0.318317
4.754	0.0403833	0.0394333	0.03987	0.000192544	0.000195104	0.000192202	-202.674	36.4819	7.67394	0.0165535	0.341104	0.341156	0.31774
4.753	0.04179	0.0423467	0.0413467	0.000223126	0.000204573	0.000213013	-204.271	38.2432	8.04613	0.016562	0.34063	0.340962	0.318408
4.752	0.0399333	0.0411367	0.0413967	0.000188088	0.000211744	0.000204577	-202.091	32.4549	6.82974	0.0165709	0.341464	0.34088	0.317656
4.751	0.0416733	0.03957	0.04123	0.000200879	0.00019494	0.000198365	-205.25	36.4852	7.67947	0.0165785	0.341068	0.34085	0.318082
4.75	0.04122	0.0415533	0.0398867	0.00020516	0.000201696	0.000181518	-202.02	33.2039	6.9903	0.0165871	0.340843	0.340463	0.318693
4.749	0.0404167	0.04135	0.04293	0.000189007	0.000196759	0.000210099	-204.312	34.125	7.18572	0.0165948	0.340988	0.341284	0.317728
4.748	0.0420467	0.0410067	0.0436867	0.000199366	0.000202679	0.000215732	-203.811	35.8446	7.54941	0.0166028	0.341039	0.340446	0.318516
