Temperature	Magnetism_One	Magnetism_Two	Magnetism_Three	Susceptibility_One	Susceptibility_Two	Susceptibility_Three	Energy	Heat_Capacity	Heat_Capacity_Over_Temp	Entropy	Prob1	Prob0	Prob_-1
8.311	0.0338056	0.0325949	0.0325417	7.63551e-005	7.29981e-005	7.42465e-005	-183.784	20.0976	2.4182	0.00233974	0.336314	0.336343	0.327343
8.31	0.0328588	0.0320162	0.031037	7.11992e-005	6.58689e-005	6.72224e-005	-179.675	19.5568	2.3534	0.00234161	0.336289	0.335898	0.327813
8.309	0.0315787	0.0334861	0.0316088	6.85088e-005	7.41587e-005	7.04629e-005	-181.414	19.4874	2.34534	0.00234342	0.336039	0.336111	0.32785
8.308	0.0322245	0.0325139	0.0334838	6.6268e-005	7.44947e-005	7.6296e-005	-178.658	20.1081	2.42033	0.00234523	0.336233	0.335838	0.327929
8.307	0.0328472	0.0316204	0.0331505	7.24898e-005	6.83889e-005	7.91402e-005	-182.315	18.732	2.25496	0.0023471	0.33624	0.336019	0.327742
8.306	0.0345625	0.0321019	0.0324028	7.44509e-005	7.18229e-005	6.79105e-005	-182.946	19.4361	2.34001	0.00234884	0.336555	0.336131	0.327314
8.305	0.0324398	0.0322824	0.0321458	7.43292e-005	7.45701e-005	6.47857e-005	-181.776	19.1333	2.30383	0.00235065	0.336123	0.335589	0.328288
8.304	0.0327222	0.0334514	0.0344236	7.37831e-005	8.07431e-005	8.24535e-005	-181.018	19.0648	2.29586	0.00235242	0.336102	0.335858	0.32804
8.303	0.0320556	0.0318264	0.0326505	6.90456e-005	6.84345e-005	7.31598e-005	-179.765	19.1576	2.30731	0.0023542	0.336066	0.336127	0.327807
8.302	0.0315903	0.0327245	0.031831	6.51604e-005	6.91723e-005	6.86577e-005	-182.087	18.7508	2.25859	0.00235598	0.336039	0.335926	0.328035
8.301	0.0326921	0.0333264	0.0311875	7.4551e-005	7.56403e-005	6.75546e-005	-180.293	19.0631	2.29648	0.00235772	0.336149	0.336065	0.327786
8.3	0.0321481	0.0328935	0.0331944	6.73808e-005	7.13786e-005	7.48935e-005	-181.265	19.8498	2.39154	0.00235949	0.335913	0.336433	0.327654
8.299	0.0321574	0.0320093	0.0331736	7.1492e-005	6.88436e-005	7.62423e-005	-181.879	19.8916	2.39687	0.00236134	0.336537	0.335814	0.327649
8.298	0.0315972	0.0324306	0.0319722	6.63497e-005	7.25684e-005	7.5498e-005	-183.455	17.5376	2.11347	0.00236319	0.336347	0.336122	0.327531
8.297	0.0320648	0.0322338	0.0311134	6.88367e-005	7.20963e-005	6.77443e-005	-182.804	19.724	2.37725	0.00236482	0.335981	0.336391	0.327628
8.296	0.0318912	0.0329028	0.0328588	6.44834e-005	6.8929e-005	7.14292e-005	-180.806	20.1758	2.43199	0.00236665	0.335895	0.336366	0.327739
8.295	0.0327245	0.0319329	0.031669	7.60457e-005	7.25062e-005	6.95775e-005	-182.265	18.3402	2.21099	0.00236853	0.336156	0.335879	0.327965
8.294	0.0334745	0.0326134	0.0315602	6.96268e-005	6.979e-005	6.86742e-005	-182.11	20.4965	2.47124	0.00237023	0.336109	0.336183	0.327708
8.293	0.0305556	0.0315764	0.0316551	6.93958e-005	6.8826e-005	6.97482e-005	-182.692	20.5053	2.47261	0.00237214	0.335594	0.335988	0.328418
8.292	0.0322685	0.0337292	0.0310278	7.31873e-005	7.58759e-005	6.61698e-005	-181.974	18.3373	2.21145	0.00237405	0.336299	0.336459	0.327242
8.291	0.031162	0.0315093	0.0329699	7.25177e-005	7.10693e-005	7.29374e-005	-181.846	19.2759	2.32492	0.00237575	0.336326	0.336111	0.327562
8.29	0.0323495	0.0315231	0.0318333	6.76126e-005	6.86647e-005	6.99112e-005	-182.828	20.1923	2.43574	0.00237755	0.33639	0.336087	0.327522
8.289	0.0331319	0.0319907	0.0324282	7.4533e-005	7.45243e-005	6.61498e-005	-180.524	18.9796	2.28973	0.00237943	0.335852	0.336153	0.327995
8.288	0.0321806	0.0326968	0.0316944	7.2165e-005	7.25613e-005	6.75894e-005	-183.811	19.2636	2.32428	0.00238119	0.335904	0.336025	0.328072
8.287	0.0334792	0.0333912	0.0323542	7.25889e-005	6.9229e-005	7.08934e-005	-181.921	19.9749	2.41039	0.00238299	0.336367	0.336185	0.327448
8.286	0.0323796	0.0328032	0.0328102	7.58539e-005	7.04786e-005	7.39344e-005	-182.136	18.21	2.19769	0.00238485	0.33629	0.336143	0.327567
8.285	0.0327222	0.031662	0.0327593	7.59934e-005	7.22169e-005	7.18202e-005	-182.191	20.0696	2.4224	0.00238654	0.335998	0.336153	0.327849
8.284	0.0323542	0.032537	0.0326134	6.90019e-005	7.47538e-005	6.80747e-005	-181.192	20.4567	2.46942	0.00238841	0.33606	0.336039	0.327901
8.283	0.0321366	0.0328773	0.0332963	7.59017e-005	7.32419e-005	7.85458e-005	-181.039	19.3317	2.33391	0.00239032	0.336039	0.335995	0.327966
8.282	0.0347106	0.0336065	0.0330602	8.17232e-005	8.00803e-005	6.76547e-005	-184.976	19.4985	2.35432	0.00239212	0.335941	0.336329	0.327729
8.281	0.0332292	0.0321667	0.0320324	6.76697e-005	6.83065e-005	7.26914e-005	-181.719	19.1302	2.31013	0.00239394	0.336257	0.336343	0.3274
8.28	0.0342616	0.0326412	0.0324236	7.72818e-005	7.25909e-005	7.13821e-005	-183.181	17.2557	2.08403	0.00239572	0.336603	0.33603	0.327367
8.279	0.0309537	0.0322292	0.0317083	6.31805e-005	7.06879e-005	7.09686e-005	-179.003	21.0188	2.53881	0.00239733	0.335944	0.336355	0.327701
8.278	0.0318542	0.0328657	0.0338356	6.752e-005	7.60689e-005	7.43027e-005	-181.949	19.8124	2.39338	0.00239929	0.336099	0.336758	0.327144
8.277	0.0324236	0.0328403	0.0325093	7.794e-005	7.61035e-005	7.18942e-005	-182.088	19.1655	2.31551	0.00240113	0.336096	0.336073	0.32783
8.276	0.034044	0.0324954	0.0324977	7.41399e-005	7.3057e-005	7.32933e-005	-182.572	18.2784	2.20861	0.00240292	0.335995	0.336442	0.327563
8.275	0.0326181	0.0302616	0.0318241	7.23614e-005	6.83395e-005	6.61397e-005	-182.445	19.0601	2.30334	0.00240462	0.336447	0.335695	0.327858
8.274	0.0323519	0.0344051	0.0318264	7.37021e-005	7.86724e-005	7.32919e-005	-182.606	20.8716	2.52255	0.0024064	0.336029	0.336091	0.32788
8.273	0.0331319	0.0343588	0.0330255	7.2291e-005	8.03544e-005	7.61025e-005	-182.243	19.0838	2.30676	0.00240835	0.336	0.336249	0.327751
8.272	0.0325532	0.0332153	0.0314537	7.28581e-005	7.48003e-005	6.9497e-005	-181.813	18.3826	2.22227	0.00241013	0.336198	0.336128	0.327674
8.271	0.0335231	0.0328333	0.032375	7.42214e-005	7.62248e-005	7.22662e-005	-182.102	18.16	2.19562	0.00241184	0.335897	0.336569	0.327534
8.27	0.0323079	0.0335255	0.032831	6.88146e-005	7.66782e-005	7.59576e-005	-181.976	19.6376	2.37456	0.00241354	0.336093	0.335849	0.328058
8.269	0.0300648	0.0327269	0.0327593	6.61899e-005	7.42466e-005	7.3167e-005	-184.787	19.5305	2.36189	0.00241537	0.336215	0.335845	0.32794
8.268	0.0320116	0.0317917	0.033838	7.11648e-005	6.52176e-005	8.67475e-005	-183.008	20.7281	2.50702	0.00241719	0.336144	0.336377	0.327479
8.267	0.0325069	0.0323935	0.0339028	6.94463e-005	7.93715e-005	7.32429e-005	-183.204	19.4732	2.35554	0.00241912	0.336149	0.336185	0.327666
8.266	0.0322917	0.0338125	0.0332106	7.58025e-005	7.20784e-005	6.91419e-005	-181.625	20.2348	2.44796	0.00242094	0.335932	0.336333	0.327735
8.265	0.0335556	0.0330972	0.032581	7.37036e-005	7.6015e-005	7.26076e-005	-181.434	19.7994	2.39558	0.00242283	0.336306	0.336039	0.327655
8.264	0.0327477	0.0308981	0.032794	6.97505e-005	7.32281e-005	7.01263e-005	-181.408	19.6662	2.37974	0.00242468	0.335996	0.336024	0.32798
8.263	0.031537	0.0322199	0.032419	7.24288e-005	7.31174e-005	7.60502e-005	-181.939	17.5556	2.1246	0.00242652	0.336366	0.336221	0.327414
8.262	0.0332708	0.0333241	0.0316088	7.65178e-005	7.84812e-005	7.02256e-005	-182.092	19.2855	2.33424	0.00242815	0.336042	0.335702	0.328256
8.261	0.0342292	0.0327384	0.0322292	7.64076e-005	7.00529e-005	7.02556e-005	-182.528	19.5257	2.3636	0.00242996	0.336408	0.336485	0.327107
8.26	0.0320949	0.0313796	0.0331157	7.21854e-005	6.5684e-005	7.97037e-005	-183.133	19.1083	2.31335	0.00243178	0.336527	0.335907	0.327566
8.259	0.0331343	0.033919	0.0331111	6.96837e-005	7.59025e-005	7.30407e-005	-183.106	18.0284	2.18288	0.00243356	0.336157	0.336035	0.327808
8.258	0.0332037	0.0326968	0.0327014	7.88258e-005	7.67622e-005	7.28051e-005	-183.562	19.1407	2.31784	0.00243525	0.336241	0.336128	0.327631
8.257	0.0329398	0.0324028	0.0315139	7.07504e-005	7.2215e-005	6.46788e-005	-181.05	18.875	2.28594	0.00243704	0.336431	0.335754	0.327815
8.256	0.0316157	0.031956	0.032963	6.93155e-005	6.94284e-005	7.24641e-005	-182.415	20.1618	2.44207	0.0024388	0.335596	0.335939	0.328465
8.255	0.0333102	0.0331759	0.0337824	7.34281e-005	7.40148e-005	6.99964e-005	-182.834	19.7387	2.39112	0.00244069	0.335932	0.336063	0.328005
8.254	0.0331273	0.0317708	0.0326134	6.95603e-005	6.69474e-005	7.15629e-005	-181.771	19.363	2.34589	0.00244253	0.335814	0.336406	0.32778
8.253	0.0322546	0.0327685	0.0321829	7.12083e-005	7.41703e-005	7.31236e-005	-182.43	19.5206	2.36527	0.00244434	0.336058	0.335932	0.32801
8.252	0.0327245	0.0316574	0.0326319	7.44043e-005	7.17179e-005	7.5474e-005	-183.353	19.2395	2.3315	0.00244617	0.336468	0.336186	0.327346
8.251	0.0316435	0.0316597	0.0314745	6.8725e-005	7.16432e-005	7.13717e-005	-183.003	20.5955	2.49612	0.00244796	0.335934	0.335746	0.328319
8.25	0.03325	0.0314815	0.0332454	7.92035e-005	6.56111e-005	7.78093e-005	-182.163	18.9701	2.29941	0.00244989	0.335651	0.336369	0.32798
8.249	0.0327639	0.0315833	0.0315278	7.41313e-005	7.04306e-005	6.6827e-005	-179.791	19.8559	2.40706	0.00245167	0.336061	0.335748	0.328191
8.248	0.0321065	0.0329074	0.032838	7.10628e-005	7.67734e-005	7.68033e-005	-186.146	20.2814	2.45895	0.00245352	0.336608	0.336202	0.32719
8.247	0.0321806	0.0316829	0.0327477	6.94401e-005	7.09349e-005	7.3599e-005	-182.565	20.9102	2.5355	0.00245542	0.336078	0.33616	0.327762
8.246	0.0345139	0.031456	0.0311644	7.43998e-005	6.77263e-005	6.84167e-005	-185.938	20.5911	2.4971	0.00245738	0.335588	0.336472	0.32794
8.245	0.0340139	0.0336181	0.0325787	8.12876e-005	7.65233e-005	7.73831e-005	-182.177	20.7075	2.51152	0.0024593	0.336069	0.33561	0.32832
8.244	0.0336852	0.0317153	0.0320046	7.75711e-005	7.28031e-005	7.02696e-005	-183.041	19.4216	2.35584	0.00246124	0.336244	0.336414	0.327342
8.243	0.0318009	0.0330023	0.0326505	7.36243e-005	7.56782e-005	7.56763e-005	-183.754	19.035	2.30923	0.00246306	0.335816	0.336255	0.327929
8.242	0.0335	0.0307755	0.0319167	7.40622e-005	6.91439e-005	7.62011e-005	-182.508	19.1447	2.32282	0.00246484	0.336213	0.336032	0.327755
8.241	0.0315926	0.0328819	0.0327639	6.58402e-005	7.14195e-005	7.39848e-005	-183.587	19.5734	2.37512	0.00246663	0.336329	0.336542	0.327129
8.24	0.0321435	0.0314931	0.0324861	7.46328e-005	7.01926e-005	7.48057e-005	-184.568	18.8632	2.28923	0.00246847	0.336092	0.335715	0.328194
8.239	0.0317407	0.0329097	0.0319931	6.64278e-005	7.60668e-005	7.09673e-005	-182.951	18.6611	2.26498	0.00247023	0.33653	0.335805	0.327665
8.238	0.0339745	0.0325579	0.0318565	7.9451e-005	7.54691e-005	7.31903e-005	-186.673	19.698	2.39111	0.00247198	0.336237	0.336396	0.327367
8.237	0.0328102	0.0332338	0.0323333	7.76477e-005	7.39565e-005	7.36634e-005	-183.896	20.1857	2.45062	0.00247382	0.336392	0.336248	0.32736
8.236	0.0320648	0.0321204	0.0330324	6.49641e-005	7.72947e-005	7.77712e-005	-182.509	19.6621	2.38734	0.00247572	0.33629	0.336181	0.327529
8.235	0.0339167	0.0325509	0.0314954	7.48486e-005	7.28284e-005	6.77847e-005	-181.567	21.0857	2.56049	0.00247756	0.336078	0.336286	0.327636
8.234	0.0319977	0.0313519	0.0329167	7.11826e-005	6.43981e-005	7.22668e-005	-184.072	18.6981	2.27083	0.00247953	0.336055	0.336327	0.327618
8.233	0.0308681	0.0332106	0.0308079	7.23258e-005	7.87104e-005	6.23176e-005	-181.033	20.3432	2.47093	0.00248129	0.336031	0.336328	0.327641
8.232	0.0326713	0.0333148	0.0340648	7.137e-005	7.49562e-005	7.75644e-005	-185.008	20.3873	2.47659	0.00248319	0.33571	0.33663	0.32766
8.231	0.0323125	0.0326042	0.0328449	7.45324e-005	7.15498e-005	7.79423e-005	-185.408	18.239	2.21589	0.0024851	0.336025	0.336416	0.327559
8.23	0.0327292	0.0317245	0.0307523	7.76851e-005	7.47853e-005	6.48967e-005	-179.72	19.2353	2.33722	0.00248681	0.336236	0.336169	0.327595
8.229	0.0306505	0.0314051	0.0330648	6.96509e-005	6.80156e-005	7.70561e-005	-183.169	19.0292	2.31245	0.00248862	0.336263	0.336055	0.327682
8.228	0.0335648	0.0313542	0.0333912	7.80128e-005	6.89437e-005	7.09563e-005	-182.915	19.6383	2.38676	0.0024904	0.336047	0.33663	0.327323
8.227	0.0334282	0.0314097	0.0323426	8.01642e-005	7.0675e-005	7.34196e-005	-183.794	19.4378	2.36268	0.00249224	0.336144	0.336181	0.327674
8.226	0.0333356	0.0331065	0.0333866	7.70066e-005	7.84492e-005	7.74638e-005	-185.037	18.738	2.2779	0.00249407	0.336384	0.336153	0.327463
8.225	0.0331181	0.0325301	0.0320718	7.85369e-005	7.4573e-005	7.57272e-005	-183.53	20.4141	2.48196	0.00249582	0.336535	0.335804	0.327661
8.224	0.0319537	0.0329398	0.0318056	7.62561e-005	7.10108e-005	7.21102e-005	-182.841	20.8966	2.54092	0.00249774	0.33615	0.335897	0.327954
8.223	0.0331597	0.0322593	0.0331366	8.10274e-005	7.46913e-005	7.46364e-005	-182.342	19.423	2.36203	0.0024997	0.336262	0.336114	0.327623
8.222	0.032044	0.0318032	0.0325116	7.08204e-005	6.83064e-005	7.31174e-005	-180.646	17.9396	2.1819	0.00250152	0.336228	0.336035	0.327737
8.221	0.0337431	0.0329259	0.03275	7.82879e-005	7.49127e-005	7.38388e-005	-180.714	20.1938	2.45637	0.0025032	0.33625	0.335914	0.327836
8.22	0.0331296	0.0317616	0.0322083	8.03486e-005	7.13935e-005	7.56459e-005	-182.903	17.7223	2.156	0.0025051	0.336015	0.336351	0.327633
8.219	0.0316852	0.0329884	0.0324398	6.83886e-005	7.69469e-005	6.93451e-005	-183.817	19.8975	2.42092	0.00250676	0.336347	0.336325	0.327328
8.218	0.0327477	0.0336412	0.0323588	7.63338e-005	7.28361e-005	7.39873e-005	-184.114	19.0207	2.31452	0.00250863	0.336029	0.33609	0.32788
8.217	0.0318843	0.0324907	0.0318148	7.34879e-005	7.68748e-005	7.25981e-005	-182.28	20.8206	2.53384	0.00251042	0.336049	0.336136	0.327815
8.216	0.0321944	0.0320208	0.0316343	7.0745e-005	7.93145e-005	7.19678e-005	-183.38	21.307	2.59336	0.00251237	0.33591	0.336448	0.327643
8.215	0.0318449	0.0315509	0.034206	7.08935e-005	7.00176e-005	8.16385e-005	-182.827	18.8761	2.29776	0.00251437	0.336084	0.336262	0.327654
8.214	0.031956	0.0320532	0.0313542	7.36244e-005	7.07871e-005	7.26948e-005	-181.07	17.9887	2.19	0.00251615	0.336226	0.336582	0.327192
8.213	0.0314653	0.0317037	0.0348125	6.89687e-005	6.90576e-005	8.29777e-005	-183.101	19.1821	2.33558	0.00251784	0.335992	0.33612	0.327887
8.212	0.0339977	0.0325648	0.0327269	8.07677e-005	7.34638e-005	7.48351e-005	-183.716	18.9373	2.30606	0.00251964	0.335789	0.336339	0.327873
8.211	0.0328634	0.0317245	0.0314375	7.07481e-005	7.25778e-005	7.22511e-005	-181.343	20.1986	2.45994	0.00252142	0.335855	0.336289	0.327856
8.21	0.0325625	0.0319931	0.0323472	7.50671e-005	7.57161e-005	7.06308e-005	-182.094	20.5889	2.50778	0.00252332	0.336275	0.336042	0.327682
8.209	0.0317523	0.0331759	0.0323333	7.35047e-005	7.66528e-005	7.13755e-005	-182.884	19.1308	2.33047	0.00252525	0.336104	0.336159	0.327737
8.208	0.0315741	0.0317801	0.0333194	6.8702e-005	7.51083e-005	7.58572e-005	-185.299	19.7929	2.41141	0.00252705	0.336059	0.336472	0.327468
8.207	0.0332569	0.0324954	0.031537	7.43932e-005	7.06039e-005	6.8943e-005	-184.642	19.5465	2.38169	0.00252891	0.336319	0.336127	0.327555
8.206	0.0325532	0.03275	0.032463	7.37954e-005	7.50355e-005	6.84073e-005	-182.597	20.8192	2.53707	0.00253075	0.336448	0.336311	0.327242
8.205	0.032331	0.0332176	0.0323611	7.52848e-005	7.78302e-005	6.96122e-005	-184.586	20.4229	2.48908	0.00253271	0.336398	0.33649	0.327112
8.204	0.0323565	0.0312616	0.0328218	7.89109e-005	6.42246e-005	7.63084e-005	-182.935	19.6279	2.39247	0.00253463	0.336379	0.335921	0.327701
8.203	0.0330579	0.033206	0.0318241	7.27623e-005	7.5268e-005	7.10786e-005	-182.202	19.8929	2.42508	0.00253647	0.336314	0.336681	0.327005
8.202	0.0331019	0.0328102	0.0327685	7.9832e-005	7.57003e-005	7.43022e-005	-184.216	19.8246	2.41705	0.00253834	0.335966	0.336596	0.327438
8.201	0.0308912	0.0327431	0.0329259	6.70198e-005	7.58613e-005	7.43532e-005	-184.861	19.0347	2.32103	0.00254021	0.335853	0.336194	0.327954
8.2	0.0324861	0.0333519	0.0328125	7.19687e-005	7.15457e-005	6.84384e-005	-183.812	19.6762	2.39953	0.002542	0.335856	0.336153	0.327992
8.199	0.0328727	0.0326713	0.032213	6.94076e-005	7.11972e-005	7.64673e-005	-185.33	19.5534	2.38485	0.00254385	0.336042	0.33637	0.327587
8.198	0.033088	0.0319444	0.0321667	7.70483e-005	6.85973e-005	7.16139e-005	-184.058	21.9318	2.67526	0.00254569	0.335818	0.336076	0.328106
8.197	0.0324815	0.0333287	0.0342269	7.57251e-005	7.54274e-005	8.1987e-005	-184.002	20.6631	2.52082	0.00254775	0.336133	0.336295	0.327573
8.196	0.0318333	0.0341134	0.0309213	7.12151e-005	7.79486e-005	6.67167e-005	-183.154	19.4365	2.37146	0.0025497	0.33618	0.33611	0.327711
8.195	0.0328403	0.0331551	0.0326204	7.72769e-005	7.86387e-005	6.95205e-005	-184.014	20.4632	2.49704	0.00255153	0.336242	0.335992	0.327765
8.194	0.0321019	0.0328681	0.0331181	7.06806e-005	7.65156e-005	8.08246e-005	-182.758	20.236	2.46961	0.00255346	0.336102	0.336361	0.327537
8.193	0.0322616	0.0324931	0.0328519	6.87615e-005	7.66389e-005	7.53841e-005	-184.965	20.7282	2.52999	0.00255536	0.336116	0.336557	0.327327
8.192	0.0319722	0.031125	0.031838	7.15064e-005	6.96739e-005	7.15187e-005	-183.112	19.7455	2.41034	0.00255731	0.336236	0.335935	0.327829
8.191	0.0332662	0.0324097	0.0325509	7.48375e-005	7.07827e-005	7.73082e-005	-183.061	19.3274	2.35959	0.00255917	0.336448	0.335806	0.327745
8.19	0.0321875	0.0327639	0.0321782	7.08194e-005	6.99194e-005	6.9776e-005	-183.2	19.8189	2.41989	0.00256099	0.336245	0.336002	0.327753
8.189	0.0331157	0.0308796	0.0323796	7.569e-005	6.55256e-005	7.51021e-005	-184.103	21.0486	2.57035	0.00256286	0.336419	0.336274	0.327307
8.188	0.0313171	0.0325671	0.0341366	6.9814e-005	7.13866e-005	7.60675e-005	-183.701	19.3108	2.35843	0.00256485	0.336315	0.33601	0.327675
8.187	0.0327778	0.0317593	0.032669	6.87958e-005	6.86827e-005	6.99633e-005	-185.889	18.6015	2.27207	0.00256666	0.335941	0.336492	0.327567
8.186	0.0331227	0.031169	0.0309468	7.59725e-005	6.56664e-005	7.26298e-005	-182.891	18.6604	2.27956	0.00256842	0.336238	0.33606	0.327701
8.185	0.0326968	0.0329421	0.0327523	7.21192e-005	7.68107e-005	7.6543e-005	-183.842	19.4684	2.37855	0.00257018	0.336217	0.336211	0.327572
8.184	0.0319352	0.0320116	0.032713	7.08127e-005	7.00829e-005	7.46286e-005	-182.306	18.8044	2.29771	0.00257201	0.336204	0.335971	0.327825
8.183	0.0318403	0.0334213	0.0333935	6.95946e-005	7.05396e-005	7.34263e-005	-185.584	18.5746	2.2699	0.00257379	0.336117	0.336386	0.327498
8.182	0.033338	0.0329259	0.0322338	8.20654e-005	7.20242e-005	7.22177e-005	-185.999	20.0472	2.45015	0.00257554	0.336394	0.336297	0.327309
8.181	0.0332037	0.0327963	0.0329398	7.42008e-005	7.17683e-005	7.45017e-005	-183.778	19.6304	2.39951	0.00257743	0.33601	0.336319	0.327671
8.18	0.0321296	0.0330787	0.0331389	7.24399e-005	7.35956e-005	7.40216e-005	-184.313	17.9645	2.19614	0.00257928	0.335925	0.335791	0.328284
8.179	0.032169	0.0323819	0.03225	6.5079e-005	7.40114e-005	7.1348e-005	-184.144	21.0898	2.57853	0.00258097	0.335942	0.336191	0.327867
8.178	0.0326806	0.0304931	0.0326319	6.83405e-005	6.99019e-005	7.3903e-005	-182.358	19.3707	2.36863	0.00258296	0.336234	0.336266	0.3275
8.177	0.0328148	0.033	0.0312685	7.19248e-005	7.68274e-005	6.82007e-005	-182.11	19.5102	2.38599	0.00258479	0.33638	0.335592	0.328028
8.176	0.0321481	0.0328866	0.0324097	7.05288e-005	7.88158e-005	7.42746e-005	-183.709	18.6255	2.27807	0.00258663	0.335867	0.336013	0.32812
8.175	0.0330417	0.0325301	0.0326944	7.28089e-005	7.66887e-005	7.27641e-005	-184.966	19.7433	2.41508	0.00258839	0.336644	0.336387	0.326968
8.174	0.0323958	0.0315278	0.0326435	7.28637e-005	7.28274e-005	7.6564e-005	-182.411	20.6493	2.52622	0.00259025	0.336213	0.335899	0.327888
8.173	0.0321875	0.0329653	0.0325833	7.22517e-005	7.87535e-005	7.55772e-005	-183.446	18.8136	2.30192	0.0025922	0.336271	0.336075	0.327654
8.172	0.0316181	0.0333426	0.031919	7.40301e-005	6.86613e-005	7.39487e-005	-183.55	20.3894	2.49503	0.00259398	0.336396	0.336087	0.327517
8.171	0.0333819	0.0318218	0.0323889	7.7286e-005	7.26216e-005	7.58985e-005	-185.204	18.7029	2.28893	0.0025959	0.336292	0.336227	0.327481
8.17	0.0328611	0.0326667	0.0316968	8.47249e-005	7.50312e-005	6.66397e-005	-185.293	19.4056	2.37523	0.00259767	0.336577	0.336485	0.326937
8.169	0.0320231	0.0328264	0.0321343	6.94892e-005	7.0473e-005	6.89878e-005	-184.166	19.7154	2.41344	0.0025995	0.336174	0.336552	0.327274
8.168	0.0327824	0.0316574	0.0323912	7.71438e-005	7.07104e-005	7.50834e-005	-184.616	20.566	2.51788	0.00260136	0.336553	0.33608	0.327367
8.167	0.0337083	0.0327106	0.0326111	8.17961e-005	7.44751e-005	6.7585e-005	-184.689	21.5574	2.63957	0.00260331	0.335861	0.336268	0.327871
8.166	0.0319745	0.0319722	0.0326343	7.5714e-005	7.41488e-005	6.95974e-005	-182.8	19.1441	2.34437	0.00260534	0.336351	0.336519	0.32713
8.165	0.0330417	0.034294	0.0341875	7.37013e-005	8.01641e-005	7.75422e-005	-184.684	19.5117	2.38967	0.00260715	0.336279	0.336171	0.327549
8.164	0.0325856	0.0323634	0.033713	7.48774e-005	6.67175e-005	7.38987e-005	-184.331	19.8696	2.4338	0.002609	0.336483	0.336434	0.327083
8.163	0.0337477	0.0325833	0.0321736	8.38354e-005	7.72176e-005	7.71169e-005	-184.901	21.1381	2.5895	0.00261087	0.336489	0.336086	0.327424
8.162	0.0329676	0.0330255	0.032213	7.21098e-005	7.79581e-005	7.57202e-005	-184.76	20.3405	2.4921	0.00261287	0.336074	0.336089	0.327837
8.161	0.0321713	0.0333981	0.0317199	7.53228e-005	7.9468e-005	6.26477e-005	-183.601	20.1936	2.4744	0.0026148	0.336235	0.336113	0.327652
8.16	0.030956	0.0328657	0.0314722	6.50056e-005	8.0183e-005	6.76696e-005	-183.881	19.433	2.3815	0.0026167	0.336129	0.336198	0.327674
8.159	0.0330139	0.0322292	0.0328727	7.70237e-005	7.33392e-005	7.64479e-005	-186.191	21.5341	2.6393	0.00261854	0.336461	0.336213	0.327326
8.158	0.0327963	0.0336204	0.0314838	7.5553e-005	7.85662e-005	7.0879e-005	-182.739	18.9895	2.32772	0.00262058	0.336205	0.336149	0.327646
8.157	0.0330741	0.0323148	0.0329769	7.6266e-005	7.66978e-005	6.93372e-005	-185.097	19.4964	2.39014	0.00262238	0.335963	0.336029	0.328008
8.156	0.0318032	0.0310602	0.0313727	7.05502e-005	7.32428e-005	7.50284e-005	-183.661	21.459	2.63107	0.00262422	0.336144	0.336286	0.327569
8.155	0.0315417	0.0311968	0.0319421	6.80891e-005	6.55629e-005	7.28256e-005	-185.564	18.9603	2.32499	0.00262625	0.336328	0.336283	0.327389
8.154	0.0324745	0.032206	0.0319583	7.28474e-005	6.734e-005	7.32076e-005	-185.666	19.7682	2.42435	0.00262804	0.335898	0.336491	0.327611
8.153	0.033169	0.0314676	0.0311273	7.31998e-005	6.74677e-005	6.61296e-005	-186.004	20.8327	2.55522	0.00262991	0.336582	0.33617	0.327248
8.152	0.032287	0.0315185	0.0315116	7.32038e-005	6.74203e-005	6.78901e-005	-185.748	19.5468	2.39779	0.00263189	0.336259	0.336113	0.327627
8.151	0.032706	0.0325556	0.0322338	7.34633e-005	7.41809e-005	7.45881e-005	-185.395	19.2711	2.36426	0.00263374	0.335822	0.336191	0.327988
8.15	0.032706	0.0325833	0.031831	6.95341e-005	7.45137e-005	7.59028e-005	-185.85	19.4329	2.3844	0.00263556	0.336661	0.336049	0.32729
8.149	0.0313704	0.0317523	0.0321088	6.60056e-005	6.82555e-005	6.96242e-005	-185.058	18.3071	2.24655	0.0026374	0.335979	0.336343	0.327677
8.148	0.0319838	0.0326921	0.0308194	7.23929e-005	7.15934e-005	7.23678e-005	-185.804	19.6248	2.40855	0.00263913	0.335944	0.33639	0.327667
8.147	0.0325509	0.032044	0.0310625	7.77507e-005	6.96294e-005	7.12718e-005	-185.01	20.4796	2.51376	0.00264099	0.336331	0.336189	0.32748
8.146	0.0328565	0.0325486	0.0324907	7.3857e-005	6.73758e-005	7.49334e-005	-183.086	19.3049	2.36986	0.00264293	0.336146	0.336025	0.327829
8.145	0.0323634	0.0318125	0.0322778	7.8374e-005	6.5376e-005	7.58414e-005	-186.516	21.0314	2.58213	0.00264476	0.336396	0.335765	0.32784
8.144	0.0318958	0.0323032	0.0307014	6.40755e-005	7.20491e-005	6.72492e-005	-184.674	19.5384	2.39912	0.00264675	0.33648	0.336197	0.327323
8.143	0.0319444	0.0327755	0.0325139	7.37919e-005	7.565e-005	7.78256e-005	-183.716	19.9252	2.44692	0.0026486	0.336202	0.336109	0.327689
8.142	0.0323843	0.0329884	0.0323588	7.37048e-005	7.0896e-005	7.68773e-005	-185.759	18.5993	2.28437	0.00265049	0.336397	0.33604	0.327563
