Temperature	Magnetism_One	Magnetism_Two	Magnetism_Three	Susceptibility_One	Susceptibility_Two	Susceptibility_Three	Energy	Heat_Capacity	Heat_Capacity_Over_Temp	Entropy	Prob1	Prob0	Prob_-1
0.02	0.408201	0.781123	0.395438	1.61946	0.223489	1.46425	-1296	0	0	0	0.452333	0.456645	0.0910224
0.021	0.514815	0.636296	0.405456	1.81709	2.08931	4.60724	-1296	0	0	0	0.455046	0.454378	0.0905764
0.022	0.623215	0.214803	0.699338	0.978384	0.746248	0.666389	-1296	0	0	0	0.454653	0.454946	0.0904012
0.023	0.386498	0.599352	0.592046	2.66183	1.24952	2.63614	-1296	0	0	0	0.455492	0.453969	0.0905394
0.024	0.341037	0.749183	0.513801	1.68299	0.71291	1.99011	-1296	0	0	0	0.452228	0.456818	0.0909545
0.025	0.614722	0.610998	0.32006	1.98751	0.958593	2.5627	-1296	0	0	0	0.453686	0.455593	0.0907215
0.026	0.474514	0.345799	0.730118	1.91305	2.21499	0.471682	-1296	0	0	0	0.455015	0.454246	0.0907392
0.027	0.539204	0.478697	0.541926	2.39078	2.80499	0.988878	-1296	0	0	0	0.454817	0.454887	0.0902955
0.028	0.311155	0.787428	0.509803	1.04617	0.160949	0.932508	-1296	0	0	0	0.452453	0.45665	0.0908974
0.029	0.60825	0.275213	0.670597	1.06109	0.825887	0.929197	-1296	0	0	0	0.454593	0.454805	0.0906019
0.03	0.564789	0.586248	0.40506	1.51036	1.65148	2.60201	-1296	0	0	0	0.455828	0.453404	0.0907685
0.031	0.496579	0.520449	0.546803	2.69855	2.09623	2.28095	-1296	0	0	0	0.454549	0.454461	0.09099
0.032	0.364229	0.630868	0.605771	1.28419	1.93211	1.42282	-1296	0	0	0	0.455652	0.453897	0.0904514
0.033	0.437704	0.499988	0.672567	2.60159	2.40573	0.746379	-1296	0	0	0	0.455103	0.454133	0.0907639
0.034	0.374924	0.664856	0.501287	0.942465	0.761408	1.90219	-1296	0	0	0	0.455159	0.454465	0.0903758
0.035	0.578579	0.54638	0.484616	1.3252	1.99882	1.54136	-1296	0	0	0	0.454015	0.455163	0.0908225
0.036	0.213405	0.639799	0.720236	0.614797	0.547402	0.436569	-1296	0	0	0	0.456069	0.453087	0.0908441
0.037	0.750701	0.414644	0.402954	0.233034	1.15658	1.68625	-1296	0	0	0	0.453268	0.45617	0.0905625
0.038	0.708553	0.175738	0.650641	0.242114	0.765157	0.778412	-1296	0	0	0	0.454394	0.454969	0.0906366
0.039	0.307829	0.572458	0.664412	1.20001	1.33347	0.8195	-1296	0	0	0	0.454393	0.4552	0.0904074
0.04	0.625942	0.441051	0.488606	1.37331	1.68429	1.46396	-1296	0	0	0	0.454046	0.455432	0.0905224
0.041	0.474514	0.688937	0.324333	2.06822	0.220708	1.6827	-1296	0	0	0	0.454717	0.454617	0.0906659
0.042	0.7205	0.376125	0.418419	0.193493	1.27506	1.10498	-1296	0	0	0	0.455629	0.454012	0.0903588
0.043	0.474317	0.5871	0.521116	1.91092	0.951548	1.51049	-1296	0	0	0	0.455377	0.454165	0.0904583
0.044	0.397171	0.738826	0.374056	0.668307	0.169053	0.558657	-1296	0	0	0	0.45356	0.456164	0.0902755
0.045	0.392713	0.659505	0.463345	1.4127	0.726239	1.81433	-1296	0	0	0	0.454485	0.45466	0.0908542
0.046	0.689282	0.431611	0.383947	0.309026	1.61676	1.42403	-1296	0	0	0	0.453772	0.455609	0.0906196
0.047	0.481961	0.486241	0.635803	1.29931	0.967111	1.64492	-1296	0	0	0	0.451946	0.456938	0.0911157
0.048	0.486363	0.337507	0.725775	0.980594	1.05976	0.277644	-1296	0	0	0	0.45569	0.453223	0.0910872
0.049	0.679102	0.534537	0.354435	0.436476	1.20485	1.35225	-1296	0	0	0	0.454642	0.4544	0.0909583
0.05	0.591738	0.458181	0.478146	1.32462	0.960138	0.922248	-1296	0	0	0	0.45591	0.453512	0.0905772
0.051	0.721181	0.166951	0.670338	0.18449	0.340174	0.365375	-1296	0	0	0	0.454715	0.454429	0.0908557
0.052	0.365322	0.566225	0.621319	1.22083	0.766369	0.903674	-1296	0	0	0	0.455825	0.453604	0.090571
0.053	0.648086	0.41478	0.416676	0.7522	1.17914	1.17492	-1296	0	0	0	0.45398	0.455992	0.0900278
0.054	0.265479	0.582685	0.69525	0.53154	0.688408	0.332225	-1296	0	0	0	0.453592	0.455915	0.0904931
0.055	0.391701	0.497042	0.628681	1.30926	1.38261	0.767948	-1296	0	0	0	0.455268	0.454347	0.090385
0.056	0.593238	0.363914	0.574794	1.00187	1.12427	0.59041	-1296	0	0	0	0.455103	0.454528	0.0903696
0.057	0.706928	0.340481	0.478975	0.160487	0.817797	1.1132	-1296	0	0	0	0.45527	0.454526	0.0902037
0.058	0.488053	0.410674	0.682632	0.504546	1.36771	0.533296	-1296	0	0	0	0.455499	0.453883	0.0906181
0.059	0.639262	0.200639	0.727917	0.330655	0.336179	0.210312	-1296	0	0	0	0.455414	0.453843	0.0907431
0.06	0.574762	0.559699	0.423093	1.01876	0.895808	0.950994	-1296	0	0	0	0.453238	0.456201	0.090561
0.061	0.418771	0.546139	0.601525	1.27887	0.515419	0.998838	-1296	0	0	0	0.455326	0.454285	0.0903889
0.062	0.599748	0.514877	0.379715	0.514616	0.941433	1.10051	-1296	0	0	0	0.455454	0.453961	0.0905841
0.063	0.655676	0.566287	0.307944	0.382704	0.88026	0.591415	-1296	0	0	0	0.454076	0.455458	0.090466
0.064	0.630674	0.436236	0.505528	0.965996	0.909134	0.721743	-1296	0	0	0	0.453553	0.455756	0.0906906
0.065	0.405181	0.387609	0.691935	1.26365	1.25797	0.130256	-1296	0	0	0	0.454724	0.45465	0.0906258
0.066	0.442738	0.697609	0.468037	0.498152	0.758369	0.802472	-1296	0	0	0	0.452843	0.456331	0.0908256
0.067	0.207963	0.653218	0.686104	0.220522	0.298201	0.202515	-1296	0	0	0	0.454894	0.454448	0.0906582
0.068	0.369333	0.451558	0.711787	0.518041	0.542744	0.442823	-1296	0	0	0	0.456435	0.453022	0.0905424
0.069	0.606032	0.397389	0.588947	0.618692	0.422399	0.967549	-1296	0	0	0	0.455483	0.454013	0.0905039
0.07	0.728938	0.622069	0.184306	0.115428	0.343826	0.362867	-1296	0	0	0	0.453894	0.455062	0.091044
0.071	0.450009	0.437933	0.674586	0.942289	0.935748	0.519137	-1296	0	0	0	0.454179	0.455182	0.0906389
0.072	0.616322	0.235282	0.712021	0.537114	0.461259	0.178618	-1296	0	0	0	0.455227	0.454125	0.0906481
0.073	0.433785	0.763368	0.371819	0.653902	0.093782	0.610068	-1296	0	0	0	0.452508	0.456809	0.0906821
0.074	0.684463	0.502282	0.341903	0.399306	0.87837	0.78537	-1296	0	0	0	0.453794	0.455507	0.0906991
0.075	0.501215	0.726102	0.334046	0.704044	0.194397	0.515114	-1296	0	0	0	0.45348	0.456008	0.0905116
0.076	0.584701	0.246796	0.733935	0.397331	0.355014	0.159385	-1296	0	0	0	0.453093	0.456037	0.0908696
0.077	0.508606	0.587171	0.473813	0.587005	0.539493	1.18954	-1296	0	0	0	0.454608	0.455001	0.0903912
0.078	0.427109	0.730968	0.451667	0.514645	0.282752	0.892419	-1296	0	0	0	0.455808	0.453198	0.0909946
0.079	0.542377	0.458713	0.567512	0.454594	0.631747	0.783677	-1296	0	0	0	0.453934	0.455784	0.0902824
0.08	0.699343	0.542403	0.300069	0.299309	0.438207	0.417016	-1296	0	0	0	0.455907	0.453556	0.090537
0.081	0.727889	0.542213	0.304965	0.144389	0.633046	0.469478	-1296	0	0	0	0.455306	0.453964	0.0907307
0.082	0.276433	0.62937	0.627822	0.562506	0.474299	0.434556	-1296	0	0	0	0.454298	0.455367	0.0903349
0.083	0.700977	0.308375	0.560229	0.352798	0.315242	0.356387	-1296	0	0	0	0.456136	0.453529	0.0903356
0.084	0.601296	0.399303	0.515706	0.647496	0.845369	0.446085	-1296	0	0	0	0.453765	0.455909	0.0903256
0.085	0.403819	0.597611	0.557539	0.809537	0.580836	0.875474	-1296	0	0	0	0.454638	0.45456	0.0908017
0.086	0.271336	0.602167	0.665225	0.403825	0.494366	0.287968	-1296	0	0	0	0.454496	0.454902	0.0906019
0.087	0.60041	0.534285	0.409035	0.737387	0.430867	0.790258	-1296	0	0	0	0.453211	0.456021	0.0907677
0.088	0.696192	0.474359	0.398611	0.322346	0.59422	0.298718	-1296	0	0	0	0.45403	0.455414	0.0905556
0.089	0.573669	0.542745	0.43403	0.749623	0.682625	0.771987	-1296	0	0	0	0.454356	0.455138	0.0905062
0.09	0.600507	0.458586	0.565806	0.633591	0.411434	0.913589	-1296	0	0	0	0.454002	0.45472	0.0912778
0.091	0.640801	0.706771	0.231752	0.224513	0.204146	0.173134	-1296	0	0	0	0.45507	0.454197	0.090733
0.092	0.610132	0.5771	0.328308	0.439362	0.462257	0.348021	-1296	0	0	0	0.454501	0.454949	0.0905502
0.093	0.754725	0.237961	0.583269	0.0910215	0.344867	0.35465	-1296	0	0	0	0.455722	0.453216	0.0910617
0.094	0.654588	0.606255	0.346236	0.546256	0.400488	0.446836	-1296	0	0	0	0.455485	0.453914	0.0906003
0.095	0.567044	0.564743	0.448417	0.631666	0.637815	0.479009	-1296	0	0	0	0.45455	0.454708	0.0907423
0.096	0.375322	0.40625	0.766738	0.495789	0.445367	0.0477338	-1296	0	0	0	0.453209	0.456371	0.0904198
0.097	0.475891	0.505347	0.581509	0.542602	0.72418	0.472973	-1296	0	0	0	0.454035	0.455309	0.0906566
0.098	0.735218	0.526259	0.321014	0.128572	0.624569	0.574529	-1296	0	0	0	0.453448	0.455767	0.0907855
0.099	0.541042	0.500704	0.54547	0.5598	0.841218	0.508285	-1296	0	0	0	0.456537	0.452928	0.0905347
0.1	0.548132	0.749683	0.248389	0.218286	0.0676043	0.219431	-1296	0	0	0	0.453102	0.456134	0.0907639
0.101	0.481502	0.716657	0.432352	0.502199	0.352508	0.302655	-1296	0	0	0	0.452855	0.456507	0.0906381
0.102	0.428838	0.753049	0.365292	0.407477	0.0693768	0.399307	-1296	0	0	0	0.453046	0.456569	0.090385
0.103	0.400042	0.465516	0.719009	0.637954	0.49232	0.165774	-1296	0	0	0	0.453211	0.456082	0.0907076
0.104	0.727218	0.424889	0.407433	0.140884	0.385591	0.473815	-1296	0	0	0	0.455918	0.45357	0.0905116
0.105	0.752898	0.404132	0.412938	0.0862598	0.36972	0.487469	-1296	0	0	0	0.456111	0.453316	0.0905725
0.106	0.615984	0.584234	0.35465	0.329077	0.523384	0.693987	-1296	0	0	0	0.455144	0.454459	0.0903974
0.107	0.731377	0.502	0.274905	0.0700963	0.454056	0.558004	-1296	0	0	0	0.454075	0.455444	0.0904815
0.108	0.238951	0.669912	0.621521	0.24488	0.149334	0.365209	-1296	0	0	0	0.454998	0.454445	0.0905571
0.109	0.446431	0.61497	0.481308	0.452377	0.290335	0.852316	-1296	0	0	0	0.4557	0.453441	0.0908596
0.11	0.640109	0.687431	0.202234	0.187449	0.132854	0.171768	-1296	0	0	0	0.453882	0.455288	0.0908302
0.111	0.473965	0.655398	0.436278	0.795662	0.231807	0.572302	-1296	0	0	0	0.455573	0.453796	0.0906319
0.112	0.364586	0.759681	0.42441	0.435873	0.0618565	0.296741	-1296	0	0	0	0.456416	0.453098	0.0904861
0.113	0.736843	0.595829	0.291236	0.18152	0.23433	0.176898	-1296	0	0	0	0.453708	0.455343	0.0909491
0.114	0.602208	0.32722	0.606382	0.270524	0.623463	0.374501	-1296	0	0	0	0.454291	0.455504	0.0902052
0.115	0.536345	0.563319	0.441914	0.464618	0.652878	0.580806	-1296	0	0	0	0.453495	0.456248	0.0902577
0.116	0.628299	0.570262	0.362414	0.401767	0.612097	0.440616	-1296	0	0	0	0.4545	0.454779	0.0907215
0.117	0.517606	0.542674	0.48725	0.331696	0.573384	0.777707	-1296	0	0	0	0.454089	0.455424	0.0904869
0.118	0.658977	0.297944	0.569345	0.104476	0.521223	0.648146	-1296	0	0	0	0.455211	0.454096	0.0906921
0.119	0.329176	0.631009	0.603312	0.331191	0.224828	0.543137	-1296	0	0	0	0.454084	0.455225	0.0906906
0.12	0.39903	0.768387	0.421965	0.395316	0.0844314	0.374999	-1296	0	0	0	0.456778	0.452681	0.0905409
0.121	0.206461	0.705032	0.664451	0.133058	0.146566	0.142172	-1295.98	1.40421	11.605	0	0.455348	0.45389	0.0907623
0.122	0.659093	0.464373	0.424157	0.250432	0.570897	0.324534	-1295.97	1.70142	13.9461	8.95449e-006	0.454943	0.454552	0.0905054
0.123	0.545727	0.518155	0.521556	0.513991	0.574675	0.5216	-1295.98	1.04065	8.46057	1.97154e-005	0.453755	0.455313	0.0909313
0.124	0.610532	0.425262	0.530213	0.350537	0.606745	0.295702	-1295.98	1.52341	12.2856	2.62436e-005	0.454529	0.45478	0.0906906
0.125	0.695755	0.596692	0.268086	0.168766	0.31267	0.272416	-1295.98	1.0695	8.55603	3.57232e-005	0.454441	0.454733	0.0908256
0.126	0.739315	0.47425	0.354875	0.124714	0.475	0.344088	-1295.99	0.869489	6.9007	4.23251e-005	0.453209	0.455871	0.0909198
0.127	0.489729	0.335757	0.738942	0.486286	0.295866	0.0731719	-1295.99	0.613801	4.83308	4.76497e-005	0.454011	0.455383	0.0906057
0.128	0.712583	0.263486	0.572185	0.0913122	0.326889	0.396737	-1295.98	1.13763	8.88777	5.13789e-005	0.455323	0.453986	0.0906914
0.129	0.592236	0.59456	0.406257	0.473557	0.373071	0.254831	-1295.98	1.298	10.062	5.82368e-005	0.455052	0.454314	0.0906335
0.13	0.74715	0.238289	0.560896	0.0987767	0.172484	0.164131	-1295.98	1.33485	10.2681	6.60007e-005	0.456742	0.452918	0.0903403
0.131	0.730595	0.391928	0.444088	0.102755	0.422432	0.378189	-1295.98	1.03397	7.89292	7.39236e-005	0.453652	0.455427	0.0909213
0.132	0.621137	0.226669	0.679164	0.192792	0.143762	0.10118	-1295.96	2.42401	18.3637	8.00138e-005	0.455035	0.454234	0.0907307
0.133	0.206007	0.694206	0.671914	0.167205	0.119609	0.162671	-1295.95	2.54254	19.1168	9.41833e-005	0.454188	0.45512	0.0906921
0.134	0.675051	0.408181	0.456771	0.262242	0.391597	0.40165	-1295.97	1.56822	11.7032	0.000108934	0.453669	0.455727	0.0906042
0.135	0.785882	0.42347	0.381005	0.0273508	0.269182	0.270979	-1295.97	1.49926	11.1056	0.000117964	0.452227	0.457051	0.0907222
0.136	0.726644	0.3019	0.496213	0.0763965	0.315651	0.268079	-1295.97	1.47145	10.8195	0.000126533	0.455322	0.454099	0.0905795
0.137	0.620819	0.42747	0.548532	0.200863	0.572343	0.545797	-1295.97	1.65699	12.0948	0.000134882	0.453754	0.455506	0.09074
0.138	0.534725	0.406204	0.597639	0.384307	0.359773	0.54105	-1295.95	2.50452	18.1487	0.000144214	0.453978	0.455465	0.0905563
0.139	0.277796	0.783556	0.548984	0.238325	0.0525444	0.190909	-1295.94	3.22965	23.2349	0.000158218	0.456905	0.451986	0.0911088
0.14	0.759187	0.411667	0.394863	0.0628175	0.241982	0.259468	-1295.95	2.77546	19.8247	0.000176146	0.456836	0.452865	0.0902994
0.141	0.704007	0.267176	0.56515	0.101429	0.280729	0.335484	-1295.93	3.33177	23.6296	0.000191443	0.454817	0.454204	0.0909784
0.142	0.488731	0.322046	0.767097	0.173466	0.198864	0.0582135	-1295.95	2.85162	20.0818	0.000209675	0.457033	0.452505	0.0904614
0.143	0.399333	0.78112	0.408412	0.127918	0.047679	0.121761	-1295.95	2.49812	17.4694	0.000225171	0.45741	0.451944	0.0906466
0.144	0.65035	0.605299	0.332421	0.309543	0.279502	0.30244	-1295.95	2.24725	15.6059	0.00023865	0.455313	0.454052	0.0906343
0.145	0.344127	0.692282	0.517039	0.254301	0.129073	0.398723	-1295.92	3.70587	25.5578	0.000250692	0.454114	0.45529	0.0905957
0.146	0.772282	0.494391	0.305461	0.029234	0.186618	0.199352	-1295.93	3.34842	22.9344	0.000270412	0.456776	0.452889	0.0903349
0.147	0.674759	0.450986	0.439572	0.246187	0.489597	0.278657	-1295.91	4.1386	28.1537	0.000288109	0.455162	0.454238	0.0905995
0.148	0.562884	0.588949	0.411664	0.494289	0.292646	0.406973	-1295.92	3.58104	24.1962	0.000309832	0.455091	0.454188	0.0907215
0.149	0.712093	0.256972	0.533444	0.0873487	0.259247	0.221706	-1295.93	2.94473	19.7633	0.000328502	0.453813	0.455627	0.0905602
0.15	0.422241	0.639956	0.492498	0.359053	0.257072	0.467742	-1295.89	4.60227	30.6818	0.000343751	0.454779	0.45452	0.0907006
0.151	0.716829	0.510285	0.342287	0.0888198	0.504066	0.381163	-1295.91	3.69528	24.472	0.000367426	0.455058	0.453778	0.0911644
0.152	0.55356	0.509345	0.500762	0.390924	0.32753	0.429781	-1295.91	3.94213	25.9351	0.000386308	0.456044	0.453417	0.0905386
0.153	0.668171	0.662398	0.185289	0.101972	0.120485	0.134734	-1295.9	4.39143	28.7022	0.00040632	0.454756	0.454485	0.0907585
0.154	0.755125	0.466451	0.355435	0.0656795	0.337561	0.260554	-1295.9	3.96357	25.7375	0.000428467	0.45616	0.452971	0.0908696
0.155	0.240701	0.637632	0.666312	0.196418	0.186288	0.21435	-1295.88	5.05203	32.5937	0.000448326	0.454884	0.454357	0.0907585
0.156	0.293382	0.510468	0.743375	0.254556	0.311462	0.0562305	-1295.86	5.2168	33.441	0.000473475	0.455377	0.454042	0.090581
0.157	0.704444	0.470431	0.338125	0.0701625	0.42972	0.377761	-1295.89	4.73707	30.1724	0.000499279	0.453552	0.455997	0.0904506
0.158	0.587046	0.30765	0.664155	0.158353	0.276258	0.314471	-1295.88	4.85163	30.7065	0.00052256	0.455698	0.453563	0.0907392
0.159	0.6355	0.666829	0.246488	0.309413	0.0912327	0.26266	-1295.85	6.28832	39.5492	0.000546253	0.453991	0.455345	0.0906644
0.16	0.474287	0.732199	0.352961	0.271008	0.0704365	0.424442	-1295.84	6.05875	37.8672	0.000576769	0.455377	0.453924	0.0906983
0.161	0.580204	0.702868	0.301681	0.177953	0.134745	0.123778	-1295.86	5.78585	35.937	0.000605988	0.455579	0.453772	0.0906489
0.162	0.515639	0.495218	0.565035	0.301729	0.451473	0.382796	-1295.87	4.92726	30.4152	0.000633717	0.453586	0.455836	0.0905779
0.163	0.449931	0.611662	0.474588	0.318631	0.253046	0.499436	-1295.85	5.06922	31.0995	0.000657186	0.452514	0.456918	0.0905679
0.164	0.518164	0.410222	0.581375	0.393003	0.487519	0.443481	-1295.83	6.41047	39.0882	0.000681182	0.454285	0.455054	0.0906613
0.165	0.592542	0.475025	0.470215	0.301508	0.487703	0.339144	-1295.83	6.11365	37.0524	0.000711343	0.454862	0.454826	0.0903117
0.166	0.440266	0.669282	0.469468	0.36715	0.232049	0.404496	-1295.84	6.45072	38.8598	0.000739933	0.455226	0.453892	0.0908819
0.167	0.19384	0.711602	0.629243	0.136742	0.0563444	0.178122	-1295.8	7.59407	45.4735	0.000769917	0.45493	0.454064	0.0910062
0.168	0.707424	0.278213	0.581884	0.0670502	0.327905	0.307902	-1295.82	6.13039	36.4904	0.000805005	0.454368	0.454546	0.0910856
0.169	0.325271	0.574935	0.670269	0.223045	0.306913	0.206111	-1295.8	7.26162	42.9681	0.000833161	0.454145	0.454992	0.0908634
0.17	0.58235	0.725222	0.270315	0.237246	0.0820474	0.21248	-1295.74	8.73578	51.3869	0.000866315	0.455437	0.453497	0.0910656
0.171	0.574479	0.631734	0.314769	0.279502	0.236496	0.265532	-1295.74	9.05848	52.9736	0.000905966	0.454028	0.455227	0.0907454
0.172	0.571141	0.692593	0.304433	0.344215	0.0890386	0.242716	-1295.8	6.37503	37.0642	0.00094684	0.45435	0.454817	0.0908333
0.173	0.604067	0.441671	0.542065	0.24789	0.243167	0.484848	-1295.79	7.32798	42.3582	0.000975439	0.454019	0.455071	0.0909097
0.174	0.375711	0.45347	0.740794	0.316945	0.373856	0.0628901	-1295.73	9.22328	53.0074	0.00100812	0.45339	0.455493	0.0911165
0.175	0.251072	0.589877	0.734373	0.169451	0.17509	0.0695007	-1295.77	7.48082	42.7475	0.00104902	0.453224	0.455856	0.0909205
0.176	0.34328	0.5339	0.644301	0.198118	0.273865	0.177914	-1295.74	8.68024	49.3195	0.00108201	0.454019	0.45537	0.0906111
0.177	0.498016	0.341396	0.685921	0.274604	0.429611	0.195441	-1295.74	8.37256	47.3026	0.00112006	0.453329	0.455916	0.0907546
0.178	0.667317	0.301426	0.59669	0.109896	0.165458	0.31515	-1295.73	8.41557	47.2785	0.00115656	0.454431	0.454639	0.0909298
0.179	0.487313	0.727975	0.389521	0.221493	0.113716	0.391244	-1295.73	8.61946	48.1534	0.00119304	0.455294	0.453603	0.0911026
0.18	0.654028	0.479704	0.466153	0.232948	0.425759	0.288287	-1295.73	8.35725	46.4292	0.0012302	0.452594	0.456441	0.0909645
0.181	0.643706	0.344743	0.538294	0.127856	0.428464	0.410673	-1295.7	9.74317	53.8297	0.00126602	0.454856	0.454269	0.0908742
0.182	0.656266	0.420824	0.448544	0.173012	0.350523	0.36477	-1295.72	8.74967	48.0751	0.00130756	0.454846	0.454429	0.0907253
0.183	0.425157	0.617856	0.474169	0.411917	0.250528	0.255711	-1295.71	9.00487	49.2069	0.00134465	0.45494	0.454404	0.0906566
0.184	0.26581	0.542685	0.751366	0.216556	0.235133	0.0381598	-1295.68	9.65926	52.496	0.00138262	0.453467	0.455448	0.0910849
0.185	0.505502	0.488479	0.560111	0.501176	0.378611	0.154943	-1295.67	10.0544	54.348	0.00142313	0.456171	0.453038	0.0907917
0.186	0.59906	0.634507	0.350306	0.326246	0.196139	0.212974	-1295.64	9.75694	52.4567	0.00146506	0.454437	0.454449	0.0911134
0.187	0.603472	0.511655	0.414171	0.201433	0.42563	0.334499	-1295.68	8.25048	44.1202	0.00150554	0.454646	0.454452	0.090902
0.188	0.569366	0.703817	0.251204	0.19556	0.0880241	0.165193	-1295.62	9.92731	52.8049	0.00153958	0.453433	0.455653	0.0909144
0.189	0.627113	0.498782	0.432778	0.220241	0.326372	0.202815	-1295.57	13.0124	68.8487	0.00158033	0.45619	0.452829	0.0909807
0.19	0.328456	0.741625	0.452407	0.301486	0.040368	0.284367	-1295.6	11.6561	61.3477	0.00163345	0.45535	0.453697	0.0909529
0.191	0.742576	0.483426	0.3769	0.0962152	0.246072	0.190589	-1295.63	10.8444	56.7772	0.00168079	0.452371	0.456521	0.091108
0.192	0.622463	0.229998	0.708977	0.134617	0.11422	0.073741	-1295.58	10.6814	55.6323	0.0017246	0.455362	0.453458	0.0911798
0.193	0.721537	0.250697	0.580187	0.0728658	0.100609	0.123166	-1295.54	13.0022	67.3689	0.00176752	0.455329	0.453781	0.0908904
0.194	0.318419	0.730067	0.498991	0.341615	0.0504504	0.282621	-1295.56	11.6106	59.8482	0.0018195	0.455714	0.453214	0.0910725
0.195	0.61075	0.471563	0.404542	0.218829	0.341811	0.337754	-1295.56	12.4385	63.7873	0.00186568	0.453945	0.455154	0.0909005
0.196	0.585947	0.563426	0.359241	0.127683	0.210036	0.456584	-1295.6	9.4804	48.3694	0.0019149	0.455128	0.454049	0.0908233
0.197	0.406771	0.623968	0.536866	0.18073	0.299238	0.280264	-1295.56	11.1508	56.603	0.00195222	0.455051	0.454039	0.0909097
0.198	0.289824	0.612252	0.66165	0.194616	0.132411	0.251462	-1295.45	13.414	67.7477	0.0019959	0.455537	0.453276	0.0911867
0.199	0.584093	0.527519	0.446391	0.404841	0.295806	0.258104	-1295.54	11.2314	56.4392	0.00204817	0.453907	0.4551	0.0909931
0.2	0.760806	0.290208	0.511667	0.0265419	0.194502	0.210098	-1295.52	12.1936	60.968	0.00209172	0.453008	0.455884	0.091108
0.201	0.663132	0.252882	0.624755	0.114916	0.172055	0.164312	-1295.44	14.264	70.9651	0.00213877	0.454044	0.455039	0.0909167
0.202	0.642657	0.405991	0.533778	0.278716	0.184206	0.284585	-1295.49	12.4456	61.612	0.00219352	0.453653	0.455228	0.0911188
0.203	0.570778	0.59131	0.372289	0.345268	0.150686	0.277548	-1295.47	12.6966	62.545	0.00224106	0.453448	0.455525	0.091027
0.204	0.592389	0.398736	0.594227	0.355972	0.280327	0.134899	-1295.44	13.1805	64.6102	0.00228932	0.453065	0.455576	0.0913596
0.205	0.58244	0.721361	0.279912	0.202574	0.0640255	0.154753	-1295.44	12.957	63.205	0.00233918	0.454663	0.454029	0.0913086
0.206	0.463704	0.52509	0.540611	0.258922	0.34619	0.248163	-1295.43	14.1042	68.4668	0.00238795	0.455425	0.453667	0.0909082
0.207	0.252873	0.538185	0.717764	0.178148	0.19379	0.0596355	-1295.4	13.2883	64.1948	0.00244078	0.453559	0.455404	0.0910363
0.208	0.229544	0.663516	0.655194	0.0983461	0.0754218	0.161292	-1295.39	14.467	69.5529	0.00249031	0.454046	0.454663	0.0912917
0.209	0.744644	0.484465	0.369854	0.0714786	0.25751	0.189725	-1295.38	14.5268	69.5061	0.00254398	0.455931	0.452785	0.091284
0.21	0.339049	0.581317	0.630838	0.131648	0.24753	0.175811	-1295.32	15.967	76.0333	0.00259761	0.454589	0.454257	0.0911543
0.211	0.425465	0.41916	0.731231	0.326855	0.245239	0.0622725	-1295.33	14.9686	70.9411	0.00265627	0.452886	0.455812	0.0913025
