Temperature	Magnetism_One	Magnetism_Two	Magnetism_Three	Susceptibility_One	Susceptibility_Two	Susceptibility_Three	Energy_Kawasaki	Heat_Capacity_Kawasaki	Heat_Capacity_Over_Temp	Entropy_Kawasaki	Prob1	Prob0	Prob_-1
10	0.0314285	0.0305167	0.0316088	5.58533e-005	5.2735e-005	5.55529e-005	-84.2325	7.52856	0.752856	0	0.294629	0.294629	0.410742
9.999	0.031973	0.0315711	0.0316856	5.76605e-005	5.68826e-005	5.68676e-005	-84.8947	7.76953	0.777031	8.36507e-007	0.294913	0.294913	0.410173
9.998	0.0315039	0.0317646	0.0318438	5.68876e-005	6.04486e-005	5.71824e-005	-84.4905	7.76297	0.776452	1.69987e-006	0.295084	0.295084	0.409831
9.997	0.031408	0.0314722	0.0324857	5.57277e-005	5.6769e-005	6.01079e-005	-86.4518	7.74281	0.774514	2.5626e-006	0.295035	0.295035	0.409929
9.996	0.031298	0.0316298	0.0314736	5.48957e-005	5.81781e-005	5.65829e-005	-83.3993	7.70534	0.770842	3.42317e-006	0.295085	0.295085	0.40983
9.995	0.0309841	0.0308942	0.0317176	5.598e-005	5.64836e-005	5.6577e-005	-85.9661	7.47106	0.74748	4.27966e-006	0.294617	0.294617	0.410766
9.994	0.0313831	0.0310414	0.0314266	5.73196e-005	5.62089e-005	5.5156e-005	-83.1979	7.50915	0.751366	5.11019e-006	0.294453	0.294453	0.411094
9.993	0.0319734	0.031731	0.0314394	5.54234e-005	5.71925e-005	5.44764e-005	-85.9502	7.03545	0.704037	5.94504e-006	0.294814	0.294814	0.410371
9.992	0.0316754	0.0315111	0.0317926	5.78128e-005	5.67051e-005	5.64822e-005	-83.654	7.40812	0.741405	6.72731e-006	0.294879	0.294879	0.410242
9.991	0.0310981	0.0305467	0.0314068	5.63562e-005	5.41322e-005	5.47639e-005	-85.2416	8.26183	0.826927	7.55109e-006	0.294285	0.294285	0.411431
9.99	0.031652	0.030292	0.0310651	5.76537e-005	5.20839e-005	5.69559e-005	-85.1042	7.74784	0.77556	8.4699e-006	0.295149	0.295149	0.409702
9.989	0.0314311	0.0317746	0.0313868	5.77896e-005	5.99346e-005	5.52991e-005	-83.9697	7.60086	0.760923	9.33163e-006	0.294749	0.294749	0.410503
9.988	0.0316588	0.0303941	0.0317068	5.8173e-005	5.28454e-005	5.50942e-005	-81.7267	8.03669	0.804634	1.01771e-005	0.295178	0.295178	0.409643
9.987	0.030997	0.0317142	0.031156	5.47731e-005	5.55773e-005	5.41518e-005	-83.559	7.38375	0.739336	1.10711e-005	0.294743	0.294743	0.410514
9.986	0.031871	0.0320315	0.0315264	5.72505e-005	5.9694e-005	5.72732e-005	-84.7705	7.94183	0.795296	1.18926e-005	0.294393	0.294393	0.411213
9.985	0.0320814	0.0320687	0.0318089	6.06387e-005	5.81197e-005	5.7701e-005	-85.7255	7.25834	0.726924	1.27763e-005	0.294673	0.294673	0.410653
9.984	0.0307752	0.0319513	0.0316986	5.46528e-005	5.82087e-005	5.68347e-005	-86.7752	7.67044	0.768273	1.3584e-005	0.29478	0.29478	0.410441
9.983	0.0320294	0.0315357	0.0304487	5.96058e-005	5.57457e-005	5.1972e-005	-82.8506	7.59006	0.760299	1.44376e-005	0.29484	0.29484	0.41032
9.982	0.0326413	0.0318065	0.0309063	6.15245e-005	5.57563e-005	5.48965e-005	-88.4627	7.74611	0.776007	1.52824e-005	0.295055	0.295055	0.409891
9.981	0.0317207	0.0310729	0.0307982	5.70826e-005	5.81264e-005	5.32992e-005	-83.267	8.08205	0.809744	1.61446e-005	0.295283	0.295283	0.409435
9.98	0.0321789	0.0314033	0.0316025	6.17946e-005	5.72044e-005	5.53914e-005	-85.2896	7.57872	0.759391	1.70443e-005	0.294779	0.294779	0.410442
9.979	0.03176	0.0314759	0.0309463	5.83404e-005	5.68351e-005	5.50813e-005	-87.243	7.96908	0.798585	1.78881e-005	0.294385	0.294385	0.41123
9.978	0.0320328	0.0319763	0.0314125	5.86738e-005	5.74018e-005	5.56347e-005	-86.1554	7.7494	0.776648	1.87754e-005	0.294421	0.294421	0.411158
9.977	0.0313208	0.031449	0.0310642	5.44303e-005	5.83651e-005	5.70579e-005	-84.705	7.53615	0.755353	1.96384e-005	0.294622	0.294622	0.410757
9.976	0.032432	0.03213	0.0314696	6.17941e-005	5.80295e-005	5.68402e-005	-85.9942	7.72143	0.774	2.04776e-005	0.294479	0.294479	0.411043
9.975	0.0313704	0.0308669	0.032091	5.66873e-005	5.42315e-005	5.77685e-005	-85.1355	7.15689	0.717483	2.13376e-005	0.294692	0.294692	0.410616
9.974	0.0313961	0.0309673	0.0302969	5.70988e-005	5.56378e-005	5.33451e-005	-86.6212	7.45365	0.747308	2.21349e-005	0.294773	0.294773	0.410454
9.973	0.0324349	0.032071	0.0322462	5.92492e-005	5.93945e-005	6.03751e-005	-83.892	7.62281	0.764344	2.29652e-005	0.29464	0.29464	0.410719
9.972	0.0309756	0.0315742	0.0306889	5.35183e-005	5.61523e-005	5.25317e-005	-85.1523	7.66598	0.768751	2.38145e-005	0.294577	0.294577	0.410845
9.971	0.0317668	0.0314651	0.0315811	5.85103e-005	5.42305e-005	5.62153e-005	-83.1104	7.64106	0.766328	2.46686e-005	0.295464	0.295464	0.409072
9.97	0.0312226	0.0317212	0.0318489	5.84404e-005	5.62019e-005	5.7778e-005	-85.1145	8.50696	0.853255	2.55201e-005	0.294605	0.294605	0.41079
9.969	0.0316611	0.031585	0.0316461	5.69575e-005	5.62056e-005	5.88687e-005	-88.2116	7.84899	0.78734	2.64682e-005	0.294646	0.294646	0.410708
9.968	0.0311112	0.0306829	0.0316647	5.53883e-005	5.45255e-005	5.63835e-005	-85.3208	7.23244	0.725566	2.7343e-005	0.294968	0.294968	0.410063
9.967	0.0310809	0.0317473	0.0317113	5.48334e-005	5.89248e-005	5.70074e-005	-85.8442	7.80783	0.783368	2.81492e-005	0.294741	0.294741	0.410517
9.966	0.031811	0.0327088	0.0318739	5.85205e-005	6.07841e-005	5.79413e-005	-86.2427	7.62388	0.764989	2.90196e-005	0.294536	0.294536	0.410929
9.965	0.0307849	0.031529	0.0312346	5.70013e-005	5.65036e-005	5.43275e-005	-84.155	7.49923	0.752557	2.98696e-005	0.294913	0.294913	0.410173
9.964	0.0303951	0.0306482	0.0320949	5.26969e-005	5.52689e-005	5.77556e-005	-84.9905	7.20854	0.723458	3.07057e-005	0.294737	0.294737	0.410526
9.963	0.0307021	0.0317269	0.0315382	5.38877e-005	6.05764e-005	5.77928e-005	-83.5794	7.68638	0.771493	3.15096e-005	0.294994	0.294994	0.410012
9.962	0.0308633	0.0316939	0.0312341	5.63285e-005	5.91991e-005	5.62557e-005	-82.4195	7.35487	0.738292	3.23668e-005	0.294745	0.294745	0.410511
9.961	0.0314843	0.0310624	0.0312644	5.82011e-005	5.5164e-005	5.6585e-005	-87.4995	7.68589	0.771598	3.31871e-005	0.294548	0.294548	0.410903
9.96	0.0312988	0.0314183	0.0320679	5.45528e-005	5.72587e-005	5.83379e-005	-82.8933	8.39168	0.842538	3.40445e-005	0.295064	0.295064	0.409872
9.959	0.0316484	0.0324593	0.0315789	5.5775e-005	6.1949e-005	5.72767e-005	-83.7142	7.44306	0.74737	3.49806e-005	0.294486	0.294486	0.411028
9.958	0.0310285	0.0319184	0.0316807	5.72458e-005	5.88899e-005	5.90151e-005	-86.748	7.55481	0.758668	3.5811e-005	0.294597	0.294597	0.410805
9.957	0.0300288	0.0311959	0.0309198	5.18271e-005	5.49414e-005	5.60998e-005	-85.9253	7.09164	0.712227	3.6654e-005	0.294405	0.294405	0.41119
9.956	0.0304577	0.0315829	0.0316856	5.31688e-005	5.72676e-005	5.87665e-005	-86.4043	7.77342	0.780778	3.74454e-005	0.29441	0.29441	0.41118
9.955	0.0320455	0.0316917	0.0328414	5.69155e-005	5.82023e-005	6.00107e-005	-88.9398	7.704	0.773883	3.83129e-005	0.295	0.295	0.409999
9.954	0.0319216	0.0307236	0.0320839	5.99115e-005	5.61755e-005	5.79871e-005	-86.0815	8.29389	0.833222	3.91728e-005	0.294713	0.294713	0.410574
9.953	0.0316769	0.0310113	0.0309961	5.61844e-005	5.64929e-005	5.58619e-005	-84.5259	7.55992	0.759562	4.00986e-005	0.294872	0.294872	0.410255
9.952	0.0316333	0.0316911	0.0323874	5.82664e-005	5.68116e-005	5.93138e-005	-85.8366	7.61225	0.764897	4.09425e-005	0.294841	0.294841	0.410318
9.951	0.0316705	0.0318356	0.0321731	5.78205e-005	5.82765e-005	5.9187e-005	-86.1814	7.86198	0.790069	4.17924e-005	0.294859	0.294859	0.410283
9.95	0.0326657	0.0312666	0.0310096	6.00505e-005	5.46566e-005	5.49655e-005	-84.0134	7.93581	0.797569	4.26703e-005	0.294769	0.294769	0.410462
9.949	0.031486	0.0314768	0.0316815	5.95951e-005	5.72882e-005	6.09228e-005	-85.174	7.46777	0.750605	4.35564e-005	0.294706	0.294706	0.410588
9.948	0.0310529	0.0304608	0.0315768	5.46326e-005	5.56184e-005	5.89443e-005	-86.076	7.73103	0.777144	4.43904e-005	0.294668	0.294668	0.410664
9.947	0.0314661	0.0313317	0.0319044	5.64496e-005	5.54093e-005	5.81202e-005	-87.7835	7.65921	0.770002	4.52539e-005	0.294765	0.294765	0.410471
9.946	0.0307631	0.0308369	0.0319753	5.64281e-005	5.46689e-005	5.61903e-005	-86.4002	7.16091	0.719979	4.61095e-005	0.294961	0.294961	0.410079
9.945	0.0314492	0.0313869	0.0312202	5.60588e-005	5.76812e-005	5.50135e-005	-84.5355	7.727	0.776973	4.69095e-005	0.294749	0.294749	0.410503
9.944	0.0306736	0.0315853	0.0315445	5.41968e-005	5.81708e-005	5.78385e-005	-83.3127	7.71908	0.776255	4.77728e-005	0.29509	0.29509	0.40982
9.943	0.0312292	0.0310428	0.030876	5.57731e-005	5.61503e-005	5.62594e-005	-84.9747	8.10668	0.815316	4.86353e-005	0.294821	0.294821	0.410358
9.942	0.0325124	0.0304554	0.0314817	6.12707e-005	5.60259e-005	5.79159e-005	-86.9913	6.99439	0.70352	4.95412e-005	0.294644	0.294644	0.410712
9.941	0.0321375	0.0314872	0.0318131	5.9777e-005	5.72249e-005	5.7734e-005	-83.1757	8.41822	0.846818	5.03229e-005	0.294431	0.294431	0.411139
9.94	0.0309206	0.032709	0.0305168	5.50775e-005	6.03725e-005	5.49608e-005	-85.8092	7.46406	0.750911	5.12638e-005	0.294706	0.294706	0.410588
9.939	0.031369	0.0328581	0.0322612	5.75447e-005	6.34571e-005	5.91603e-005	-86.5707	7.56632	0.761276	5.20981e-005	0.294517	0.294517	0.410966
9.938	0.0315921	0.0319242	0.0320372	5.97246e-005	5.97789e-005	5.85893e-005	-87.184	7.50203	0.754883	5.2944e-005	0.294588	0.294588	0.410823
9.937	0.0308142	0.0313784	0.0310054	5.52079e-005	5.72909e-005	5.65684e-005	-86.4952	7.38242	0.742922	5.37828e-005	0.294479	0.294479	0.411041
9.936	0.0313502	0.0310102	0.0312701	5.69737e-005	5.64143e-005	5.54201e-005	-86.361	7.66278	0.771213	5.46082e-005	0.294557	0.294557	0.410887
9.935	0.0313675	0.032556	0.032536	5.64513e-005	5.94088e-005	6.10917e-005	-83.97	7.56895	0.761847	5.54651e-005	0.294946	0.294946	0.410108
9.934	0.0315199	0.0311744	0.0315072	5.72962e-005	5.62317e-005	5.70153e-005	-89.0681	7.56111	0.761134	5.63116e-005	0.294679	0.294679	0.410642
9.933	0.0319732	0.0316917	0.0310722	5.96231e-005	5.79673e-005	5.73454e-005	-82.8664	6.94931	0.699619	5.71573e-005	0.294971	0.294971	0.410058
9.932	0.0318643	0.031839	0.0320175	5.96969e-005	5.72225e-005	5.93764e-005	-87.005	7.96134	0.801585	5.79347e-005	0.294633	0.294633	0.410734
9.931	0.0320123	0.0305141	0.0308796	5.8529e-005	5.40001e-005	5.58048e-005	-86.5142	7.5789	0.763156	5.88253e-005	0.295276	0.295276	0.409448
9.93	0.0313788	0.0315414	0.0322012	5.70407e-005	5.8584e-005	5.91518e-005	-85.2902	7.12741	0.717765	5.96733e-005	0.294696	0.294696	0.410608
9.929	0.0311159	0.032078	0.0321974	5.72721e-005	6.0485e-005	6.03134e-005	-87.6831	7.62968	0.768424	6.04708e-005	0.294826	0.294826	0.410349
9.928	0.0316928	0.0307579	0.0307851	5.61919e-005	5.36722e-005	5.50482e-005	-85.3105	7.3038	0.735677	6.13246e-005	0.294716	0.294716	0.410568
9.927	0.0309992	0.0318393	0.0315444	5.50748e-005	5.90069e-005	5.5305e-005	-84.8058	7.30363	0.735734	6.2142e-005	0.294939	0.294939	0.410123
9.926	0.0321382	0.0317134	0.0319992	5.95962e-005	5.64116e-005	5.93485e-005	-86.565	7.23186	0.728578	6.29595e-005	0.294826	0.294826	0.410348
9.925	0.0310725	0.0312533	0.0309852	5.80392e-005	5.58855e-005	5.71474e-005	-86.0867	7.59698	0.765439	6.3769e-005	0.294726	0.294726	0.410548
9.924	0.0304228	0.0308032	0.0324938	5.39256e-005	5.45037e-005	5.79604e-005	-86.6059	7.80772	0.786751	6.46195e-005	0.294742	0.294742	0.410517
9.923	0.0320621	0.0320936	0.0314065	5.7992e-005	5.76096e-005	5.55172e-005	-86.6517	7.62562	0.768479	6.54937e-005	0.294651	0.294651	0.410697
9.922	0.0310259	0.0308657	0.0299738	5.60862e-005	5.38156e-005	5.32694e-005	-84.5921	7.39387	0.7452	6.63476e-005	0.29475	0.29475	0.4105
9.921	0.0315787	0.0314713	0.0303552	5.90584e-005	5.70123e-005	5.20274e-005	-85.0728	8.10259	0.816711	6.71756e-005	0.294571	0.294571	0.410858
9.92	0.0316063	0.0306806	0.0309026	5.75047e-005	5.54419e-005	5.49442e-005	-84.6381	7.57638	0.763748	6.8083e-005	0.294623	0.294623	0.410754
9.919	0.0315312	0.0315284	0.0319754	5.92313e-005	5.65675e-005	5.98959e-005	-84.9075	7.74388	0.780712	6.89316e-005	0.294877	0.294877	0.410246
9.918	0.0310869	0.0304061	0.0319161	5.73679e-005	5.24132e-005	5.67885e-005	-87.3166	7.62816	0.769123	6.97991e-005	0.294347	0.294347	0.411307
9.917	0.0321847	0.0325022	0.0319202	5.74918e-005	6.07519e-005	5.77872e-005	-87.2623	7.33721	0.739862	7.06537e-005	0.294523	0.294523	0.410954
9.916	0.031679	0.0307216	0.0313692	6.01956e-005	5.52508e-005	5.57539e-005	-84.6981	7.89356	0.796043	7.14757e-005	0.295134	0.295134	0.409732
9.915	0.0311176	0.0309539	0.031324	5.55266e-005	5.39528e-005	5.70869e-005	-85.5392	7.97205	0.804039	7.23602e-005	0.294689	0.294689	0.410621
9.914	0.0316427	0.0312672	0.0309552	5.68689e-005	5.73492e-005	5.5371e-005	-85.6744	7.66556	0.773205	7.32536e-005	0.295018	0.295018	0.409965
9.913	0.031412	0.0314564	0.0309472	5.84154e-005	5.77196e-005	5.79051e-005	-88.2992	8.16797	0.823965	7.41127e-005	0.294538	0.294538	0.410925
9.912	0.031287	0.0311657	0.0321007	5.71876e-005	5.80569e-005	5.76322e-005	-87.4606	7.64501	0.771288	7.50282e-005	0.29457	0.29457	0.410859
9.911	0.0319579	0.0314169	0.0320813	5.94633e-005	5.96464e-005	5.87502e-005	-83.3594	7.98494	0.805665	7.58852e-005	0.294735	0.294735	0.41053
9.91	0.0314154	0.0309842	0.0308193	5.60168e-005	5.50415e-005	5.58287e-005	-85.1793	7.5108	0.757901	7.67804e-005	0.294873	0.294873	0.410254
9.909	0.0315335	0.0308452	0.0315477	5.60406e-005	5.48707e-005	5.77038e-005	-86.4975	7.63466	0.770478	7.76225e-005	0.29494	0.29494	0.41012
9.908	0.0311447	0.0312743	0.0318393	5.64383e-005	5.58831e-005	5.68658e-005	-85.4187	7.67313	0.774438	7.84786e-005	0.294513	0.294513	0.410974
9.907	0.0321727	0.0313158	0.0328668	5.88355e-005	5.72378e-005	5.94433e-005	-87.2041	7.90671	0.798094	7.93391e-005	0.294861	0.294861	0.410277
9.906	0.0315274	0.0309389	0.0311683	5.72943e-005	5.69761e-005	5.65194e-005	-85.4819	7.60975	0.768196	8.02259e-005	0.294465	0.294465	0.411071
9.905	0.0314064	0.0310283	0.0310145	6.00482e-005	5.7911e-005	5.65653e-005	-87.4896	8.44656	0.852757	8.10794e-005	0.294463	0.294463	0.411074
9.904	0.0325091	0.0321336	0.0331183	5.92587e-005	5.71131e-005	6.27311e-005	-86.2298	7.67287	0.774724	8.20269e-005	0.295001	0.295001	0.409998
9.903	0.0317646	0.0310336	0.0318611	6.05228e-005	5.55269e-005	5.92444e-005	-84.5474	7.90231	0.797971	8.28877e-005	0.294858	0.294858	0.410283
9.902	0.0326969	0.0323153	0.0313661	6.16978e-005	5.9546e-005	5.7302e-005	-87.4218	7.33315	0.740572	8.37744e-005	0.294806	0.294806	0.410387
9.901	0.032258	0.0310389	0.0314989	5.7432e-005	5.37776e-005	5.45038e-005	-86.217	7.52357	0.759879	8.45972e-005	0.294933	0.294933	0.410135
9.9	0.0310515	0.0311563	0.0319426	5.7747e-005	5.64809e-005	5.82602e-005	-85.6126	7.83517	0.791431	8.54415e-005	0.294593	0.294593	0.410815
9.899	0.0311337	0.0314004	0.0312917	5.70478e-005	5.68932e-005	5.56814e-005	-86.9103	7.26268	0.733679	8.63209e-005	0.294419	0.294419	0.411163
9.898	0.0324992	0.0312734	0.0320558	6.12344e-005	5.71789e-005	6.10371e-005	-85.5287	7.91535	0.799692	8.71361e-005	0.294912	0.294912	0.410177
9.897	0.0322396	0.0312068	0.030635	5.82852e-005	5.83828e-005	5.44977e-005	-86.3959	8.10808	0.819247	8.80246e-005	0.294519	0.294519	0.410963
9.896	0.0307135	0.0320317	0.0315298	5.5078e-005	5.77722e-005	5.72405e-005	-87.6435	7.89535	0.797833	8.89349e-005	0.294342	0.294342	0.411316
9.895	0.0309203	0.0314456	0.03077	5.62031e-005	5.80508e-005	5.63619e-005	-88.0093	7.41381	0.749248	8.98214e-005	0.294232	0.294232	0.411537
9.894	0.0324775	0.031616	0.0322194	5.99032e-005	5.61708e-005	6.13836e-005	-86.4024	7.70334	0.778587	9.06539e-005	0.294519	0.294519	0.410962
9.893	0.0318727	0.0321065	0.0316677	5.97115e-005	6.0623e-005	5.78001e-005	-89.5409	7.6379	0.772051	9.1519e-005	0.294614	0.294614	0.410772
9.892	0.0311756	0.0315328	0.0311476	5.74174e-005	5.75492e-005	5.71543e-005	-84.2523	7.88502	0.797111	9.23768e-005	0.294753	0.294753	0.410495
9.891	0.0320749	0.0313079	0.0317917	6.03488e-005	5.41294e-005	5.94417e-005	-86.9437	7.64828	0.773257	9.32625e-005	0.294556	0.294556	0.410888
9.89	0.0317726	0.0316248	0.0318942	6.01809e-005	5.67219e-005	5.8786e-005	-83.0626	7.65928	0.774447	9.41217e-005	0.294769	0.294769	0.410462
9.889	0.0314642	0.0316104	0.0314065	5.80952e-005	5.70985e-005	5.71224e-005	-88.4222	7.53799	0.76226	9.49822e-005	0.294618	0.294618	0.410765
9.888	0.0327627	0.0316046	0.0320169	6.18033e-005	5.92827e-005	5.97156e-005	-84.2812	8.11364	0.820554	9.58291e-005	0.294944	0.294944	0.410112
9.887	0.0317357	0.0314859	0.0313709	5.8701e-005	5.66145e-005	5.60101e-005	-85.7534	8.18298	0.82765	9.67409e-005	0.29501	0.29501	0.409981
9.886	0.0312013	0.031422	0.0321438	5.5649e-005	5.77874e-005	5.74354e-005	-86.8641	8.03815	0.813084	9.76605e-005	0.294532	0.294532	0.410937
9.885	0.0313864	0.0326318	0.0322596	5.60198e-005	5.97928e-005	6.05102e-005	-83.6952	8.36556	0.846288	9.85639e-005	0.295044	0.295044	0.409913
9.884	0.0315838	0.0312109	0.030287	5.97219e-005	5.69612e-005	5.40314e-005	-85.9595	7.96483	0.805831	9.95042e-005	0.294659	0.294659	0.410682
9.883	0.0311355	0.0315935	0.0310779	5.57248e-005	5.73382e-005	5.43278e-005	-83.3672	7.94813	0.804223	0.0001004	0.295235	0.295235	0.409531
9.882	0.0311623	0.0313074	0.0310105	5.70216e-005	5.65518e-005	5.55066e-005	-85.5902	7.9187	0.801326	0.000101293	0.295038	0.295038	0.409924
9.881	0.031314	0.032005	0.0312924	5.6169e-005	5.72002e-005	5.80124e-005	-83.6464	7.91392	0.800923	0.000102184	0.294679	0.294679	0.410642
9.88	0.0315011	0.0317555	0.0313356	5.58505e-005	5.81151e-005	5.68204e-005	-86.6361	7.91065	0.800673	0.000103073	0.294477	0.294477	0.411047
9.879	0.031934	0.0318877	0.0309524	5.85138e-005	5.83633e-005	5.73297e-005	-84.1579	7.54661	0.763904	0.000103963	0.294402	0.294402	0.411195
9.878	0.0311965	0.0316589	0.0308057	5.65666e-005	5.90911e-005	5.59343e-005	-86.1591	7.52273	0.761564	0.000104812	0.29522	0.29522	0.40956
9.877	0.0321899	0.0321681	0.0321614	5.69112e-005	5.88547e-005	5.91587e-005	-83.2973	7.56277	0.765695	0.000105658	0.294733	0.294733	0.410533
9.876	0.0318541	0.0319775	0.0315037	5.85447e-005	5.76665e-005	5.47474e-005	-87.6359	7.45184	0.75454	0.000106509	0.294788	0.294788	0.410425
9.875	0.0308616	0.0317276	0.0318903	5.63638e-005	5.97982e-005	5.81993e-005	-87.0427	7.15951	0.725014	0.000107347	0.294564	0.294564	0.410872
9.874	0.0314518	0.0319735	0.0312177	5.84929e-005	5.89812e-005	5.5863e-005	-84.9866	7.88041	0.798097	0.000108153	0.294884	0.294884	0.410232
9.873	0.0307323	0.0310153	0.0308228	5.5356e-005	5.73481e-005	5.52647e-005	-85.4762	8.1826	0.828785	0.00010904	0.294682	0.294682	0.410636
9.872	0.0318356	0.031556	0.0315226	5.79735e-005	5.53543e-005	5.77448e-005	-86.6765	8.07771	0.818244	0.00010996	0.294755	0.294755	0.410491
9.871	0.0315312	0.0315369	0.0317164	5.98243e-005	6.04126e-005	5.72789e-005	-87.329	7.93197	0.803563	0.00011087	0.294355	0.294355	0.411289
9.87	0.0307073	0.0315298	0.0312954	5.49853e-005	5.88989e-005	5.60728e-005	-84.4596	7.72203	0.782374	0.000111762	0.29485	0.29485	0.410301
9.869	0.0317719	0.0305314	0.0321684	5.85186e-005	5.48344e-005	5.99306e-005	-82.7308	8.17003	0.827848	0.000112632	0.29505	0.29505	0.409901
9.868	0.0309436	0.0302182	0.0306771	5.59115e-005	5.32272e-005	5.61779e-005	-84.3433	7.73669	0.784018	0.000113552	0.294997	0.294997	0.410007
9.867	0.031104	0.0313432	0.0316483	5.6932e-005	5.7947e-005	5.64684e-005	-86.2244	8.15394	0.826385	0.000114423	0.295061	0.295061	0.409878
9.866	0.0313755	0.0311827	0.0309851	5.94316e-005	5.60489e-005	5.57632e-005	-84.6844	8.23892	0.835082	0.000115341	0.294302	0.294302	0.411395
9.865	0.031469	0.0314517	0.0309497	5.86056e-005	5.84992e-005	5.55274e-005	-85.884	8.01685	0.812655	0.000116269	0.295041	0.295041	0.409919
9.864	0.031338	0.0314198	0.031237	5.63393e-005	5.72514e-005	5.60663e-005	-86.2046	7.33364	0.743475	0.000117172	0.295019	0.295019	0.409962
9.863	0.0319225	0.0310911	0.0309819	5.82401e-005	5.68751e-005	5.63376e-005	-86.3125	8.03331	0.814489	0.000117998	0.294625	0.294625	0.41075
9.862	0.0314103	0.0317057	0.0313746	5.89603e-005	5.93662e-005	5.78205e-005	-87.5913	7.88148	0.799177	0.000118903	0.294169	0.294169	0.411662
9.861	0.0304966	0.0317871	0.0320422	5.4556e-005	5.81022e-005	5.87413e-005	-83.9627	7.8231	0.793338	0.000119791	0.294724	0.294724	0.410552
9.86	0.0313294	0.0312691	0.0303319	5.43151e-005	5.76434e-005	5.25105e-005	-86.6604	8.40539	0.852473	0.000120672	0.294897	0.294897	0.410205
9.859	0.0319767	0.0319755	0.030821	6.08419e-005	5.82863e-005	5.58589e-005	-85.5355	8.08658	0.820223	0.000121619	0.294605	0.294605	0.41079
9.858	0.0330101	0.0318021	0.0321255	6.27805e-005	5.88051e-005	5.78751e-005	-85.1215	7.70129	0.781223	0.000122531	0.294435	0.294435	0.411129
9.857	0.0318142	0.0313462	0.031924	5.98188e-005	5.68208e-005	5.93057e-005	-86.5305	7.7977	0.791083	0.000123399	0.294858	0.294858	0.410284
9.856	0.0314327	0.0321914	0.0318939	5.61205e-005	5.91426e-005	6.02862e-005	-88.7921	7.44314	0.755189	0.000124278	0.294543	0.294543	0.410914
9.855	0.0319194	0.0315953	0.0314417	6.07834e-005	5.72315e-005	5.69202e-005	-84.5407	7.91034	0.802673	0.000125117	0.295137	0.295137	0.409727
9.854	0.0318397	0.031317	0.0313145	5.84546e-005	5.60702e-005	5.70654e-005	-87.7954	7.54896	0.766081	0.000126009	0.294981	0.294981	0.410037
9.853	0.0308712	0.0307283	0.0315832	5.72529e-005	5.6e-005	5.75423e-005	-86.8146	7.87886	0.79964	0.00012686	0.294948	0.294948	0.410103
9.852	0.0310589	0.0318024	0.0314949	5.68243e-005	5.95279e-005	5.70624e-005	-86.8928	7.53298	0.764614	0.000127748	0.294808	0.294808	0.410384
9.851	0.0327298	0.0312358	0.0317791	6.20475e-005	5.64081e-005	5.90216e-005	-88.902	7.48368	0.759687	0.000128598	0.29471	0.29471	0.41058
9.85	0.0310949	0.032135	0.0318389	5.46621e-005	6.07086e-005	5.9229e-005	-85.7705	7.61834	0.773436	0.000129442	0.294832	0.294832	0.410335
9.849	0.0307425	0.0319718	0.0310726	5.59607e-005	5.96894e-005	5.55729e-005	-86.9686	7.70677	0.782493	0.000130301	0.294939	0.294939	0.410123
9.848	0.0319172	0.0325303	0.0314372	5.94597e-005	6.01691e-005	5.59485e-005	-88.8223	7.86854	0.798999	0.000131171	0.294225	0.294225	0.41155
9.847	0.0318391	0.032133	0.0310368	5.96878e-005	5.85673e-005	5.5405e-005	-87.6768	7.23285	0.734523	0.000132059	0.294576	0.294576	0.410849
9.846	0.031549	0.0318762	0.0316538	5.91181e-005	6.08615e-005	6.03942e-005	-83.7631	8.32959	0.845987	0.000132875	0.294878	0.294878	0.410244
9.845	0.0315633	0.0322506	0.0313997	5.90364e-005	5.81886e-005	5.72541e-005	-85.6502	7.7796	0.790208	0.000133815	0.294613	0.294613	0.410775
9.844	0.0323918	0.0317635	0.0323466	6.16656e-005	5.76924e-005	6.156e-005	-87.5498	7.54724	0.766684	0.000134693	0.294566	0.294566	0.410867
9.843	0.0313021	0.0313633	0.0314443	5.53106e-005	5.81473e-005	5.58295e-005	-86.4741	7.79283	0.791713	0.000135545	0.29445	0.29445	0.4111
9.842	0.0308963	0.031323	0.0312903	5.69766e-005	5.57226e-005	5.57395e-005	-87.984	7.19772	0.731327	0.000136424	0.294617	0.294617	0.410766
9.841	0.0307679	0.0316428	0.0312028	5.70968e-005	5.66994e-005	5.51972e-005	-86.3643	7.26133	0.737865	0.000137237	0.294664	0.294664	0.410673
9.84	0.0317789	0.0316304	0.0320091	6.10153e-005	5.70205e-005	5.86008e-005	-85.8142	8.15176	0.828431	0.000138057	0.294874	0.294874	0.410252
9.839	0.0312379	0.0320323	0.0322279	5.46678e-005	5.94815e-005	5.94907e-005	-88.0849	7.87817	0.800708	0.000138977	0.294772	0.294772	0.410456
9.838	0.0317588	0.0313536	0.0312056	5.74181e-005	5.53525e-005	5.77904e-005	-86.3637	8.60052	0.874214	0.000139867	0.294693	0.294693	0.410614
9.837	0.0312172	0.030869	0.0319902	5.77399e-005	5.36264e-005	5.79948e-005	-84.9895	8.09211	0.82262	0.000140838	0.295048	0.295048	0.409904
9.836	0.0312521	0.0311401	0.0312237	5.54166e-005	5.60499e-005	5.67469e-005	-86.2577	7.4421	0.756618	0.000141752	0.294555	0.294555	0.410891
