Temperature	Magnetism_One	Magnetism_Two	Magnetism_Three	Susceptibility_One	Susceptibility_Two	Susceptibility_Three	Energy_Kawasaki	Heat_Capacity_Kawasaki	Heat_Capacity_Over_Temp	Entropy_Kawasaki	Prob1	Prob0	Prob_-1
8.58	0.0315794	0.0319149	0.032136	6.77098e-005	6.81938e-005	7.02232e-005	-99.4688	9.45395	1.10186	0.00149433	0.295376	0.295376	0.409248
8.579	0.03283	0.0317925	0.0324169	7.267e-005	6.7068e-005	7.27196e-005	-98.8348	9.72701	1.13382	0.00149555	0.295307	0.295307	0.409387
8.578	0.0316114	0.0312841	0.0319327	6.74028e-005	6.62148e-005	6.90746e-005	-96.3352	10.7008	1.24748	0.00149681	0.295834	0.295834	0.408333
8.577	0.0322169	0.0320503	0.0315742	6.93149e-005	6.76804e-005	6.73561e-005	-97.5603	9.86332	1.14997	0.0014982	0.295164	0.295164	0.409672
8.576	0.0310021	0.0304755	0.0321669	6.27252e-005	6.09815e-005	6.68241e-005	-97.1662	9.48532	1.10603	0.00149947	0.295464	0.295464	0.409071
8.575	0.0320843	0.0317736	0.0320452	7.14388e-005	6.79057e-005	6.61441e-005	-96.6636	10.5193	1.22674	0.0015007	0.295694	0.295694	0.408612
8.574	0.0317329	0.0317443	0.0311031	6.72009e-005	6.70136e-005	6.51185e-005	-96.7725	10.294	1.20061	0.00150207	0.29516	0.29516	0.409679
8.573	0.0323723	0.032025	0.0312985	6.93523e-005	6.76892e-005	6.37685e-005	-95.6344	9.80714	1.14396	0.0015034	0.295523	0.295523	0.408953
8.572	0.0311423	0.0314967	0.0318528	6.46218e-005	6.722e-005	6.60126e-005	-95.4855	9.99257	1.16572	0.00150467	0.295298	0.295298	0.409403
8.571	0.0322301	0.0318156	0.0320845	6.92684e-005	6.48919e-005	6.8745e-005	-98.941	10.3679	1.20964	0.00150597	0.295274	0.295274	0.409452
8.57	0.0328632	0.0334659	0.0330586	7.23328e-005	7.63864e-005	7.32257e-005	-99.7951	9.51137	1.10985	0.00150731	0.295643	0.295643	0.408713
8.569	0.0329256	0.0322541	0.0327831	6.98973e-005	6.75083e-005	7.07051e-005	-98.8432	9.52235	1.11126	0.00150854	0.295651	0.295651	0.408699
8.568	0.0316564	0.0319754	0.0321854	6.69752e-005	6.94844e-005	6.78765e-005	-99.4417	9.17666	1.07104	0.00150978	0.295226	0.295226	0.409549
8.567	0.0318001	0.0322269	0.0320056	6.54927e-005	7.11061e-005	6.80778e-005	-97.8231	11.1144	1.29735	0.00151097	0.29558	0.29558	0.408839
8.566	0.0314463	0.0313596	0.0313868	6.67875e-005	6.68313e-005	6.66458e-005	-99.0368	9.51505	1.11079	0.00151241	0.295425	0.295425	0.40915
8.565	0.0322779	0.0321298	0.0320049	7.11017e-005	6.51619e-005	6.83359e-005	-96.7531	10	1.16755	0.00151364	0.295387	0.295387	0.409225
8.564	0.0321347	0.0321973	0.0326533	6.70323e-005	6.98237e-005	6.93265e-005	-97.9512	10.389	1.21311	0.00151494	0.295897	0.295897	0.408205
8.563	0.0314784	0.0313181	0.0314512	6.55563e-005	6.49327e-005	6.60609e-005	-96.5913	10.0308	1.17141	0.00151629	0.295217	0.295217	0.409567
8.562	0.0325328	0.0317767	0.0312142	7.11131e-005	6.65731e-005	6.57746e-005	-94.4228	10.5221	1.22893	0.00151759	0.295583	0.295583	0.408833
8.561	0.033279	0.0321288	0.032657	7.39374e-005	7.08369e-005	7.37285e-005	-94.8808	9.57692	1.11867	0.00151896	0.295101	0.295101	0.409798
8.56	0.0325323	0.0326639	0.0322208	6.84168e-005	7.01319e-005	6.89335e-005	-97.5456	9.67691	1.13048	0.0015202	0.295314	0.295314	0.409373
8.559	0.032556	0.0320727	0.0322356	7.11857e-005	6.77524e-005	7.00443e-005	-98.2144	9.64144	1.12647	0.00152145	0.29566	0.29566	0.40868
8.558	0.0329997	0.0324181	0.0321886	7.07422e-005	7.11868e-005	6.93952e-005	-96.625	9.93276	1.16064	0.00152271	0.295261	0.295261	0.409478
8.557	0.0315644	0.032174	0.0316685	6.72622e-005	6.8713e-005	6.56374e-005	-99.7116	10.034	1.17261	0.001524	0.294997	0.294997	0.410006
8.556	0.0313268	0.0308881	0.0316942	6.39084e-005	6.35236e-005	6.68534e-005	-96.8026	9.92949	1.16053	0.0015253	0.295606	0.295606	0.408788
8.555	0.0323984	0.0328983	0.0315249	6.96993e-005	7.28021e-005	6.58426e-005	-100.009	9.73581	1.13803	0.00152659	0.295336	0.295336	0.409329
8.554	0.0315758	0.0319927	0.032733	6.97217e-005	6.8925e-005	7.17995e-005	-102.876	10.0512	1.17503	0.00152785	0.295287	0.295287	0.409425
8.553	0.0326546	0.0330665	0.0320485	6.85873e-005	7.12997e-005	6.91497e-005	-99.0415	9.94291	1.16251	0.00152916	0.295229	0.295229	0.409542
8.552	0.0321245	0.0319964	0.0327466	6.91064e-005	6.99301e-005	7.03023e-005	-97.2742	10.3302	1.20793	0.00153045	0.295792	0.295792	0.408415
8.551	0.0323514	0.0311901	0.0316985	6.99202e-005	6.23998e-005	6.87627e-005	-98.8759	10.0293	1.17288	0.00153179	0.295662	0.295662	0.408677
8.55	0.0320489	0.0313502	0.0327755	6.76448e-005	6.63247e-005	7.22563e-005	-96.2885	10.4426	1.22136	0.0015331	0.295388	0.295388	0.409224
8.549	0.0313432	0.0316683	0.0313806	6.48246e-005	6.9876e-005	6.48254e-005	-99.3556	10.0005	1.16978	0.00153445	0.295845	0.295845	0.40831
8.548	0.030993	0.033156	0.0311383	6.57682e-005	7.25131e-005	6.59595e-005	-98.5074	10.459	1.22356	0.00153575	0.295387	0.295387	0.409226
8.547	0.0315807	0.0315959	0.0319609	6.74801e-005	6.7745e-005	6.97696e-005	-98.0702	10.0014	1.17017	0.00153711	0.295631	0.295631	0.408738
8.546	0.0326155	0.0314421	0.0321681	7.02586e-005	6.63919e-005	6.93827e-005	-99.0378	10.5353	1.23278	0.00153841	0.2956	0.2956	0.408799
8.545	0.0326414	0.033481	0.0325439	7.1243e-005	7.41304e-005	7.06224e-005	-99.4417	9.14769	1.07053	0.00153978	0.295478	0.295478	0.409044
8.544	0.0317445	0.0303771	0.0314651	6.59892e-005	6.49056e-005	6.61762e-005	-96.0489	10.3475	1.21109	0.00154097	0.295384	0.295384	0.409231
8.543	0.0313273	0.0312275	0.0324503	6.53926e-005	6.79902e-005	7.02884e-005	-97.8987	10.5493	1.23484	0.00154232	0.295514	0.295514	0.408971
8.542	0.0318795	0.0323578	0.0310318	7.18616e-005	7.1223e-005	6.4885e-005	-100.963	10.148	1.18801	0.00154369	0.29533	0.29533	0.40934
8.541	0.0331842	0.0311818	0.0317837	6.93733e-005	6.72413e-005	6.63043e-005	-98.5375	10.6881	1.25139	0.00154501	0.295549	0.295549	0.408901
8.54	0.0317995	0.0323565	0.0319067	6.71046e-005	6.92656e-005	6.76459e-005	-100.725	10.5195	1.23179	0.0015464	0.295218	0.295218	0.409565
8.539	0.0310952	0.0317559	0.0315047	6.40525e-005	6.88182e-005	6.78314e-005	-97.6789	10.8015	1.26496	0.00154777	0.295505	0.295505	0.40899
8.538	0.0313868	0.0318664	0.0311581	6.42647e-005	6.51907e-005	6.48988e-005	-97.3866	9.78584	1.14615	0.00154917	0.295546	0.295546	0.408909
8.537	0.0326878	0.03303	0.033374	7.10102e-005	7.21575e-005	7.06114e-005	-96.3659	10.3396	1.21115	0.00155045	0.295373	0.295373	0.409254
8.536	0.031262	0.0321978	0.0320376	6.32272e-005	7.09389e-005	6.59532e-005	-102.027	9.84957	1.15389	0.00155179	0.295046	0.295046	0.409907
8.535	0.0320642	0.0316824	0.0324303	6.83746e-005	6.74419e-005	6.97564e-005	-97.7755	9.69108	1.13545	0.00155307	0.295223	0.295223	0.409554
8.534	0.0311536	0.0308986	0.0304306	6.48619e-005	6.3555e-005	6.20233e-005	-98.3362	9.6993	1.13655	0.00155434	0.295132	0.295132	0.409736
8.533	0.0312018	0.0321944	0.0320935	6.67073e-005	7.24087e-005	7.02455e-005	-100.513	9.50426	1.11382	0.0015556	0.295272	0.295272	0.409457
8.532	0.0313763	0.0316679	0.0316166	6.90005e-005	6.71145e-005	6.51403e-005	-98.7514	9.87779	1.15773	0.00155684	0.295769	0.295769	0.408462
8.531	0.0332027	0.0321769	0.0329446	7.49578e-005	7.00332e-005	6.88089e-005	-98.4303	9.79126	1.14773	0.00155812	0.295646	0.295646	0.408707
8.53	0.0323623	0.0327903	0.0319083	6.94314e-005	7.05753e-005	6.88635e-005	-95.9628	10.7694	1.26254	0.0015594	0.295782	0.295782	0.408437
8.529	0.0311406	0.031569	0.0322953	6.61334e-005	6.59759e-005	7.03023e-005	-98.6703	11.1767	1.31044	0.0015608	0.295337	0.295337	0.409325
8.528	0.0314839	0.0318165	0.0313826	6.58786e-005	6.679e-005	6.63921e-005	-98.7117	10.3716	1.21618	0.00156226	0.295337	0.295337	0.409326
8.527	0.0318564	0.0309821	0.0314476	6.71972e-005	6.32487e-005	6.77744e-005	-97.8139	9.8608	1.15642	0.00156361	0.295678	0.295678	0.408645
8.526	0.0315659	0.0318112	0.0325285	6.79802e-005	7.04266e-005	7.12765e-005	-97.7406	10.3344	1.2121	0.00156489	0.295361	0.295361	0.409279
8.525	0.0314449	0.0321409	0.0315077	6.36805e-005	6.92119e-005	6.77291e-005	-96.7602	10.735	1.25924	0.00156624	0.295162	0.295162	0.409676
8.524	0.0315131	0.0303358	0.0321218	6.57819e-005	6.19676e-005	7.06655e-005	-97.8972	10.3431	1.2134	0.00156764	0.295338	0.295338	0.409324
8.523	0.0325051	0.0320434	0.0324977	7.13707e-005	7.06299e-005	7.27055e-005	-99.822	10.1737	1.19368	0.00156899	0.294986	0.294986	0.410027
8.522	0.0317991	0.0314683	0.0326229	6.89889e-005	6.84819e-005	7.10387e-005	-97.8848	10.4274	1.22359	0.00157031	0.295721	0.295721	0.408558
8.521	0.0316208	0.0308555	0.032046	6.79899e-005	6.57939e-005	7.19149e-005	-99.6491	9.62617	1.1297	0.00157167	0.295325	0.295325	0.409351
8.52	0.0315966	0.0314272	0.0324529	6.67478e-005	6.90694e-005	6.88297e-005	-99.6486	10.1965	1.19677	0.00157293	0.295133	0.295133	0.409734
8.519	0.0314733	0.0323399	0.0315591	6.89963e-005	7.12437e-005	6.59227e-005	-100.758	10.496	1.23207	0.00157426	0.294993	0.294993	0.410013
8.518	0.0327537	0.0317509	0.0321369	7.36093e-005	6.8304e-005	6.96173e-005	-100.145	9.65551	1.13354	0.00157563	0.295412	0.295412	0.409176
8.517	0.031966	0.0320613	0.0310352	6.89115e-005	6.8805e-005	6.7365e-005	-95.6735	9.98848	1.17277	0.00157689	0.295705	0.295705	0.408591
8.516	0.0327649	0.0317589	0.0322554	7.12843e-005	6.68812e-005	6.83221e-005	-99.4001	10.0658	1.18199	0.00157819	0.295274	0.295274	0.409452
8.515	0.0327034	0.0323351	0.033486	7.29574e-005	7.13853e-005	7.47272e-005	-99.1181	9.48978	1.11448	0.0015795	0.29527	0.29527	0.409461
8.514	0.0318349	0.0317783	0.0325357	6.79167e-005	6.85475e-005	7.32947e-005	-98.7869	10.8771	1.27756	0.00158074	0.295741	0.295741	0.408519
8.513	0.0325066	0.0331941	0.0324847	6.81707e-005	6.88844e-005	6.95206e-005	-98.4122	10.1056	1.18708	0.00158216	0.295177	0.295177	0.409646
8.512	0.0322953	0.0324529	0.0328921	6.95921e-005	7.11557e-005	7.13435e-005	-99.9188	10.6546	1.25171	0.00158348	0.295361	0.295361	0.409278
8.511	0.0319438	0.031978	0.0322467	6.80822e-005	6.93318e-005	7.03621e-005	-98.2405	10.7727	1.26573	0.00158487	0.295436	0.295436	0.409128
8.51	0.0316764	0.0310534	0.0318353	6.59192e-005	6.56333e-005	6.81754e-005	-98.3776	10.0567	1.18175	0.00158628	0.295777	0.295777	0.408447
8.509	0.0321893	0.0323183	0.0320386	7.06585e-005	6.93901e-005	6.82315e-005	-97.2021	9.99232	1.17432	0.00158759	0.295744	0.295744	0.408512
8.508	0.0311189	0.0314831	0.0309082	6.42264e-005	6.77189e-005	6.55526e-005	-102.193	9.97634	1.17258	0.0015889	0.295331	0.295331	0.409339
8.507	0.0318734	0.0319501	0.032026	6.70848e-005	6.93847e-005	6.68277e-005	-98.2649	10.1507	1.19322	0.0015902	0.29521	0.29521	0.40958
8.506	0.0317805	0.0322207	0.0309648	6.75579e-005	6.79961e-005	6.32892e-005	-100.231	9.69352	1.13961	0.00159152	0.295425	0.295425	0.409151
8.505	0.0320276	0.0324268	0.031843	6.84043e-005	7.09051e-005	6.76859e-005	-98.5812	9.99994	1.17577	0.00159279	0.295327	0.295327	0.409346
8.504	0.0328293	0.0321822	0.0325311	7.01175e-005	6.99047e-005	7.13904e-005	-98.8751	9.95173	1.17024	0.0015941	0.295067	0.295067	0.409866
8.503	0.0323752	0.0319078	0.0307369	7.09773e-005	6.88953e-005	6.41327e-005	-101.436	9.67086	1.13735	0.0015954	0.294922	0.294922	0.410156
8.502	0.0318364	0.0316754	0.03068	6.71135e-005	6.84446e-005	6.52028e-005	-98.1514	10.217	1.20171	0.00159666	0.295405	0.295405	0.40919
8.501	0.0321024	0.0312003	0.0316573	6.73506e-005	6.87002e-005	6.62378e-005	-94.4356	10.2894	1.21037	0.001598	0.29536	0.29536	0.40928
8.5	0.0317511	0.0318385	0.0313733	6.89459e-005	6.88975e-005	6.45027e-005	-98.724	10.9431	1.28743	0.00159934	0.295441	0.295441	0.409118
8.499	0.0327995	0.032764	0.0327405	7.44669e-005	7.54951e-005	7.18453e-005	-96.7092	10.3188	1.21412	0.00160077	0.295555	0.295555	0.408889
8.498	0.0322776	0.0330888	0.0310789	7.0494e-005	7.22821e-005	6.44082e-005	-99.3054	9.83568	1.15741	0.00160212	0.294884	0.294884	0.410233
8.497	0.0320341	0.0317893	0.0318345	7.08242e-005	7.09895e-005	6.72733e-005	-99.9967	10.0574	1.18364	0.00160341	0.295219	0.295219	0.409563
8.496	0.0320426	0.0320803	0.0317212	7.0778e-005	6.93627e-005	6.8012e-005	-99.6121	10.3924	1.22321	0.00160472	0.295316	0.295316	0.409367
8.495	0.032744	0.0329492	0.0323252	7.16946e-005	7.20948e-005	7.14943e-005	-98.2256	9.73371	1.14582	0.00160608	0.295385	0.295385	0.409229
8.494	0.0311607	0.0321063	0.0311105	6.89154e-005	6.90663e-005	6.33827e-005	-100.367	10.7124	1.26117	0.00160735	0.295215	0.295215	0.40957
8.493	0.0322301	0.0328758	0.0320346	7.35968e-005	7.17066e-005	6.63063e-005	-99.4508	10.4058	1.22522	0.00160875	0.295493	0.295493	0.409014
8.492	0.033095	0.0327351	0.0331601	7.23435e-005	6.90445e-005	7.2395e-005	-99.1076	9.96806	1.17382	0.00161012	0.29566	0.29566	0.408681
8.491	0.0319973	0.0307093	0.0325763	6.88374e-005	6.35811e-005	6.75257e-005	-95.7791	10.3744	1.22181	0.00161142	0.295759	0.295759	0.408482
8.49	0.032513	0.0315866	0.0319599	7.0412e-005	6.8456e-005	7.13962e-005	-98.2081	10.6977	1.26004	0.00161278	0.295112	0.295112	0.409777
8.489	0.0314638	0.0317354	0.0326712	6.62635e-005	6.55085e-005	7.05388e-005	-101.611	10.7612	1.26767	0.00161418	0.295246	0.295246	0.409507
8.488	0.0325863	0.0318537	0.0321531	7.34096e-005	6.68508e-005	6.71369e-005	-98.6883	10.2825	1.21142	0.00161559	0.295319	0.295319	0.409362
8.487	0.0319888	0.0324974	0.0314554	7.07281e-005	7.05089e-005	6.84891e-005	-98.7991	10.0934	1.18928	0.00161693	0.295539	0.295539	0.408923
8.486	0.0320687	0.0321523	0.0320648	7.29921e-005	6.98683e-005	7.12153e-005	-99.3629	10.2331	1.20588	0.00161825	0.295351	0.295351	0.409298
8.485	0.0323725	0.0332737	0.0338969	7.23268e-005	7.60306e-005	7.70009e-005	-96.6466	11.35	1.33765	0.00161959	0.295566	0.295566	0.408868
8.484	0.0323005	0.0323769	0.0308504	7.01936e-005	7.11261e-005	6.36749e-005	-97.3094	9.83097	1.15877	0.00162108	0.295637	0.295637	0.408726
8.483	0.0318951	0.0323481	0.0331545	6.78756e-005	7.15595e-005	7.38322e-005	-99.2108	11.088	1.30708	0.00162237	0.296064	0.296064	0.407872
8.482	0.0322946	0.0313597	0.0312903	6.8095e-005	6.56114e-005	6.68698e-005	-99.0769	9.99969	1.17893	0.00162382	0.295663	0.295663	0.408674
8.481	0.0321698	0.0317458	0.0317846	7.04148e-005	6.775e-005	6.73778e-005	-99.6207	10.0468	1.18463	0.00162513	0.29541	0.29541	0.409179
8.48	0.0326702	0.033643	0.0320496	7.14431e-005	7.88666e-005	7.19839e-005	-98.3761	10.0291	1.18267	0.00162645	0.295478	0.295478	0.409045
8.479	0.0332061	0.0312234	0.0334784	7.19326e-005	6.47735e-005	7.56703e-005	-96.6131	9.94586	1.173	0.00162776	0.295566	0.295566	0.408869
8.478	0.0322286	0.0325151	0.0319136	7.04278e-005	6.99998e-005	6.83885e-005	-97.5371	12.0493	1.42124	0.00162906	0.29545	0.29545	0.4091
8.477	0.0323289	0.0319906	0.0324446	7.09113e-005	7.09839e-005	7.26372e-005	-98.9989	10.0861	1.18982	0.00163064	0.295633	0.295633	0.408735
8.476	0.0313626	0.0315349	0.031512	6.65693e-005	6.7259e-005	6.92393e-005	-99.7244	10.5947	1.24996	0.00163196	0.295442	0.295442	0.409116
8.475	0.0316054	0.0323081	0.0314561	6.74261e-005	7.22309e-005	7.06189e-005	-96.7046	10.375	1.22419	0.00163335	0.29524	0.29524	0.40952
8.474	0.0326101	0.0323833	0.0315308	7.16252e-005	6.84859e-005	6.86575e-005	-99.2563	10.6011	1.25102	0.00163471	0.295577	0.295577	0.408846
8.473	0.0309387	0.0328451	0.0317368	6.33506e-005	7.48675e-005	6.69434e-005	-97.692	10.7628	1.27025	0.0016361	0.295212	0.295212	0.409575
8.472	0.0321877	0.0314566	0.0321751	6.79997e-005	6.56293e-005	6.99851e-005	-96.0297	9.23984	1.09063	0.00163752	0.295552	0.295552	0.408896
8.471	0.0327506	0.0322427	0.0323712	7.10137e-005	7.25552e-005	7.17323e-005	-95.9496	10.0573	1.18727	0.00163873	0.295633	0.295633	0.408735
8.47	0.0314652	0.0322023	0.0320549	6.42697e-005	6.92086e-005	7.13e-005	-100.233	10.173	1.20106	0.00164005	0.295133	0.295133	0.409734
8.469	0.0311086	0.0318539	0.031646	6.53464e-005	6.84858e-005	6.76265e-005	-98.9125	11.0001	1.29886	0.00164138	0.295919	0.295919	0.408161
8.468	0.0321222	0.0321369	0.0320036	7.24803e-005	6.72493e-005	6.9047e-005	-97.6997	9.71473	1.14723	0.00164282	0.295442	0.295442	0.409117
8.467	0.0324889	0.0319845	0.032206	7.1374e-005	6.81816e-005	7.15976e-005	-100.75	10.1267	1.19602	0.0016441	0.29518	0.29518	0.40964
8.466	0.0319631	0.0323135	0.032598	6.99198e-005	6.93645e-005	7.29239e-005	-100.54	10.4894	1.239	0.00164543	0.29537	0.29537	0.409261
8.465	0.0311237	0.0306696	0.0312604	6.46873e-005	6.53753e-005	6.32054e-005	-97.7223	10.407	1.22941	0.0016468	0.295198	0.295198	0.409604
8.464	0.0321966	0.0319505	0.031874	7.15228e-005	6.9029e-005	7.07191e-005	-100.719	9.55646	1.12907	0.00164817	0.295645	0.295645	0.40871
8.463	0.0317788	0.0326524	0.0305834	6.93666e-005	7.03207e-005	6.41737e-005	-98.5475	10.2114	1.20659	0.00164942	0.2951	0.2951	0.409801
8.462	0.03147	0.0319486	0.031809	6.62294e-005	6.94126e-005	6.76682e-005	-98.0482	10.6948	1.26386	0.00165077	0.295403	0.295403	0.409195
8.461	0.0309904	0.0316188	0.0319671	6.27347e-005	6.54363e-005	6.80092e-005	-100.398	9.82675	1.16142	0.00165217	0.295251	0.295251	0.409498
8.46	0.0322794	0.0319123	0.0323035	6.89469e-005	6.58227e-005	6.86811e-005	-100.068	10.6173	1.255	0.00165346	0.295418	0.295418	0.409164
8.459	0.032414	0.0315434	0.0319405	7.17412e-005	6.98849e-005	7.00629e-005	-97.3962	10.0497	1.18804	0.00165485	0.295411	0.295411	0.409178
8.458	0.032459	0.0320937	0.0318114	7.04489e-005	7.01303e-005	7.12349e-005	-98.4757	10.4754	1.23852	0.00165617	0.295507	0.295507	0.408986
8.457	0.0322797	0.0315899	0.0312708	6.96452e-005	6.69351e-005	6.74993e-005	-99.1862	10.6396	1.25808	0.00165755	0.295682	0.295682	0.408636
8.456	0.0308839	0.0317446	0.0320256	6.42379e-005	6.88768e-005	6.98863e-005	-99.2254	9.64447	1.14055	0.00165895	0.295037	0.295037	0.409927
8.455	0.0327589	0.032619	0.0326658	7.06025e-005	7.11881e-005	7.13377e-005	-99.6668	10.5936	1.25294	0.00166022	0.295646	0.295646	0.408708
8.454	0.0315804	0.0314407	0.0319538	6.69082e-005	6.66303e-005	6.93562e-005	-101.519	9.73526	1.15156	0.00166161	0.295264	0.295264	0.409472
8.453	0.0324801	0.0317697	0.0318443	7.31646e-005	6.75331e-005	6.92904e-005	-98.7663	10.0571	1.18976	0.00166289	0.295548	0.295548	0.408904
8.452	0.0320833	0.032163	0.031878	6.86328e-005	7.13546e-005	6.58472e-005	-97.8108	10.0796	1.19257	0.00166421	0.295633	0.295633	0.408735
8.451	0.0315951	0.031154	0.031233	6.74953e-005	6.41324e-005	6.70494e-005	-101.832	10.2024	1.20724	0.00166553	0.295426	0.295426	0.409149
8.45	0.0309449	0.0332115	0.0330491	6.72849e-005	7.11813e-005	7.45442e-005	-97.9145	10.9426	1.29498	0.00166688	0.29564	0.29564	0.408721
8.449	0.0318195	0.0314682	0.0321489	6.97531e-005	6.85492e-005	6.88815e-005	-99.5257	10.8376	1.2827	0.00166831	0.29519	0.29519	0.40962
8.448	0.0322527	0.032938	0.0330151	6.87488e-005	7.34057e-005	7.44107e-005	-98.1466	9.90523	1.17249	0.00166974	0.29504	0.29504	0.409919
8.447	0.0325635	0.0316214	0.0329361	7.15835e-005	6.6875e-005	7.36193e-005	-100.655	10.0723	1.19241	0.00167104	0.295442	0.295442	0.409117
8.446	0.0318149	0.0318164	0.0323432	6.63984e-005	6.76859e-005	7.23571e-005	-97.3857	10.1887	1.20633	0.00167237	0.295312	0.295312	0.409376
8.445	0.0323516	0.0313379	0.0308671	6.92754e-005	6.62735e-005	6.47636e-005	-101.095	10.9619	1.29803	0.00167371	0.295311	0.295311	0.409378
8.444	0.0313295	0.0322495	0.0318837	6.36659e-005	6.95498e-005	7.07172e-005	-99.9417	9.8763	1.16962	0.00167515	0.295748	0.295748	0.408503
8.443	0.0317757	0.0318042	0.0325561	6.80963e-005	6.75558e-005	7.02343e-005	-100.496	10.1065	1.19703	0.00167645	0.295208	0.295208	0.409583
8.442	0.0321134	0.0320861	0.0322913	7.0328e-005	7.10681e-005	7.21846e-005	-98.5571	10.7192	1.26974	0.00167778	0.295662	0.295662	0.408675
8.441	0.0313513	0.0313766	0.0315829	6.56117e-005	6.80563e-005	6.83359e-005	-99.2799	10.268	1.21644	0.00167919	0.295395	0.295395	0.40921
8.44	0.0308645	0.0310841	0.0310887	6.61524e-005	6.51863e-005	6.85435e-005	-98.2776	10.5467	1.24961	0.00168054	0.295225	0.295225	0.40955
8.439	0.0322127	0.0318781	0.0322654	6.91791e-005	7.02905e-005	6.99884e-005	-95.5525	10.3229	1.22323	0.00168193	0.295298	0.295298	0.409404
8.438	0.0315579	0.0321753	0.0314068	6.75778e-005	6.99543e-005	6.79662e-005	-99.6923	10.1958	1.20832	0.00168329	0.295371	0.295371	0.409257
8.437	0.031723	0.0322275	0.0316307	7.11972e-005	7.04099e-005	6.78739e-005	-100.269	9.50333	1.12639	0.00168463	0.2951	0.2951	0.409801
8.436	0.032122	0.031921	0.031687	6.78618e-005	6.86388e-005	6.7639e-005	-101.113	10.7811	1.27799	0.00168588	0.294926	0.294926	0.410148
8.435	0.0309265	0.0316633	0.0311648	6.62292e-005	6.79904e-005	6.44216e-005	-99.386	11.1079	1.31688	0.0016873	0.295783	0.295783	0.408435
8.434	0.0318819	0.0324989	0.0321586	6.69973e-005	6.96822e-005	6.86763e-005	-96.5076	10.2205	1.21182	0.00168877	0.295761	0.295761	0.408478
8.433	0.0318375	0.0321221	0.0319374	6.90698e-005	6.94331e-005	6.59022e-005	-97.5657	10.4352	1.23743	0.00169011	0.29549	0.29549	0.409021
8.432	0.0314308	0.0307843	0.0318432	6.59493e-005	6.5378e-005	6.87454e-005	-99.5529	9.52514	1.12964	0.00169149	0.295329	0.295329	0.409342
8.431	0.0324957	0.0332773	0.0328393	7.56893e-005	7.58175e-005	7.12869e-005	-100.028	10.3694	1.22991	0.00169274	0.295441	0.295441	0.409118
8.43	0.0310585	0.0321562	0.0333905	6.54055e-005	7.00003e-005	7.47521e-005	-98.6544	10.1322	1.20192	0.00169411	0.295631	0.295631	0.408738
8.429	0.0321406	0.0324769	0.0321829	6.98305e-005	7.17759e-005	7.06689e-005	-99.9982	11.0911	1.31583	0.00169545	0.29568	0.29568	0.408639
8.428	0.0327386	0.0321004	0.0328059	7.17726e-005	7.02436e-005	7.46759e-005	-95.014	9.46349	1.12286	0.00169691	0.295718	0.295718	0.408563
8.427	0.032026	0.031909	0.0330842	7.08772e-005	7.0045e-005	7.34327e-005	-101.316	10.1839	1.20849	0.00169816	0.295261	0.295261	0.409478
8.426	0.0309568	0.0319214	0.0320928	6.42124e-005	6.73985e-005	6.94357e-005	-98.6784	10.2833	1.22043	0.0016995	0.295463	0.295463	0.409075
8.425	0.0323088	0.0312929	0.0317596	6.79387e-005	6.62288e-005	7.16061e-005	-100.125	10.4286	1.23781	0.00170085	0.295437	0.295437	0.409125
8.424	0.0316853	0.0311025	0.0318122	6.93235e-005	6.67207e-005	6.78576e-005	-102.168	10.4391	1.23921	0.00170223	0.295417	0.295417	0.409166
8.423	0.0328333	0.0315956	0.0321511	7.22221e-005	6.78128e-005	6.76638e-005	-99.1499	10.6925	1.26944	0.00170361	0.295447	0.295447	0.409105
8.422	0.0313785	0.0312713	0.0316497	6.48488e-005	6.6847e-005	6.99724e-005	-97.5131	10.3607	1.2302	0.00170502	0.295983	0.295983	0.408035
8.421	0.03155	0.0321845	0.0328472	6.75386e-005	7.05861e-005	7.26683e-005	-99.3837	10.7464	1.27614	0.00170638	0.295526	0.295526	0.408948
8.42	0.0321251	0.0315782	0.0331262	7.16049e-005	6.58909e-005	7.40401e-005	-96.6373	10.0775	1.19685	0.0017078	0.295668	0.295668	0.408664
8.419	0.0316092	0.0318306	0.0310791	6.71468e-005	7.05811e-005	6.62836e-005	-100.976	10.54	1.25193	0.00170913	0.295244	0.295244	0.409512
8.418	0.0318129	0.0316386	0.0317209	6.75051e-005	6.83783e-005	6.96294e-005	-99.0503	10.0182	1.19009	0.00171052	0.295063	0.295063	0.409874
8.417	0.031925	0.0311503	0.0329117	6.99713e-005	6.57738e-005	7.13319e-005	-99.7574	10.9926	1.30599	0.00171184	0.295604	0.295604	0.408792
8.416	0.0326123	0.0319742	0.0323887	7.28084e-005	6.86177e-005	7.04442e-005	-98.5164	10.4133	1.23732	0.0017133	0.295827	0.295827	0.408347
8.415	0.0317717	0.0334188	0.0314795	6.7342e-005	7.41975e-005	6.92797e-005	-98.0823	10.0899	1.19904	0.00171467	0.295849	0.295849	0.408302
8.414	0.0317236	0.0319984	0.0326558	7.03107e-005	7.09919e-005	7.12086e-005	-100.438	9.55931	1.13612	0.001716	0.295219	0.295219	0.409563
8.413	0.0317635	0.0313534	0.0315576	6.8346e-005	6.78233e-005	6.72965e-005	-99.183	10.1628	1.20799	0.00171727	0.295172	0.295172	0.409656
