0.01	1	0.666667	-432	0	0	0	0
0.02	1	0.666667	-432	0	0	0	0
0.03	1	0.666667	-432	0	0	0	0
0.04	1	0.666667	-432	0	0	0	0
0.05	1	0.666667	-432	0	0	0	0
0.06	1	0.666667	-432	0	0	0	0
0.07	1	0.666667	-432	0	0	0	0
0.08	1	0.666667	-432	0	0	0	0
0.09	1	0.666667	-432	0	0	0	0
0.1	1	0.666667	-432	0	0	0	0
0.11	1	0.666667	-432	0	0	0	0
0.12	1	0.666667	-432	0	0	0	0
0.13	1	0.666667	-432	0	0	0	0
0.14	1	0.666667	-432	0	0	0	0
0.15	1	0.666667	-432	0	0	0	0
0.16	1	0.666667	-432	0	0	0	0
0.17	1	0.666667	-432	0	0	0	0
0.18	1	0.666667	-432	0	0	0	0
0.19	1	0.666667	-432	0	0	0	0
0.2	1	0.666667	-432	0	0	0	0
0.21	1	0.666667	-432	0	0	0	0
0.22	1	0.666667	-432	0	0	0	0
0.23	1	0.666667	-432	0	0	0	0
0.24	1	0.666667	-432	0	0	0	0
0.25	1	0.666667	-432	0	0	0	0
0.26	1	0.666667	-432	0	0	0	0
0.27	1	0.666667	-432	0	0	0	0
0.28	1	0.666667	-432	0	0	0	0
0.29	1	0.666667	-432	0	0	0	0
0.3	1	0.666667	-432	0	0	0	0
0.31	1	0.666667	-432	0	0	0	0
0.32	1	0.666667	-432	0	0	0	0
0.33	1	0.666667	-432	0	0	0	0
0.34	1	0.666667	-432	0	0	0	0
0.35	1	0.666667	-432	0	0	0	0
0.36	1	0.666667	-432	0	0	0	0
0.37	1	0.666667	-432	0	0	0	0
0.38	1	0.666667	-432	0	0	0	0
0.39	0.999999	0.666667	-431.999	1.77488e-06	9.27271e-13	4.55098e-06	0
0.4	1	0.666667	-432	0	0	0	4.55098e-08
0.41	0.999999	0.666667	-431.999	2.14115e-06	1.17599e-12	5.22233e-06	4.55098e-08
0.42	1	0.666667	-432	0	0	0	9.77331e-08
0.43	0.999999	0.666667	-431.999	9.73402e-07	5.60703e-13	2.26373e-06	9.77331e-08
0.44	0.999999	0.666667	-431.999	9.29659e-07	5.4796e-13	2.11286e-06	1.2037e-07
0.45	0.999999	0.666667	-431.999	8.888e-07	5.35783e-13	1.97511e-06	1.41499e-07
0.46	0.999993	0.666667	-431.994	8.31181e-06	5.4982e-12	1.80692e-05	1.6125e-07
0.47	0.999994	0.666667	-431.995	7.13199e-06	4.61316e-12	1.51745e-05	3.41942e-07
0.48	0.999996	0.666667	-431.996	4.55998e-06	3.01227e-12	9.49996e-06	4.93686e-07
0.49	0.999991	0.666667	-431.993	9.06041e-06	6.1435e-12	1.84906e-05	5.88686e-07
0.5	0.999989	0.666667	-431.991	1.08557e-05	7.46334e-12	2.17113e-05	7.73592e-07
0.51	0.999982	0.666666	-431.984	1.79598e-05	1.24959e-11	3.52153e-05	9.90705e-07
0.52	0.999983	0.666667	-431.985	1.62292e-05	1.15636e-11	3.12101e-05	1.34286e-06
0.53	0.999974	0.666666	-431.978	2.32893e-05	1.72226e-11	4.3942e-05	1.65496e-06
0.54	0.999967	0.666666	-431.972	2.8212e-05	2.13306e-11	5.22445e-05	2.09438e-06
0.55	0.999962	0.666666	-431.968	3.17697e-05	2.44184e-11	5.77631e-05	2.61682e-06
0.56	0.999964	0.666666	-431.969	2.95654e-05	2.24869e-11	5.27954e-05	3.19446e-06
0.57	0.999943	0.666666	-431.952	4.40308e-05	3.4827e-11	7.72471e-05	3.72241e-06
0.58	0.99993	0.666666	-431.94	5.31717e-05	4.23967e-11	9.16754e-05	4.49488e-06
0.59	0.999918	0.666666	-431.93	6.0135e-05	4.88823e-11	0.000101924	5.41163e-06
0.6	0.999916	0.666666	-431.929	5.8565e-05	4.82446e-11	9.76084e-05	6.43087e-06
0.61	0.999903	0.666666	-431.917	6.70343e-05	5.61469e-11	0.000109892	7.40696e-06
0.62	0.999891	0.666666	-431.907	7.06607e-05	6.04897e-11	0.000113969	8.50588e-06
0.63	0.999873	0.666665	-431.892	8.10153e-05	7.04751e-11	0.000128596	9.64557e-06
0.64	0.999832	0.666665	-431.857	0.000101853	8.93463e-11	0.000159145	1.09315e-05
0.65	0.999801	0.666665	-431.83	0.000121701	1.09172e-10	0.000187232	1.2523e-05
0.66	0.999776	0.666665	-431.808	0.000130126	1.17117e-10	0.00019716	1.43953e-05
0.67	0.99975	0.666664	-431.787	0.000139988	1.29022e-10	0.000208937	1.63669e-05
0.68	0.999665	0.666663	-431.715	0.000189648	1.77571e-10	0.000278895	1.84563e-05
0.69	0.999641	0.666663	-431.694	0.000186367	1.76921e-10	0.000270097	2.12452e-05
0.7	0.999606	0.666663	-431.665	0.000199917	1.94189e-10	0.000285596	2.39462e-05
0.71	0.999577	0.666663	-431.641	0.000208686	2.06265e-10	0.000293924	2.68021e-05
0.72	0.999478	0.666662	-431.556	0.000250965	2.50035e-10	0.000348562	2.97414e-05
0.73	0.999503	0.666662	-431.577	0.000235683	2.37594e-10	0.000322853	3.3227e-05
0.74	0.999374	0.666661	-431.466	0.000290179	2.9627e-10	0.000392133	3.64555e-05
0.75	0.999323	0.66666	-431.426	0.000300941	3.1428e-10	0.000401254	4.03769e-05
0.76	0.999243	0.66666	-431.357	0.000330712	3.49183e-10	0.000435147	4.43894e-05
0.77	0.999147	0.666659	-431.274	0.000365451	3.89233e-10	0.000474612	4.87409e-05
0.78	0.999109	0.666658	-431.241	0.000370342	3.98483e-10	0.000474797	5.3487e-05
