Temp	Magnetism_1_Incorrect	Magnetism_2_Incorrect	Susceptibility_1_Incorrect	Susceptibility_2_Incorrect	Energy_Incorrect	Heat_Capacity_Incorrect	Heat_Capacity/Temp_Incorrect	Entropy_Incorrect	Prob3	Prob2	Prob1	Prob0	Prob_neg1	Prob_neg2	Prob_neg3
0.5	-0.999648	0.999648	1.64971e-006	1.64971e-006	-1798.89	32.7385	65.4769	0	0	0	0.499824	0.000351578	0.499824	0	0
0.501	-0.999748	0.999748	1.11292e-006	1.11292e-006	-1799.21	22.0417	43.9955	7.27521e-005	0	0	0.499874	0.000251511	0.499874	0	0
0.502	-0.999857	0.999857	5.94026e-007	5.94026e-007	-1799.55	11.7414	23.3892	0.000121636	0	0	0.499928	0.000143449	0.499928	0	0
0.503	-0.999757	0.999757	1.07346e-006	1.07346e-006	-1799.23	21.1757	42.0988	0.000147624	0	0	0.499878	0.000243267	0.499878	0	0
0.504	-0.999696	0.999696	1.27236e-006	1.27236e-006	-1799.04	24.7953	49.197	0.0001944	0	0	0.499849	0.000301793	0.499849	0	0
0.505	-0.999819	0.999819	7.32212e-007	7.32212e-007	-1799.43	14.3868	28.4887	0.000249064	0	0	0.499909	0.000181163	0.499909	0	0
0.506	-0.999844	0.999844	6.84675e-007	6.84675e-007	-1799.51	13.4262	26.534	0.000280718	0	0	0.499922	0.000156025	0.499922	0	0
0.507	-0.999745	0.999745	1.16173e-006	1.16173e-006	-1799.2	22.7362	44.8445	0.0003102	0	0	0.499873	0.000254943	0.499873	0	0
0.508	-0.999774	0.999774	1.01616e-006	1.01616e-006	-1799.29	19.8481	39.071	0.000360027	0	0	0.499887	0.000225738	0.499887	0	0
0.509	-0.999757	0.999757	1.01045e-006	1.01045e-006	-1799.23	19.6864	38.6766	0.000403439	0	0	0.499879	0.000242965	0.499879	0	0
0.51	-0.999779	0.999779	9.00238e-007	9.00238e-007	-1799.3	17.5148	34.3428	0.000446414	0	0	0.49989	0.000220681	0.49989	0	0
0.511	-0.99981	0.99981	8.89954e-007	8.89954e-007	-1799.4	17.2808	33.8177	0.000484572	0	0	0.499905	0.00019016	0.499905	0	0
0.512	-0.999737	0.999737	1.12583e-006	1.12583e-006	-1799.17	21.8184	42.614	0.000522147	0	0	0.499869	0.000262884	0.499869	0	0
0.513	-0.999806	0.999806	7.90587e-007	7.90587e-007	-1799.39	15.2915	29.8079	0.000569496	0	0	0.499903	0.000193904	0.499903	0	0
0.514	-0.999862	0.999862	6.22776e-007	6.22776e-007	-1799.56	12.0223	23.3897	0.000602616	0	0	0.499931	0.000138338	0.499931	0	0
0.515	-0.999798	0.999798	9.92928e-007	9.92928e-007	-1799.37	19.1307	37.1469	0.000628605	0	0	0.499899	0.000201563	0.499899	0	0
0.516	-0.999731	0.999731	1.33735e-006	1.33735e-006	-1799.15	25.7166	49.8384	0.000669879	0	0	0.499865	0.000269012	0.499865	0	0
0.517	-0.999702	0.999702	1.13191e-006	1.13191e-006	-1799.06	21.7239	42.0192	0.000725255	0	0	0.499851	0.000298499	0.499851	0	0
0.518	-0.999759	0.999759	1.05674e-006	1.05674e-006	-1799.24	20.2422	39.0776	0.000771943	0	0	0.499879	0.000241296	0.499879	0	0
0.519	-0.999778	0.999778	1.10217e-006	1.10217e-006	-1799.3	21.0719	40.6009	0.000815363	0	0	0.499889	0.000222321	0.499889	0	0
0.52	-0.999806	0.999806	7.57473e-007	7.57473e-007	-1799.39	14.4538	27.7957	0.000860475	0	0	0.499903	0.000194222	0.499903	0	0
0.521	-0.999787	0.999787	9.05586e-007	9.05586e-007	-1799.33	17.2469	33.1034	0.000891359	0	0	0.499893	0.000213086	0.499893	0	0
0.522	-0.999892	0.999892	4.37769e-007	4.37769e-007	-1799.66	8.32134	15.9413	0.000928141	0	0	0.499946	0.000108089	0.499946	0	0
0.523	-0.999759	0.999759	9.53353e-007	9.53353e-007	-1799.24	18.0871	34.5834	0.000945853	0	0	0.49988	0.000240716	0.49988	0	0
0.524	-0.999781	0.999781	9.13197e-007	9.13197e-007	-1799.31	17.2923	33.0005	0.000984279	0	0	0.49989	0.000219427	0.49989	0	0
0.525	-0.99984	0.99984	6.31236e-007	6.31236e-007	-1799.5	11.9303	22.7244	0.00102095	0	0	0.49992	0.000159847	0.49992	0	0
0.526	-0.999764	0.999764	9.98838e-007	9.98838e-007	-1799.26	18.842	35.8213	0.0010462	0	0	0.499882	0.000235988	0.499882	0	0
0.527	-0.999768	0.999768	9.41046e-007	9.41046e-007	-1799.27	17.7182	33.6208	0.001086	0	0	0.499884	0.000231652	0.499884	0	0
0.528	-0.999721	0.999721	1.20401e-006	1.20401e-006	-1799.12	22.6264	42.853	0.00112335	0	0	0.499861	0.000278514	0.499861	0	0
0.529	-0.999774	0.999774	9.30379e-007	9.30379e-007	-1799.29	17.4512	32.989	0.00117097	0	0	0.499887	0.000225593	0.499887	0	0
0.53	-0.999754	0.999754	1.13796e-006	1.13796e-006	-1799.22	21.3044	40.197	0.00120762	0	0	0.499877	0.000246136	0.499877	0	0
0.531	-0.99981	0.99981	8.0386e-007	8.0386e-007	-1799.4	15.0212	28.2886	0.00125229	0	0	0.499905	0.000189548	0.499905	0	0
0.532	-0.999789	0.999789	8.68444e-007	8.68444e-007	-1799.34	16.1975	30.4465	0.00128372	0	0	0.499895	0.000210958	0.499895	0	0
0.533	-0.999609	0.999609	1.59421e-006	1.59421e-006	-1798.69	32.9202	61.764	0.00131755	0	0	0.499804	0.00039137	0.499804	0	0
0.534	-0.997597	0.997597	7.6473e-007	7.6473e-007	-1791.43	14.2089	26.6085	0.00138617	0	0	0.498799	0.00240253	0.498799	0	0
0.535	-0.997406	0.997406	1.3696e-006	1.3696e-006	-1790.83	25.4009	47.4783	0.00141574	0	0	0.498703	0.00259426	0.498703	0	0
0.536	-0.997559	0.997559	9.00137e-007	9.00137e-007	-1791.31	16.6626	31.087	0.00146849	0	0	0.498779	0.00244111	0.498779	0	0
0.537	-0.997592	0.997592	9.03941e-007	9.03941e-007	-1791.42	16.7019	31.1022	0.00150303	0	0	0.498796	0.00240787	0.498796	0	0
0.538	-0.997485	0.997485	1.39976e-006	1.39976e-006	-1791.08	25.7861	47.9296	0.00153759	0	0	0.498743	0.00251486	0.498743	0	0
0.539	-0.997591	0.997591	7.06093e-007	7.06093e-007	-1791.41	12.9977	24.1144	0.00159085	0	0	0.498795	0.00240921	0.498795	0	0
0.54	-0.997546	0.997546	9.42341e-007	9.42341e-007	-1791.27	17.3147	32.0642	0.00161764	0	0	0.498773	0.00245426	0.498773	0	0
0.541	-0.997522	0.997522	1.12865e-006	1.12865e-006	-1791.2	20.2802	37.4865	0.00165327	0	0	0.498761	0.00247759	0.498761	0	0
0.542	-0.997453	0.997453	1.38456e-006	1.38456e-006	-1790.98	25.0822	46.2771	0.00169492	0	0	0.498727	0.00254675	0.498727	0	0
0.543	-0.997516	0.997516	1.36546e-006	1.36546e-006	-1791.17	24.9509	45.9501	0.00174634	0	0	0.498758	0.0024843	0.498758	0	0
0.544	-0.99762	0.99762	6.53135e-007	6.53135e-007	-1791.5	11.9123	21.8975	0.00179739	0	0	0.49881	0.00238044	0.49881	0	0
0.545	-0.997561	0.997561	9.26042e-007	9.26042e-007	-1791.32	16.8591	30.9341	0.00182172	0	0	0.498781	0.00243862	0.498781	0	0
0.546	-0.997536	0.997536	1.00883e-006	1.00883e-006	-1791.24	18.3328	33.5765	0.0018561	0	0	0.498768	0.00246363	0.498768	0	0
0.547	-0.997644	0.997644	5.4067e-007	5.4067e-007	-1791.58	9.80684	17.9284	0.0018934	0	0	0.498822	0.00235613	0.498822	0	0
0.548	-0.997598	0.997598	6.81373e-007	6.81373e-007	-1791.44	12.3258	22.4924	0.00191332	0	0	0.498799	0.00240155	0.498799	0	0
0.549	-0.997509	0.997509	1.06344e-006	1.06344e-006	-1791.15	19.2197	35.0085	0.00193831	0	0	0.498755	0.00249082	0.498755	0	0
0.55	-0.997565	0.997565	8.30835e-007	8.30835e-007	-1791.34	14.609	26.5617	0.00197721	0	0	0.498793	0.00241403	0.498793	0	0
0.551	-0.997603	0.997603	7.15878e-007	7.15878e-007	-1791.45	12.8908	23.3954	0.00200673	0	0	0.498801	0.00239714	0.498801	0	0
0.552	-0.997506	0.997506	1.07193e-006	1.07193e-006	-1791.15	19.2677	34.9052	0.00203272	0	0	0.498753	0.00249362	0.498753	0	0
0.553	-0.997642	0.997642	5.11981e-007	5.11981e-007	-1791.57	9.18567	16.6106	0.0020715	0	0	0.498821	0.0023579	0.498821	0	0
0.554	-0.99755	0.99755	8.73538e-007	8.73538e-007	-1791.28	15.6448	28.2398	0.00208996	0	0	0.498775	0.00244976	0.498775	0	0
0.555	-0.997546	0.997546	8.71919e-007	8.71919e-007	-1791.27	15.5463	28.0113	0.00212134	0	0	0.498773	0.00245375	0.498773	0	0
0.556	-0.997459	0.997459	1.49123e-006	1.49123e-006	-1790.99	26.6121	47.8634	0.00215246	0	0	0.498729	0.00254142	0.498729	0	0
0.557	-0.997431	0.997431	1.28375e-006	1.28375e-006	-1790.92	22.48	40.359	0.00220564	0	0	0.498715	0.00256901	0.498715	0	0
0.558	-0.997597	0.997597	8.7871e-007	8.7871e-007	-1791.43	15.5572	27.8803	0.00225049	0	0	0.498799	0.0024028	0.498799	0	0
0.559	-0.997509	0.997509	1.21086e-006	1.21086e-006	-1791.16	21.0957	37.7383	0.00228147	0	0	0.498756	0.00248773	0.498756	0	0
0.56	-0.997406	0.997406	1.22755e-006	1.22755e-006	-1790.83	21.75	38.8392	0.0023234	0	0	0.498703	0.00259363	0.498703	0	0
0.561	-0.997443	0.997443	1.356e-006	1.356e-006	-1790.95	23.8984	42.5996	0.00236655	0	0	0.498722	0.00255659	0.498722	0	0
0.562	-0.997592	0.997592	7.18986e-007	7.18986e-007	-1791.42	12.6934	22.5861	0.00241388	0	0	0.498796	0.00240773	0.498796	0	0
0.563	-0.997571	0.997571	7.3971e-007	7.3971e-007	-1791.35	12.9543	23.0093	0.00243898	0	0	0.498786	0.00242882	0.498786	0	0
0.564	-0.997466	0.997466	1.1771e-006	1.1771e-006	-1791.03	20.353	36.0869	0.00246455	0	0	0.498733	0.00253441	0.498733	0	0
0.565	-0.997451	0.997451	1.30297e-006	1.30297e-006	-1790.97	22.882	40.4991	0.00250464	0	0	0.498725	0.00254938	0.498725	0	0
0.566	-0.997469	0.997469	1.21846e-006	1.21846e-006	-1791.03	21.3599	37.7383	0.00254964	0	0	0.498734	0.00253137	0.498734	0	0
0.567	-0.99758	0.99758	7.41521e-007	7.41521e-007	-1791.38	12.751	22.4885	0.00259157	0	0	0.49879	0.00242026	0.49879	0	0
0.568	-0.997591	0.997591	7.03171e-007	7.03171e-007	-1791.41	12.2831	21.6251	0.00261656	0	0	0.498795	0.00240932	0.498795	0	0
0.569	-0.997439	0.997439	1.33722e-006	1.33722e-006	-1790.93	23.3183	40.9812	0.00264059	0	0	0.49872	0.00256071	0.49872	0	0
0.57	-0.997515	0.997515	9.75593e-007	9.75593e-007	-1791.18	16.8444	29.5517	0.00268612	0	0	0.498758	0.00248484	0.498758	0	0
0.571	-0.997623	0.997623	5.77505e-007	5.77505e-007	-1791.51	10.0348	17.574	0.00271896	0	0	0.498812	0.00237685	0.498812	0	0
0.572	-0.997604	0.997604	7.61426e-007	7.61426e-007	-1791.45	13.2077	23.0904	0.00273848	0	0	0.498802	0.0023965	0.498802	0	0
0.573	-0.997581	0.997581	8.58453e-007	8.58453e-007	-1791.38	14.8649	25.9422	0.00276414	0	0	0.49879	0.00241933	0.49879	0	0
0.574	-0.997559	0.997559	9.4739e-007	9.4739e-007	-1791.31	16.3764	28.5303	0.00279297	0	0	0.498779	0.00244113	0.498779	0	0
0.575	-0.9975	0.9975	1.0937e-006	1.0937e-006	-1791.12	18.8558	32.7926	0.00282467	0	0	0.49875	0.00250048	0.49875	0	0
0.576	-0.997627	0.997627	6.59944e-007	6.59944e-007	-1791.52	11.3678	19.7357	0.0028611	0	0	0.498813	0.00237344	0.498813	0	0
0.577	-0.997413	0.997413	1.37043e-006	1.37043e-006	-1790.85	23.5662	40.8426	0.00288303	0	0	0.498707	0.00258698	0.498707	0	0
0.578	-0.997571	0.997571	7.94616e-007	7.94616e-007	-1791.35	13.487	23.3339	0.00292841	0	0	0.49879	0.00242055	0.49879	0	0
0.579	-0.997638	0.997638	5.01893e-007	5.01893e-007	-1791.56	8.60035	14.8538	0.00295434	0	0	0.498819	0.00236174	0.498819	0	0
0.58	-0.997403	0.997403	1.40223e-006	1.40223e-006	-1790.82	23.7727	40.9875	0.00297084	0	0	0.498701	0.00259708	0.498701	0	0
0.581	-0.997595	0.997595	6.84378e-007	6.84378e-007	-1791.42	11.6873	20.1158	0.00301638	0	0	0.498797	0.0024052	0.498797	0	0
0.582	-0.997553	0.997553	8.0406e-007	8.0406e-007	-1791.3	13.4895	23.1779	0.00303873	0	0	0.498784	0.00243295	0.498784	0	0
0.583	-0.997488	0.997488	1.17445e-006	1.17445e-006	-1791.09	19.9881	34.2848	0.00306449	0	0	0.498744	0.00251247	0.498744	0	0
0.584	-0.995335	0.995335	8.23669e-007	8.23669e-007	-1783.31	13.8403	23.6992	0.00310258	0	0	0.497668	0.00466462	0.497668	0	0
0.585	-0.995284	0.995284	1.00019e-006	1.00019e-006	-1783.15	16.693	28.5351	0.00312891	0	0	0.497643	0.0047131	0.497643	0	0
0.586	-0.995343	0.995343	8.35794e-007	8.35794e-007	-1783.33	14.1459	24.1398	0.00316062	0	0	0.497671	0.00465728	0.497671	0	0
0.587	-0.99523	0.99523	1.24275e-006	1.24275e-006	-1782.98	20.5611	35.0273	0.00318744	0	0	0.497615	0.00477014	0.497615	0	0
0.588	-0.995324	0.995324	7.83953e-007	7.83953e-007	-1783.27	13.1803	22.4155	0.00322636	0	0	0.497662	0.004676	0.497662	0	0
0.589	-0.995833	0.995833	3.24656e-006	3.24656e-006	-1785.19	63.2255	107.344	0.00325127	0	0	0.497924	0.00415177	0.497924	0	0
0.59	-0.997579	0.997579	7.59081e-007	7.59081e-007	-1791.38	12.6394	21.4228	0.00337054	0	0	0.498794	0.00241239	0.498794	0	0
0.591	-0.997547	0.997547	9.58554e-007	9.58554e-007	-1791.27	16.0928	27.2297	0.00339434	0	0	0.498774	0.00245278	0.498774	0	0
0.592	-0.99751	0.99751	1.05334e-006	1.05334e-006	-1791.16	17.6107	29.7479	0.0034246	0	0	0.498755	0.00248977	0.498755	0	0
0.593	-0.997561	0.997561	7.3394e-007	7.3394e-007	-1791.32	12.1677	20.5188	0.00345765	0	0	0.498781	0.00243871	0.498781	0	0
0.594	-0.997497	0.997497	9.37965e-007	9.37965e-007	-1791.12	15.5895	26.2449	0.00348045	0	0	0.498748	0.00250321	0.498748	0	0
0.595	-0.997517	0.997517	1.164e-006	1.164e-006	-1791.19	18.8056	31.606	0.00350961	0	0	0.498759	0.00248286	0.498759	0	0
0.596	-0.997526	0.997526	9.03812e-007	9.03812e-007	-1791.21	15.0158	25.1944	0.00354473	0	0	0.498763	0.0024738	0.498763	0	0
0.597	-0.997632	0.997632	5.11599e-007	5.11599e-007	-1791.54	8.46822	14.1846	0.00357272	0	0	0.498816	0.00236755	0.498816	0	0
0.598	-0.997588	0.997588	7.26547e-007	7.26547e-007	-1791.4	11.9963	20.0607	0.00358848	0	0	0.498794	0.00241211	0.498794	0	0
0.599	-0.997542	0.997542	8.45488e-007	8.45488e-007	-1791.26	13.9787	23.3368	0.00361077	0	0	0.498771	0.00245832	0.498771	0	0
0.6	-0.997568	0.997568	7.21149e-007	7.21149e-007	-1791.34	11.9253	19.8755	0.0036367	0	0	0.498784	0.00243169	0.498784	0	0
0.601	-0.99755	0.99755	9.1485e-007	9.1485e-007	-1791.28	15.1035	25.1306	0.00365878	0	0	0.498775	0.00244994	0.498775	0	0
0.602	-0.997532	0.997532	9.22501e-007	9.22501e-007	-1791.23	15.0992	25.0817	0.00368671	0	0	0.498766	0.00246786	0.498766	0	0
0.603	-0.997575	0.997575	6.77817e-007	6.77817e-007	-1791.36	11.1393	18.4731	0.00371458	0	0	0.498788	0.00242361	0.498788	0	0
0.604	-0.996833	0.996833	2.44092e-006	2.44092e-006	-1788.68	48.9826	81.0971	0.0037351	0	0	0.498416	0.00316719	0.498416	0	0
0.605	-0.995704	0.995704	1.9119e-006	1.9119e-006	-1784.64	37.0079	61.1701	0.00382521	0	0	0.497852	0.00429563	0.497852	0	0
0.606	-0.997563	0.997563	7.1384e-007	7.1384e-007	-1791.33	11.6876	19.2864	0.00389318	0	0	0.498782	0.00243651	0.498782	0	0
0.607	-0.99745	0.99745	1.12955e-006	1.12955e-006	-1790.97	18.2705	30.0997	0.00391461	0	0	0.498725	0.00255013	0.498725	0	0
0.608	-0.997521	0.997521	9.71732e-007	9.71732e-007	-1791.19	15.8579	26.0821	0.00394805	0	0	0.49876	0.00247916	0.49876	0	0
0.609	-0.997464	0.997464	1.27408e-006	1.27408e-006	-1791.01	20.6669	33.9359	0.00397703	0	0	0.498733	0.00253304	0.498733	0	0
0.61	-0.997555	0.997555	8.031e-007	8.031e-007	-1791.3	13.0629	21.4146	0.00401474	0	0	0.498777	0.00244504	0.498777	0	0
0.611	-0.997553	0.997553	8.36887e-007	8.36887e-007	-1791.29	13.5054	22.1038	0.00403853	0	0	0.498779	0.00244259	0.498779	0	0
0.612	-0.997565	0.997565	7.13275e-007	7.13275e-007	-1791.33	11.5639	18.8952	0.00406309	0	0	0.498782	0.00243523	0.498782	0	0
0.613	-0.997492	0.997492	1.10657e-006	1.10657e-006	-1791.1	17.9072	29.2125	0.00408409	0	0	0.498746	0.00250769	0.498746	0	0
0.614	-0.997576	0.997576	7.2192e-007	7.2192e-007	-1791.37	11.5716	18.8462	0.00411654	0	0	0.498788	0.00242369	0.498788	0	0
0.615	-0.997574	0.997574	6.95912e-007	6.95912e-007	-1791.36	11.2273	18.2558	0.00413748	0	0	0.498787	0.00242618	0.498787	0	0
0.616	-0.997612	0.997612	6.80618e-007	6.80618e-007	-1791.49	10.6856	17.3468	0.00415777	0	0	0.49881	0.00237975	0.49881	0	0
0.617	-0.99749	0.99749	1.0047e-006	1.0047e-006	-1791.1	16.0687	26.0432	0.00417704	0	0	0.498745	0.00250979	0.498745	0	0
0.618	-0.997633	0.997633	4.87353e-007	4.87353e-007	-1791.54	7.8242	12.6605	0.00420598	0	0	0.498816	0.0023672	0.498816	0	0
0.619	-0.997539	0.997539	8.20808e-007	8.20808e-007	-1791.25	13.1109	21.1807	0.00422005	0	0	0.498771	0.00245759	0.498771	0	0
0.62	-0.99749	0.99749	9.57209e-007	9.57209e-007	-1791.09	15.3118	24.6965	0.00424358	0	0	0.498745	0.00251032	0.498745	0	0
0.621	-0.997548	0.997548	9.00063e-007	9.00063e-007	-1791.28	14.2209	22.9001	0.00427102	0	0	0.498776	0.00244852	0.498776	0	0
0.622	-0.997519	0.997519	1.04917e-006	1.04917e-006	-1791.19	16.6973	26.8445	0.00429647	0	0	0.49876	0.00248068	0.49876	0	0
0.623	-0.997353	0.997353	1.57313e-006	1.57313e-006	-1790.68	24.3147	39.0284	0.00432629	0	0	0.498677	0.00264658	0.498677	0	0
0.624	-0.997412	0.997412	1.32278e-006	1.32278e-006	-1790.85	21.0127	33.6742	0.00436966	0	0	0.498706	0.00258766	0.498706	0	0
0.625	-0.997557	0.997557	7.29586e-007	7.29586e-007	-1791.31	11.5823	18.5316	0.00440707	0	0	0.498779	0.00244275	0.498779	0	0
0.626	-0.997517	0.997517	8.96167e-007	8.96167e-007	-1791.19	14.0039	22.3704	0.00442766	0	0	0.498758	0.00248303	0.498758	0	0
0.627	-0.99755	0.99755	7.77873e-007	7.77873e-007	-1791.28	12.3095	19.6324	0.00445252	0	0	0.498775	0.00244995	0.498775	0	0
0.628	-0.997516	0.997516	8.93663e-007	8.93663e-007	-1791.19	13.794	21.965	0.00447433	0	0	0.498761	0.00247824	0.498761	0	0
0.629	-0.997529	0.997529	8.33718e-007	8.33718e-007	-1791.22	13.1513	20.9083	0.00449874	0	0	0.498765	0.00247062	0.498765	0	0
0.63	-0.997557	0.997557	8.29713e-007	8.29713e-007	-1791.31	13.0073	20.6465	0.00452197	0	0	0.498778	0.00244344	0.498778	0	0
0.631	-0.997471	0.997471	1.09543e-006	1.09543e-006	-1791.04	17.1515	27.1815	0.00454491	0	0	0.498736	0.00252802	0.498736	0	0
0.632	-0.997565	0.997565	6.97368e-007	6.97368e-007	-1791.33	10.9482	17.3231	0.00457511	0	0	0.498782	0.00243512	0.498782	0	0
0.633	-0.997473	0.997473	1.18604e-006	1.18604e-006	-1791.06	17.728	28.0064	0.00459436	0	0	0.498745	0.00251075	0.498745	0	0
0.634	-0.997566	0.997566	7.91936e-007	7.91936e-007	-1791.34	12.2219	19.2774	0.00462548	0	0	0.498786	0.00242818	0.498786	0	0
0.635	-0.997614	0.997614	5.3027e-007	5.3027e-007	-1791.49	8.27365	13.0294	0.0046469	0	0	0.498807	0.00238577	0.498807	0	0
0.636	-0.997522	0.997522	8.37918e-007	8.37918e-007	-1791.2	12.8301	20.1731	0.00466138	0	0	0.498761	0.00247829	0.498761	0	0
0.637	-0.995799	0.995799	2.35437e-006	2.35437e-006	-1785.04	42.8262	67.2311	0.00468379	0	0	0.4979	0.00420006	0.4979	0	0
0.638	-0.995354	0.995354	6.89755e-007	6.89755e-007	-1783.37	10.5255	16.4977	0.00475849	0	0	0.497677	0.00464569	0.497677	0	0
0.639	-0.995281	0.995281	1.03098e-006	1.03098e-006	-1783.15	15.687	24.5493	0.00477682	0	0	0.497641	0.00471801	0.497641	0	0
0.64	-0.995292	0.995292	1.22445e-006	1.22445e-006	-1783.17	18.8885	29.5133	0.0048041	0	0	0.497649	0.00470158	0.497649	0	0
0.641	-0.995287	0.995287	8.38783e-007	8.38783e-007	-1783.17	12.5339	19.5537	0.00483689	0	0	0.497643	0.0047131	0.497643	0	0
0.642	-0.99531	0.99531	7.70611e-007	7.70611e-007	-1783.23	11.8635	18.479	0.00485862	0	0	0.497655	0.00468986	0.497655	0	0
0.643	-0.995418	0.995418	4.46658e-007	4.46658e-007	-1783.58	6.60133	10.2664	0.00487915	0	0	0.497711	0.00457871	0.497711	0	0
0.644	-0.995291	0.995291	8.49416e-007	8.49416e-007	-1783.19	12.5273	19.4523	0.00489056	0	0	0.497649	0.00470223	0.497649	0	0
0.645	-0.995275	0.995275	9.97947e-007	9.97947e-007	-1783.12	14.9031	23.1055	0.00491217	0	0	0.497641	0.00471719	0.497641	0	0
0.646	-0.995329	0.995329	8.12854e-007	8.12854e-007	-1783.29	12.2539	18.9688	0.00493784	0	0	0.497666	0.0046675	0.497666	0	0
0.647	-0.995192	0.995192	1.1708e-006	1.1708e-006	-1782.86	17.9173	27.6929	0.00495892	0	0	0.497597	0.00480635	0.497597	0	0
0.648	-0.995321	0.995321	8.04903e-007	8.04903e-007	-1783.26	12.2696	18.9346	0.00498969	0	0	0.497661	0.0046788	0.497661	0	0
0.649	-0.995342	0.995342	7.23715e-007	7.23715e-007	-1783.33	10.8908	16.781	0.00501073	0	0	0.497677	0.00464692	0.497677	0	0
0.65	-0.995269	0.995269	1.24613e-006	1.24613e-006	-1783.11	17.7585	27.3208	0.00502937	0	0	0.497638	0.00472452	0.497638	0	0
0.651	-0.995248	0.995248	1.06494e-006	1.06494e-006	-1783.05	15.6393	24.0235	0.00505973	0	0	0.497632	0.00473584	0.497632	0	0
0.652	-0.995406	0.995406	4.82861e-007	4.82861e-007	-1783.53	7.20983	11.058	0.00508642	0	0	0.497703	0.00459365	0.497703	0	0
0.653	-0.995231	0.995231	1.09429e-006	1.09429e-006	-1782.99	16.3774	25.0802	0.00509871	0	0	0.497618	0.00476384	0.497618	0	0
0.654	-0.99527	0.99527	8.4504e-007	8.4504e-007	-1783.11	12.4673	19.0632	0.00512658	0	0	0.497639	0.00472121	0.497639	0	0
0.655	-0.995325	0.995325	7.26315e-007	7.26315e-007	-1783.28	10.8067	16.4987	0.00514776	0	0	0.497664	0.00467274	0.497664	0	0
0.656	-0.995303	0.995303	9.82494e-007	9.82494e-007	-1783.22	14.067	21.4437	0.00516609	0	0	0.497654	0.00469215	0.497654	0	0
0.657	-0.995438	0.995438	3.78318e-007	3.78318e-007	-1783.64	5.48245	8.34467	0.00518992	0	0	0.497719	0.00456229	0.497719	0	0
0.658	-0.995322	0.995322	7.67518e-007	7.67518e-007	-1783.27	11.3501	17.2493	0.00519919	0	0	0.497668	0.00466416	0.497668	0	0
0.659	-0.995386	0.995386	5.66261e-007	5.66261e-007	-1783.48	8.01476	12.162	0.00521835	0	0	0.497694	0.00461171	0.497694	0	0
0.66	-0.995305	0.995305	7.96993e-007	7.96993e-007	-1783.23	11.45	17.3485	0.00523187	0	0	0.497659	0.0046814	0.497659	0	0
0.661	-0.995168	0.995168	1.1561e-006	1.1561e-006	-1782.78	17.2402	26.082	0.00525114	0	0	0.497586	0.00482826	0.497586	0	0
0.662	-0.995065	0.995065	1.45885e-006	1.45885e-006	-1782.37	24.2935	36.6971	0.00528012	0	0	0.497533	0.00493334	0.497533	0	0
0.663	-0.995269	0.995269	1.08172e-006	1.08172e-006	-1783.11	15.9477	24.0538	0.0053209	0	0	0.497637	0.00472628	0.497637	0	0
0.664	-0.995301	0.995301	8.49221e-007	8.49221e-007	-1783.2	12.5896	18.9603	0.00534762	0	0	0.497651	0.00469852	0.497651	0	0
0.665	-0.995306	0.995306	8.62636e-007	8.62636e-007	-1783.22	12.7081	19.11	0.00536869	0	0	0.497656	0.00468887	0.497656	0	0
0.666	-0.995225	0.995225	1.50503e-006	1.50503e-006	-1782.96	22.3229	33.5179	0.00538993	0	0	0.497613	0.0047735	0.497613	0	0
0.667	-0.997571	0.997571	7.01887e-007	7.01887e-007	-1791.35	10.2779	15.4091	0.00542717	0	0	0.498789	0.00242267	0.498789	0	0
0.668	-0.997536	0.997536	9.16163e-007	9.16163e-007	-1791.25	13.2447	19.8274	0.00544429	0	0	0.49877	0.00246007	0.49877	0	0
0.669	-0.99741	0.99741	1.29178e-006	1.29178e-006	-1790.86	18.4339	27.5544	0.00546632	0	0	0.498705	0.00258969	0.498705	0	0
0.67	-0.997496	0.997496	8.46867e-007	8.46867e-007	-1791.12	12.4728	18.6162	0.00549693	0	0	0.498748	0.00250378	0.498748	0	0
0.671	-0.997475	0.997475	1.09054e-006	1.09054e-006	-1791.06	15.783	23.5217	0.00551762	0	0	0.49874	0.00252054	0.49874	0	0
0.672	-0.997575	0.997575	7.09455e-007	7.09455e-007	-1791.37	10.377	15.4419	0.00554375	0	0	0.498788	0.00242488	0.498788	0	0
0.673	-0.997529	0.997529	9.34118e-007	9.34118e-007	-1791.22	13.5515	20.1359	0.00556091	0	0	0.498764	0.00247113	0.498764	0	0
0.674	-0.997217	0.997217	1.8516e-006	1.8516e-006	-1790.24	27.1021	40.2108	0.00558329	0	0	0.49861	0.00277916	0.49861	0	0
0.675	-0.997332	0.997332	1.36587e-006	1.36587e-006	-1790.6	19.9655	29.5786	0.00562796	0	0	0.498668	0.00266354	0.498668	0	0
0.676	-0.9974	0.9974	1.22321e-006	1.22321e-006	-1790.81	17.8188	26.3592	0.00566083	0	0	0.498703	0.00259317	0.498703	0	0
0.677	-0.997244	0.997244	1.74194e-006	1.74194e-006	-1790.32	25.4519	37.5952	0.00569012	0	0	0.498624	0.00275275	0.498624	0	0
0.678	-0.997312	0.997312	1.61862e-006	1.61862e-006	-1790.54	23.5845	34.7854	0.00573189	0	0	0.498656	0.00268809	0.498656	0	0
0.679	-0.997309	0.997309	1.61291e-006	1.61291e-006	-1790.53	23.3231	34.3491	0.00577054	0	0	0.498657	0.00268566	0.498657	0	0
