Temp	Magnetism_1_Correct	Magnetism_2_Correct	Susceptibility_1_Correct	Susceptibility_2_Correct	Energy_Correct	Heat_Capacity_Correct	Heat_Capacity/Temp_Correct	Entropy_Correct	Prob3	Prob2	Prob1	Prob0	Prob_neg1	Prob_neg2	Prob_neg3
2.565	0.0110789	-0.0110789	0.00175572	0.00175572	-402.281	253.883	98.9798	0.811888	0	0	0.359767	0.280466	0.359767	0	0
2.566	-0.0222575	0.0222575	0.00140482	0.00140482	-397.125	245.48	95.6665	0.811998	0	0	0.35922	0.281559	0.35922	0	0
2.567	0.00760409	-0.00760409	0.00187419	0.00187419	-407.763	270.955	105.553	0.812104	0	0	0.359752	0.280495	0.359752	0	0
2.568	0.00368151	-0.00368151	0.00173468	0.00173468	-407.707	226.619	88.2475	0.812222	0	0	0.359557	0.280885	0.359557	0	0
2.569	-0.00340856	0.00340856	0.00151236	0.00151236	-397.926	231.42	90.0818	0.81232	0	0	0.359555	0.280891	0.359555	0	0
2.57	-0.00170696	0.00170696	0.00167981	0.00167981	-405.362	237.694	92.488	0.81242	0	0	0.359691	0.280618	0.359691	0	0
2.571	0.0100317	-0.0100317	0.0015051	0.0015051	-407.802	232.172	90.3041	0.812523	0	0	0.3597	0.2806	0.3597	0	0
2.572	0.000907205	-0.000907205	0.00167004	0.00167004	-399.036	259.358	100.839	0.812623	0	0	0.35992	0.280159	0.35992	0	0
2.573	-0.00131669	0.00131669	0.00186043	0.00186043	-406.588	253.071	98.3564	0.812735	0	0	0.360012	0.279975	0.360012	0	0
2.574	0.0108163	-0.0108163	0.00190365	0.00190365	-400.591	217.169	84.3704	0.812844	0	0	0.359402	0.281196	0.359402	0	0
2.575	0.00415054	-0.00415054	0.00173739	0.00173739	-399.928	301.009	116.897	0.812938	0	0	0.359341	0.281317	0.359341	0	0
2.576	-0.0113665	0.0113665	0.00160891	0.00160891	-399.786	271.952	105.572	0.813068	0	0	0.358921	0.282159	0.358921	0	0
2.577	-0.00165063	0.00165063	0.00150185	0.00150185	-401.328	232.503	90.2224	0.813185	0	0	0.358794	0.282411	0.358794	0	0
2.578	0.00398334	-0.00398334	0.00133626	0.00133626	-399.903	273.6	106.129	0.813285	0	0	0.359314	0.281372	0.359314	0	0
2.579	0.00528193	-0.00528193	0.00154876	0.00154876	-398.718	275.157	106.691	0.813403	0	0	0.359264	0.281472	0.359264	0	0
2.58	-0.0077668	0.0077668	0.00178648	0.00178648	-401.213	220.59	85.5	0.813522	0	0	0.359262	0.281475	0.359262	0	0
2.581	0.01002	-0.01002	0.00178868	0.00178868	-401.516	244.04	94.5524	0.813617	0	0	0.359189	0.281622	0.359189	0	0
2.582	0.00250633	-0.00250633	0.00148357	0.00148357	-401.864	274.624	106.361	0.813722	0	0	0.359516	0.280967	0.359516	0	0
2.583	0.00403238	-0.00403238	0.00180162	0.00180162	-400.879	232.275	89.9244	0.81384	0	0	0.359082	0.281837	0.359082	0	0
2.584	-0.0107353	0.0107353	0.0015126	0.0015126	-401.774	247.791	95.8942	0.81394	0	0	0.358993	0.282014	0.358993	0	0
2.585	0.00511114	-0.00511114	0.00172269	0.00172269	-395.191	239.128	92.506	0.814047	0	0	0.359198	0.281604	0.359198	0	0
2.586	-0.0144067	0.0144067	0.00141964	0.00141964	-397.896	251.511	97.2589	0.814149	0	0	0.359262	0.281477	0.359262	0	0
2.587	-0.0135333	0.0135333	0.00159896	0.00159896	-394.624	239.754	92.6765	0.814257	0	0	0.358965	0.282071	0.358965	0	0
2.588	0.000854383	-0.000854383	0.00190857	0.00190857	-401.123	220.454	85.1831	0.81436	0	0	0.359906	0.280189	0.359906	0	0
2.589	-0.00332462	0.00332462	0.00146878	0.00146878	-397.078	228.339	88.1957	0.814455	0	0	0.359367	0.281265	0.359367	0	0
2.59	0.0086748	-0.0086748	0.00128866	0.00128866	-389.158	224.865	86.8206	0.814553	0	0	0.358523	0.282953	0.358523	0	0
2.591	-0.00145802	0.00145802	0.00145552	0.00145552	-395.107	254.412	98.1905	0.81465	0	0	0.358464	0.283072	0.358464	0	0
2.592	0.0176805	-0.0176805	0.00135275	0.00135275	-393.889	208.223	80.333	0.814759	0	0	0.358472	0.283057	0.358472	0	0
2.593	-0.00459634	0.00459634	0.00151215	0.00151215	-394.262	230.594	88.9293	0.814848	0	0	0.358282	0.283436	0.358282	0	0
2.594	0.0043367	-0.0043367	0.00156871	0.00156871	-397.856	244.446	94.2353	0.814947	0	0	0.359297	0.281407	0.359297	0	0
2.595	-0.0164308	0.0164308	0.00164776	0.00164776	-397.073	265.402	102.275	0.815051	0	0	0.358769	0.282463	0.358769	0	0
2.596	0.000702731	-0.000702731	0.00161145	0.00161145	-392.725	228.332	87.9552	0.815165	0	0	0.358428	0.283144	0.358428	0	0
2.597	-0.00948769	0.00948769	0.00138927	0.00138927	-397.994	227.619	87.6469	0.815263	0	0	0.358855	0.282289	0.358855	0	0
2.598	-0.000948425	0.000948425	0.00136062	0.00136062	-392.745	239.095	92.0303	0.81536	0	0	0.358702	0.282596	0.358702	0	0
2.599	-0.00491769	0.00491769	0.00192005	0.00192005	-400.373	231.581	89.1038	0.815462	0	0	0.359426	0.281147	0.359426	0	0
2.6	0.00454898	-0.00454898	0.00182121	0.00182121	-396.014	227.348	87.4415	0.815561	0	0	0.35871	0.28258	0.35871	0	0
2.601	-0.00304993	0.00304993	0.00177882	0.00177882	-397.437	265.512	102.081	0.815659	0	0	0.359154	0.281691	0.359154	0	0
2.602	0.00755949	-0.00755949	0.00185852	0.00185852	-398.785	218.003	83.783	0.815772	0	0	0.358838	0.282325	0.358838	0	0
2.603	-0.000766447	0.000766447	0.00149223	0.00149223	-388.371	236.817	90.9785	0.815865	0	0	0.358477	0.283046	0.358477	0	0
2.604	0.00315689	-0.00315689	0.00153939	0.00153939	-396.761	262.309	100.733	0.815966	0	0	0.359274	0.281453	0.359274	0	0
2.605	-0.00300438	0.00300438	0.00127808	0.00127808	-396.92	237.959	91.3472	0.816078	0	0	0.358753	0.282494	0.358753	0	0
2.606	0.00254732	-0.00254732	0.00161915	0.00161915	-392.477	244.653	93.8807	0.81618	0	0	0.358127	0.283745	0.358127	0	0
2.607	0.00229674	-0.00229674	0.00128826	0.00128826	-392.712	227.057	87.0951	0.816284	0	0	0.357849	0.284302	0.357849	0	0
2.608	-0.00404212	0.00404212	0.00127099	0.00127099	-390.185	205.994	78.9854	0.816381	0	0	0.358239	0.283521	0.358239	0	0
2.609	-0.0111627	0.0111627	0.00161103	0.00161103	-400.148	274.868	105.354	0.816468	0	0	0.359038	0.281925	0.359038	0	0
2.61	0.00605901	-0.00605901	0.00136117	0.00136117	-388.187	229.418	87.8996	0.816586	0	0	0.358625	0.28275	0.358625	0	0
2.611	0.00379176	-0.00379176	0.00164945	0.00164945	-393.299	221.787	84.9432	0.816683	0	0	0.358347	0.283306	0.358347	0	0
2.612	0.00967946	-0.00967946	0.00163475	0.00163475	-392.963	227.587	87.1314	0.816778	0	0	0.358419	0.283162	0.358419	0	0
2.613	0.0167119	-0.0167119	0.00159205	0.00159205	-394.993	232.931	89.143	0.816874	0	0	0.359118	0.281763	0.359118	0	0
2.614	-0.00849478	0.00849478	0.00175176	0.00175176	-389.977	235.06	89.9236	0.816973	0	0	0.357923	0.284155	0.357923	0	0
2.615	-0.00168753	0.00168753	0.00134613	0.00134613	-398.795	249.718	95.4945	0.817073	0	0	0.358427	0.283146	0.358427	0	0
2.616	-0.00561482	0.00561482	0.00134679	0.00134679	-391.075	237.269	90.6992	0.817179	0	0	0.358372	0.283256	0.358372	0	0
2.617	-0.00622266	0.00622266	0.00127327	0.00127327	-391.737	211.082	80.658	0.81728	0	0	0.35856	0.28288	0.35856	0	0
2.618	0.00955141	-0.00955141	0.00136586	0.00136586	-392.945	255.988	97.7799	0.81737	0	0	0.358336	0.283328	0.358336	0	0
2.619	-0.00116905	0.00116905	0.00149403	0.00149403	-384.31	229.361	87.5758	0.817478	0	0	0.357659	0.284683	0.357659	0	0
2.62	0.0158846	-0.0158846	0.00176814	0.00176814	-395.465	228.189	87.0952	0.817576	0	0	0.358391	0.283218	0.358391	0	0
2.621	-0.00359621	0.00359621	0.00159012	0.00159012	-388.963	225.133	85.8958	0.817673	0	0	0.358139	0.283722	0.358139	0	0
2.622	-0.00631719	0.00631719	0.0014747	0.0014747	-390.466	222.139	84.7211	0.817768	0	0	0.358202	0.283596	0.358202	0	0
2.623	-0.000614548	0.000614548	0.00132798	0.00132798	-394.165	212.144	80.8782	0.817862	0	0	0.358691	0.282618	0.358691	0	0
2.624	-0.00443583	0.00443583	0.00137758	0.00137758	-386.14	226.005	86.13	0.817952	0	0	0.358172	0.283656	0.358172	0	0
2.625	0.0102042	-0.0102042	0.00117304	0.00117304	-391.842	222.978	84.9442	0.818048	0	0	0.358628	0.282743	0.358628	0	0
2.626	0.0100113	-0.0100113	0.00178144	0.00178144	-394.307	249.306	94.9377	0.818142	0	0	0.358208	0.283585	0.358208	0	0
2.627	-0.00864956	0.00864956	0.00170128	0.00170128	-393.489	205.88	78.3708	0.818248	0	0	0.358758	0.282484	0.358758	0	0
2.628	-0.00450097	0.00450097	0.00150363	0.00150363	-389.537	248.646	94.614	0.818335	0	0	0.357656	0.284688	0.357656	0	0
2.629	-0.000221222	0.000221222	0.00132675	0.00132675	-391.03	226.745	86.2478	0.81844	0	0	0.357905	0.284191	0.357905	0	0
2.63	0.00843597	-0.00843597	0.00123159	0.00123159	-386.441	227.578	86.5314	0.818536	0	0	0.35796	0.284081	0.35796	0	0
2.631	0.0111129	-0.0111129	0.00142112	0.00142112	-384.72	234.568	89.1553	0.818632	0	0	0.357876	0.284247	0.357876	0	0
2.632	-0.00939232	0.00939232	0.00136853	0.00136853	-383.845	253.477	96.3058	0.818731	0	0	0.357554	0.284892	0.357554	0	0
2.633	-0.00716091	0.00716091	0.00147422	0.00147422	-384.868	235.822	89.5638	0.818838	0	0	0.358056	0.283888	0.358056	0	0
2.634	-0.00085318	0.00085318	0.00175692	0.00175692	-389.376	251.753	95.5784	0.818937	0	0	0.358014	0.283972	0.358014	0	0
2.635	0.0105687	-0.0105687	0.00134806	0.00134806	-382.764	225.584	85.6106	0.819044	0	0	0.358534	0.282931	0.358534	0	0
2.636	-0.00119934	0.00119934	0.00138326	0.00138326	-385.229	231.528	87.8331	0.819139	0	0	0.358014	0.283973	0.358014	0	0
2.637	0.00540624	-0.00540624	0.0012211	0.0012211	-384.208	198.056	75.1066	0.819236	0	0	0.358134	0.283732	0.358134	0	0
2.638	-0.00446144	0.00446144	0.0015069	0.0015069	-386.857	205.841	78.0294	0.81932	0	0	0.357949	0.284103	0.357949	0	0
2.639	0.00585088	-0.00585088	0.00131268	0.00131268	-386.731	244.228	92.5456	0.819406	0	0	0.357891	0.284219	0.357891	0	0
2.64	-0.00918963	0.00918963	0.00124588	0.00124588	-386.806	229.182	86.8115	0.819509	0	0	0.357681	0.284638	0.357681	0	0
2.641	-0.00281254	0.00281254	0.00146642	0.00146642	-387.211	211.486	80.0779	0.819606	0	0	0.357478	0.285044	0.357478	0	0
2.642	-0.0049784	0.0049784	0.0012463	0.0012463	-380.378	214.975	81.3681	0.819695	0	0	0.357015	0.28597	0.357015	0	0
2.643	-0.00116142	0.00116142	0.00161509	0.00161509	-389.326	231.281	87.507	0.819785	0	0	0.358062	0.283876	0.358062	0	0
2.644	-0.0103412	0.0103412	0.00165406	0.00165406	-384.234	224.43	84.8828	0.819882	0	0	0.358023	0.283953	0.358023	0	0
2.645	0.0164316	-0.0164316	0.00152684	0.00152684	-383.635	206.392	78.0312	0.819977	0	0	0.358341	0.283317	0.358341	0	0
2.646	-0.0101948	0.0101948	0.00123878	0.00123878	-383.402	197.271	74.5543	0.820063	0	0	0.357874	0.284251	0.357874	0	0
2.647	0.0040466	-0.0040466	0.00123257	0.00123257	-380.812	238.633	90.1523	0.820146	0	0	0.357525	0.28495	0.357525	0	0
2.648	-0.00313671	0.00313671	0.00172339	0.00172339	-382.31	220.268	83.1829	0.820246	0	0	0.357507	0.284985	0.357507	0	0
2.649	-0.00132437	0.00132437	0.0013863	0.0013863	-386.123	198.849	75.0655	0.820339	0	0	0.357798	0.284404	0.357798	0	0
2.65	7.38864e-005	-7.38864e-005	0.00145081	0.00145081	-381.66	215.444	81.2997	0.820422	0	0	0.357371	0.285258	0.357371	0	0
2.651	0.00957184	-0.00957184	0.00139229	0.00139229	-378.559	231.221	87.2202	0.820513	0	0	0.357459	0.285082	0.357459	0	0
2.652	-0.0165164	0.0165164	0.00163247	0.00163247	-386.465	191.903	72.3614	0.820609	0	0	0.357201	0.285597	0.357201	0	0
2.653	-0.0072499	0.0072499	0.00146687	0.00146687	-382.507	208.089	78.4352	0.82069	0	0	0.357537	0.284926	0.357537	0	0
2.654	0.00561002	-0.00561002	0.00126085	0.00126085	-383.469	238.172	89.7407	0.820777	0	0	0.357596	0.284808	0.357596	0	0
2.655	0.0117411	-0.0117411	0.00145463	0.00145463	-382.311	212.112	79.8914	0.820877	0	0	0.357014	0.285972	0.357014	0	0
2.656	-0.00936483	0.00936483	0.00146824	0.00146824	-388.708	198.039	74.563	0.820965	0	0	0.358045	0.28391	0.358045	0	0
2.657	-0.000961785	0.000961785	0.00108717	0.00108717	-378.86	235.669	88.6975	0.821048	0	0	0.356991	0.286017	0.356991	0	0
2.658	-0.00467768	0.00467768	0.001362	0.001362	-383.55	222.497	83.7085	0.821147	0	0	0.357417	0.285166	0.357417	0	0
2.659	0.00569226	-0.00569226	0.00169758	0.00169758	-375.998	203.85	76.664	0.82124	0	0	0.356618	0.286764	0.356618	0	0
2.66	-0.00117478	0.00117478	0.00169937	0.00169937	-381.724	197.511	74.2524	0.821325	0	0	0.357603	0.284795	0.357603	0	0
2.661	0.00254089	-0.00254089	0.0014622	0.0014622	-384.55	233.605	87.7884	0.821408	0	0	0.357494	0.285012	0.357494	0	0
2.662	-0.00613142	0.00613142	0.00151483	0.00151483	-381.106	210.529	79.0867	0.821505	0	0	0.357409	0.285183	0.357409	0	0
2.663	0.00689727	-0.00689727	0.000934891	0.000934891	-379.289	221.032	83.0013	0.821593	0	0	0.357727	0.284546	0.357727	0	0
2.664	0.0039884	-0.0039884	0.00141831	0.00141831	-379.659	224.92	84.4295	0.821685	0	0	0.35678	0.286439	0.35678	0	0
2.665	-0.0082845	0.0082845	0.00153265	0.00153265	-376.532	186.261	69.8915	0.821779	0	0	0.35723	0.28554	0.35723	0	0
2.666	-0.00123667	0.00123667	0.00131831	0.00131831	-378.685	213.034	79.9077	0.821857	0	0	0.356723	0.286554	0.356723	0	0
2.667	0.0044155	-0.0044155	0.00163361	0.00163361	-377.169	199.33	74.7392	0.821945	0	0	0.35753	0.284941	0.35753	0	0
2.668	0.00344575	-0.00344575	0.00141617	0.00141617	-376.931	214.629	80.4455	0.822028	0	0	0.356885	0.286229	0.356885	0	0
2.669	-0.00910937	0.00910937	0.00126349	0.00126349	-381.152	212.185	79.4999	0.822118	0	0	0.357007	0.285985	0.357007	0	0
2.67	0.00195178	-0.00195178	0.00166717	0.00166717	-375.993	217.115	81.3164	0.822206	0	0	0.356661	0.286678	0.356661	0	0
2.671	-0.00410785	0.00410785	0.00133902	0.00133902	-381.576	227.077	85.0159	0.822297	0	0	0.357047	0.285906	0.357047	0	0
2.672	-0.000161002	0.000161002	0.00157542	0.00157542	-377.77	206.297	77.2071	0.822391	0	0	0.357064	0.285872	0.357064	0	0
2.673	0.00883919	-0.00883919	0.00129825	0.00129825	-381.497	214.448	80.2275	0.822477	0	0	0.356767	0.286466	0.356767	0	0
2.674	0.00740214	-0.00740214	0.00125497	0.00125497	-377.934	213.344	79.7845	0.822566	0	0	0.357266	0.285467	0.357266	0	0
2.675	-0.000211775	0.000211775	0.00116524	0.00116524	-375.239	222.415	83.1459	0.822655	0	0	0.356916	0.286169	0.356916	0	0
2.676	0.00554663	-0.00554663	0.00123175	0.00123175	-375.915	214.184	80.039	0.822747	0	0	0.356831	0.286338	0.356831	0	0
2.677	-0.00848957	0.00848957	0.00147688	0.00147688	-380.409	198.119	74.0078	0.822836	0	0	0.357317	0.285367	0.357317	0	0
2.678	0.00116449	-0.00116449	0.00165677	0.00165677	-377.18	228.145	85.1922	0.822918	0	0	0.357371	0.285257	0.357371	0	0
2.679	-0.00609567	0.00609567	0.00147871	0.00147871	-379.802	257.749	96.211	0.823013	0	0	0.357599	0.284802	0.357599	0	0
2.68	-0.00652831	0.00652831	0.00130781	0.00130781	-377.632	218.752	81.6238	0.82312	0	0	0.356728	0.286544	0.356728	0	0
2.681	0.000521119	-0.000521119	0.00132273	0.00132273	-380.033	192.048	71.6329	0.82321	0	0	0.35746	0.28508	0.35746	0	0
2.682	-0.000747257	0.000747257	0.00124705	0.00124705	-378.2	211.184	78.7414	0.82329	0	0	0.356965	0.28607	0.356965	0	0
2.683	-0.00612679	0.00612679	0.00158942	0.00158942	-378.064	203.41	75.8143	0.823377	0	0	0.357407	0.285186	0.357407	0	0
2.684	-0.00156994	0.00156994	0.00138714	0.00138714	-377.677	218.84	81.5352	0.823462	0	0	0.357357	0.285286	0.357357	0	0
2.685	-0.00219962	0.00219962	0.00155742	0.00155742	-377.852	196.976	73.3616	0.823552	0	0	0.357002	0.285995	0.357002	0	0
2.686	0.00180329	-0.00180329	0.00133293	0.00133293	-374.09	198.636	73.9525	0.823634	0	0	0.35657	0.286859	0.35657	0	0
2.687	-0.0111731	0.0111731	0.00137227	0.00137227	-376.218	214.774	79.9308	0.823716	0	0	0.356735	0.286531	0.356735	0	0
2.688	-0.000905326	0.000905326	0.00134507	0.00134507	-379.923	201.658	75.0216	0.823805	0	0	0.356609	0.286782	0.356609	0	0
2.689	0.00806776	-0.00806776	0.00151176	0.00151176	-377.77	232.589	86.4964	0.823888	0	0	0.35695	0.2861	0.35695	0	0
2.69	0.0156085	-0.0156085	0.00141725	0.00141725	-374.374	206.987	76.9469	0.823984	0	0	0.356795	0.286411	0.356795	0	0
2.691	-0.00955135	0.00955135	0.00135644	0.00135644	-370.723	212.387	78.925	0.82407	0	0	0.356156	0.287689	0.356156	0	0
2.692	0.0081336	-0.0081336	0.00135864	0.00135864	-372.3	232.919	86.5228	0.824157	0	0	0.35606	0.28788	0.35606	0	0
2.693	-0.0139133	0.0139133	0.00161788	0.00161788	-376.406	231.724	86.0467	0.824254	0	0	0.356623	0.286754	0.356623	0	0
2.694	0.0108052	-0.0108052	0.00120647	0.00120647	-378.387	247.379	91.826	0.824349	0	0	0.357515	0.28497	0.357515	0	0
2.695	-0.00131656	0.00131656	0.00119668	0.00119668	-377.303	219.111	81.3029	0.824451	0	0	0.356894	0.286212	0.356894	0	0
2.696	0.00554345	-0.00554345	0.00143107	0.00143107	-372.525	208.189	77.2214	0.824542	0	0	0.356635	0.28673	0.356635	0	0
2.697	0.00831348	-0.00831348	0.00175709	0.00175709	-379.148	210.084	77.8953	0.824627	0	0	0.356948	0.286105	0.356948	0	0
2.698	0.00921369	-0.00921369	0.00133357	0.00133357	-373.527	210.483	78.0144	0.824714	0	0	0.356352	0.287296	0.356352	0	0
2.699	0.013006	-0.013006	0.00116963	0.00116963	-371.451	189.318	70.1438	0.824801	0	0	0.356235	0.28753	0.356235	0	0
2.7	0.0050697	-0.0050697	0.00162403	0.00162403	-369.821	186.102	68.9266	0.824879	0	0	0.356691	0.286618	0.356691	0	0
2.701	0.00587487	-0.00587487	0.00136962	0.00136962	-368.508	184.739	68.3964	0.824955	0	0	0.355695	0.288611	0.355695	0	0
2.702	0.00752191	-0.00752191	0.00165664	0.00165664	-372.712	198.261	73.3756	0.825031	0	0	0.356572	0.286856	0.356572	0	0
2.703	0.0064834	-0.0064834	0.0012208	0.0012208	-373.953	241.66	89.4044	0.825113	0	0	0.356747	0.286505	0.356747	0	0
2.704	-0.00450945	0.00450945	0.001178	0.001178	-368.51	206.672	76.4318	0.825212	0	0	0.356547	0.286905	0.356547	0	0
2.705	0.00579917	-0.00579917	0.00118692	0.00118692	-371.205	222.965	82.4271	0.825297	0	0	0.356528	0.286944	0.356528	0	0
2.706	0.00557308	-0.00557308	0.00149632	0.00149632	-368.2	195.982	72.4248	0.825388	0	0	0.356412	0.287176	0.356412	0	0
2.707	-0.00463423	0.00463423	0.0014286	0.0014286	-371.653	213.407	78.8351	0.825469	0	0	0.356291	0.287418	0.356291	0	0
2.708	0.000348894	-0.000348894	0.00139618	0.00139618	-367.939	168.346	62.1662	0.825557	0	0	0.356076	0.287847	0.356076	0	0
2.709	0.00605384	-0.00605384	0.00117223	0.00117223	-367.326	208.209	76.8581	0.825626	0	0	0.356984	0.286033	0.356984	0	0
2.71	-0.00880102	0.00880102	0.00117931	0.00117931	-366.325	195.937	72.3015	0.825711	0	0	0.355915	0.288169	0.355915	0	0
2.711	0.0101086	-0.0101086	0.00142643	0.00142643	-376.134	202.781	74.7993	0.825791	0	0	0.356075	0.28785	0.356075	0	0
2.712	0.00211624	-0.00211624	0.001323	0.001323	-370.931	197.323	72.7592	0.825874	0	0	0.356732	0.286536	0.356732	0	0
2.713	0.00273261	-0.00273261	0.00139704	0.00139704	-373.605	209.614	77.2628	0.825955	0	0	0.356529	0.286941	0.356529	0	0
2.714	-0.014458	0.014458	0.0010999	0.0010999	-369.18	186.55	68.7363	0.826041	0	0	0.356565	0.286869	0.356565	0	0
2.715	-0.00294456	0.00294456	0.00147445	0.00147445	-366.602	198.62	73.1566	0.826118	0	0	0.356129	0.287742	0.356129	0	0
2.716	0.0024969	-0.0024969	0.00133595	0.00133595	-368.343	205.494	75.6605	0.826199	0	0	0.356192	0.287615	0.356192	0	0
2.717	-0.00844058	0.00844058	0.00126668	0.00126668	-368.423	196.826	72.4424	0.826283	0	0	0.356322	0.287356	0.356322	0	0
2.718	0.00521599	-0.00521599	0.00133025	0.00133025	-365.587	224.605	82.6362	0.826363	0	0	0.356207	0.287586	0.356207	0	0
2.719	0.00242578	-0.00242578	0.00139927	0.00139927	-368.44	201.304	74.0359	0.826455	0	0	0.356583	0.286833	0.356583	0	0
2.72	0.00910219	-0.00910219	0.00128729	0.00128729	-370.732	172.846	63.5463	0.826537	0	0	0.356849	0.286303	0.356849	0	0
2.721	0.000418654	-0.000418654	0.00141033	0.00141033	-370.185	203.769	74.8874	0.826608	0	0	0.356091	0.287817	0.356091	0	0
2.722	-0.0036648	0.0036648	0.00123186	0.00123186	-369.768	202.209	74.2869	0.826691	0	0	0.35592	0.288159	0.35592	0	0
2.723	-0.00161382	0.00161382	0.00131996	0.00131996	-369.235	176.421	64.7891	0.826774	0	0	0.356817	0.286367	0.356817	0	0
2.724	0.00398511	-0.00398511	0.00135085	0.00135085	-371.724	182.889	67.1399	0.826846	0	0	0.35671	0.28658	0.35671	0	0
2.725	-0.0023746	0.0023746	0.00151693	0.00151693	-373.191	215.809	79.1961	0.82692	0	0	0.356523	0.286953	0.356523	0	0
2.726	0.0177895	-0.0177895	0.00135789	0.00135789	-368.467	194.056	71.187	0.827008	0	0	0.355984	0.288033	0.355984	0	0
2.727	0.00946381	-0.00946381	0.00146986	0.00146986	-368.967	230.343	84.4675	0.827088	0	0	0.356122	0.287755	0.356122	0	0
2.728	0.00687072	-0.00687072	0.00130829	0.00130829	-369.261	186.223	68.2634	0.827181	0	0	0.356242	0.287515	0.356242	0	0
2.729	-0.00826128	0.00826128	0.00139808	0.00139808	-372.889	174.121	63.804	0.827257	0	0	0.356146	0.287708	0.356146	0	0
2.73	-0.00212209	0.00212209	0.00139949	0.00139949	-365.44	177.426	64.9912	0.827328	0	0	0.356193	0.287614	0.356193	0	0
2.731	0.00277309	-0.00277309	0.00122824	0.00122824	-371.548	203.709	74.5912	0.8274	0	0	0.356166	0.287668	0.356166	0	0
2.732	-0.00122416	0.00122416	0.00104646	0.00104646	-361.503	204.423	74.8253	0.827483	0	0	0.355733	0.288535	0.355733	0	0
2.733	-0.00271621	0.00271621	0.00121271	0.00121271	-368.7	210.55	77.0397	0.827566	0	0	0.356143	0.287713	0.356143	0	0
2.734	0.0101633	-0.0101633	0.00127625	0.00127625	-370.892	194.128	71.0052	0.827652	0	0	0.355936	0.288128	0.355936	0	0
2.735	0.0038454	-0.0038454	0.00129253	0.00129253	-367.331	210.322	76.9003	0.827731	0	0	0.356207	0.287586	0.356207	0	0
2.736	-0.0103636	0.0103636	0.00114659	0.00114659	-364.787	185.154	67.6732	0.827816	0	0	0.356324	0.287351	0.356324	0	0
2.737	-0.00198136	0.00198136	0.00130519	0.00130519	-365.722	204.071	74.5602	0.827891	0	0	0.356238	0.287525	0.356238	0	0
2.738	0.011676	-0.011676	0.0014486	0.0014486	-364.614	180.214	65.8195	0.827974	0	0	0.355555	0.28889	0.355555	0	0
2.739	0.0107871	-0.0107871	0.00104524	0.00104524	-362.781	196.218	71.6386	0.828047	0	0	0.355951	0.288099	0.355951	0	0
2.74	-0.000740136	0.000740136	0.00121907	0.00121907	-364.391	190.929	69.682	0.828127	0	0	0.355667	0.288667	0.355667	0	0
2.741	0.00438171	-0.00438171	0.00141721	0.00141721	-357.329	175.024	63.854	0.828204	0	0	0.35535	0.289299	0.35535	0	0
2.742	-0.0061859	0.0061859	0.00138764	0.00138764	-365.922	203.541	74.2309	0.828275	0	0	0.356097	0.287807	0.356097	0	0
2.743	-0.0131488	0.0131488	0.00118183	0.00118183	-360.326	187.911	68.5055	0.828358	0	0	0.35553	0.28894	0.35553	0	0
2.744	-0.00253111	0.00253111	0.0015809	0.0015809	-362.946	218.788	79.7331	0.828434	0	0	0.355913	0.288174	0.355913	0	0
2.745	-0.00389757	0.00389757	0.0012854	0.0012854	-362.962	167.061	60.8603	0.828523	0	0	0.355192	0.289616	0.355192	0	0
2.746	-0.00585174	0.00585174	0.00119213	0.00119213	-370.663	186.834	68.0387	0.82859	0	0	0.35623	0.287539	0.35623	0	0
2.747	-0.00111699	0.00111699	0.0014155	0.0014155	-355.247	199.525	72.6336	0.828666	0	0	0.355554	0.288891	0.355554	0	0
2.748	0.0180802	-0.0180802	0.0011831	0.0011831	-366.119	179.352	65.2663	0.828747	0	0	0.355879	0.288242	0.355879	0	0
2.749	0.00559738	-0.00559738	0.00135166	0.00135166	-364.805	193.766	70.4859	0.828819	0	0	0.356401	0.287197	0.356401	0	0
2.75	-0.00794858	0.00794858	0.00164293	0.00164293	-363.706	177.198	64.4356	0.828897	0	0	0.355937	0.288126	0.355937	0	0
2.751	0.00303344	-0.00303344	0.00101219	0.00101219	-362.851	189.862	69.0155	0.828969	0	0	0.355841	0.288317	0.355841	0	0
2.752	0.0110972	-0.0110972	0.00123406	0.00123406	-359.863	227.812	82.7806	0.829046	0	0	0.354838	0.290324	0.354838	0	0
2.753	0.00354417	-0.00354417	0.00129655	0.00129655	-363.295	174.08	63.233	0.829138	0	0	0.355404	0.289192	0.355404	0	0
2.754	-0.00194839	0.00194839	0.00113945	0.00113945	-361.959	230.276	83.615	0.829208	0	0	0.355671	0.288658	0.355671	0	0
2.755	-0.000558674	0.000558674	0.00120784	0.00120784	-362.762	202.121	73.3651	0.829301	0	0	0.355546	0.288907	0.355546	0	0
2.756	-0.00728928	0.00728928	0.00117668	0.00117668	-359.95	190.602	69.1589	0.829382	0	0	0.356017	0.287966	0.356017	0	0
2.757	-0.000378037	0.000378037	0.00140111	0.00140111	-363.254	221.191	80.2288	0.829459	0	0	0.356214	0.287572	0.356214	0	0
2.758	-0.00489471	0.00489471	0.00138527	0.00138527	-363.676	202.503	73.4238	0.829548	0	0	0.355301	0.289398	0.355301	0	0
2.759	-0.00390858	0.00390858	0.00118466	0.00118466	-362.39	180.921	65.5747	0.82963	0	0	0.355551	0.288899	0.355551	0	0
