Temperature_K	Magnetism_One_K	Magnetism_Two_K	Magnetism_Three_K	Susceptibility_One_K	Susceptibility_Two_K	Susceptibility_Three_K	Energy_K	Heat_Capacity_K	Heat_Capacity_Over_Temp_K	Entropy_K	Prob1	Prob_neg1	Prob0
7.333	0.00104771	-0.000443052	-0.000604663	0.000256697	0.000245633	0.000245413	-140.118	16.9959	2.31773	1.0942	0.336246	0.336246	0.327507
7.332	-0.000525719	-0.000308196	0.000833915	0.000248959	0.000270667	0.000231396	-141.507	16.8037	2.29183	1.0942	0.336537	0.336537	0.326927
7.331	0.00193655	-0.000327359	-0.00160919	0.000251599	0.000266257	0.000245336	-137.537	16.147	2.20257	1.09419	0.337079	0.337079	0.325842
7.33	0.00116529	-0.000487837	-0.000677448	0.000251428	0.000278825	0.000280018	-137.968	16.2275	2.21385	1.09419	0.336938	0.336938	0.326124
7.329	0.00065523	0.000688956	-0.00134419	0.000245045	0.000268061	0.000249581	-141.665	15.6684	2.13786	1.09419	0.336972	0.336972	0.326056
7.328	0.000578633	0.00149028	-0.00206891	0.00028082	0.000280072	0.000257631	-143.325	16.0529	2.19063	1.09419	0.336569	0.336569	0.326863
7.327	-0.00110247	0.00177882	-0.000676348	0.000259065	0.000247315	0.00027715	-145.491	16.6259	2.26912	1.09418	0.33639	0.33639	0.32722
7.326	-0.00218198	-0.00437828	0.00656026	0.000260625	0.000270567	0.000276535	-144.294	17.5806	2.39975	1.09418	0.336567	0.336567	0.326866
7.325	-0.00137933	-2.94037e-005	0.00140873	0.00024507	0.00026236	0.000248848	-139.544	17.6235	2.40594	1.09418	0.337016	0.337016	0.325969
7.324	0.00264345	0.000481493	-0.00312494	0.00027559	0.000276293	0.000278608	-145.402	15.4655	2.11162	1.09418	0.336729	0.336729	0.326541
7.323	0.000952356	0.00222927	-0.00318163	0.000275381	0.000268082	0.000266303	-143.27	16.299	2.22572	1.09417	0.336646	0.336646	0.326708
7.322	-0.000978541	0.000331237	0.000647304	0.000257103	0.000268879	0.000261025	-139.933	16.4461	2.24613	1.09417	0.336819	0.336819	0.326361
7.321	0.00243291	-0.0015323	-0.000900611	0.000274189	0.00026623	0.000266047	-143.424	15.9556	2.17943	1.09417	0.336808	0.336808	0.326384
7.32	-0.000294356	-0.000286504	0.000580859	0.000277317	0.00027277	0.000286103	-143.06	15.3377	2.09532	1.09417	0.33644	0.33644	0.32712
7.319	0.00275731	-0.000365319	-0.002392	0.000266574	0.000275776	0.000249395	-143.042	16.4368	2.24577	1.09416	0.337156	0.337156	0.325688
7.318	0.00101578	0.00179032	-0.0028061	0.000287806	0.000269481	0.000277709	-143.093	17.3151	2.36609	1.09416	0.336618	0.336618	0.326764
7.317	0.00202514	-0.00613333	0.00410819	0.000278764	0.000262549	0.00025636	-138.814	16.5828	2.26635	1.09416	0.336798	0.336798	0.326403
7.316	0.000249052	-0.00138766	0.00113861	0.000272662	0.000282022	0.000287084	-145.508	17.2252	2.35445	1.09416	0.33671	0.33671	0.32658
7.315	0.000972081	0.00202371	-0.00299579	0.000280763	0.000259609	0.000270704	-143.919	17.1987	2.35116	1.09415	0.33655	0.33655	0.326901
7.314	0.000944737	-0.00141363	0.000468896	0.000259477	0.000299837	0.00025922	-142.537	15.7462	2.15288	1.09415	0.336837	0.336837	0.326327
7.313	-0.0011864	0.00490833	-0.00372193	0.000263225	0.000237297	0.000257731	-139.985	15.4979	2.11922	1.09415	0.336432	0.336432	0.327137
7.312	-0.000558774	-0.000609744	0.00116852	0.000248028	0.000269341	0.000250405	-142.228	18.3174	2.50511	1.09415	0.336463	0.336463	0.327073
7.311	-0.000107656	-0.000334419	0.000442074	0.000275435	0.000301957	0.000254839	-140.485	17.7613	2.42939	1.09414	0.336486	0.336486	0.327027
7.31	0.00089027	-0.000850148	-4.01222e-005	0.000266915	0.00029318	0.000274411	-144.935	16.3962	2.24298	1.09414	0.336621	0.336621	0.326758
7.309	-0.000230907	-0.000191393	0.0004223	0.000262402	0.000272753	0.000248935	-139.299	16.8979	2.31193	1.09414	0.337053	0.337053	0.325895
7.308	-0.00191189	0.00412406	-0.00221217	0.000272751	0.000271851	0.000265818	-136.852	15.8091	2.16326	1.09414	0.336984	0.336984	0.326033
7.307	-0.000327411	0.00254862	-0.00222121	0.000260498	0.000299683	0.000253365	-140.857	17.6471	2.4151	1.09413	0.337354	0.337354	0.325292
7.306	-0.0016173	0.000428019	0.00118929	0.000279979	0.000284113	0.000247139	-141.028	16.0955	2.20305	1.09413	0.336788	0.336788	0.326423
7.305	-0.00415691	0.00147069	0.00268621	0.000245669	0.000281692	0.000249138	-140.53	18.5246	2.53588	1.09413	0.337115	0.337115	0.32577
7.304	0.00326907	-0.00088333	-0.00238574	0.000264833	0.000276798	0.000254761	-142.357	17.4355	2.38712	1.09412	0.337113	0.337113	0.325773
7.303	-0.000216474	0.0014331	-0.00121663	0.000259706	0.000281231	0.000262854	-143.837	15.6218	2.13909	1.09412	0.336832	0.336832	0.326335
7.302	0.00348409	0.000386493	-0.00387059	0.000267848	0.000255406	0.000275121	-141.893	16.5058	2.26046	1.09412	0.337127	0.337127	0.325747
7.301	0.00314558	-0.00445308	0.0013075	0.000269537	0.00025775	0.000265373	-143.171	15.6714	2.14647	1.09412	0.336757	0.336757	0.326485
7.3	0.00430159	-0.00443681	0.000135222	0.000270425	0.000255312	0.000266194	-140.77	17.0798	2.3397	1.09412	0.33691	0.33691	0.326181
7.299	-0.00298641	0.000713767	0.00227265	0.000248471	0.000266017	0.00025987	-143.607	17.051	2.33607	1.09411	0.337169	0.337169	0.325663
7.298	0.000678933	-0.00608384	0.00540491	0.000285212	0.00027958	0.000265625	-141.691	17.6677	2.4209	1.09411	0.336903	0.336903	0.326195
7.297	0.000361981	-0.00154023	0.00117825	0.000290816	0.000256835	0.000245484	-142.502	17.3939	2.38371	1.09411	0.336985	0.336985	0.326029
7.296	-0.00226328	0.0033447	-0.00108143	0.000271206	0.000255034	0.000247506	-142.167	14.9114	2.04377	1.0941	0.336827	0.336827	0.326345
7.295	0.00223419	-0.000870774	-0.00136341	0.000266359	0.000266173	0.000263565	-142.105	14.8456	2.03504	1.0941	0.336869	0.336869	0.326262
7.294	0.000238404	0.00145061	-0.00168901	0.000270644	0.000260958	0.000259796	-145.576	17.7022	2.42695	1.0941	0.337166	0.337166	0.325667
7.293	0.000372304	0.00206321	-0.00243552	0.000284467	0.000275224	0.000249151	-137.539	17.5155	2.40168	1.0941	0.337095	0.337095	0.32581
7.292	0.00068047	0.00140244	-0.00208291	0.000276891	0.000264091	0.000240214	-140.831	18.0753	2.47878	1.09409	0.336976	0.336976	0.326048
7.291	0.00208169	0.000391693	-0.00247338	0.000262428	0.000274516	0.000253785	-140.628	16.8073	2.30521	1.09409	0.337317	0.337317	0.325366
7.29	0.000651896	-0.000971719	0.000319822	0.000271066	0.000260893	0.000269793	-141.516	16.3269	2.23963	1.09409	0.337137	0.337137	0.325725
7.289	-0.0005842	-0.000714807	0.00129901	0.000262686	0.000253581	0.0002542	-139.258	16.8666	2.31398	1.09409	0.336874	0.336874	0.326252
7.288	-0.00389619	0.0018931	0.00200309	0.000263599	0.000253921	0.000252975	-141.277	16.3808	2.24764	1.09408	0.337002	0.337002	0.325996
7.287	-0.00246186	0.000454448	0.00200741	0.000277481	0.000275009	0.000301762	-143.41	16.7932	2.30455	1.09408	0.33681	0.33681	0.32638
7.286	-0.000775396	-0.00105155	0.00182694	0.000274937	0.000267494	0.000273288	-136.898	18.9244	2.59737	1.09408	0.336557	0.336557	0.326886
7.285	0.00255466	-0.00477281	0.00221815	0.000247707	0.000271627	0.000272287	-141.063	15.4552	2.1215	1.09408	0.336678	0.336678	0.326645
7.284	0.000421067	0.000484559	-0.000905626	0.000250471	0.000259498	0.000275346	-141.079	16.0625	2.20518	1.09407	0.336812	0.336812	0.326376
7.283	-0.000334652	-0.000763793	0.00109844	0.000268509	0.000281381	0.000284819	-142.007	16.5135	2.2674	1.09407	0.336345	0.336345	0.32731
7.282	-0.00132058	0.000361744	0.000958833	0.000245814	0.000248278	0.000262203	-145.206	17.5376	2.40835	1.09407	0.336779	0.336779	0.326442
7.281	0.000250493	-0.00508143	0.00483093	0.000267333	0.00027944	0.000287002	-141.564	18.0932	2.48499	1.09407	0.337007	0.337007	0.325987
7.28	-0.000681967	-0.000393707	0.00107567	0.000276324	0.000291552	0.000279881	-145.007	17.9793	2.46969	1.09406	0.337042	0.337042	0.325915
7.279	0.000349311	-0.00281851	0.0024692	0.000271604	0.000276995	0.000251624	-143.153	17.7497	2.43848	1.09406	0.336961	0.336961	0.326078
7.278	-0.00225571	0.00327017	-0.00101447	0.00027357	0.00030466	0.000275927	-139.193	19.7416	2.7125	1.09406	0.336927	0.336927	0.326146
7.277	0.00203939	0.000627393	-0.00266678	0.000268345	0.000264192	0.000273485	-146.337	17.0096	2.33745	1.09406	0.336784	0.336784	0.326431
7.276	0.000942737	-0.00268446	0.00174172	0.000287411	0.000290192	0.000272693	-139.467	18.4374	2.53401	1.09405	0.337235	0.337235	0.32553
7.275	-0.00208627	-0.00216643	0.0042527	0.000285529	0.000266956	0.000278795	-145.303	16.9746	2.33328	1.09405	0.337124	0.337124	0.325751
7.274	-0.0019607	0.000766267	0.00119444	0.000272944	0.000275538	0.000293455	-142.449	17.5917	2.41844	1.09405	0.337125	0.337125	0.32575
7.273	-0.00101854	-0.00182331	0.00284185	0.000286625	0.000260577	0.000234504	-144.621	17.1128	2.35292	1.09404	0.337328	0.337328	0.325344
7.272	0.000268344	-0.00171737	0.00144903	0.000278298	0.000263959	0.000267102	-142.429	17.2788	2.37608	1.09404	0.336813	0.336813	0.326374
7.271	0.000433681	0.00201491	-0.00244859	0.00026716	0.000244915	0.000249917	-139.749	20.664	2.84198	1.09404	0.336842	0.336842	0.326317
7.27	-0.00050157	0.000962941	-0.00046137	0.000262885	0.000281305	0.000266622	-140.539	16.9236	2.32786	1.09404	0.336946	0.336946	0.326108
7.269	0.0035753	-0.0018252	-0.0017501	0.00028078	0.000275856	0.000289532	-141.298	18.8856	2.59811	1.09403	0.336901	0.336901	0.326198
7.268	0.00517315	-0.00693037	0.00175721	0.000255017	0.000273491	0.000266448	-146.268	18.0913	2.48917	1.09403	0.336695	0.336695	0.32661
7.267	0.000368719	-9.52556e-005	-0.000273463	0.000263566	0.000233057	0.000267295	-143.952	15.9136	2.18985	1.09403	0.337201	0.337201	0.325598
7.266	0.00204651	-0.000318704	-0.0017278	0.000269226	0.000271198	0.000289541	-142.666	16.9556	2.33355	1.09403	0.33665	0.33665	0.3267
7.265	0.000142522	-0.00455133	0.0044088	0.000280559	0.000291679	0.000286132	-141.271	18.1344	2.49613	1.09402	0.336803	0.336803	0.326394
7.264	-0.00324649	0.00102115	0.00222534	0.000293541	0.000277239	0.000272403	-140.89	15.987	2.20085	1.09402	0.337082	0.337082	0.325836
7.263	-0.00422861	0.00516904	-0.00094043	0.00025859	0.000254321	0.000256309	-140.193	16.2355	2.23537	1.09402	0.336845	0.336845	0.32631
7.262	-0.00132107	0.0014809	-0.00015983	0.000265881	0.000294187	0.00027223	-145.59	16.668	2.29523	1.09402	0.336588	0.336588	0.326823
7.261	0.00212571	-0.00181017	-0.000315533	0.000258463	0.000257891	0.000276008	-142.183	16.5826	2.28379	1.09401	0.337238	0.337238	0.325524
7.26	0.002335	-0.0046719	0.0023369	0.000255786	0.000265133	0.00025131	-143.11	16.2678	2.24074	1.09401	0.336884	0.336884	0.326231
7.259	-0.000351226	0.00238177	-0.00203054	0.000275281	0.000284688	0.000272265	-143.554	18.3448	2.52718	1.09401	0.336885	0.336885	0.32623
7.258	-0.0019377	0.00187683	6.08704e-005	0.000287227	0.000276065	0.000279107	-144.872	17.1478	2.36261	1.094	0.336221	0.336221	0.327558
7.257	-0.000915785	0.00257551	-0.00165973	0.000259984	0.000266584	0.000286937	-144.935	17.655	2.43282	1.094	0.33677	0.33677	0.32646
7.256	0.00297673	-0.000603889	-0.00237284	0.000249671	0.000267836	0.000289841	-141.703	15.5018	2.13641	1.094	0.336806	0.336806	0.326388
7.255	0.00201113	0.00227325	-0.00428438	0.000290444	0.000284371	0.000269454	-144.514	17.0639	2.35202	1.094	0.336344	0.336344	0.327312
7.254	-0.000919367	0.00446	-0.00354063	0.000281016	0.000269637	0.00025163	-142.78	15.3785	2.12001	1.09399	0.336902	0.336902	0.326195
7.253	-0.00114004	0.0020878	-0.000947759	0.00024761	0.000241659	0.000267822	-144.481	17.3201	2.38799	1.09399	0.336482	0.336482	0.327035
7.252	-0.00166795	-0.00140953	0.00307749	0.000276394	0.000268822	0.000250358	-144.2	18.6481	2.57145	1.09399	0.337004	0.337004	0.325992
7.251	-0.00346054	0.00315373	0.000306811	0.000267182	0.00030564	0.000278921	-142.753	16.6087	2.29054	1.09399	0.336948	0.336948	0.326104
7.25	0.00186796	0.00241671	-0.00428467	0.00028049	0.00022957	0.000272086	-145.936	16.4814	2.2733	1.09398	0.336474	0.336474	0.327052
7.249	-0.00226678	7.8437e-005	0.00218834	0.000264077	0.000278126	0.000272359	-142.895	16.3	2.24859	1.09398	0.336887	0.336887	0.326226
7.248	-0.00255644	0.00231953	0.000236904	0.000295482	0.000299137	0.00024277	-144.811	16.1349	2.22612	1.09398	0.336992	0.336992	0.326016
7.247	0.00150958	-0.000122578	-0.001387	0.000273446	0.000256296	0.000277408	-147.547	17.399	2.40086	1.09398	0.336715	0.336715	0.326571
7.246	0.003974	-0.00294189	-0.00103211	0.00026674	0.000276753	0.000266706	-144.614	16.7768	2.31531	1.09397	0.336738	0.336738	0.326524
7.245	-0.00193843	0.00167497	0.000263456	0.000283782	0.000256823	0.000273365	-140.277	20.1013	2.7745	1.09397	0.336897	0.336897	0.326206
7.244	-0.00479398	0.00217715	0.00261683	0.000260228	0.000260804	0.000253466	-142.762	15.444	2.13196	1.09397	0.336428	0.336428	0.327143
7.243	0.0036777	-0.00282866	-0.000849044	0.000286947	0.000283108	0.000276176	-144.309	15.7239	2.17091	1.09397	0.336804	0.336804	0.326392
7.242	-0.00276916	0.00192573	0.00084343	0.000265147	0.000243718	0.000278268	-144.864	17.3858	2.40068	1.09396	0.336818	0.336818	0.326364
7.241	0.00261727	-0.000533152	-0.00208412	0.000251955	0.000257431	0.000245778	-142.36	18.8019	2.59659	1.09396	0.337252	0.337252	0.325496
7.24	-0.0019986	0.00206204	-6.3437e-005	0.000284932	0.00027121	0.000257119	-144.793	16.2873	2.24963	1.09396	0.337411	0.337411	0.325177
7.239	-0.00274876	-0.0002358	0.00298456	0.000248688	0.000258527	0.00025988	-144.686	18.6754	2.57983	1.09396	0.336533	0.336533	0.326934
7.238	-0.00204737	0.00278515	-0.000737778	0.000293705	0.000296445	0.00027073	-145.31	15.3652	2.12285	1.09395	0.336614	0.336614	0.326772
7.237	-0.00510232	0.00326679	0.00183554	0.000262689	0.000267832	0.000258288	-144.037	16.9429	2.34115	1.09395	0.336584	0.336584	0.326833
7.236	0.00323016	0.000178315	-0.00340847	0.000292086	0.000248322	0.00028312	-146.664	15.8145	2.18554	1.09395	0.336945	0.336945	0.326111
7.235	-0.00319024	0.00342006	-0.000229826	0.000259764	0.000242999	0.000257777	-139.45	20.2901	2.80444	1.09394	0.337248	0.337248	0.325504
7.234	-0.000242115	-0.000106607	0.000348722	0.000272415	0.000276412	0.000287192	-143.601	17.0948	2.36311	1.09394	0.336542	0.336542	0.326916
7.233	0.00295491	-0.00223845	-0.000716467	0.000272346	0.000271851	0.000282729	-142.835	17.5973	2.43292	1.09394	0.336897	0.336897	0.326206
7.232	0.00131639	-0.00151783	0.000201441	0.000257738	0.000285003	0.000279373	-145.012	19.5361	2.70134	1.09394	0.336701	0.336701	0.326598
7.231	-0.00242396	-0.0030362	0.00546016	0.000269761	0.000281922	0.000266546	-142.446	15.5833	2.15507	1.09393	0.337089	0.337089	0.325822
7.23	0.0028235	-0.00113898	-0.00168452	0.000265496	0.000292379	0.000268279	-141.954	17.2065	2.37987	1.09393	0.336575	0.336575	0.32685
7.229	0.00243097	-0.00339856	0.000967593	0.000257547	0.000279944	0.000272598	-144.418	17.0418	2.35742	1.09393	0.336633	0.336633	0.326734
7.228	0.00143937	-1.40519e-005	-0.00142532	0.000267792	0.000266695	0.000259837	-146.824	17.5868	2.43314	1.09393	0.337195	0.337195	0.325609
7.227	0.00520769	-0.00402041	-0.00118728	0.00025798	0.000275882	0.000260602	-145.016	18.1513	2.5116	1.09392	0.336468	0.336468	0.327065
7.226	0.00294559	-0.000826996	-0.00211859	0.000288465	0.000284698	0.000272622	-146.71	17.2587	2.38841	1.09392	0.33694	0.33694	0.326121
7.225	0.00087197	-0.000540485	-0.000331485	0.000270754	0.000294726	0.000273749	-146.002	17.3979	2.40801	1.09392	0.336867	0.336867	0.326265
7.224	0.00040837	-0.00103926	0.000630885	0.000277669	0.000260472	0.000266813	-144.611	16.9493	2.34625	1.09392	0.337007	0.337007	0.325985
7.223	-0.00207087	6.52963e-005	0.00200557	0.000276595	0.000265807	0.000276542	-143.732	16.8663	2.33508	1.09391	0.336849	0.336849	0.326301
7.222	0.00396517	0.00268186	-0.00664704	0.000275661	0.000277656	0.000267827	-146.053	17.7995	2.46462	1.09391	0.336958	0.336958	0.326084
7.221	0.000155307	0.000400644	-0.000555952	0.0002389	0.000294395	0.000259209	-141.887	17.3138	2.3977	1.09391	0.336578	0.336578	0.326845
7.22	0.00156453	0.00135906	-0.00292359	0.000274383	0.000304452	0.000300855	-144.639	17.3652	2.40515	1.0939	0.336704	0.336704	0.326591
7.219	-0.0053968	0.00439364	0.00100316	0.000286313	0.000270379	0.00027126	-145.947	18.8459	2.6106	1.0939	0.33707	0.33707	0.32586
7.218	0.000926211	0.004523	-0.00544921	0.000254053	0.00030201	0.000287346	-148.403	19.167	2.65545	1.0939	0.336606	0.336606	0.326787
7.217	-0.000120596	0.00251591	-0.00239532	0.000260303	0.000296603	0.000285503	-145.192	15.656	2.16932	1.0939	0.337052	0.337052	0.325896
7.216	0.00120083	0.000110385	-0.00131121	0.000270562	0.000251984	0.000270283	-140.692	18.7973	2.60495	1.09389	0.337282	0.337282	0.325435
7.215	-4.73593e-005	-0.00238759	0.00243495	0.000259366	0.000257141	0.000263347	-146.987	15.2424	2.1126	1.09389	0.336716	0.336716	0.326569
7.214	0.00126067	-0.00255721	0.00129654	0.000254359	0.00026997	0.000303542	-138.637	17.7002	2.45359	1.09389	0.337408	0.337408	0.325183
7.213	0.00203448	-0.000380793	-0.00165369	0.000271388	0.000256391	0.000249311	-145.018	18.1579	2.51739	1.09389	0.337099	0.337099	0.325801
7.212	0.00153257	-0.00383646	0.00230389	0.000269669	0.000274151	0.00025879	-141.613	18.0918	2.50857	1.09388	0.337178	0.337178	0.325644
7.211	0.000784389	0.000947096	-0.00173149	0.000227493	0.00025797	0.000228848	-145.267	17.9727	2.4924	1.09388	0.337024	0.337024	0.325952
7.21	0.000653626	-0.00147155	0.000817926	0.000286184	0.000296482	0.000278258	-147.141	17.3813	2.41072	1.09388	0.337199	0.337199	0.325602
7.209	0.00098143	-0.00073247	-0.000248959	0.000264059	0.000289973	0.00025788	-141.535	18.8878	2.62002	1.09387	0.336904	0.336904	0.326191
7.208	-0.000599648	0.00190213	-0.00130248	0.000271537	0.000264063	0.00028289	-144.592	16.3361	2.26638	1.09387	0.336898	0.336898	0.326203
7.207	0.00344696	-0.00406349	0.000616526	0.000298129	0.000300769	0.000259507	-144.061	17.7195	2.45865	1.09387	0.336871	0.336871	0.326257
7.206	-0.000631219	0.00253472	-0.0019035	0.000258184	0.000269682	0.00026612	-148.952	16.7883	2.32976	1.09387	0.336949	0.336949	0.326101
7.205	0.00150521	0.000593878	-0.00209909	0.000274738	0.00024401	0.000272096	-143.98	14.4918	2.01136	1.09386	0.336954	0.336954	0.326092
7.204	-0.000738348	-0.000865493	0.00160384	0.000277726	0.00028053	0.000272879	-142.655	17.7022	2.45728	1.09386	0.337029	0.337029	0.325943
7.203	0.00125874	0.00192339	-0.00318212	0.000282462	0.000276017	0.000285077	-141.635	18.0653	2.50803	1.09386	0.336976	0.336976	0.326049
7.202	-0.0013186	-0.00252516	0.00384376	0.000282289	0.000280723	0.000254132	-145.805	15.9554	2.21542	1.09386	0.337241	0.337241	0.325518
7.201	-0.00148572	0.001677	-0.000191281	0.000252285	0.000259892	0.000275186	-147.344	15.578	2.16331	1.09385	0.336549	0.336549	0.326901
7.2	-0.00138965	-0.000192067	0.00158172	0.00025376	0.000242186	0.000270693	-142.212	17.5247	2.43399	1.09385	0.337056	0.337056	0.325888
7.199	0.000377896	-0.000787544	0.000409648	0.00026991	0.000279826	0.000276834	-144.999	16.4863	2.29009	1.09385	0.337055	0.337055	0.325889
7.198	0.00188354	0.0010527	-0.00293625	0.000300237	0.000280164	0.000262529	-146.543	18.2067	2.52941	1.09385	0.337294	0.337294	0.325413
7.197	0.00420881	-0.0035858	-0.000623011	0.000271853	0.000240661	0.000272044	-143.107	16.9073	2.34921	1.09384	0.336252	0.336252	0.327496
7.196	-0.000588652	-0.000478626	0.00106728	0.000264845	0.00024815	0.000276829	-143.738	15.3009	2.12631	1.09384	0.336724	0.336724	0.326553
7.195	0.0009154	-0.00487089	0.00395549	0.000249929	0.000280804	0.00028534	-144.973	18.1174	2.51805	1.09384	0.33649	0.33649	0.327021
7.194	-0.00094753	-0.00533616	0.00628369	0.000245606	0.000277464	0.000241056	-140.352	15.4063	2.14154	1.09384	0.337299	0.337299	0.325403
7.193	-0.00260206	0.0042976	-0.00169554	0.000282669	0.000276667	0.000270856	-144.123	16.8844	2.34734	1.09383	0.337078	0.337078	0.325844
7.192	-0.00169302	-0.000753837	0.00244686	0.000261215	0.000246109	0.000282422	-146.863	19.8809	2.76431	1.09383	0.336094	0.336094	0.327812
7.191	-0.00189534	-0.000391119	0.00228646	0.000278538	0.000272392	0.000277553	-141.169	17.863	2.48407	1.09383	0.336831	0.336831	0.326338
7.19	0.000493878	0.000134289	-0.000628167	0.000263006	0.000258034	0.000283347	-147.499	17.5472	2.4405	1.09382	0.336811	0.336811	0.326378
7.189	-0.0046715	0.000355219	0.00431628	0.000287462	0.000296258	0.000299046	-147.528	16.2883	2.26572	1.09382	0.33665	0.33665	0.3267
7.188	0.00200781	-0.00285326	0.000845452	0.000261892	0.000283187	0.000274149	-146.196	16.5975	2.30905	1.09382	0.336363	0.336363	0.327275
7.187	-0.0042436	0.000900133	0.00334346	0.000266629	0.000272169	0.000269522	-146.114	16.5994	2.30964	1.09382	0.336799	0.336799	0.326401
7.186	-0.000146122	0.000957385	-0.000811263	0.000249552	0.000253707	0.000267716	-140.279	17.1279	2.38351	1.09381	0.336924	0.336924	0.326152
7.185	0.00233206	-0.00278791	0.000455859	0.000271769	0.000272645	0.000262488	-145.038	16.3034	2.26909	1.09381	0.336656	0.336656	0.326687
7.184	-0.000799422	0.00229352	-0.0014941	0.000303286	0.000268442	0.000280281	-145.526	17.2803	2.40539	1.09381	0.336777	0.336777	0.326446
7.183	-0.000493778	0.000660144	-0.000166367	0.000269824	0.000268108	0.000283497	-144.036	18.7175	2.6058	1.09381	0.336751	0.336751	0.326499
7.182	0.00386184	-0.00857867	0.00471683	0.00025985	0.000254613	0.000248142	-141.783	17.1203	2.38378	1.0938	0.337028	0.337028	0.325943
7.181	-0.000800844	-0.00300491	0.00380576	0.000246723	0.000261251	0.000252978	-144.16	18.6869	2.60226	1.0938	0.337283	0.337283	0.325433
7.18	-0.00241843	-3.29333e-005	0.00245136	0.000272397	0.000253675	0.000271757	-144.305	15.9647	2.22349	1.0938	0.336937	0.336937	0.326126
7.179	-0.00363345	0.00396049	-0.000327037	0.000283014	0.000263532	0.000275494	-148.155	17.17	2.3917	1.0938	0.337419	0.337419	0.325162
7.178	0.000986074	0.0031839	-0.00416998	0.00028808	0.0002743	0.00026529	-146.392	17.2378	2.40148	1.09379	0.336698	0.336698	0.326603
7.177	-0.00146852	-0.00199105	0.00345957	0.000284463	0.000276455	0.000256756	-144.807	18.3202	2.55263	1.09379	0.336996	0.336996	0.326007
7.176	-0.00143173	-0.000855626	0.00228736	0.000253996	0.000271202	0.000291715	-143.902	16.1664	2.25284	1.09379	0.336625	0.336625	0.32675
7.175	0.00229491	0.00161796	-0.00391286	0.000273768	0.000268994	0.000259177	-144.34	18.395	2.56376	1.09378	0.337286	0.337286	0.325429
7.174	0.000967059	-0.000346193	-0.000620867	0.000262524	0.000281484	0.000278506	-147.271	16.2059	2.25898	1.09378	0.337078	0.337078	0.325844
7.173	-0.000749615	-0.000277207	0.00102682	0.000268062	0.000286387	0.000294995	-146.434	18.0592	2.51766	1.09378	0.336853	0.336853	0.326295
7.172	0.000635185	-0.00325823	0.00262305	0.000255072	0.000262327	0.000266287	-141.43	19.64	2.73843	1.09378	0.337207	0.337207	0.325586
7.171	-0.000245615	0.00182452	-0.0015789	0.000277188	0.000257305	0.00026531	-144.79	16.8993	2.35661	1.09377	0.336946	0.336946	0.326108
7.17	0.00193662	-0.00298817	0.00105155	0.000232735	0.000277291	0.000269335	-144.501	17.255	2.40655	1.09377	0.337304	0.337304	0.325392
7.169	-0.0034836	0.00103749	0.00244612	0.000269338	0.000257895	0.000255732	-145.964	16.2098	2.2611	1.09377	0.336498	0.336498	0.327003
7.168	-0.00149494	-8.75111e-005	0.00158245	0.00028732	0.000296638	0.000280688	-148.33	16.087	2.24428	1.09377	0.336887	0.336887	0.326226
7.167	-0.000915967	-0.000706137	0.0016221	0.000311468	0.000287861	0.000307926	-144.605	16.8377	2.34934	1.09376	0.337215	0.337215	0.32557
7.166	-0.000961559	0.000715526	0.000246033	0.000263171	0.000263901	0.000266947	-145.716	17.4935	2.44117	1.09376	0.336739	0.336739	0.326523
7.165	-0.00128004	0.00148941	-0.00020937	0.000270115	0.000275312	0.000287931	-146.81	18.3801	2.56526	1.09376	0.337029	0.337029	0.325943
7.164	-0.00036173	-0.00192811	0.00228984	0.00027016	0.000245499	0.00025592	-144.586	17.8329	2.48924	1.09376	0.336951	0.336951	0.326099
7.163	-0.00191347	6.91407e-005	0.00184433	0.000287944	0.000289303	0.000265125	-143.023	17.6381	2.46239	1.09375	0.336794	0.336794	0.326412
7.162	-0.00282447	0.00536786	-0.00254339	0.000273921	0.000277859	0.000287799	-146.669	16.8377	2.35098	1.09375	0.337167	0.337167	0.325665
7.161	-0.00314755	0.000402859	0.00274469	0.00027618	0.000296908	0.000319143	-142.461	17.6217	2.46079	1.09375	0.337104	0.337104	0.325793
7.16	0.00199749	-0.00401496	0.00201748	0.000287905	0.000296329	0.000271594	-146.848	17.1979	2.40194	1.09374	0.337116	0.337116	0.325767
7.159	-0.00254433	0.00181558	0.000728744	0.00027368	0.000276346	0.00027501	-142.956	16.6601	2.32716	1.09374	0.337041	0.337041	0.325918
7.158	-0.00108407	0.00278453	-0.00170046	0.000306502	0.000282472	0.000284971	-147.903	17.4107	2.43234	1.09374	0.336621	0.336621	0.326758
7.157	-0.000295	-0.00170716	0.00200216	0.000256252	0.000244038	0.000285703	-148.792	16.1575	2.25757	1.09374	0.337128	0.337128	0.325745
7.156	-1.62556e-005	-0.0038276	0.00384386	0.000305175	0.000299692	0.000310419	-144.016	15.8199	2.21072	1.09373	0.336523	0.336523	0.326955
7.155	-0.000611144	-0.00117878	0.00178992	0.00027345	0.000286976	0.000269356	-144.009	16.9604	2.37042	1.09373	0.337101	0.337101	0.325798
7.154	0.00163328	0.0001253	-0.00175858	0.000282849	0.000249995	0.000281088	-146.372	16.5949	2.31967	1.09373	0.336787	0.336787	0.326425
7.153	-0.000830641	-0.00163292	0.00246356	0.000261436	0.000256866	0.000268969	-148.991	17.0661	2.38586	1.09373	0.336753	0.336753	0.326493
