Temperature	Magnetism_One	Magntism_Two	Susceptibility_One	Susceptibility_Two	Energy	Heat_Capacity	Heat_Capacity_Over_Temp	Entropy	Prob_S3	Prob_S2	Prob_S1	Prob_S0	Prob_S-1	Prob_S-2	Prob_S-3	
4.28	1.42719	1.42719	0.0012821	0.0012821	-4078.55	2478.29	579.039	727.738	0	0.323847	0.135537	0.0823926	0.133214	0.325009	0
4.29	1.4012	1.4012	0.000524366	0.000524366	-3984.79	1262.07	294.188	727.744	0	0.320345	0.135881	0.0862559	0.138466	0.319052	0
4.3	1.45689	1.45689	0.000609048	0.000609048	-4189.24	1610.38	374.507	727.747	0	0.326868	0.134458	0.0779593	0.133237	0.327478	0
4.31	1.35943	1.35943	0.00107181	0.00107181	-3820.49	2337.64	542.375	727.751	0	0.312716	0.139798	0.0935942	0.142553	0.311338	0
4.32	1.39893	1.39893	0.00140065	0.00140065	-3984.64	4584.98	1061.34	727.757	0	0.321066	0.135146	0.0843611	0.141575	0.317851	0
4.33	1.37768	1.37768	0.000655383	0.000655383	-3924.03	1188.62	274.508	727.769	0	0.316999	0.137963	0.0884347	0.141245	0.315358	0
4.34	1.32757	1.32757	0.00243154	0.00243154	-3813.32	3610.2	831.844	727.772	0	0.310345	0.142075	0.0945353	0.143324	0.309721	0
4.35	1.30649	1.30649	0.00130795	0.00130795	-3660.24	1942.36	446.52	727.782	0	0.30467	0.146709	0.0976836	0.145827	0.30511	0
4.36	1.32273	1.32273	0.00100136	0.00100136	-3678.5	2919.92	669.706	727.786	0	0.304429	0.146716	0.0992028	0.143729	0.305923	0
4.37	1.35441	1.35441	0.000872536	0.000872536	-3795.69	2623.32	600.301	727.794	0	0.308942	0.144954	0.0927722	0.143827	0.309505	0
4.38	1.35021	1.35021	0.0019554	0.0019554	-3799.85	3628.5	828.425	727.801	0	0.308886	0.143376	0.0949594	0.14441	0.308369	0
4.39	1.35808	1.35808	0.000763115	0.000763115	-3719.22	2371.91	540.299	727.81	0	0.305186	0.148114	0.0946311	0.14565	0.306418	0
4.4	1.30609	1.30609	0.000482444	0.000482444	-3781.61	2005.26	455.74	727.816	0	0.308622	0.144897	0.0942003	0.142421	0.30986	0
4.41	0.983477	0.983477	0.00432557	0.00432557	-3251.65	1602.51	363.38	727.821	0	0.288303	0.156453	0.1097	0.158027	0.287517	0
4.42	1.31347	1.31347	0.000984555	0.000984555	-3618.65	2776.75	628.224	727.825	0	0.301278	0.150332	0.0979311	0.148027	0.302431	0
4.43	1.35187	1.35187	0.000713501	0.000713501	-3764.96	1718.13	387.839	727.832	0	0.307851	0.145002	0.0939385	0.145711	0.307497	0
4.44	0.970361	0.970361	0.00478857	0.00478857	-3171.45	2337.15	526.386	727.836	0	0.284668	0.157308	0.113897	0.161611	0.282516	0
4.45	1.1303	1.1303	0.00166231	0.00166231	-3444.86	1339.94	301.111	727.842	0	0.295555	0.152153	0.103029	0.155264	0.293999	0
4.46	1.26446	1.26446	0.00232093	0.00232093	-3494.45	3813.1	854.955	727.845	0	0.295967	0.151533	0.10192	0.157694	0.292886	0
4.47	1.3509	1.3509	0.000748292	0.000748292	-3728.11	1901.39	425.368	727.855	0	0.307176	0.144913	0.0953012	0.145954	0.306656	0
4.48	1.2059	1.2059	0.00255443	0.00255443	-3390.11	1422.6	317.544	727.86	0	0.290704	0.156264	0.106874	0.154644	0.291514	0
4.49	1.25106	1.25106	0.00243478	0.00243478	-3492.92	3156.06	702.909	727.863	0	0.296064	0.152324	0.102043	0.154687	0.294882	0
4.5	1.07555	1.07555	0.00266849	0.00266849	-3150.51	2494.29	554.286	727.871	0	0.281346	0.161027	0.115754	0.16003	0.281844	0
4.51	1.01391	1.01391	0.0041581	0.0041581	-3176.49	2493.4	552.861	727.877	0	0.28293	0.160342	0.112758	0.161739	0.282231	0
4.52	0.428461	0.428461	0.00208363	0.00208363	-2894.81	1800.19	398.272	727.883	0	0.267274	0.172087	0.123088	0.168466	0.269085	0
4.53	0.63843	0.63843	0.00184577	0.00184577	-2804.99	2274.22	502.036	727.888	0	0.2673	0.168467	0.128014	0.16937	0.266849	0
4.54	1.01958	1.01958	0.000851141	0.000851141	-3045.5	1179.57	259.817	727.893	0	0.275247	0.165843	0.119538	0.162407	0.276965	0
4.55	1.25107	1.25107	0.00107824	0.00107824	-3423.84	1426.89	313.601	727.896	0	0.288943	0.158256	0.106701	0.156059	0.290041	0
4.56	0.971225	0.971225	0.00156987	0.00156987	-3090.05	918.457	201.416	727.9	0	0.279034	0.162058	0.116743	0.164208	0.277959	0
4.57	0.886296	0.886296	0.0019511	0.0019511	-2787.43	1542.12	337.445	727.902	0	0.265182	0.168974	0.130407	0.171535	0.263902	0
4.58	0.516707	0.516707	0.00850849	0.00850849	-2720.35	1636.81	357.381	727.906	0	0.262626	0.172921	0.129306	0.172121	0.263026	0
4.59	0.508592	0.508592	0.00246487	0.00246487	-2688.62	2569.41	559.784	727.91	0	0.260483	0.176106	0.128608	0.172537	0.262267	0
4.6	0.176069	0.176069	0.00132431	0.00132431	-2746.74	3877.97	843.036	727.916	0	0.261733	0.173261	0.129991	0.173301	0.261714	0
4.61	0.0721803	0.0721803	0.00130715	0.00130715	-2376.34	1183.84	256.798	727.925	0	0.248222	0.179966	0.142509	0.182197	0.247106	0
4.62	0.769459	0.769459	0.00336144	0.00336144	-2774.56	1582.89	342.616	727.928	0	0.264465	0.172135	0.127358	0.171017	0.265024	0
4.63	0.239083	0.239083	0.0022499	0.0022499	-2373.61	604.217	130.5	727.932	0	0.246899	0.181894	0.142903	0.180917	0.247387	0
4.64	0.623355	0.623355	0.00250368	0.00250368	-2720.56	2317.35	499.43	727.933	0	0.260867	0.174249	0.131025	0.171734	0.262125	0
4.65	0.607542	0.607542	0.0036393	0.0036393	-2517.34	1948.37	419.005	727.939	0	0.25187	0.178745	0.139128	0.178029	0.252228	0
4.66	0.428699	0.428699	0.0018282	0.0018282	-2624.58	1399.16	300.248	727.943	0	0.258448	0.175793	0.131451	0.175927	0.258381	0
4.67	0.164711	0.164711	0.00228226	0.00228226	-2402.72	1106.49	236.936	727.947	0	0.24754	0.182141	0.142138	0.179139	0.249041	0
4.68	0.170474	0.170474	0.00244316	0.00244316	-2495.03	1149.69	245.66	727.949	0	0.250052	0.181934	0.139263	0.175466	0.253285	0
4.69	0.281121	0.281121	0.00147356	0.00147356	-2373.23	1955.41	416.933	727.952	0	0.245101	0.183321	0.143479	0.182674	0.245424	0
4.7	0.697534	0.697534	0.00254668	0.00254668	-2690.82	1917.88	408.059	727.957	0	0.260796	0.174224	0.131402	0.171341	0.262237	0
4.71	0.236223	0.236223	0.00632732	0.00632732	-2554.98	2000.09	424.648	727.961	0	0.255533	0.176581	0.13549	0.177146	0.255251	0
4.72	0.251045	0.251045	0.00268204	0.00268204	-2368.74	924.947	195.963	727.966	0	0.246159	0.182114	0.143621	0.18178	0.246326	0
4.73	0.820891	0.820891	0.00379149	0.00379149	-2602.88	2426.72	513.049	727.968	0	0.254761	0.177973	0.1346	0.177838	0.254828	0
4.74	0.586318	0.586318	0.00720804	0.00720804	-2452.63	1607.31	339.096	727.974	0	0.24986	0.180383	0.139891	0.179629	0.250237	0
4.75	0.130088	0.130088	0.00223029	0.00223029	-2286.5	1454.03	306.111	727.978	0	0.240958	0.184365	0.149392	0.184291	0.240995	0
4.76	0.713654	0.713654	0.00206586	0.00206586	-2394.64	1223.78	257.097	727.981	0	0.246052	0.181306	0.143367	0.185143	0.244133	0
4.77	0.134948	0.134948	0.00168843	0.00168843	-2356.32	1318.85	276.488	727.984	0	0.242823	0.185128	0.144559	0.184205	0.243285	0
4.78	0.561735	0.561735	0.00488694	0.00488694	-2362.92	2339.69	489.474	727.987	0	0.24497	0.182759	0.144153	0.183538	0.244581	0
4.79	0.0935834	0.0935834	0.00079687	0.00079687	-2211.21	2729.07	569.744	727.992	0	0.236947	0.186778	0.151733	0.188411	0.236131	0
4.8	0.322317	0.322317	0.00227939	0.00227939	-2220.96	810.386	168.83	727.999	0	0.23982	0.184355	0.15041	0.186835	0.23858	0
4.81	0.763618	0.763618	0.00190681	0.00190681	-2583.12	1655.96	344.275	728.001	0	0.252685	0.180678	0.136676	0.173872	0.256089	0
4.82	0.191893	0.191893	0.00232886	0.00232886	-2273.16	1263.61	262.16	728.005	0	0.240186	0.187603	0.146028	0.184393	0.241791	0
4.83	0.298894	0.298894	0.00939891	0.00939891	-2174.22	1078.05	223.199	728.007	0	0.236326	0.187634	0.152592	0.186611	0.236837	0
4.84	0.293323	0.293323	0.00148579	0.00148579	-2110.28	1750.22	361.615	728.01	0	0.235058	0.187779	0.15383	0.18877	0.234563	0
4.85	0.175925	0.175925	0.00127208	0.00127208	-2083.13	1742.55	359.288	728.014	0	0.233321	0.190631	0.153552	0.187716	0.234779	0
4.86	0.127953	0.127953	0.00239302	0.00239302	-2083.24	1178.01	242.39	728.018	0	0.231409	0.191535	0.154568	0.190626	0.231863	0
4.87	0.414602	0.414602	0.0051509	0.0051509	-2190.88	1186.56	243.648	728.021	0	0.235187	0.189181	0.15237	0.186971	0.236292	0
4.88	0.433465	0.433465	0.00527656	0.00527656	-2177.18	1176.05	240.994	728.023	0	0.234125	0.189076	0.15392	0.18843	0.234448	0
4.89	0.453618	0.453618	0.00479588	0.00479588	-2022.65	1167.08	238.667	728.026	0	0.227413	0.195475	0.157334	0.189257	0.230522	0
4.9	0.244484	0.244484	0.00222156	0.00222156	-2294.57	978.975	199.791	728.029	0	0.242143	0.182182	0.147489	0.189903	0.238283	0
4.91	0.134308	0.134308	0.00163508	0.00163508	-1806.06	713.031	145.22	728.031	0	0.221331	0.195856	0.165244	0.196622	0.220948	0
4.92	0.160912	0.160912	0.00173225	0.00173225	-1948.03	1244.35	252.917	728.032	0	0.226966	0.192979	0.159132	0.194936	0.225987	0
4.93	0.490062	0.490062	0.00481994	0.00481994	-2076.82	1600.96	324.738	728.035	0	0.230896	0.191807	0.155796	0.189405	0.232097	0
4.94	0.548112	0.548112	0.0053358	0.0053358	-2119.52	1186.92	240.267	728.039	0	0.231859	0.19121	0.154313	0.190308	0.23231	0
4.95	0.332173	0.332173	0.00553348	0.00553348	-1982.42	798.5	161.313	728.042	0	0.227583	0.192502	0.15879	0.194581	0.226543	0
4.96	0.114576	0.114576	0.00182335	0.00182335	-2050.93	748.423	150.892	728.043	0	0.230219	0.191803	0.154446	0.194823	0.228709	0
4.97	0.159047	0.159047	0.00240957	0.00240957	-2124.59	927.252	186.57	728.045	0	0.230788	0.192523	0.155399	0.188482	0.232808	0
4.98	0.0794177	0.0794177	0.000685108	0.000685108	-1872.15	773.1	155.241	728.047	0	0.22361	0.193945	0.163109	0.197507	0.221829	0
4.99	0.255409	0.255409	0.00289185	0.00289185	-2020.21	1398.24	280.208	728.049	0	0.228336	0.190897	0.160809	0.192347	0.227611	0
5	0.194734	0.194734	0.00108948	0.00108948	-2011.38	961.568	192.314	728.052	0	0.227229	0.19324	0.158741	0.19388	0.226909	0
5.01	0.158463	0.158463	0.00257592	0.00257592	-1905	1179.28	235.385	728.054	0	0.223098	0.195722	0.162248	0.195945	0.222986	0
5.02	0.156978	0.156978	0.00160452	0.00160452	-1953.12	1013.87	201.966	728.057	0	0.223698	0.194815	0.163454	0.193857	0.224176	0
5.03	0.198333	0.198333	0.00322516	0.00322516	-1923.94	1217.62	242.071	728.059	0	0.222613	0.196103	0.163716	0.193805	0.223763	0
5.04	0.222717	0.222717	0.0039718	0.0039718	-1890.11	999.86	198.385	728.062	0	0.220421	0.196333	0.165087	0.199141	0.219018	0
5.05	0.215591	0.215591	0.00155576	0.00155576	-1766.28	479.903	95.0303	728.064	0	0.21781	0.197778	0.168099	0.199225	0.217087	0
5.06	0.102313	0.102313	0.00069523	0.00069523	-1892.18	1356.09	268.001	728.065	0	0.222907	0.194671	0.16421	0.19594	0.222272	0
5.07	0.230131	0.230131	0.0036073	0.0036073	-1819.89	719.472	141.908	728.068	0	0.217875	0.199922	0.166422	0.19589	0.219891	0
5.08	0.355073	0.355073	0.0107785	0.0107785	-1879.17	1175.83	231.462	728.069	0	0.221147	0.197278	0.163576	0.196426	0.221573	0
5.09	0.0853774	0.0853774	0.00109203	0.00109203	-1875.54	581.846	114.312	728.072	0	0.222019	0.195744	0.164436	0.195819	0.221981	0
5.1	0.260405	0.260405	0.00145499	0.00145499	-1883.41	1278.02	250.592	728.073	0	0.220311	0.197971	0.16228	0.200282	0.219156	0
5.11	0.131156	0.131156	0.00226327	0.00226327	-1985.63	1696.72	332.04	728.076	0	0.223724	0.194744	0.163515	0.193842	0.224175	0
5.12	0.127195	0.127195	0.000911755	0.000911755	-1749.45	788.165	153.938	728.08	0	0.216899	0.19995	0.167357	0.19784	0.217954	0
5.13	0.173324	0.173324	0.00217899	0.00217899	-1679.47	718.291	140.018	728.081	0	0.212866	0.200281	0.173891	0.19991	0.213052	0
5.14	0.0964088	0.0964088	0.000790403	0.000790403	-1635.65	1028.16	200.03	728.083	0	0.21028	0.202118	0.174127	0.204273	0.209203	0
5.15	0.216828	0.216828	0.00215821	0.00215821	-1717.95	1164.18	226.055	728.085	0	0.212356	0.202992	0.170287	0.201026	0.213339	0
5.16	0.0855082	0.0855082	0.000695867	0.000695867	-1732.6	898.583	174.144	728.088	0	0.214259	0.200884	0.170437	0.199438	0.214982	0
5.17	0.18659	0.18659	0.00156221	0.00156221	-1735.53	1261.46	243.995	728.09	0	0.215606	0.19937	0.169814	0.199835	0.215374	0
5.18	0.146917	0.146917	0.00122841	0.00122841	-1676.8	1072.61	207.068	728.092	0	0.212048	0.202744	0.171158	0.20126	0.21279	0
5.19	0.105433	0.105433	0.000939643	0.000939643	-1637.36	723.905	139.481	728.095	0	0.208665	0.203209	0.176171	0.20337	0.208585	0
5.2	0.0482739	0.0482739	0.000282685	0.000282685	-1808.87	1242.83	239.006	728.096	0	0.217371	0.200345	0.165741	0.197999	0.218544	0
5.21	0.143386	0.143386	0.00161824	0.00161824	-1632.19	854.993	164.106	728.099	0	0.206125	0.206025	0.176807	0.203809	0.207233	0
5.22	0.21638	0.21638	0.00192584	0.00192584	-1699.37	1567.06	300.204	728.101	0	0.212738	0.199819	0.173285	0.203024	0.211135	0
5.23	0.0906507	0.0906507	0.000795502	0.000795502	-1605.11	734.98	140.532	728.104	0	0.209219	0.201803	0.17699	0.203735	0.208253	0
5.24	0.103947	0.103947	0.000571792	0.000571792	-1508.19	646.483	123.375	728.106	0	0.205024	0.205293	0.178725	0.206575	0.204383	0
5.25	0.107117	0.107117	0.000842366	0.000842366	-1639.72	1004.63	191.357	728.107	0	0.210595	0.202365	0.173792	0.202939	0.210308	0
5.26	0.162976	0.162976	0.00189833	0.00189833	-1646.16	726.95	138.203	728.109	0	0.20934	0.202861	0.175718	0.20262	0.209461	0
5.27	0.122554	0.122554	0.00172913	0.00172913	-1520.34	831.921	157.86	728.111	0	0.20538	0.205291	0.178543	0.205522	0.205264	0
5.28	0.16512	0.16512	0.00171957	0.00171957	-1661.67	827.181	156.663	728.112	0	0.211944	0.201696	0.17368	0.199775	0.212904	0
5.29	0.181899	0.181899	0.00197086	0.00197086	-1634.3	1185.65	224.131	728.114	0	0.210779	0.201364	0.174641	0.203509	0.209707	0
5.3	0.174607	0.174607	0.0021116	0.0021116	-1568.8	750.454	141.595	728.117	0	0.206327	0.204572	0.177705	0.205563	0.205832	0
5.31	0.453733	0.453733	0.0014505	0.0014505	-1764.3	952.917	179.457	728.118	0	0.214647	0.200338	0.168489	0.203419	0.213107	0
5.32	0.0521851	0.0521851	0.00030514	0.00030514	-1597.78	696.491	130.919	728.12	0	0.207605	0.204406	0.176796	0.202772	0.208422	0
5.33	0.0782274	0.0782274	0.000559358	0.000559358	-1571.49	450.685	84.5563	728.122	0	0.206174	0.20472	0.178142	0.20486	0.206104	0
5.34	0.133001	0.133001	0.00164186	0.00164186	-1501.01	534.753	100.141	728.123	0	0.201761	0.208067	0.181889	0.204978	0.203305	0
5.35	0.29203	0.29203	0.00370455	0.00370455	-1546.82	944.444	176.532	728.124	0	0.204572	0.20627	0.178867	0.205169	0.205123	0
5.36	0.169277	0.169277	0.00215866	0.00215866	-1485.83	534.863	99.788	728.126	0	0.203145	0.204492	0.183241	0.207462	0.20166	0
5.37	0.126473	0.126473	0.00101536	0.00101536	-1552.27	921.464	171.595	728.127	0	0.20484	0.205228	0.178907	0.207144	0.203881	0
5.38	0.226016	0.226016	0.00194547	0.00194547	-1554.1	808.246	150.232	728.129	0	0.20539	0.204979	0.179208	0.205084	0.205338	0
5.39	0.165632	0.165632	0.00226236	0.00226236	-1510.57	492.339	91.343	728.13	0	0.200944	0.208841	0.181841	0.206019	0.202355	0
5.4	0.127952	0.127952	0.00098141	0.00098141	-1519.15	340.689	63.0906	728.131	0	0.204088	0.20675	0.17792	0.207556	0.203685	0
5.41	0.147697	0.147697	0.00158459	0.00158459	-1477.7	510.429	94.3492	728.132	0	0.201555	0.208936	0.180945	0.205081	0.203482	0
5.42	0.169446	0.169446	0.00166613	0.00166613	-1608.65	1043.25	192.482	728.133	0	0.206458	0.204396	0.176814	0.207356	0.204978	0
5.43	0.171249	0.171249	0.00277208	0.00277208	-1493.58	531.74	97.9263	728.135	0	0.201838	0.208203	0.180867	0.206303	0.202789	0
5.44	0.137792	0.137792	0.0010578	0.0010578	-1464.31	703.014	129.231	728.136	0	0.201714	0.208258	0.181314	0.205743	0.202971	0
5.45	0.126486	0.126486	0.00114503	0.00114503	-1466.2	670.533	123.034	728.138	0	0.202729	0.207034	0.180741	0.2065	0.202996	0
5.46	0.114102	0.114102	0.00116772	0.00116772	-1513.05	783.509	143.5	728.139	0	0.202903	0.207052	0.180165	0.206904	0.202976	0
5.47	0.116836	0.116836	0.00130146	0.00130146	-1459.73	552.359	100.98	728.141	0	0.199929	0.208596	0.182754	0.208987	0.199734	0
5.48	0.0923757	0.0923757	0.00132149	0.00132149	-1488.65	554.168	101.125	728.142	0	0.200714	0.208693	0.182647	0.20577	0.202176	0
5.49	0.171987	0.171987	0.00103165	0.00103165	-1418.61	1006.91	183.408	728.143	0	0.199119	0.20758	0.18513	0.210522	0.197648	0
5.5	0.16155	0.16155	0.00116598	0.00116598	-1405.58	395.038	71.8251	728.145	0	0.201464	0.205798	0.184776	0.2072	0.200762	0
5.51	0.054935	0.054935	0.000248531	0.000248531	-1448.81	584.489	106.078	728.146	0	0.200183	0.208728	0.182509	0.208064	0.200515	0
5.52	0.0924027	0.0924027	0.000486501	0.000486501	-1406.87	733.024	132.794	728.147	0	0.197463	0.209391	0.187203	0.20757	0.198373	0
5.53	0.130172	0.130172	0.00177616	0.00177616	-1469.24	428.042	77.4037	728.148	0	0.199194	0.20899	0.182852	0.210546	0.198416	0
5.54	0.134959	0.134959	0.00191518	0.00191518	-1468.66	703.432	126.973	728.149	0	0.199651	0.209742	0.181316	0.209536	0.199754	0
5.55	0.085767	0.085767	0.00066554	0.00066554	-1390.31	367.266	66.174	728.151	0	0.198498	0.211007	0.182426	0.208135	0.199934	0
5.56	0.113222	0.113222	0.00175312	0.00175312	-1349.31	406.674	73.1427	728.151	0	0.196812	0.209778	0.187928	0.207562	0.19792	0
5.57	0.126299	0.126299	0.00142213	0.00142213	-1370.6	562.162	100.927	728.152	0	0.19546	0.211187	0.18682	0.210961	0.195573	0
5.58	0.163421	0.163421	0.00206714	0.00206714	-1380.93	530.471	95.0665	728.153	0	0.195546	0.210489	0.187135	0.212078	0.194751	0
5.59	0.137386	0.137386	0.000901828	0.000901828	-1447.09	913.259	163.374	728.154	0	0.199465	0.207562	0.18565	0.208154	0.199169	0
5.6	0.167382	0.167382	0.00097318	0.00097318	-1455.96	548.397	97.9281	728.156	0	0.199902	0.208129	0.184445	0.207116	0.200409	0
5.61	0.116627	0.116627	0.00131469	0.00131469	-1327.43	632.075	112.669	728.157	0	0.193898	0.213775	0.187673	0.207737	0.196917	0
5.62	0.0823361	0.0823361	0.00089078	0.00089078	-1411.69	610.552	108.639	728.159	0	0.199525	0.210336	0.181206	0.208478	0.200454	0
5.63	0.114119	0.114119	0.000828302	0.000828302	-1368.2	451.677	80.2268	728.16	0	0.197066	0.209809	0.185035	0.212239	0.19585	0
5.64	0.08454	0.08454	0.000546194	0.000546194	-1348.2	420.375	74.5347	728.161	0	0.19583	0.210405	0.187574	0.210317	0.195874	0
5.65	0.0766265	0.0766265	0.000508681	0.000508681	-1306.7	562.398	99.5394	728.162	0	0.193271	0.213217	0.188251	0.210764	0.194497	0
5.66	0.148541	0.148541	0.0018019	0.0018019	-1316.08	689.421	121.806	728.163	0	0.193539	0.213756	0.187086	0.210403	0.195215	0
5.67	0.117424	0.117424	0.000895748	0.000895748	-1323.84	499.888	88.1636	728.164	0	0.192282	0.214079	0.189091	0.21045	0.194097	0
5.68	0.124093	0.124093	0.000759179	0.000759179	-1309.18	809.583	142.532	728.165	0	0.19347	0.212067	0.188079	0.213762	0.192622	0
5.69	0.125249	0.125249	0.000912983	0.000912983	-1294.16	275.872	48.4836	728.167	0	0.193127	0.212071	0.189722	0.211835	0.193245	0
5.7	0.0870002	0.0870002	0.0006896	0.0006896	-1298.09	638.384	111.997	728.167	0	0.193774	0.212301	0.188702	0.210594	0.194628	0
5.71	0.0843812	0.0843812	0.000747155	0.000747155	-1375.45	837.326	146.642	728.168	0	0.196901	0.210288	0.185151	0.211231	0.196429	0
5.72	0.086836	0.086836	0.000800835	0.000800835	-1334.87	441.157	77.1253	728.17	0	0.195422	0.211069	0.186584	0.211937	0.194988	0
5.73	0.104429	0.104429	0.000493898	0.000493898	-1272.33	621.631	108.487	728.171	0	0.189261	0.216693	0.190031	0.212815	0.1912	0
5.74	0.107245	0.107245	0.000668369	0.000668369	-1409.03	533.015	92.8598	728.172	0	0.196207	0.2103	0.186268	0.211736	0.195489	0
5.75	0.0907689	0.0907689	0.000862546	0.000862546	-1255.65	421.755	73.3486	728.173	0	0.191264	0.212032	0.192091	0.214665	0.189947	0
5.76	0.0974083	0.0974083	0.000927623	0.000927623	-1269.91	552.547	95.9283	728.174	0	0.190873	0.213992	0.190995	0.212543	0.191597	0
5.77	0.131275	0.131275	0.00193404	0.00193404	-1289.62	479.357	83.0774	728.175	0	0.191957	0.213204	0.190507	0.211547	0.192785	0
5.78	0.0678515	0.0678515	0.000634459	0.000634459	-1239.75	335.65	58.071	728.176	0	0.192078	0.210806	0.192372	0.214526	0.190218	0
5.79	0.121425	0.121425	0.00146443	0.00146443	-1241.93	435.78	75.2643	728.177	0	0.189681	0.213178	0.19549	0.210763	0.190888	0
5.8	0.134626	0.134626	0.00117578	0.00117578	-1305.41	568.474	98.0127	728.177	0	0.192898	0.211205	0.190361	0.214072	0.191464	0
5.81	0.10555	0.10555	0.00105797	0.00105797	-1235.7	370.898	63.8379	728.178	0	0.19074	0.212558	0.192528	0.214309	0.189865	0
5.82	0.0815821	0.0815821	0.000608186	0.000608186	-1236.61	291.371	50.0638	728.179	0	0.189021	0.21308	0.194071	0.216536	0.187292	0
5.83	0.0697388	0.0697388	0.000442709	0.000442709	-1279.88	473.295	81.1826	728.18	0	0.192552	0.213312	0.188254	0.213346	0.192535	0
5.84	0.0802738	0.0802738	0.000630838	0.000630838	-1251.42	797.709	136.594	728.181	0	0.18977	0.214303	0.192621	0.212769	0.190537	0
5.85	0.0936294	0.0936294	0.000925383	0.000925383	-1197.76	438.421	74.9438	728.182	0	0.188569	0.213278	0.195251	0.215388	0.187514	0
5.86	0.141598	0.141598	0.00131272	0.00131272	-1255.91	860.952	146.92	728.183	0	0.190101	0.212328	0.195029	0.212556	0.189987	0
5.87	0.0628881	0.0628881	0.000427778	0.000427778	-1226.94	287.925	49.0502	728.185	0	0.189937	0.214181	0.191868	0.21397	0.190043	0
5.88	0.0763859	0.0763859	0.000478546	0.000478546	-1227.74	537.655	91.4379	728.185	0	0.188501	0.213785	0.195125	0.21439	0.188199	0
5.89	0.115638	0.115638	0.00098471	0.00098471	-1278.32	441.136	74.8957	728.186	0	0.190732	0.213036	0.193105	0.211754	0.191373	0
5.9	0.0801823	0.0801823	0.000755685	0.000755685	-1240.85	514.216	87.1553	728.187	0	0.190436	0.212941	0.192628	0.214178	0.189817	0
5.91	0.0685403	0.0685403	0.000341637	0.000341637	-1171.34	330.98	56.0034	728.188	0	0.187371	0.213715	0.196799	0.215772	0.186342	0
5.92	0.0771107	0.0771107	0.00090145	0.00090145	-1179.29	283.91	47.9577	728.189	0	0.187939	0.214897	0.193429	0.216693	0.187042	0
5.93	0.087541	0.087541	0.000808014	0.000808014	-1179.51	251.7	42.4451	728.189	0	0.186886	0.217291	0.193165	0.214251	0.188406	0
5.94	0.0834021	0.0834021	0.000599319	0.000599319	-1200.13	290.837	48.9624	728.19	0	0.188899	0.215926	0.191997	0.212635	0.190544	0
5.95	0.0835506	0.0835506	0.0006643	0.0006643	-1204.84	288.963	48.5652	728.19	0	0.188167	0.215148	0.195155	0.211576	0.189953	0
5.96	0.107607	0.107607	0.000623161	0.000623161	-1233.35	485.123	81.3965	728.191	0	0.191774	0.211834	0.191636	0.21413	0.190627	0
5.97	0.0682843	0.0682843	0.000757289	0.000757289	-1224.07	410.816	68.8134	728.192	0	0.189681	0.214446	0.191319	0.215301	0.189254	0
5.98	0.115415	0.115415	0.000785019	0.000785019	-1236.17	435.995	72.9089	728.192	0	0.188454	0.2142	0.1934	0.216785	0.187161	0
5.99	0.10831	0.10831	0.00105903	0.00105903	-1233.42	311.318	51.973	728.193	0	0.188829	0.215538	0.192285	0.213501	0.189847	0
6	0.0821641	0.0821641	0.000749264	0.000749264	-1219.14	576.207	96.0345	728.194	0	0.188689	0.213402	0.194227	0.216585	0.187098	0
6.01	0.0905081	0.0905081	0.000431475	0.000431475	-1167.52	317.126	52.7663	728.195	0	0.18369	0.21834	0.197184	0.215851	0.184935	0
6.02	0.116975	0.116975	0.00066392	0.00066392	-1154.51	358.377	59.5311	728.195	0	0.183916	0.21747	0.198406	0.215115	0.185093	0
6.03	0.117576	0.117576	0.000960632	0.000960632	-1131.12	468.458	77.6878	728.196	0	0.184369	0.217172	0.197842	0.215324	0.185293	0
6.04	0.10792	0.10792	0.000987018	0.000987018	-1215.12	580.819	96.1621	728.197	0	0.187791	0.215019	0.194637	0.214502	0.18805	0
6.05	0.0797375	0.0797375	0.000533678	0.000533678	-1155.59	418.12	69.1107	728.198	0	0.187043	0.214928	0.194368	0.218311	0.185351	0
6.06	0.0753249	0.0753249	0.000482705	0.000482705	-1154.04	413.811	68.2856	728.199	0	0.186137	0.215059	0.195656	0.218961	0.184186	0
6.07	0.108317	0.108317	0.00102445	0.00102445	-1155.76	341.806	56.3107	728.2	0	0.187538	0.213287	0.1961	0.217787	0.185288	0
6.08	0.0759192	0.0759192	0.000715825	0.000715825	-1145.35	390.756	64.2691	728.2	0	0.185221	0.217573	0.195747	0.214903	0.186556	0
6.09	0.106446	0.106446	0.00103227	0.00103227	-1170.19	234.238	38.4628	728.201	0	0.185778	0.216272	0.195876	0.216319	0.185755	0
6.1	0.0797369	0.0797369	0.000526782	0.000526782	-1115.54	450.273	73.8152	728.201	0	0.186343	0.213906	0.197581	0.217748	0.184422	0
6.11	0.0970698	0.0970698	0.000580886	0.000580886	-1115.89	337.566	55.2481	728.202	0	0.184523	0.215066	0.200014	0.216681	0.183716	0
6.12	0.0843685	0.0843685	0.000544753	0.000544753	-1126.83	342.235	55.9208	728.203	0	0.184057	0.218558	0.195107	0.217881	0.184396	0
6.13	0.0891669	0.0891669	0.000728375	0.000728375	-1144.87	330.254	53.875	728.203	0	0.185727	0.214616	0.19825	0.216747	0.184661	0
