Temperature	Magnetism_One	Magntism_Two	Susceptibility_One	Susceptibility_Two	Energy	Heat_Capacity	Heat_Capacity_Over_Temp	Entropy	Prob_S3	Prob_S2	Prob_S1	Prob_S0	Prob_S-1	Prob_S-2	Prob_S-3	
5.61	2.7545	2.7545	6.00184e-005	6.00184e-005	-13679.9	1002.1	178.628	590.359	0.399758	0.0822471	0.0156208	0.00391863	0.0170217	0.0819318	0.399502
5.62	2.75189	2.75189	7.63756e-005	7.63756e-005	-13663.6	1254.67	223.25	590.361	0.400634	0.0794458	0.0164114	0.00647563	0.0166075	0.0806817	0.399744
5.63	2.7461	2.7461	6.63822e-005	6.63822e-005	-13610	1075.76	191.076	590.364	0.396622	0.0833199	0.0188086	0.00613449	0.0152969	0.0794365	0.400382
5.64	2.73163	2.73163	7.62902e-005	7.62902e-005	-13466.1	1152.24	204.297	590.366	0.392954	0.0859741	0.0194136	0.00739712	0.015496	0.0815687	0.397197
5.65	2.74155	2.74155	8.15253e-005	8.15253e-005	-13562.4	1310.64	231.971	590.368	0.396297	0.0831255	0.0172604	0.00640232	0.0169748	0.08439	0.39555
5.66	2.74652	2.74652	4.98082e-005	4.98082e-005	-13613.2	739.583	130.668	590.371	0.399531	0.0794278	0.0173824	0.00671204	0.0171833	0.0816419	0.398121
5.67	2.75949	2.75949	7.25919e-005	7.25919e-005	-13740.5	1139.86	201.034	590.372	0.400689	0.0823815	0.0143026	0.00634923	0.0162474	0.0752081	0.404823
5.68	2.72807	2.72807	8.55845e-005	8.55845e-005	-13427.3	1333.83	234.83	590.374	0.393303	0.0834711	0.0186733	0.00859702	0.0190147	0.0843133	0.392628
5.69	2.7316	2.7316	7.43382e-005	7.43382e-005	-13459.8	1164.42	204.643	590.377	0.394142	0.0839673	0.0179129	0.00806364	0.0185539	0.0823607	0.394999
5.7	2.7447	2.7447	7.74487e-005	7.74487e-005	-13592.8	1197.28	210.05	590.379	0.396166	0.0847825	0.0163427	0.00574178	0.0158107	0.0848714	0.396284
5.71	2.74197	2.74197	7.83507e-005	7.83507e-005	-13571.8	1166.77	204.338	590.382	0.394675	0.0872018	0.0149577	0.0060334	0.0177423	0.0825261	0.396864
5.72	2.73489	2.73489	4.56704e-005	4.56704e-005	-13498.6	697.524	121.945	590.384	0.392704	0.0874551	0.0167513	0.00653102	0.0161335	0.0876379	0.392788
5.73	2.74556	2.74556	6.58298e-005	6.58298e-005	-13602.7	1066.97	186.207	590.385	0.396708	0.08433	0.0157653	0.00581628	0.0166036	0.0843827	0.396394
5.74	2.74153	2.74153	5.84586e-005	5.84586e-005	-13573.2	925.49	161.235	590.387	0.395736	0.0833538	0.0180263	0.00617122	0.0178311	0.0825355	0.396346
5.75	2.75258	2.75258	0.000113921	0.000113921	-13674.4	1954.69	339.946	590.389	0.397705	0.0842033	0.0160108	0.00491847	0.0161699	0.081614	0.399378
5.76	2.7295	2.7295	9.6026e-005	9.6026e-005	-13455.2	1521.77	264.196	590.393	0.393393	0.0837994	0.018997	0.00724363	0.0183691	0.0861901	0.392008
5.77	2.73122	2.73122	0.000153733	0.000153733	-13472.9	2284.81	395.981	590.396	0.393123	0.0858611	0.0171867	0.00750743	0.0172351	0.0862167	0.39287
5.78	2.74244	2.74244	8.63472e-005	8.63472e-005	-13577.9	1405.75	243.21	590.4	0.397737	0.0815116	0.0174343	0.00711626	0.0156376	0.0836616	0.396902
5.79	2.73841	2.73841	5.99883e-005	5.99883e-005	-13540.8	889.558	153.637	590.403	0.395011	0.0848405	0.0161626	0.00698836	0.0165029	0.0871081	0.393386
5.8	2.72246	2.72246	5.29605e-005	5.29605e-005	-13373.5	811.57	139.926	590.405	0.389565	0.0886345	0.0173964	0.00810695	0.0192336	0.0870622	0.390001
5.81	2.7277	2.7277	7.77194e-005	7.77194e-005	-13435.1	1178.55	202.849	590.406	0.392154	0.0860846	0.0177258	0.00717047	0.0184876	0.0872637	0.391114
5.82	2.73075	2.73075	5.49784e-005	5.49784e-005	-13463.1	810.435	139.25	590.408	0.392902	0.0845983	0.0188056	0.00804402	0.015868	0.0885049	0.391277
5.83	2.71171	2.71171	5.06767e-005	5.06767e-005	-13269.8	719.717	123.451	590.41	0.386656	0.0884747	0.0216359	0.0078294	0.0185769	0.0905041	0.386323
5.84	2.71713	2.71713	6.86377e-005	6.86377e-005	-13339.2	993.393	170.102	590.411	0.39025	0.0864257	0.0182239	0.00854543	0.0194252	0.0889905	0.388139
5.85	2.71419	2.71419	8.89068e-005	8.89068e-005	-13316	1213.62	207.457	590.413	0.390082	0.086706	0.0187218	0.00799409	0.0195363	0.0880365	0.388923
5.86	2.72568	2.72568	6.8753e-005	6.8753e-005	-13425	1008.58	172.112	590.416	0.39137	0.0859006	0.0193567	0.00792117	0.017152	0.0867849	0.391515
5.87	2.72653	2.72653	6.66316e-005	6.66316e-005	-13429.9	990.825	168.795	590.418	0.389225	0.0907654	0.0162459	0.0066513	0.0193043	0.0872759	0.390532
5.88	2.71544	2.71544	6.6878e-005	6.6878e-005	-13319.2	983.95	167.338	590.419	0.386808	0.0908198	0.0189613	0.00842665	0.0195033	0.0849218	0.390559
5.89	2.72227	2.72227	5.97447e-005	5.97447e-005	-13399.7	859.796	145.976	590.421	0.388817	0.090177	0.0175245	0.00779406	0.0185779	0.0855747	0.391534
5.9	2.71615	2.71615	5.35779e-005	5.35779e-005	-13315.2	814.73	138.09	590.423	0.387017	0.0897691	0.0195644	0.00707542	0.0186044	0.0923594	0.38561
5.91	2.70896	2.70896	8.78267e-005	8.78267e-005	-13245.7	1312.47	222.076	590.424	0.387931	0.0857942	0.0210354	0.00876116	0.0208117	0.0913931	0.384273
5.92	2.71902	2.71902	4.98825e-005	4.98825e-005	-13355.6	733.897	123.969	590.427	0.388869	0.089387	0.0176541	0.0072738	0.0192255	0.088961	0.388629
5.93	2.67873	2.67873	6.34783e-005	6.34783e-005	-12960	894.916	150.913	590.428	0.377701	0.094197	0.0239725	0.0100805	0.023306	0.0900656	0.380677
5.94	2.69961	2.69961	7.10231e-005	7.10231e-005	-13170.1	1050.16	176.795	590.43	0.383626	0.0912454	0.0212363	0.00928211	0.0203505	0.088523	0.385737
5.95	2.71595	2.71595	5.00112e-005	5.00112e-005	-13337.5	705.054	118.496	590.432	0.388954	0.0881842	0.018031	0.007268	0.0194824	0.0924629	0.385618
5.96	2.69616	2.69616	7.17126e-005	7.17126e-005	-13134.7	1038.43	174.234	590.433	0.384113	0.0882232	0.022713	0.00879578	0.0226331	0.0917014	0.381821
5.97	2.69285	2.69285	5.83005e-005	5.83005e-005	-13109.6	773.164	129.508	590.435	0.380449	0.0933966	0.021108	0.00988156	0.0235851	0.0890782	0.382502
5.98	2.69815	2.69815	5.05613e-005	5.05613e-005	-13155.2	778.16	130.127	590.437	0.382554	0.0927192	0.0197216	0.00881109	0.0217911	0.0921789	0.382224
5.99	2.69996	2.69996	0.000117631	0.000117631	-13179	1690.9	282.288	590.438	0.383256	0.090686	0.021905	0.00925507	0.021011	0.0896261	0.384261
6	2.69592	2.69592	7.64506e-005	7.64506e-005	-13135.1	1081.8	180.3	590.441	0.382167	0.0909564	0.0226766	0.00919767	0.0203713	0.0931746	0.381457
6.01	2.71328	2.71328	6.79932e-005	6.79932e-005	-13309	995.259	165.6	590.443	0.387448	0.0889784	0.0193292	0.00688195	0.0212103	0.0900346	0.386117
6.02	2.69669	2.69669	5.35866e-005	5.35866e-005	-13148.7	713.71	118.556	590.445	0.382485	0.0924856	0.0197238	0.00895968	0.0232202	0.0904491	0.382677
6.03	2.69301	2.69301	0.000136046	0.000136046	-13109.4	1870.14	310.139	590.446	0.382392	0.0915119	0.0212934	0.00916868	0.0215076	0.0923924	0.381734
6.04	2.68772	2.68772	0.000113693	0.000113693	-13053.3	1669	276.325	590.45	0.376593	0.0977676	0.0228137	0.0100248	0.0213204	0.0876348	0.383846
6.05	2.69029	2.69029	0.000136489	0.000136489	-13089.2	1962.97	324.457	590.453	0.381804	0.0914142	0.0217763	0.0104905	0.0225972	0.0883367	0.383582
6.06	2.68778	2.68778	7.8343e-005	7.8343e-005	-13045.6	1124.65	185.587	590.456	0.379196	0.0933117	0.023062	0.00975175	0.0214296	0.0939019	0.379347
6.07	2.69485	2.69485	9.5934e-005	9.5934e-005	-13140	1341.06	220.932	590.458	0.382091	0.0926638	0.0203588	0.0079026	0.0210101	0.0969742	0.379
6.08	2.69154	2.69154	8.88738e-005	8.88738e-005	-13086.5	1303.53	214.396	590.461	0.380732	0.0931319	0.0216903	0.0093787	0.0203847	0.0942833	0.380399
6.09	2.68059	2.68059	8.32188e-005	8.32188e-005	-13001.8	1222	200.656	590.463	0.376818	0.0965546	0.0217254	0.0101299	0.0226067	0.0938129	0.378352
6.1	2.68477	2.68477	0.000107947	0.000107947	-13034.4	1448.98	237.538	590.466	0.379189	0.0954497	0.0204284	0.00985594	0.0238921	0.0885523	0.382633
6.11	2.67595	2.67595	5.98914e-005	5.98914e-005	-12933	868.839	142.2	590.468	0.375343	0.0974901	0.0224512	0.010129	0.0242494	0.0918005	0.378537
6.12	2.68468	2.68468	8.6819e-005	8.6819e-005	-13023.8	1239.34	202.506	590.47	0.378685	0.09347	0.0226865	0.0091887	0.0217412	0.0987459	0.375483
6.13	2.68106	2.68106	4.90456e-005	4.90456e-005	-13008.8	666.062	108.656	590.472	0.377148	0.095395	0.0219491	0.0104139	0.0234886	0.0941195	0.377486
6.14	2.68261	2.68261	6.57555e-005	6.57555e-005	-13029.6	934.853	152.256	590.473	0.37992	0.0930243	0.0210354	0.00959972	0.0226799	0.0970573	0.376683
6.15	2.68243	2.68243	6.5079e-005	6.5079e-005	-13001.1	846.965	137.718	590.475	0.37666	0.0956901	0.0234151	0.00940694	0.0240005	0.0917082	0.379119
6.16	2.68401	2.68401	9.52412e-005	9.52412e-005	-13046.7	1404.21	227.957	590.476	0.380253	0.0922143	0.0215888	0.0103829	0.0220018	0.0959042	0.377655
6.17	2.65487	2.65487	0.00010717	0.00010717	-12771.3	1155.04	187.202	590.479	0.368262	0.100503	0.0257216	0.0120875	0.0251826	0.0984042	0.36984
6.18	2.69871	2.69871	0.000103057	0.000103057	-13174.5	1441.51	233.254	590.481	0.380158	0.0953581	0.0202663	0.00902442	0.0208955	0.092334	0.381964
6.19	2.67162	2.67162	9.04221e-005	9.04221e-005	-12891.1	1230.73	198.825	590.484	0.374121	0.0964383	0.0238875	0.010478	0.0222076	0.101683	0.371184
6.2	2.65145	2.65145	0.000123825	0.000123825	-12717.2	1586.84	255.942	590.486	0.370067	0.097215	0.0259227	0.0116667	0.0266727	0.101487	0.366969
6.21	2.66587	2.66587	6.7728e-005	6.7728e-005	-12850.1	857.718	138.119	590.489	0.37407	0.0957802	0.0239107	0.0107897	0.0249377	0.0987925	0.371719
6.22	2.68254	2.68254	4.82249e-005	4.82249e-005	-13027.2	617.498	99.2763	590.49	0.376429	0.0962189	0.0229369	0.00993019	0.0217538	0.095287	0.377444
6.23	2.65781	2.65781	7.14815e-005	7.14815e-005	-12777.1	885.06	142.064	590.491	0.37106	0.09817	0.0243519	0.0124194	0.0255043	0.0971156	0.371379
6.24	2.67206	2.67206	0.00010832	0.00010832	-12913.6	1409.68	225.91	590.493	0.373264	0.0983813	0.0232727	0.0109172	0.0231758	0.0963125	0.374676
6.25	2.65423	2.65423	0.00016536	0.00016536	-12745.9	2143.63	342.981	590.495	0.368271	0.101398	0.0246841	0.0130193	0.0248504	0.0958886	0.371889
6.26	2.64789	2.64789	0.000126674	0.000126674	-12674.9	1803.04	288.025	590.499	0.366966	0.101461	0.0252586	0.0129546	0.0273298	0.0963442	0.369686
6.27	2.65548	2.65548	0.000126943	0.000126943	-12765.4	1598.44	254.934	590.502	0.371493	0.0975644	0.024802	0.0131576	0.023053	0.0984305	0.371499
6.28	2.65141	2.65141	0.000127919	0.000127919	-12730.4	1440.89	229.441	590.505	0.369994	0.0982062	0.025831	0.0114901	0.0262362	0.0987376	0.369505
6.29	2.65274	2.65274	0.000125911	0.000125911	-12747.1	1664.83	264.678	590.508	0.369717	0.0982489	0.0254849	0.0123003	0.0261494	0.0993148	0.368785
6.3	2.64556	2.64556	9.17228e-005	9.17228e-005	-12662.4	1173.2	186.222	590.511	0.366447	0.102203	0.0254008	0.0125304	0.0254951	0.100121	0.367803
6.31	2.62388	2.62388	7.39156e-005	7.39156e-005	-12448.7	912.585	144.625	590.513	0.359145	0.10627	0.0292808	0.0141284	0.0282204	0.0978289	0.365126
6.32	2.63959	2.63959	9.27941e-005	9.27941e-005	-12613.7	1145.24	181.209	590.514	0.367326	0.0986781	0.0272508	0.0122195	0.0289277	0.0991348	0.366463
6.33	2.63888	2.63888	8.13594e-005	8.13594e-005	-12608.1	915.648	144.652	590.516	0.366271	0.0999613	0.0271734	0.014285	0.0265448	0.097928	0.367836
6.34	2.66181	2.66181	8.41393e-005	8.41393e-005	-12819.6	1026.25	161.869	590.518	0.372387	0.0967396	0.0251855	0.0113573	0.0242408	0.0986838	0.371406
6.35	2.64206	2.64206	7.59492e-005	7.59492e-005	-12639.8	998.189	157.195	590.52	0.368768	0.0960486	0.0279302	0.0128443	0.0270206	0.102852	0.364536
6.36	2.61859	2.61859	5.96962e-005	5.96962e-005	-12441	725.01	113.995	590.522	0.362085	0.101922	0.0276088	0.0153231	0.0294386	0.102598	0.361025
6.37	2.64587	2.64587	0.000136755	0.000136755	-12679.4	1690.89	265.446	590.523	0.364178	0.105022	0.0274204	0.0106436	0.0250746	0.0980598	0.369602
6.38	2.64128	2.64128	8.73754e-005	8.73754e-005	-12619	1096.23	171.823	590.526	0.36361	0.10462	0.0266809	0.0120624	0.0249735	0.10238	0.365673
6.39	2.65182	2.65182	4.76119e-005	4.76119e-005	-12718.3	550.875	86.2089	590.528	0.368805	0.0997931	0.024164	0.0124983	0.027029	0.0999961	0.367715
6.4	2.63294	2.63294	9.18054e-005	9.18054e-005	-12557.6	1086.13	169.707	590.529	0.360948	0.107175	0.0282581	0.0118103	0.0252262	0.0995204	0.367062
6.41	2.6062	2.6062	0.000142252	0.000142252	-12305.4	1749.84	272.985	590.531	0.360189	0.101067	0.0299406	0.0169328	0.0300095	0.10295	0.358911
6.42	2.61834	2.61834	5.56549e-005	5.56549e-005	-12412.1	768.628	119.724	590.534	0.361593	0.101264	0.0295544	0.0150016	0.0291729	0.10255	0.360863
6.43	2.63603	2.63603	0.000137627	0.000137627	-12589.2	1632.04	253.816	590.535	0.36577	0.099963	0.0263615	0.0136388	0.0287057	0.101789	0.363772
6.44	2.6392	2.6392	7.49703e-005	7.49703e-005	-12612.5	904.786	140.495	590.538	0.366225	0.100015	0.0272483	0.0143147	0.0268709	0.0968953	0.368431
6.45	2.58958	2.58958	5.38812e-005	5.38812e-005	-12139.9	572.162	88.7073	590.539	0.353641	0.106405	0.0310709	0.0179784	0.0304246	0.107062	0.353418
6.46	2.63278	2.63278	0.000103356	0.000103356	-12559.9	1319.85	204.311	590.54	0.362453	0.10529	0.0261747	0.013747	0.0278473	0.0971984	0.36729
6.47	2.61987	2.61987	8.63937e-005	8.63937e-005	-12433.9	1096.66	169.5	590.543	0.360346	0.103135	0.0301441	0.0150476	0.0264633	0.103599	0.361264
6.48	2.61625	2.61625	9.42753e-005	9.42753e-005	-12391.3	1099.98	169.75	590.544	0.352271	0.112898	0.0310073	0.0127519	0.0280472	0.103508	0.359517
6.49	2.6261	2.6261	0.000121626	0.000121626	-12492.8	1398.32	215.458	590.546	0.362554	0.102424	0.0274948	0.0143029	0.0279781	0.103714	0.361533
6.5	2.61408	2.61408	0.000146395	0.000146395	-12387.3	1770.96	272.455	590.549	0.3575	0.106473	0.0289006	0.014753	0.0306471	0.101481	0.360245
6.51	2.5988	2.5988	0.000128645	0.000128645	-12251.8	1497.06	229.962	590.552	0.352907	0.109481	0.0298158	0.0154191	0.0312612	0.107111	0.354005
6.52	2.59995	2.59995	0.000151835	0.000151835	-12250	1802.32	276.43	590.554	0.352769	0.108518	0.0314458	0.0159974	0.0299136	0.107193	0.354163
6.53	2.6098	2.6098	7.28137e-005	7.28137e-005	-12352.5	869.331	133.129	590.557	0.358512	0.105313	0.0278555	0.0159782	0.0306889	0.101628	0.360024
6.54	2.6017	2.6017	7.07558e-005	7.07558e-005	-12256.2	878.511	134.329	590.559	0.35574	0.105417	0.031378	0.0155904	0.030423	0.105346	0.356106
6.55	2.60763	2.60763	9.60089e-005	9.60089e-005	-12312	1145.91	174.949	590.56	0.356709	0.10561	0.0300596	0.0147325	0.0318555	0.103548	0.357485
6.56	2.59163	2.59163	7.24641e-005	7.24641e-005	-12184.2	841.433	128.267	590.562	0.352992	0.107835	0.0319995	0.0167453	0.0290134	0.106613	0.354802
6.57	2.61812	2.61812	9.27394e-005	9.27394e-005	-12441.6	1038.14	158.012	590.564	0.361375	0.102283	0.0290255	0.0145233	0.028123	0.104415	0.360255
6.58	2.60265	2.60265	8.51073e-005	8.51073e-005	-12276.3	973.535	147.954	590.566	0.355026	0.107115	0.0304712	0.0155546	0.0306753	0.104368	0.356789
6.59	2.59285	2.59285	9.24391e-005	9.24391e-005	-12179	1013.9	153.855	590.567	0.354093	0.107273	0.0289829	0.0169019	0.0321797	0.108082	0.352488
6.6	2.6027	2.6027	0.000120115	0.000120115	-12277	1357.78	205.725	590.569	0.354634	0.108095	0.0308468	0.0148679	0.0295291	0.104671	0.357356
6.61	2.60299	2.60299	0.000161636	0.000161636	-12295.6	1921.52	290.699	590.571	0.352884	0.110062	0.0301007	0.0147296	0.0303248	0.107146	0.354753
6.62	2.58747	2.58747	0.000100477	0.000100477	-12153.4	1107.46	167.29	590.574	0.35057	0.110254	0.0321109	0.0163384	0.031548	0.104758	0.354422
6.63	2.58634	2.58634	0.000112932	0.000112932	-12130.2	1211.91	182.792	590.576	0.351255	0.109308	0.0295832	0.0178096	0.0323346	0.109503	0.350208
6.64	2.57543	2.57543	6.79145e-005	6.79145e-005	-12019.6	799.845	120.459	590.578	0.345374	0.11167	0.0352629	0.015897	0.0353469	0.109966	0.346483
6.65	2.6071	2.6071	7.20889e-005	7.20889e-005	-12333.5	865.647	130.172	590.58	0.356888	0.10442	0.0307306	0.0156068	0.030143	0.106544	0.355668
6.66	2.59547	2.59547	8.941e-005	8.941e-005	-12205.3	933.047	140.097	590.581	0.352838	0.108069	0.0313475	0.0170293	0.0301865	0.105778	0.354752
6.67	2.58371	2.58371	9.86583e-005	9.86583e-005	-12106.9	1028.46	154.192	590.583	0.349807	0.109075	0.0330607	0.0178495	0.0320017	0.105989	0.352218
6.68	2.59336	2.59336	0.000107999	0.000107999	-12200.4	1139.06	170.518	590.584	0.351857	0.109214	0.030333	0.0165847	0.031146	0.10941	0.351455
6.69	2.5898	2.5898	0.000111703	0.000111703	-12178.2	1464.33	218.883	590.586	0.350297	0.110124	0.032951	0.0158223	0.0308751	0.106575	0.353355
6.7	2.57159	2.57159	0.000119758	0.000119758	-12001.9	1274.36	190.203	590.589	0.346446	0.110746	0.0348211	0.0161591	0.0343531	0.111123	0.346351
6.71	2.57944	2.57944	0.000142872	0.000142872	-12083.7	1548.96	230.844	590.591	0.349012	0.108751	0.0333243	0.0178187	0.0347682	0.105886	0.35044
6.72	2.57091	2.57091	0.000169449	0.000169449	-12020.3	1802	268.154	590.593	0.350131	0.107382	0.0319861	0.0176902	0.0336844	0.113923	0.345204
6.73	2.57012	2.57012	0.000141769	0.000141769	-12011.8	1604.77	238.451	590.596	0.34641	0.111058	0.0347791	0.0172037	0.0328278	0.109869	0.347853
6.74	2.5879	2.5879	0.000103083	0.000103083	-12148.4	1160.04	172.112	590.599	0.349727	0.110814	0.0307954	0.0169965	0.0311289	0.111138	0.3494
6.75	2.58036	2.58036	0.000142196	0.000142196	-12094.6	1521.53	225.412	590.601	0.349429	0.109841	0.031384	0.0175477	0.0329521	0.110135	0.34871
6.76	2.56944	2.56944	0.000133436	0.000133436	-11991.1	1403.69	207.647	590.603	0.345755	0.110838	0.035028	0.0174444	0.0338474	0.111139	0.345948
6.77	2.58097	2.58097	0.00012215	0.00012215	-12088.2	1267.64	187.244	590.606	0.347508	0.112967	0.0320344	0.016521	0.0324301	0.107557	0.350982
6.78	2.59069	2.59069	0.000111001	0.000111001	-12183.1	1217.08	179.51	590.608	0.352437	0.108286	0.0301646	0.0146149	0.0327878	0.113867	0.347842
6.79	2.57463	2.57463	0.000172299	0.000172299	-12045.1	1858.27	273.677	590.61	0.346988	0.110157	0.0341117	0.0184153	0.0331027	0.109387	0.347838
6.8	2.54856	2.54856	0.000124035	0.000124035	-11813.6	1363.04	200.446	590.613	0.339734	0.115503	0.036617	0.0195521	0.0342148	0.110527	0.343852
6.81	2.56692	2.56692	0.000105286	0.000105286	-11975.1	1084.43	159.241	590.615	0.346628	0.111871	0.0310467	0.0186544	0.0346717	0.111383	0.345745
6.82	2.55701	2.55701	0.000128339	0.000128339	-11873.4	1431.82	209.945	590.617	0.344282	0.111203	0.0349722	0.0199911	0.0341316	0.110167	0.345253
6.83	2.57084	2.57084	9.84603e-005	9.84603e-005	-12010.3	1064.02	155.787	590.619	0.345628	0.112152	0.0336458	0.0169037	0.0345045	0.111171	0.345996
6.84	2.57625	2.57625	0.000114224	0.000114224	-12065.8	1156.79	169.122	590.621	0.347362	0.111341	0.0322514	0.0178994	0.0330223	0.110377	0.347747
6.85	2.566	2.566	0.00019312	0.00019312	-11953.7	2157.34	314.941	590.623	0.34449	0.112785	0.0346098	0.0173655	0.032359	0.113882	0.344509
6.86	2.54322	2.54322	8.32663e-005	8.32663e-005	-11765.2	831.06	121.146	590.626	0.34283	0.110278	0.0367616	0.0198613	0.035618	0.113763	0.340888
6.87	2.567	2.567	0.000111965	0.000111965	-11969.9	1194.1	173.813	590.628	0.345499	0.112058	0.033924	0.0182145	0.0325886	0.111196	0.346519
6.88	2.56632	2.56632	9.62463e-005	9.62463e-005	-11952.4	999.422	145.265	590.63	0.347007	0.110184	0.0322396	0.016876	0.0356717	0.116106	0.341915
6.89	2.55535	2.55535	0.000135983	0.000135983	-11879.2	1477.69	214.468	590.631	0.343265	0.111827	0.0350795	0.0199375	0.0339579	0.113228	0.342705
6.9	2.55987	2.55987	9.05564e-005	9.05564e-005	-11897.6	995.755	144.312	590.634	0.341841	0.114859	0.033923	0.0176993	0.0361125	0.113641	0.341923
6.91	2.54544	2.54544	0.000197616	0.000197616	-11817.2	1925.05	278.589	590.635	0.343694	0.111619	0.0338088	0.0198444	0.0353392	0.114294	0.341401
6.92	2.54165	2.54165	0.0001816	0.0001816	-11754	1914.37	276.643	590.638	0.341614	0.111099	0.0359012	0.0207059	0.0369984	0.115103	0.338579
6.93	2.54772	2.54772	8.29359e-005	8.29359e-005	-11801.9	826.729	119.297	590.641	0.342734	0.111536	0.0356017	0.0184374	0.0358779	0.116442	0.339371
6.94	2.53399	2.53399	0.000216635	0.000216635	-11669.2	2458.51	354.252	590.643	0.339594	0.113578	0.0353578	0.0206795	0.039334	0.112409	0.339048
6.95	2.52807	2.52807	0.000126927	0.000126927	-11615.3	1371.53	197.342	590.647	0.336275	0.115084	0.0383166	0.0217964	0.0368095	0.114659	0.33706
6.96	2.49724	2.49724	0.000115473	0.000115473	-11378.1	1243.43	178.653	590.649	0.329724	0.119047	0.039829	0.0232155	0.0402126	0.117034	0.330938
6.97	2.53313	2.53313	0.000107061	0.000107061	-11693.5	1000.72	143.575	590.651	0.338477	0.112756	0.0384205	0.0213456	0.0366353	0.114371	0.337995
6.98	2.5258	2.5258	7.65251e-005	7.65251e-005	-11611.5	787.588	112.835	590.652	0.335215	0.116243	0.0393457	0.0212968	0.0376136	0.110995	0.339291
6.99	2.50588	2.50588	0.000151643	0.000151643	-11480.3	1287.39	184.175	590.654	0.331953	0.117451	0.0400192	0.0221647	0.0393817	0.115693	0.333337
7	2.49473	2.49473	0.000193236	0.000193236	-11333.9	1902.05	271.722	590.656	0.328656	0.117088	0.043101	0.0233774	0.0414265	0.117237	0.329114
7.01	2.54308	2.54308	0.000105815	0.000105815	-11788.8	1018.42	145.282	590.659	0.339554	0.114616	0.0363985	0.0195505	0.0344694	0.116414	0.338998
7.02	2.52108	2.52108	0.000116874	0.000116874	-11594.3	1018.83	145.132	590.66	0.334541	0.116893	0.0379284	0.0227099	0.0372209	0.114001	0.336705
7.03	2.53195	2.53195	0.000154534	0.000154534	-11700	1369.91	194.866	590.662	0.33602	0.1178	0.0363233	0.0196361	0.0365733	0.117535	0.336113
7.04	2.50122	2.50122	0.000125692	0.000125692	-11416.4	1206.26	171.344	590.664	0.33275	0.11444	0.0403413	0.0231579	0.0409837	0.118495	0.329832
7.05	2.50336	2.50336	9.10787e-005	9.10787e-005	-11446.1	783.83	111.182	590.666	0.330713	0.118187	0.0393986	0.0228561	0.0396638	0.119297	0.329884
7.06	2.48381	2.48381	0.000144365	0.000144365	-11245.1	1405.94	199.141	590.667	0.326767	0.1183	0.0425471	0.0257934	0.0414207	0.117486	0.327685
7.07	2.49088	2.49088	0.000100901	0.000100901	-11320.3	942.523	133.313	590.669	0.326759	0.121602	0.0402624	0.0243447	0.0400677	0.117214	0.32975
7.08	2.50231	2.50231	0.00022034	0.00022034	-11404.6	2007.07	283.484	590.671	0.330767	0.117914	0.0403531	0.0234142	0.0377808	0.11861	0.331161
7.09	2.49013	2.49013	0.000220037	0.000220037	-11316.9	1902.72	268.367	590.674	0.328689	0.118453	0.0407309	0.0239065	0.0411522	0.118655	0.328414
7.1	2.51101	2.51101	0.000145163	0.000145163	-11507.3	1404.63	197.835	590.677	0.331509	0.120162	0.037105	0.0217698	0.0393643	0.117676	0.332414
7.11	2.46466	2.46466	0.000144782	0.000144782	-11107.2	1628.9	229.1	590.679	0.324374	0.119053	0.0426766	0.0265875	0.0423309	0.123358	0.321619
7.12	2.49876	2.49876	0.000259809	0.000259809	-11416	2466.36	346.399	590.682	0.331689	0.117927	0.0390135	0.0216252	0.0407496	0.117804	0.331192
7.13	2.50144	2.50144	0.000143117	0.000143117	-11417.8	1489.93	208.966	590.686	0.328647	0.121405	0.0392382	0.0240152	0.038347	0.115403	0.332945
7.14	2.50686	2.50686	0.00014671	0.00014671	-11494.7	1297.41	181.71	590.688	0.333017	0.116907	0.038909	0.0223309	0.0388983	0.116935	0.333003
7.15	2.49492	2.49492	0.000100053	0.000100053	-11368.2	912.746	127.657	590.69	0.329283	0.119238	0.0374116	0.023103	0.0437285	0.121699	0.325537
7.16	2.48477	2.48477	0.000140929	0.000140929	-11276.1	1389.08	194.006	590.691	0.326556	0.11968	0.0412603	0.0250235	0.0407932	0.120566	0.326121
7.17	2.47764	2.47764	0.000204975	0.000204975	-11222.5	1813.35	252.908	590.693	0.325702	0.119462	0.0433087	0.0269526	0.039904	0.114577	0.330093
7.18	2.45495	2.45495	0.000218327	0.000218327	-11015.9	1857.15	258.656	590.696	0.323239	0.11768	0.0446872	0.0278799	0.0451486	0.119482	0.321883
7.19	2.46712	2.46712	0.000293974	0.000293974	-11143.8	2349.56	326.782	590.699	0.321144	0.123219	0.0430082	0.0250994	0.042908	0.123894	0.320728
7.2	2.47774	2.47774	8.08136e-005	8.08136e-005	-11211.2	870.799	120.944	590.703	0.323006	0.12315	0.0405764	0.0254504	0.0433625	0.120834	0.323621
7.21	2.50495	2.50495	0.000191294	0.000191294	-11454.7	1768.15	245.236	590.704	0.328461	0.119698	0.0411599	0.023383	0.038346	0.119264	0.329688
7.22	2.45667	2.45667	0.000177709	0.000177709	-11017.9	1448.54	200.628	590.707	0.319736	0.121176	0.0458378	0.0277448	0.0435896	0.121941	0.319975
7.23	2.48164	2.48164	0.00017412	0.00017412	-11251.6	1503.99	208.02	590.709	0.328109	0.119241	0.0392006	0.0247678	0.0415895	0.120854	0.326238
