0.5	4	0.249958	-0.249972	8.87212	8.87308	-71.98	0.3184	0.6368	0	0	0	0.499917	0.000138889	0.499944	0	0
0.51	3.84468	0.249932	-0.249843	8.69641	8.69033	-71.9352	0.980065	1.9217	0.000176889	0	0	0.499865	0.000449846	0.499685	0	0
0.52	3.69822	0.249912	-0.249975	8.52787	8.53196	-71.9674	0.533556	1.02607	0.000710693	0	0	0.499825	0.00022608	0.499949	0	0
0.53	3.55999	0.24994	-0.249959	8.36874	8.36998	-71.9709	0.455826	0.860048	0.000995713	0	0	0.49989	0.000180556	0.499929	0	0
0.54	3.42936	0.24984	-0.24972	8.2074	8.19973	-71.8732	1.81807	3.3668	0.00123461	0	0	0.499715	0.0008125	0.499473	0	0
0.55	3.30579	0.249693	-0.249885	8.04901	8.06097	-71.879	2.08541	3.79166	0.00216984	0	0	0.499431	0.00075463	0.499815	0	0
0.56	3.18878	0.249848	-0.249843	7.91474	7.91443	-71.911	1.10995	1.98205	0.00322308	0	0	0.499696	0.000618056	0.499686	0	0
0.57	3.07787	0.249818	-0.249833	7.77404	7.77495	-71.8992	1.20946	2.12187	0.00377364	0	0	0.499635	0.000699846	0.499665	0	0
0.58	2.97265	0.249497	-0.249649	7.62109	7.63003	-71.7598	3.49919	6.03308	0.00436305	0	0	0.498994	0.00170756	0.499299	0	0
0.59	2.87274	0.249786	-0.249695	7.50872	7.50339	-71.8504	1.85346	3.14145	0.00603891	0	0	0.499598	0.000986111	0.499416	0	0
0.6	2.77778	0.249715	-0.249809	7.37942	7.38487	-71.864	1.53309	2.55515	0.00691153	0	0	0.499429	0.00095216	0.499619	0	0
0.61	2.68745	0.249691	-0.249652	7.25711	7.25493	-71.8137	2.15808	3.53784	0.0076213	0	0	0.499393	0.00129321	0.499314	0	0
0.62	2.60146	0.249532	-0.249624	7.1312	7.13635	-71.7579	2.43202	3.92261	0.00860403	0	0	0.499063	0.00168827	0.499248	0	0
0.63	2.51953	0.249733	-0.249272	7.02903	7.00376	-71.7141	2.92573	4.64402	0.00969365	0	0	0.499466	0.00199074	0.498543	0	0
0.64	2.44141	0.249529	-0.2495	6.9082	6.90664	-71.7232	2.70343	4.22411	0.0109837	0	0	0.499066	0.00192593	0.499008	0	0
0.65	2.36686	0.249432	-0.249063	6.7968	6.77759	-71.5696	4.51173	6.94112	0.012157	0	0	0.498865	0.00300926	0.498126	0	0
0.66	2.29568	0.24924	-0.249553	6.6838	6.70011	-71.6529	3.0927	4.68591	0.0140851	0	0	0.49848	0.00241435	0.499106	0	0
0.67	2.22767	0.249288	-0.249257	6.58666	6.58487	-71.5817	3.8244	5.70807	0.0153867	0	0	0.498576	0.00290972	0.498514	0	0
0.68	2.16263	0.249218	-0.249111	6.48614	6.4808	-71.5276	4.66002	6.85298	0.0169723	0	0	0.498444	0.00332639	0.49823	0	0
0.69	2.1004	0.249162	-0.249013	6.38936	6.38189	-71.4779	4.58986	6.65197	0.0188759	0	0	0.498325	0.00364969	0.498025	0	0
0.7	2.04082	0.249315	-0.24965	6.30552	6.32206	-71.7029	2.58824	3.69748	0.0207237	0	0	0.49863	0.00207022	0.4993	0	0
0.71	1.98373	0.249265	-0.249061	6.21456	6.20439	-71.524	4.32901	6.0972	0.0217508	0	0	0.498623	0.00316435	0.498213	0	0
0.72	1.92901	0.248859	-0.249036	6.10859	6.11708	-71.3988	4.88574	6.78574	0.0234444	0	0	0.497734	0.00417747	0.498089	0	0
0.73	1.87652	0.24929	-0.248716	6.04526	6.0184	-71.4276	4.44419	6.08793	0.0253294	0	0	0.498605	0.00393673	0.497458	0	0
0.74	1.82615	0.247977	-0.248338	5.90281	5.91937	-70.9519	8.28157	11.1913	0.0270205	0	0	0.496075	0.00712886	0.496796	0	0
