0.05	400	0
0.06	277.778	8.55539e+008
0.07	204.082	1.35103e+009
0.08	156.25	1.6606e+009
0.09	123.457	1.86793e+009
0.1	100	2.01486e+009
0.11	82.6446	2.12185e+009
0.12	69.4444	2.20203e+009
0.13	59.1716	2.26388e+009
0.14	51.0204	2.31228e+009
0.15	44.4444	2.35137e+009
0.16	39.0625	2.38304e+009
0.17	34.6021	2.40912e+009
0.18	30.8642	2.43075e+009
0.19	27.7008	2.44895e+009
0.2	25	2.4644e+009
0.21	22.6757	2.47768e+009
0.22	20.6612	2.48918e+009
0.23	18.9036	2.49911e+009
0.24	17.3611	2.50778e+009
0.25	16	2.51542e+009
0.26	14.7929	2.52212e+009
0.27	13.7174	2.52809e+009
0.28	12.7551	2.5334e+009
0.29	11.8906	2.53816e+009
0.3	11.1111	2.54242e+009
0.31	10.4058	2.54625e+009
0.32	9.76562	2.5497e+009
0.33	9.18274	2.5528e+009
0.34	8.65052	2.55562e+009
0.35	8.16327	2.55819e+009
0.36	7.71605	2.56052e+009
0.37	7.3046	2.56268e+009
0.38	6.92521	2.56465e+009
0.39	6.57462	2.56645e+009
0.4	6.25	2.56811e+009
0.41	5.94884	2.56963e+009
0.42	5.66893	2.57105e+009
0.43	5.40833	2.57235e+009
0.44	5.16529	2.57357e+009
0.45	4.93827	2.57469e+009
0.46	4.7259	2.57574e+009
0.47	4.52694	2.57669e+009
0.48	4.34028	2.57759e+009
0.49	4.16493	2.57843e+009
0.5	4	2.5792e+009
0.51	3.84468	2.57993e+009
0.52	3.69822	2.58061e+009
0.53	3.55999	2.58125e+009
0.54	3.42936	2.58185e+009
0.55	3.30579	2.58241e+009
0.56	3.18878	2.58294e+009
0.57	3.07787	2.58343e+009
0.58	2.97265	2.5839e+009
0.59	2.87274	2.58434e+009
0.6	2.77778	2.58475e+009
0.61	2.68745	2.58513e+009
0.62	2.60146	2.5855e+009
0.63	2.51953	2.58585e+009
0.64	2.44141	2.58617e+009
0.65	2.36686	2.58648e+009
0.66	2.29568	2.58677e+009
0.67	2.22767	2.58705e+009
0.68	2.16263	2.58731e+009
0.69	2.1004	2.58756e+009
0.7	2.04082	2.58779e+009
0.71	1.98373	2.58802e+009
0.72	1.92901	2.58823e+009
0.73	1.87652	2.58843e+009
0.74	1.82615	2.58862e+009
0.75	1.77778	2.5888e+009
0.76	1.7313	2.58898e+009
0.77	1.68663	2.58914e+009
0.78	1.64366	2.5893e+009
0.79	1.60231	2.58945e+009
0.8	1.5625	2.58959e+009
0.81	1.52416	2.58973e+009
0.82	1.48721	2.58986e+009
0.83	1.45159	2.58998e+009
0.84	1.41723	2.5901e+009
0.85	1.38408	2.59022e+009
0.86	1.35208	2.59033e+009
0.87	1.32118	2.59043e+009
0.88	1.29132	2.59053e+009
0.89	1.26247	2.59062e+009
0.9	1.23457	2.59071e+009
0.91	1.20758	2.5908e+009
0.92	1.18147	2.59088e+009
0.93	1.1562	2.59096e+009
