Temp	Magnetism_1	Magnetism_2	Susceptibility_1	Susceptibility_2	Energy	Heat_Capacity	Heat_Capacity/Temp	Entropy	Prob3	Prob2	Prob1	Prob0	Prob_neg1	Prob_neg2	Prob_neg3
0.504	-0.999817	0.999817	7.38911e-007	7.38911e-007	-1799.42	14.5472	28.8634	2609.86	0	0	0.499909	0.000182585	0.499909	0	0
0.505	-0.999849	0.999849	6.67228e-007	6.67228e-007	-1799.52	13.11	25.9603	2609.86	0	0	0.499924	0.000151467	0.499924	0	0
0.506	-0.999923	0.999923	3.27598e-007	3.27598e-007	-1799.76	6.42408	12.6958	2609.86	0	0	0.499961	7.72815e-005	0.499961	0	0
0.507	-0.999937	0.999937	2.69449e-007	2.69449e-007	-1799.8	5.27339	10.4012	2609.86	0	0	0.499968	6.32765e-005	0.499968	0	0
0.508	-0.999844	0.999844	6.33832e-007	6.33832e-007	-1799.51	12.3803	24.3707	2609.86	0	0	0.499922	0.00015582	0.499922	0	0
0.509	-0.999899	0.999899	4.21755e-007	4.21755e-007	-1799.68	8.2217	16.1527	2609.86	0	0	0.499949	0.000101212	0.499949	0	0
0.51	-0.999922	0.999922	3.28714e-007	3.28714e-007	-1799.75	6.39534	12.5399	2609.86	0	0	0.499961	7.81901e-005	0.499961	0	0
0.511	-0.999809	0.999809	7.59795e-007	7.59795e-007	-1799.4	14.7535	28.8718	2609.86	0	0	0.499904	0.000191158	0.499904	0	0
0.512	-0.999926	0.999926	3.12027e-007	3.12027e-007	-1799.77	6.04702	11.8106	2609.86	0	0	0.499963	7.43802e-005	0.499963	0	0
0.513	-0.999895	0.999895	4.33083e-007	4.33083e-007	-1799.67	8.37665	16.3287	2609.86	0	0	0.499948	0.000104931	0.499948	0	0
0.514	-0.999886	0.999886	4.69173e-007	4.69173e-007	-1799.64	9.05712	17.6209	2609.86	0	0	0.499943	0.00011441	0.499943	0	0
0.515	-0.999856	0.999856	5.80042e-007	5.80042e-007	-1799.55	11.1756	21.7002	2609.86	0	0	0.499928	0.000143719	0.499928	0	0
0.516	-0.999862	0.999862	5.58053e-007	5.58053e-007	-1799.56	10.7311	20.7967	2609.86	0	0	0.499931	0.00013817	0.499931	0	0
0.517	-0.999906	0.999906	3.90051e-007	3.90051e-007	-1799.7	7.48598	14.4797	2609.86	0	0	0.499953	9.37086e-005	0.499953	0	0
0.518	-0.999895	0.999895	4.30972e-007	4.30972e-007	-1799.67	8.25539	15.9371	2609.86	0	0	0.499947	0.000105464	0.499947	0	0
0.519	-0.999964	0.999964	1.50767e-007	1.50767e-007	-1799.89	2.88241	5.55378	2609.86	0	0	0.499982	3.57877e-005	0.499982	0	0
0.52	-0.999949	0.999949	2.1169e-007	2.1169e-007	-1799.84	4.03938	7.76803	2609.86	0	0	0.499975	5.06914e-005	0.499975	0	0
0.521	-0.999853	0.999853	6.303e-007	6.303e-007	-1799.54	12.0041	23.0404	2609.86	0	0	0.499927	0.00014677	0.499927	0	0
0.522	-0.99987	0.99987	5.90973e-007	5.90973e-007	-1799.59	11.2335	21.5202	2609.86	0	0	0.499935	0.000129647	0.499935	0	0
0.523	-0.999908	0.999908	4.60432e-007	4.60432e-007	-1799.71	8.73539	16.7025	2609.86	0	0	0.499954	9.20247e-005	0.499954	0	0
0.524	-0.999902	0.999902	3.96936e-007	3.96936e-007	-1799.69	7.51638	14.3442	2609.86	0	0	0.499951	9.79111e-005	0.499951	0	0
0.525	-0.999845	0.999845	7.13765e-007	7.13765e-007	-1799.51	13.4901	25.6954	2609.86	0	0	0.499923	0.000154911	0.499923	0	0
0.526	-0.999892	0.999892	4.56573e-007	4.56573e-007	-1799.66	8.61275	16.374	2609.86	0	0	0.499946	0.000108328	0.499946	0	0
0.527	-0.999875	0.999875	4.98489e-007	4.98489e-007	-1799.61	9.38566	17.8096	2609.86	0	0	0.499937	0.000125279	0.499937	0	0
0.528	-0.999951	0.999951	2.03669e-007	2.03669e-007	-1799.84	3.82745	7.24896	2609.86	0	0	0.499975	4.94938e-005	0.499975	0	0
0.529	-0.999824	0.999824	6.81315e-007	6.81315e-007	-1799.45	12.7794	24.1576	2609.86	0	0	0.499912	0.000176148	0.499912	0	0
0.53	-0.999802	0.999802	8.97958e-007	8.97958e-007	-1799.38	16.8112	31.7193	2609.86	0	0	0.499901	0.000197617	0.499901	0	0
0.531	-0.999882	0.999882	4.79828e-007	4.79828e-007	-1799.63	8.96625	16.8856	2609.86	0	0	0.499941	0.000118146	0.499941	0	0
0.532	-0.9999	0.9999	3.98634e-007	3.98634e-007	-1799.69	7.43502	13.9756	2609.86	0	0	0.49995	9.99259e-005	0.49995	0	0
0.533	-0.999908	0.999908	3.66394e-007	3.66394e-007	-1799.71	6.82083	12.7971	2609.86	0	0	0.499954	9.16593e-005	0.499954	0	0
0.534	-0.999881	0.999881	4.70149e-007	4.70149e-007	-1799.62	8.73598	16.3595	2609.86	0	0	0.49994	0.00011939	0.49994	0	0
0.535	-0.999935	0.999935	2.6302e-007	2.6302e-007	-1799.79	4.87815	9.11803	2609.86	0	0	0.499967	6.5237e-005	0.499967	0	0
0.536	-0.999827	0.999827	6.61148e-007	6.61148e-007	-1799.46	12.2391	22.8342	2609.86	0	0	0.499914	0.000172923	0.499914	0	0
0.537	-0.999812	0.999812	7.10768e-007	7.10768e-007	-1799.41	13.1333	24.4568	2609.86	0	0	0.499906	0.000187593	0.499906	0	0
0.538	-0.999812	0.999812	7.89628e-007	7.89628e-007	-1799.41	14.5633	27.0693	2609.86	0	0	0.499906	0.000188168	0.499906	0	0
0.539	-0.999876	0.999876	4.85828e-007	4.85828e-007	-1799.61	8.9436	16.593	2609.86	0	0	0.499938	0.000123884	0.499938	0	0
0.54	-0.999839	0.999839	6.15506e-007	6.15506e-007	-1799.49	11.3099	20.9443	2609.86	0	0	0.499919	0.000161272	0.499919	0	0
0.541	-0.99989	0.99989	4.2963e-007	4.2963e-007	-1799.65	7.87981	14.5653	2609.86	0	0	0.499945	0.000110042	0.499945	0	0
0.542	-0.99993	0.99993	2.77204e-007	2.77204e-007	-1799.78	5.07482	9.36313	2609.86	0	0	0.499965	6.98025e-005	0.499965	0	0
0.543	-0.999917	0.999917	3.50873e-007	3.50873e-007	-1799.74	6.41163	11.8078	2609.86	0	0	0.499959	8.28914e-005	0.499959	0	0
0.544	-0.99986	0.99986	6.38877e-007	6.38877e-007	-1799.56	11.653	21.421	2609.86	0	0	0.49993	0.000140454	0.49993	0	0
0.545	-0.999862	0.999862	5.63787e-007	5.63787e-007	-1799.57	10.2645	18.8339	2609.86	0	0	0.499931	0.000137874	0.499931	0	0
0.546	-0.999757	0.999757	1.05211e-006	1.05211e-006	-1799.24	19.12	35.0184	2609.86	0	0	0.499879	0.000242736	0.499879	0	0
0.547	-0.999894	0.999894	4.08997e-007	4.08997e-007	-1799.67	7.41906	13.5632	2609.86	0	0	0.499947	0.000105701	0.499947	0	0
0.548	-0.999879	0.999879	5.15418e-007	5.15418e-007	-1799.62	9.33254	17.0302	2609.86	0	0	0.49994	0.0001206	0.49994	0	0
0.549	-0.999932	0.999932	3.0148e-007	3.0148e-007	-1799.79	5.44887	9.92508	2609.86	0	0	0.499966	6.81086e-005	0.499966	0	0
0.55	-0.999815	0.999815	6.89675e-007	6.89675e-007	-1799.42	12.4423	22.6223	2609.86	0	0	0.499907	0.000185277	0.499907	0	0
0.551	-0.999942	0.999942	2.27452e-007	2.27452e-007	-1799.82	4.09599	7.43374	2609.86	0	0	0.499971	5.78222e-005	0.499971	0	0
0.552	-0.999853	0.999853	5.5222e-007	5.5222e-007	-1799.54	9.92642	17.9826	2609.86	0	0	0.499927	0.000146879	0.499927	0	0
0.553	-0.999889	0.999889	4.23051e-007	4.23051e-007	-1799.65	7.59077	13.7265	2609.86	0	0	0.499945	0.0001108	0.499945	0	0
0.554	-0.999924	0.999924	2.93663e-007	2.93663e-007	-1799.76	5.25967	9.49399	2609.86	0	0	0.499962	7.57951e-005	0.499962	0	0
0.555	-0.999919	0.999919	3.1419e-007	3.1419e-007	-1799.74	5.61719	10.1211	2609.86	0	0	0.499959	8.14543e-005	0.499959	0	0
0.556	-0.999907	0.999907	3.54502e-007	3.54502e-007	-1799.71	6.3265	11.3786	2609.86	0	0	0.499954	9.25506e-005	0.499954	0	0
0.557	-0.999887	0.999887	4.41209e-007	4.41209e-007	-1799.64	7.85973	14.1108	2609.86	0	0	0.499943	0.000113232	0.499943	0	0
0.558	-0.999808	0.999808	7.63357e-007	7.63357e-007	-1799.4	13.5742	24.3264	2609.86	0	0	0.499904	0.000191541	0.499904	0	0
0.559	-0.999838	0.999838	7.41943e-007	7.41943e-007	-1799.49	13.1698	23.5596	2609.86	0	0	0.499919	0.000162435	0.499919	0	0
0.56	-0.999925	0.999925	2.85758e-007	2.85758e-007	-1799.77	5.06323	9.04149	2609.86	0	0	0.499963	7.45086e-005	0.499963	0	0
0.561	-0.999899	0.999899	3.83319e-007	3.83319e-007	-1799.68	6.77981	12.0852	2609.86	0	0	0.499949	0.000101395	0.499949	0	0
0.562	-0.999916	0.999916	3.21153e-007	3.21153e-007	-1799.73	5.67018	10.0893	2609.86	0	0	0.499958	8.44272e-005	0.499958	0	0
0.563	-0.99981	0.99981	7.21804e-007	7.21804e-007	-1799.4	12.7212	22.5954	2609.86	0	0	0.499905	0.000189716	0.499905	0	0
0.564	-0.999898	0.999898	3.83677e-007	3.83677e-007	-1799.68	6.75001	11.9681	2609.86	0	0	0.499949	0.000102064	0.499949	0	0
0.565	-0.999891	0.999891	4.07469e-007	4.07469e-007	-1799.66	7.15587	12.6653	2609.86	0	0	0.499946	0.000108938	0.499946	0	0
0.566	-0.999907	0.999907	3.49234e-007	3.49234e-007	-1799.71	6.12237	10.8169	2609.86	0	0	0.499954	9.28272e-005	0.499954	0	0
0.567	-0.999878	0.999878	5.16599e-007	5.16599e-007	-1799.62	9.04044	15.9443	2609.86	0	0	0.499939	0.000121583	0.499939	0	0
0.568	-0.99995	0.99995	1.93063e-007	1.93063e-007	-1799.84	3.37263	5.93772	2609.86	0	0	0.499975	5.04938e-005	0.499975	0	0
0.569	-0.999847	0.999847	5.55478e-007	5.55478e-007	-1799.52	9.68666	17.024	2609.86	0	0	0.499924	0.000152726	0.499924	0	0
0.57	-0.999893	0.999893	3.95382e-007	3.95382e-007	-1799.66	6.88273	12.075	2609.86	0	0	0.499947	0.000106521	0.499947	0	0
0.571	-0.999861	0.999861	5.51774e-007	5.51774e-007	-1799.56	9.58838	16.7923	2609.86	0	0	0.499931	0.000138538	0.499931	0	0
0.572	-0.999891	0.999891	4.02921e-007	4.02921e-007	-1799.66	6.98945	12.2193	2609.86	0	0	0.499945	0.000109064	0.499945	0	0
0.573	-0.999808	0.999808	6.87474e-007	6.87474e-007	-1799.39	11.9047	20.7761	2609.86	0	0	0.499904	0.000192323	0.499904	0	0
0.574	-0.999862	0.999862	5.003e-007	5.003e-007	-1799.57	8.64844	15.067	2609.86	0	0	0.499931	0.000137768	0.499931	0	0
0.575	-0.99987	0.99987	5.50078e-007	5.50078e-007	-1799.59	9.49244	16.5086	2609.86	0	0	0.499935	0.000129644	0.499935	0	0
0.576	-0.999838	0.999838	5.78259e-007	5.78259e-007	-1799.49	9.96139	17.2941	2609.86	0	0	0.499919	0.000161642	0.499919	0	0
0.577	-0.999836	0.999836	6.46358e-007	6.46358e-007	-1799.48	11.1152	19.2637	2609.86	0	0	0.499918	0.000163743	0.499918	0	0
0.578	-0.999874	0.999874	4.93657e-007	4.93657e-007	-1799.6	8.47455	14.6619	2609.86	0	0	0.499937	0.000126081	0.499937	0	0
0.579	-0.999982	0.999982	6.82547e-008	6.82547e-008	-1799.94	1.1697	2.02021	2609.86	0	0	0.499991	1.79284e-005	0.499991	0	0
0.58	-0.999887	0.999887	4.87744e-007	4.87744e-007	-1799.64	8.34417	14.3865	2609.86	0	0	0.499943	0.000113123	0.499943	0	0
0.581	-0.999816	0.999816	6.95294e-007	6.95294e-007	-1799.42	11.8744	20.4378	2609.86	0	0	0.499908	0.000183783	0.499908	0	0
0.582	-0.999901	0.999901	3.62319e-007	3.62319e-007	-1799.69	6.17714	10.6136	2609.86	0	0	0.49995	9.93309e-005	0.49995	0	0
0.583	-0.999818	0.999818	6.35847e-007	6.35847e-007	-1799.43	10.8219	18.5624	2609.86	0	0	0.499909	0.000181664	0.499909	0	0
0.584	-0.999803	0.999803	6.82234e-007	6.82234e-007	-1799.38	11.5915	19.8484	2609.86	0	0	0.499902	0.000196701	0.499902	0	0
0.585	-0.999861	0.999861	5.22347e-007	5.22347e-007	-1799.57	8.62495	14.7435	2609.86	0	0	0.499932	0.000135556	0.499932	0	0
0.586	-0.999858	0.999858	5.04518e-007	5.04518e-007	-1799.55	8.54273	14.578	2609.86	0	0	0.499929	0.000142131	0.499929	0	0
0.587	-0.999893	0.999893	3.85639e-007	3.85639e-007	-1799.66	6.5187	11.1051	2609.86	0	0	0.499946	0.00010702	0.499946	0	0
0.588	-0.999814	0.999814	6.44363e-007	6.44363e-007	-1799.41	10.8736	18.4925	2609.86	0	0	0.499907	0.000186079	0.499907	0	0
0.589	-0.999923	0.999923	2.80829e-007	2.80829e-007	-1799.76	4.7309	8.03209	2609.86	0	0	0.499961	7.71086e-005	0.499961	0	0
0.59	-0.999873	0.999873	4.49912e-007	4.49912e-007	-1799.6	7.56649	12.8246	2609.86	0	0	0.499937	0.000126672	0.499937	0	0
0.591	-0.999841	0.999841	6.18261e-007	6.18261e-007	-1799.5	10.3801	17.5637	2609.86	0	0	0.49992	0.000159486	0.49992	0	0
0.592	-0.999832	0.999832	5.82707e-007	5.82707e-007	-1799.47	9.76668	16.4978	2609.86	0	0	0.499916	0.000167921	0.499916	0	0
0.593	-0.999888	0.999888	3.98985e-007	3.98985e-007	-1799.65	6.67606	11.2581	2609.86	0	0	0.499944	0.000112126	0.499944	0	0
0.594	-0.999925	0.999925	2.71468e-007	2.71468e-007	-1799.76	4.53473	7.63423	2609.86	0	0	0.499962	7.51012e-005	0.499962	0	0
0.595	-0.999847	0.999847	6.27935e-007	6.27935e-007	-1799.52	10.4717	17.5995	2609.86	0	0	0.499924	0.00015258	0.499924	0	0
0.596	-0.999845	0.999845	5.38777e-007	5.38777e-007	-1799.51	8.96976	15.0499	2609.86	0	0	0.499922	0.00015536	0.499922	0	0
0.597	-0.999911	0.999911	3.18991e-007	3.18991e-007	-1799.72	5.30181	8.88075	2609.86	0	0	0.499955	8.9284e-005	0.499955	0	0
0.598	-0.999874	0.999874	4.57255e-007	4.57255e-007	-1799.6	7.58713	12.6875	2609.86	0	0	0.499937	0.00012562	0.499937	0	0
0.599	-0.999912	0.999912	3.25e-007	3.25e-007	-1799.72	5.38364	8.98772	2609.86	0	0	0.499956	8.76642e-005	0.499956	0	0
0.6	-0.999849	0.999849	5.21926e-007	5.21926e-007	-1799.52	8.63127	14.3855	2609.86	0	0	0.499924	0.000151207	0.499924	0	0
0.601	-0.999875	0.999875	5.54464e-007	5.54464e-007	-1799.61	9.15417	15.2316	2609.86	0	0	0.499938	0.000124511	0.499938	0	0
0.602	-0.999888	0.999888	3.91011e-007	3.91011e-007	-1799.65	6.44483	10.7057	2609.86	0	0	0.499944	0.000111521	0.499944	0	0
0.603	-0.999896	0.999896	3.81317e-007	3.81317e-007	-1799.67	6.27464	10.4057	2609.86	0	0	0.499948	0.000104432	0.499948	0	0
0.604	-0.999891	0.999891	4.01838e-007	4.01838e-007	-1799.66	6.60135	10.9294	2609.86	0	0	0.499945	0.000109	0.499945	0	0
0.605	-0.999942	0.999942	2.05863e-007	2.05863e-007	-1799.82	3.37632	5.58069	2609.86	0	0	0.499971	5.75358e-005	0.499971	0	0
0.606	-0.999848	0.999848	5.54655e-007	5.54655e-007	-1799.52	9.08173	14.9864	2609.86	0	0	0.499924	0.00015239	0.499924	0	0
0.607	-0.999884	0.999884	4.33176e-007	4.33176e-007	-1799.64	7.08102	11.6656	2609.86	0	0	0.499942	0.000115605	0.499942	0	0
0.608	-0.99981	0.99981	6.97134e-007	6.97134e-007	-1799.4	11.3771	18.7123	2609.86	0	0	0.499905	0.00018977	0.499905	0	0
0.609	-0.999846	0.999846	5.24089e-007	5.24089e-007	-1799.51	8.53897	14.0213	2609.86	0	0	0.499923	0.000154346	0.499923	0	0
0.61	-0.999868	0.999868	4.95426e-007	4.95426e-007	-1799.58	8.05875	13.2111	2609.86	0	0	0.499934	0.000132042	0.499934	0	0
0.611	-0.99985	0.99985	7.09343e-007	7.09343e-007	-1799.54	10.5619	17.2862	2609.86	0	0	0.499933	0.000133822	0.499933	0	0
0.612	-0.999925	0.999925	2.83725e-007	2.83725e-007	-1799.77	4.41361	7.21179	2609.86	0	0	0.499964	7.1521e-005	0.499964	0	0
0.613	-0.99989	0.99989	4.10728e-007	4.10728e-007	-1799.65	6.64831	10.8455	2609.86	0	0	0.499945	0.000110222	0.499945	0	0
0.614	-0.999913	0.999913	3.63643e-007	3.63643e-007	-1799.73	5.87662	9.57105	2609.86	0	0	0.499956	8.72321e-005	0.499956	0	0
0.615	-0.999931	0.999931	2.40754e-007	2.40754e-007	-1799.78	3.88434	6.31599	2609.86	0	0	0.499966	6.87556e-005	0.499966	0	0
0.616	-0.999939	0.999939	2.1374e-007	2.1374e-007	-1799.81	3.4429	5.58913	2609.86	0	0	0.49997	6.09185e-005	0.49997	0	0
0.617	-0.999804	0.999804	7.58405e-007	7.58405e-007	-1799.38	12.1965	19.7674	2609.86	0	0	0.499902	0.000196235	0.499902	0	0
0.618	-0.999847	0.999847	5.10799e-007	5.10799e-007	-1799.52	8.20128	13.2707	2609.86	0	0	0.499924	0.000152521	0.499924	0	0
0.619	-0.999935	0.999935	2.25425e-007	2.25425e-007	-1799.8	3.61352	5.83767	2609.86	0	0	0.499968	6.46741e-005	0.499968	0	0
0.62	-0.999945	0.999945	1.93457e-007	1.93457e-007	-1799.83	3.09608	4.99368	2609.86	0	0	0.499972	5.53531e-005	0.499972	0	0
0.621	-0.999834	0.999834	6.32065e-007	6.32065e-007	-1799.48	10.0992	16.2628	2609.86	0	0	0.499917	0.000166415	0.499917	0	0
0.622	-0.999849	0.999849	5.5122e-007	5.5122e-007	-1799.52	8.79333	14.1372	2609.86	0	0	0.499924	0.000151052	0.499924	0	0
0.623	-0.999937	0.999937	2.19561e-007	2.19561e-007	-1799.8	3.49694	5.61307	2609.86	0	0	0.499968	6.33605e-005	0.499968	0	0
0.624	-0.999888	0.999888	4.35524e-007	4.35524e-007	-1799.65	6.92542	11.0984	2609.86	0	0	0.499944	0.000112284	0.499944	0	0
0.625	-0.999824	0.999824	6.21632e-007	6.21632e-007	-1799.44	9.86903	15.7904	2609.86	0	0	0.499912	0.000176496	0.499912	0	0
0.626	-0.999949	0.999949	1.75877e-007	1.75877e-007	-1799.84	2.78776	4.45329	2609.86	0	0	0.499975	5.07012e-005	0.499975	0	0
0.627	-0.999895	0.999895	3.52961e-007	3.52961e-007	-1799.67	5.58568	8.90858	2609.86	0	0	0.499948	0.000104501	0.499948	0	0
0.628	-0.999762	0.999762	7.50655e-007	7.50655e-007	-1799.25	11.8604	18.886	2609.86	0	0	0.499881	0.000237521	0.499881	0	0
0.629	-0.999846	0.999846	5.18648e-007	5.18648e-007	-1799.52	8.18161	13.0073	2609.86	0	0	0.499923	0.000153751	0.499923	0	0
0.63	-0.999858	0.999858	4.67927e-007	4.67927e-007	-1799.55	7.36983	11.6981	2609.86	0	0	0.499929	0.000141691	0.499929	0	0
0.631	-0.999841	0.999841	5.64776e-007	5.64776e-007	-1799.5	8.88109	14.0746	2609.86	0	0	0.49992	0.000159477	0.49992	0	0
0.632	-0.999938	0.999938	2.1084e-007	2.1084e-007	-1799.81	3.31019	5.23765	2609.86	0	0	0.499969	6.16741e-005	0.499969	0	0
0.633	-0.999877	0.999877	4.24753e-007	4.24753e-007	-1799.61	6.65812	10.5184	2609.86	0	0	0.499938	0.000123059	0.499938	0	0
0.634	-0.999945	0.999945	1.86931e-007	1.86931e-007	-1799.83	2.92558	4.61448	2609.86	0	0	0.499973	5.46765e-005	0.499973	0	0
0.635	-0.999918	0.999918	2.76601e-007	2.76601e-007	-1799.74	4.32214	6.80651	2609.86	0	0	0.499959	8.20691e-005	0.499959	0	0
0.636	-0.999805	0.999805	7.08255e-007	7.08255e-007	-1799.39	10.5114	16.5273	2609.86	0	0	0.499907	0.000185383	0.499907	0	0
0.637	-0.999896	0.999896	3.44741e-007	3.44741e-007	-1799.67	5.36997	8.4301	2609.86	0	0	0.499948	0.000103654	0.499948	0	0
0.638	-0.999891	0.999891	3.71421e-007	3.71421e-007	-1799.66	5.77649	9.05406	2609.86	0	0	0.499946	0.000108516	0.499946	0	0
0.639	-0.999916	0.999916	2.93058e-007	2.93058e-007	-1799.74	4.55063	7.12149	2609.86	0	0	0.499958	8.35531e-005	0.499958	0	0
0.64	-0.999829	0.999829	5.48059e-007	5.48059e-007	-1799.46	8.49697	13.2765	2609.86	0	0	0.499915	0.000170998	0.499915	0	0
0.641	-0.99994	0.99994	2.03333e-007	2.03333e-007	-1799.81	3.14751	4.91031	2609.86	0	0	0.49997	6.02864e-005	0.49997	0	0
0.642	-0.999876	0.999876	4.05131e-007	4.05131e-007	-1799.61	6.26149	9.7531	2609.86	0	0	0.499938	0.000123956	0.499938	0	0
0.643	-0.999837	0.999837	5.22365e-007	5.22365e-007	-1799.49	8.06086	12.5363	2609.86	0	0	0.499919	0.000162696	0.499919	0	0
0.644	-0.999946	0.999946	1.8099e-007	1.8099e-007	-1799.83	2.7886	4.33013	2609.86	0	0	0.499973	5.37506e-005	0.499973	0	0
0.645	-0.999849	0.999849	5.61969e-007	5.61969e-007	-1799.53	8.35162	12.9482	2609.86	0	0	0.499925	0.000150852	0.499925	0	0
0.646	-0.999882	0.999882	4.30314e-007	4.30314e-007	-1799.63	6.60954	10.2315	2609.86	0	0	0.499941	0.000118054	0.499941	0	0
0.647	-0.999878	0.999878	4.08125e-007	4.08125e-007	-1799.62	6.25906	9.67397	2609.86	0	0	0.499939	0.000121958	0.499939	0	0
0.648	-0.99986	0.99986	4.68287e-007	4.68287e-007	-1799.56	7.1706	11.0657	2609.86	0	0	0.49993	0.00014044	0.49993	0	0
0.649	-0.999888	0.999888	3.64512e-007	3.64512e-007	-1799.65	5.57296	8.58699	2609.86	0	0	0.499944	0.000112111	0.499944	0	0
0.65	-0.999875	0.999875	4.09126e-007	4.09126e-007	-1799.61	6.24544	9.60837	2609.86	0	0	0.499938	0.000124768	0.499938	0	0
0.651	-0.999937	0.999937	2.10247e-007	2.10247e-007	-1799.8	3.20454	4.92248	2609.86	0	0	0.499968	6.34e-005	0.499968	0	0
0.652	-0.9999	0.9999	3.74138e-007	3.74138e-007	-1799.69	5.69381	8.73283	2609.86	0	0	0.49995	9.9837e-005	0.49995	0	0
0.653	-0.999908	0.999908	3.75758e-007	3.75758e-007	-1799.72	5.11309	7.83015	2609.86	0	0	0.49996	8.08765e-005	0.49996	0	0
0.654	-0.999888	0.999888	3.61763e-007	3.61763e-007	-1799.65	5.48864	8.39242	2609.86	0	0	0.499944	0.000112123	0.499944	0	0
0.655	-0.999905	0.999905	3.5116e-007	3.5116e-007	-1799.7	5.31963	8.12158	2609.86	0	0	0.499953	9.46296e-005	0.499953	0	0
0.656	-0.999919	0.999919	2.73246e-007	2.73246e-007	-1799.75	4.13304	6.30036	2609.86	0	0	0.49996	8.09383e-005	0.49996	0	0
0.657	-0.999876	0.999876	3.94941e-007	3.94941e-007	-1799.61	5.96466	9.07864	2609.86	0	0	0.499938	0.000123565	0.499938	0	0
0.658	-0.999923	0.999923	2.5034e-007	2.5034e-007	-1799.76	3.77504	5.73715	2609.86	0	0	0.499962	7.67778e-005	0.499962	0	0
0.659	-0.999889	0.999889	3.55602e-007	3.55602e-007	-1799.65	5.35424	8.1248	2609.86	0	0	0.499945	0.000110998	0.499945	0	0
0.66	-0.999904	0.999904	3.0864e-007	3.0864e-007	-1799.7	4.64009	7.03045	2609.86	0	0	0.499952	9.57951e-005	0.499952	0	0
0.661	-0.999891	0.999891	3.70994e-007	3.70994e-007	-1799.66	5.56911	8.42527	2609.86	0	0	0.499945	0.000109331	0.499945	0	0
0.662	-0.999826	0.999826	5.38175e-007	5.38175e-007	-1799.45	8.06649	12.185	2609.86	0	0	0.499913	0.000173936	0.499913	0	0
0.663	-0.99985	0.99985	5.28307e-007	5.28307e-007	-1799.53	7.90661	11.9255	2609.86	0	0	0.499925	0.000150121	0.499925	0	0
0.664	-0.999911	0.999911	2.84563e-007	2.84563e-007	-1799.72	4.25233	6.40412	2609.86	0	0	0.499956	8.85556e-005	0.499956	0	0
0.665	-0.999909	0.999909	2.92051e-007	2.92051e-007	-1799.71	4.35769	6.55292	2609.86	0	0	0.499954	9.11333e-005	0.499954	0	0
0.666	-0.999809	0.999809	6.3399e-007	6.3399e-007	-1799.4	9.44556	14.1825	2609.86	0	0	0.499904	0.0001914	0.499904	0	0
0.667	-0.999873	0.999873	4.75573e-007	4.75573e-007	-1799.6	7.07474	10.6068	2609.86	0	0	0.499936	0.000127232	0.499936	0	0
0.668	-0.999861	0.999861	4.32034e-007	4.32034e-007	-1799.56	6.41743	9.60694	2609.86	0	0	0.499931	0.000138501	0.499931	0	0
0.669	-0.999861	0.999861	4.78055e-007	4.78055e-007	-1799.56	6.9371	10.3694	2609.86	0	0	0.499932	0.000136358	0.499932	0	0
0.67	-0.999875	0.999875	3.96866e-007	3.96866e-007	-1799.61	5.87743	8.77228	2609.86	0	0	0.499937	0.000125358	0.499937	0	0
0.671	-0.999885	0.999885	3.61524e-007	3.61524e-007	-1799.64	5.34606	7.9673	2609.86	0	0	0.499942	0.000115126	0.499942	0	0
0.672	-0.999788	0.999788	6.34604e-007	6.34604e-007	-1799.33	9.37027	13.9438	2609.86	0	0	0.499894	0.000212158	0.499894	0	0
0.673	-0.999862	0.999862	4.59004e-007	4.59004e-007	-1799.56	6.76737	10.0555	2609.86	0	0	0.499931	0.000138393	0.499931	0	0
0.674	-0.999779	0.999779	6.71573e-007	6.71573e-007	-1799.3	9.88667	14.6687	2609.86	0	0	0.49989	0.000220849	0.49989	0	0
0.675	-0.999775	0.999775	7.12758e-007	7.12758e-007	-1799.29	10.4775	15.5222	2609.86	0	0	0.499887	0.000225247	0.499887	0	0
0.676	-0.999639	0.999639	1.34987e-006	1.34987e-006	-1798.86	19.8136	29.3101	2609.86	0	0	0.49982	0.00036079	0.49982	0	0
0.677	-0.999698	0.999698	1.18431e-006	1.18431e-006	-1799.05	17.3086	25.5666	2609.86	0	0	0.499849	0.000302106	0.499849	0	0
0.678	-0.99977	0.99977	7.46163e-007	7.46163e-007	-1799.27	10.92	16.1062	2609.86	0	0	0.499885	0.000230326	0.499885	0	0
0.679	-0.999715	0.999715	1.11326e-006	1.11326e-006	-1799.1	16.2685	23.9595	2609.86	0	0	0.499858	0.00028464	0.499858	0	0
0.68	-0.999759	0.999759	7.02001e-007	7.02001e-007	-1799.24	10.2435	15.064	2609.86	0	0	0.49988	0.000240933	0.49988	0	0
0.681	-0.999721	0.999721	8.98226e-007	8.98226e-007	-1799.13	12.7533	18.7274	2609.86	0	0	0.499864	0.000271595	0.499864	0	0
0.682	-0.999781	0.999781	6.60029e-007	6.60029e-007	-1799.31	9.60281	14.0804	2609.86	0	0	0.49989	0.000219331	0.49989	0	0
0.683	-0.999728	0.999728	8.35401e-007	8.35401e-007	-1799.14	12.1364	17.7693	2609.86	0	0	0.499864	0.000271773	0.499864	0	0
0.684	-0.9998	0.9998	5.90493e-007	5.90493e-007	-1799.37	8.566	12.5234	2609.86	0	0	0.4999	0.000199699	0.4999	0	0
