0.001	0.000203074	0.999726	0.999929	0.000740366	0.00094429	0.000232926	-899.764	786987	7.86987e+008	0	0.335724	0.335724	0.328551
0.002	0.000204333	0.999796	1	0.000505976	0.000505976	0	-899.911	42550.1	2.12751e+007	874.43	0.337796	0.337796	0.324407
0.003	0.00352274	0.995958	0.99948	0.00407603	0.00463567	0.000539732	-899.879	28411.6	9.47052e+006	898.069	0.341956	0.341956	0.316088
0.004	0.00570793	0.992274	0.997982	0.00157502	0.000602152	0.00121763	-900	0	0	908.592	0.344444	0.344444	0.311111
0.005	0.00592233	0.992147	0.997983	0.00164428	0.000716312	0.00110566	-899.902	7446.22	1.48924e+006	908.592	0.346212	0.346212	0.307576
0.006	0.00838115	0.982076	0.98724	0.00167781	0.0115158	0.00614093	-899.679	23877	3.9795e+006	910.246	0.350532	0.350532	0.298935
0.007	0.0146677	0.969076	0.983744	0.00398896	0.00239546	0.00117081	-899.877	7915.95	1.13085e+006	914.668	0.356472	0.356472	0.287056
0.008	0.026183	0.957603	0.983786	0.0178027	0.0170747	0.000931654	-899.625	11152.5	1.39406e+006	915.925	0.360227	0.360227	0.279545
0.009	0.0851064	0.897246	0.982352	0.0471982	0.0480587	0.00128426	-899.621	11332.1	1.25912e+006	917.474	0.370762	0.370762	0.258477
0.01	0.105903	0.866628	0.972531	0.0115658	0.0120403	0.00159675	-899.992	78.1572	7815.72	918.873	0.373029	0.373029	0.253942
0.011	0.0909017	0.881573	0.972474	0.0224316	0.0223535	0.00169596	-899.989	442.117	40192.4	918.881	0.371109	0.371109	0.257783
0.012	0.0978738	0.874639	0.972513	0.0407401	0.0399001	0.00196684	-899.82	2185.03	182086	918.926	0.374941	0.374941	0.250119
0.013	0.135913	0.83582	0.971733	0.0192053	0.0201048	0.00140895	-899.857	1846.95	142073	919.128	0.379605	0.379605	0.24079
0.014	0.134826	0.828339	0.963166	0.0181232	0.0122968	0.00594952	-899.7	4993.74	356696	919.286	0.38397	0.38397	0.23206
0.015	0.101558	0.840923	0.942481	0.0198768	0.019063	0.00241813	-899.888	1572.28	104819	919.682	0.388877	0.388877	0.222246
0.016	0.0864507	0.856989	0.943439	0.010165	0.0087832	0.00311751	-900	0	0	919.799	0.388889	0.388889	0.222222
0.017	0.092252	0.850064	0.942316	0.0115559	0.0127078	0.00304006	-899.842	1944.84	114402	919.799	0.388366	0.388366	0.223268
0.018	0.0923516	0.843116	0.935468	0.0079913	0.0105049	0.00271838	-899.993	35.3064	1961.47	919.926	0.392091	0.392091	0.215819
0.019	0.0864184	0.847075	0.933494	0.016305	0.00834225	0.00451362	-899.898	757.579	39872.6	919.928	0.392218	0.392218	0.215564
0.02	0.0478397	0.872581	0.920421	0.0175202	0.0113555	0.00687647	-899.822	1278.77	63938.6	919.973	0.395545	0.395545	0.20891
0.021	0.0434024	0.877596	0.920999	0.0111236	0.00911031	0.00348263	-899.907	583.415	27781.7	920.044	0.397406	0.397406	0.205188
0.022	0.0320098	0.88483	0.91684	0.00536064	0.00513776	0.00288885	-899.74	1534.58	69753.7	920.074	0.397759	0.397759	0.204482
0.023	0.043164	0.872686	0.91585	0.00695468	0.00649697	0.00320274	-899.719	1615.45	70236.8	920.152	0.3998	0.3998	0.200401
0.024	0.0363761	0.86982	0.906051	0.0121076	0.00644345	0.00534179	-899.905	507.238	21134.9	920.23	0.402198	0.402198	0.195603
0.025	0.026892	0.874954	0.888249	0.0123575	0.00394488	0.0241066	-899.679	1089.69	43587.6	920.253	0.402847	0.402847	0.194306
0.026	0.0132132	0.878043	0.881969	0.00426657	0.00715492	0.00640106	-899.975	201.008	7731.08	920.302	0.403728	0.403728	0.192543
0.027	0.0189843	0.872961	0.882126	0.00861386	0.0083175	0.00845824	-899.964	101.273	3750.84	920.311	0.404743	0.404743	0.190514
0.028	0.018233	0.865532	0.881587	0.00586782	0.00905135	0.00899825	-899.898	456.447	16301.7	920.315	0.407212	0.407212	0.185576
0.029	0.0302706	0.84379	0.871439	0.0123132	0.0096294	0.0101949	-899.804	596.181	20558	920.333	0.407525	0.407525	0.18495
0.03	0.064821	0.828427	0.893248	0.0203816	0.012501	0.00481562	-899.813	711.164	23705.5	920.356	0.408445	0.408445	0.18311
