0	1
0	0.997654	0.666666	-4.29501e+008	-1.#INF	1.#INF
3.85	0.234136	0.310932	-4.29498e+008	30.138	4.40596e-005
3.86	0.218349	0.504159	-4.29498e+008	14.1749	2.02338e-005
3.87	0.145772	0.106673	-4.29498e+008	17.6912	3.49512e-005
3.88	0.187485	0.417556	-4.29498e+008	13.8166	2.68629e-005
3.89	0.135401	0.202419	-4.29498e+008	15.2259	2.61953e-005
3.9	0.159954	0.301894	-4.29498e+008	18.6404	2.86591e-005
3.91	0.113488	0.183788	-4.29498e+008	12.2239	1.41254e-005
3.92	0.162654	0.27661	-4.29498e+008	15.1187	2.63705e-005
3.93	0.164028	0.375121	-4.29498e+008	13.0529	2.18307e-005
3.94	0.14304	0.294132	-4.29498e+008	18.7998	2.18142e-005
3.95	0.172809	0.223952	-4.29498e+008	13.7619	3.73497e-005
3.96	0.0954784	0.205251	-4.29498e+008	12.2436	1.02088e-005
3.97	0.150093	0.312751	-4.29498e+008	16.0803	2.69649e-005
3.98	0.163241	0.0466774	-4.29498e+008	20.1409	3.17825e-005
3.99	0.13091	-0.203185	-4.29498e+008	12.6431	3.76528e-005
4	0.108287	0.287351	-4.29498e+008	16.28	1.31205e-005
4.01	0.0933796	0.247615	-4.29498e+008	19.7213	9.01791e-006
4.02	0.0935185	0.274446	-4.29498e+008	11.8611	9.23227e-006
4.03	0.0900309	0.221002	-4.29498e+008	10.0684	8.74349e-006
4.04	0.0862346	-0.0182551	-4.29498e+008	10.3127	1.11608e-005
4.05	0.122253	0.285838	-4.29498e+008	13.1882	1.46022e-005
4.06	0.117577	0.180863	-4.29498e+008	8.60006	1.65758e-005
4.07	0.121019	0.306164	-4.29498e+008	8.38399	1.38762e-005
4.08	0.095679	0.23668	-4.29498e+008	10.7651	8.30197e-006
4.09	0.0960957	0.0446549	-4.29498e+008	8.13003	1.20352e-005
4.1	0.0901543	0.204714	-4.29498e+008	9.53718	1.0547e-005
4.11	0.0803549	0.172447	-4.29498e+008	10.9306	8.13165e-006
4.12	0.112022	0.200727	-4.29498e+008	11.839	1.53511e-005
4.13	0.120957	0.394501	-4.29498e+008	11.9131	1.17418e-005
4.14	0.107562	0.173581	-4.29498e+008	10.698	1.35324e-005
4.15	0.0600309	-0.0202035	-4.29498e+008	8.10103	4.84534e-006
4.16	0.111019	0.244637	-4.29498e+008	10.5214	1.33304e-005
4.17	0.0774074	-0.0640975	-4.29498e+008	9.33009	8.64097e-006
4.18	0.0655864	-0.303522	-4.29498e+008	8.64449	7.07584e-006
4.19	0.0803704	0.187932	-4.29498e+008	6.92637	7.23392e-006
4.2	0.116096	0.29225	-4.29498e+008	8.50794	1.40998e-005
4.21	0.0986728	0.210173	-4.29498e+008	8.0162	9.68865e-006
4.22	0.0955247	0.135524	-4.29498e+008	9.37984	1.20215e-005
4.23	0.0621605	0.0208295	-4.29498e+008	7.5829	5.4493e-006
4.24	0.0981019	0.250016	-4.29498e+008	7.56497	1.08735e-005
4.25	0.0800772	-0.140198	-4.29498e+008	8.55696	1.139e-005
4.26	0.0658179	0.214018	-4.29498e+008	4.91966	4.56871e-006
4.27	0.065787	0.00988944	-4.29498e+008	6.61661	5.12102e-006
4.28	0.0786111	0.121368	-4.29498e+008	7.38929	6.67986e-006
4.29	0.109074	0.230112	-4.29498e+008	7.23317	1.326e-005
4.3	0.0797377	-0.138928	-4.29498e+008	4.55165	9.57396e-006
4.31	0.071142	0.236696	-4.29498e+008	5.59859	5.25526e-006
4.32	0.071142	0.0245181	-4.29498e+008	8.02469	6.88633e-006
4.33	0.0585185	0.0332242	-4.29498e+008	5.52992	4.84183e-006
4.34	0.074784	-0.134093	-4.29498e+008	7.98488	7.45018e-006
4.35	0.0927469	0.20158	-4.29498e+008	6.46003	1.03604e-005
4.36	0.0718827	0.0802039	-4.29498e+008	7.52462	6.68318e-006
4.37	0.0780247	0.0535979	-4.29498e+008	6.4178	9.04373e-006
4.38	0.0488117	0.0882991	-4.29498e+008	5.20423	3.27273e-006
4.39	0.0674074	-0.070816	-4.29498e+008	6.11039	6.70051e-006
4.4	0.0584105	0.0815223	-4.29498e+008	6.87603	4.39607e-006
4.41	0.0670062	0.239848	-4.29498e+008	4.62359	4.15506e-006
4.42	0.0666049	0.139739	-4.29498e+008	6.0441	4.99702e-006
4.43	0.0537191	-0.0860281	-4.29498e+008	4.89174	3.54308e-006
4.44	0.0620216	0.195375	-4.29498e+008	8.24608	3.92214e-006
4.45	0.0674537	0.0660938	-4.29498e+008	4.78323	6.08585e-006
4.46	0.0572377	0.11727	-4.29498e+008	4.89051	3.53477e-006
4.47	0.0582562	0.103509	-4.29498e+008	5.09286	4.38572e-006
4.48	0.0768673	0.0410243	-4.29498e+008	6.32972	6.34942e-006
4.49	0.0565895	0.22269	-4.29498e+008	3.98411	2.98032e-006
4.5	0.061713	0.0566514	-4.29498e+008	7.7116	4.35851e-006
4.51	0.0537191	0.00226712	-4.29498e+008	3.79153	3.31864e-006
4.52	0.0621759	-0.205104	-4.29498e+008	5.56034	6.03839e-006
4.53	0.0507407	0.160857	-4.29498e+008	4.52222	2.70589e-006
4.54	0.0684414	-0.15718	-4.29498e+008	5.1699	6.48715e-006
4.55	0.0543673	0.0203337	-4.29498e+008	5.50272	3.79154e-006
4.56	0.0496605	-0.384716	-4.29498e+008	4.24746	3.7393e-006
4.57	0.0525772	-0.300851	-4.29498e+008	5.86835	3.9506e-006
4.58	0.0608488	-0.0584164	-4.29498e+008	3.87483	5.29433e-006
4.59	0.0588735	-0.0905992	-4.29498e+008	4.20731	4.90821e-006
4.6	0.0527315	0.197733	-4.29498e+008	3.84121	2.71108e-006
4.61	0.0627932	0.153865	-4.29498e+008	3.61376	4.11898e-006
4.62	0.0605247	0.23163	-4.29498e+008	3.32827	3.38807e-006
4.63	0.0589969	0.201876	-4.29498e+008	5.59782	3.67654e-006
4.64	0.0522377	0.140271	-4.29498e+008	4.19144	3.24534e-006
4.65	0.0571759	0.1893	-4.29498e+008	4.39542	3.00882e-006
4.66	0.0507407	0.207818	-4.29497e+008	3.31559	2.42149e-006
4.67	0.0547222	-0.142903	-4.29498e+008	2.94925	3.39023e-006
4.68	0.045108	0.0996197	-4.29498e+008	4.04705	2.46361e-006
4.69	0.0562037	-0.0785377	-4.29498e+008	5.9356	4.67222e-006
4.7	0.0549846	0.166184	-4.29498e+008	3.96922	3.30518e-006
4.71	0.0540123	0.0392532	-4.29498e+008	4.06778	3.5055e-006
4.72	0.0485802	0.236941	-4.29497e+008	4.74002	2.34693e-006
4.73	0.0460802	0.22944	-4.29498e+008	3.44703	1.75053e-006
4.74	0.0582253	0.073475	-4.29498e+008	4.20161	3.72879e-006
4.75	0.0476543	0.134251	-4.29497e+008	3.67335	2.72907e-006
4.76	0.0506173	-0.00172367	-4.29498e+008	3.00826	3.12656e-006
4.77	0.0573302	-0.312847	-4.29497e+008	3.68481	4.75984e-006
4.78	0.055	0.188423	-4.29497e+008	3.22123	2.77295e-006
4.79	0.0464506	0.155033	-4.29497e+008	2.4965	2.47541e-006
4.8	0.0469136	-0.507938	-4.29497e+008	4.5	3.65282e-006
4.81	0.0515278	0.132299	-4.29497e+008	3.12585	2.80946e-006
4.82	0.0492284	0.236254	-4.29497e+008	2.78232	2.47997e-006
4.83	0.0443364	0.131934	-4.29497e+008	2.82568	2.28011e-006
4.84	0.0491512	0.0187792	-4.29497e+008	2.84134	2.28273e-006
4.85	0.0476852	0.250751	-4.29497e+008	2.96567	1.8966e-006
4.86	0.0475463	0.0609054	-4.29497e+008	2.51994	2.20222e-006
4.87	0.048966	0.122163	-4.29497e+008	3.98028	2.43195e-006
4.88	0.0455864	0.0517164	-4.29497e+008	3.96399	2.19336e-006
4.89	0.0422531	0.288736	-4.29497e+008	3.68015	1.46384e-006
4.9	0.0515741	-0.0911991	-4.29497e+008	2.18576	3.63418e-006
4.91	0.0419136	-0.222091	-4.29497e+008	3.13256	2.48497e-006
4.92	0.0553086	0.286451	-4.29497e+008	3.42389	2.37915e-006
4.93	0.0480401	0.290952	-4.29497e+008	2.59372	1.95125e-006
4.94	0.0528395	0.0610805	-4.29497e+008	3.16019	3.19652e-006
4.95	0.0574074	0.113853	-4.29497e+008	2.41608	3.48911e-006
4.96	0.0486111	0.260481	-4.29497e+008	3.17378	2.06043e-006
4.97	0.0496605	-0.0204903	-4.29497e+008	3.6274	3.19929e-006
4.98	0.0511111	0.13595	-4.29497e+008	3.49672	2.72737e-006
4.99	0.0482407	0.0422116	-4.29497e+008	3.68834	2.53533e-006
5	0.0459259	-0.0778032	-4.29497e+008	3.3024	2.57412e-006
5.01	0.041034	-0.197061	-4.29497e+008	3.13624	1.78599e-006
5.02	0.0565123	0.119767	-4.29497e+008	4.2285	3.07467e-006
5.03	0.0524846	0.0255747	-4.29497e+008	2.03629	3.06437e-006
5.04	0.0412963	0.110601	-4.29497e+008	2.25498	1.99234e-006
5.05	0.0431481	-0.01828	-4.29497e+008	2.53465	2.08392e-006
5.06	0.0425	0.10909	-4.29497e+008	2.53714	1.93639e-006
5.07	0.0433025	-0.204082	-4.29497e+008	3.01266	2.35696e-006
5.08	0.0400772	0.037078	-4.29497e+008	2.4552	1.94809e-006
5.09	0.0447377	0.0966164	-4.29497e+008	2.37146	2.3719e-006
5.1	0.0466667	-0.295542	-4.29497e+008	2.54671	2.62293e-006
5.11	0.039213	-0.207778	-4.29497e+008	2.73283	1.74284e-006
5.12	0.0424846	0.0243079	-4.29497e+008	3.4668	1.96161e-006
5.13	0.042037	0.272731	-4.29497e+008	2.93044	1.43151e-006
5.14	0.0393364	0.0401873	-4.29497e+008	2.90693	1.63531e-006
5.15	0.0440432	0.119573	-4.29497e+008	2.85946	1.73738e-006
5.16	0.0529321	0.0754012	-4.29497e+008	2.7282	2.6652e-006
5.17	0.0444599	0.327863	-4.29497e+008	2.58597	1.28147e-006
5.18	0.043966	-0.186045	-4.29497e+008	2.51636	2.47138e-006
5.19	0.0474537	0.246283	-4.29497e+008	1.92455	1.72609e-006
5.2	0.0458796	0.200473	-4.29497e+008	2.84024	1.92277e-006
5.21	0.0392593	0.0284317	-4.29497e+008	2.2399	1.68244e-006
5.22	0.0456636	-0.144539	-4.29497e+008	2.97118	2.515e-006
5.23	0.0476852	0.283719	-4.29497e+008	2.79605	1.70543e-006
5.24	0.0448611	0.239949	-4.29497e+008	2.6805	1.73034e-006
5.25	0.0327623	-0.417033	-4.29497e+008	2.44971	1.69144e-006
5.26	0.0392747	-0.0776148	-4.29497e+008	2.64859	1.91021e-006
5.27	0.0441975	0.0455417	-4.29497e+008	2.8229	2.2035e-006
5.28	0.0362191	-0.00801808	-4.29497e+008	2.38751	1.5002e-006
5.29	0.0464815	0.14498	-4.29497e+008	2.53858	2.02695e-006
5.3	0.0373765	-0.0855073	-4.29497e+008	1.8341	1.61543e-006
5.31	0.0394753	0.0737293	-4.29497e+008	2.13363	1.65137e-006
5.32	0.0356327	-0.0375974	-4.29497e+008	2.08039	1.12289e-006
5.33	0.0432407	0.0248333	-4.29497e+008	2.48936	2.12074e-006
5.34	0.0368673	-0.0544233	-4.29497e+008	1.98628	1.59943e-006
5.35	0.0475309	0.139746	-4.29497e+008	1.93414	1.97081e-006
5.36	0.0470988	-0.306661	-4.29497e+008	2.92938	2.80683e-006
5.37	0.0422531	0.0122134	-4.29497e+008	1.90867	1.96877e-006
5.38	0.0401543	-0.118195	-4.29497e+008	2.12269	1.97372e-006
5.39	0.0421142	-0.0496464	-4.29497e+008	2.87484	2.21557e-006
5.4	0.0374074	-0.016452	-4.29497e+008	1.83265	1.45881e-006
5.41	0.0453858	0.226073	-4.29497e+008	2.02268	1.81664e-006
5.42	0.0413426	0.037986	-4.29497e+008	2.30934	1.8902e-006
5.43	0.0364815	-0.0753566	-4.29497e+008	1.72563	1.52017e-006
5.44	0.0362191	-0.115006	-4.29497e+008	2.09775	1.5122e-006
5.45	0.0372068	-0.577387	-4.29497e+008	2.54255	1.64755e-006
5.46	0.0383951	-0.333962	-4.29497e+008	1.78186	2.03128e-006
5.47	0.0414043	0.0453558	-4.29497e+008	2.21384	1.94978e-006
5.48	0.0340741	-0.42181	-4.29497e+008	1.70494	1.63729e-006
5.49	0.0396451	0.141741	-4.29497e+008	2.21897	1.40128e-006
5.5	0.0467593	0.157658	-4.29497e+008	2.40132	1.65531e-006
5.51	0.0404321	0.148404	-4.29497e+008	1.79183	1.30382e-006
5.52	0.0437963	-0.0180439	-4.29497e+008	2.38395	1.71198e-006
5.53	0.0371296	0.0244422	-4.29497e+008	1.95678	1.4648e-006
5.54	0.0350154	0.0458997	-4.29497e+008	1.88716	1.19347e-006
5.55	0.0378395	0.0357406	-4.29497e+008	2.24397	1.50111e-006
5.56	0.0408796	0.25893	-4.29497e+008	1.73904	1.22643e-006
5.57	0.0454012	0.157195	-4.29497e+008	1.81532	1.91736e-006
5.58	0.0369907	0.0697668	-4.29497e+008	2.09658	1.40487e-006
5.59	0.0407562	0.126033	-4.29497e+008	1.69994	1.58083e-006
5.6	0.0362346	0.198806	-4.29497e+008	2.10204	1.11951e-006
5.61	0.0319907	0.12233	-4.29497e+008	1.43365	1.05472e-006
5.62	0.0358488	0.101904	-4.29497e+008	1.49947	1.19362e-006
5.63	0.0365741	0.0911179	-4.29497e+008	1.6052	1.13961e-006
5.64	0.0375463	-0.0591746	-4.29497e+008	2.18299	1.47611e-006
5.65	0.0363735	0.0308259	-4.29497e+008	1.82442	1.28072e-006
5.66	0.0414815	-0.0333122	-4.29497e+008	1.57824	1.88629e-006
5.67	0.0319907	0.200636	-4.29497e+008	2.14004	9.00084e-007
5.68	0.0325772	-0.079394	-4.29497e+008	1.84487	1.05842e-006
5.69	0.0366667	0.0530051	-4.29497e+008	2.02619	1.25111e-006
5.7	0.037392	0.209378	-4.29497e+008	1.60542	1.16985e-006
5.71	0.0376698	-0.0293026	-4.29497e+008	1.91387	1.50073e-006
5.72	0.0367747	-0.283089	-4.29497e+008	1.37904	1.55972e-006
5.73	0.0383642	-0.144823	-4.29497e+008	1.13057	1.65766e-006
5.74	0.0354475	-0.0362757	-4.29497e+008	2.07845	1.08582e-006
5.75	0.0392284	0.133959	-4.29497e+008	2.5358	1.26772e-006
5.76	0.0346296	0.252514	-4.29497e+008	2.07369	9.43446e-007
5.77	0.0352778	0.0123676	-4.29497e+008	1.42253	1.1768e-006
5.78	0.0383951	0.134951	-4.29497e+008	1.98273	1.18591e-006
5.79	0.0310494	0.0987925	-4.29497e+008	1.75635	7.05094e-007
5.8	0.0442438	0.120876	-4.29497e+008	1.92152	1.61195e-006
5.81	0.0359105	-0.143224	-4.29497e+008	1.53572	1.52136e-006
5.82	0.0380247	-0.019044	-4.29497e+008	2.05949	1.50472e-006
5.83	0.031713	-0.0873219	-4.29497e+008	2.08068	1.20851e-006
5.84	0.0366512	-0.0387777	-4.29497e+008	1.9422	1.4693e-006
5.85	0.0303395	0.101964	-4.29497e+008	1.6831	8.01992e-007
5.86	0.0344136	0.174772	-4.29497e+008	1.23939	9.7556e-007
5.87	0.0360648	-0.00579186	-4.29497e+008	1.37447	1.31625e-006
5.88	0.0322377	-0.0948347	-4.29497e+008	1.99917	1.11954e-006
5.89	0.0378395	0.130713	-4.29497e+008	1.73411	1.08396e-006
5.9	0.0342593	0.0111968	-4.29497e+008	1.55358	1.20197e-006
5.91	0.0394599	0.204388	-4.29497e+008	1.53916	1.07754e-006
5.92	0.0378241	-0.0296967	-4.29497e+008	1.62527	1.50264e-006
5.93	0.0433951	0.121026	-4.29497e+008	1.1284	1.76723e-006
5.94	0.034429	-0.131992	-4.29497e+008	1.55086	1.06684e-006
5.95	0.0293364	-0.203234	-4.29497e+008	1.56373	1.04678e-006
5.96	0.0358025	-0.0583005	-4.29497e+008	1.59452	1.28313e-006
5.97	0.0376235	0.147605	-4.29497e+008	1.81365	1.26261e-006
5.98	0.0346914	-0.0480664	-4.29497e+008	1.49439	1.25705e-006
5.99	0.0336574	0.202764	-4.29497e+008	1.73913	9.78417e-007
6	0.0345679	0.0546376	-4.29497e+008	1.37778	1.02603e-006
6.01	0.031034	0.023649	-4.29497e+008	1.43521	8.66841e-007
6.02	0.0337037	0.101187	-4.29497e+008	1.68652	1.04428e-006
6.03	0.0318056	-0.151966	-4.29497e+008	1.3905	1.14769e-006
6.04	0.0327469	0.0275014	-4.29497e+008	1.51748	1.01534e-006
6.05	0.0393364	-0.214744	-4.29497e+008	1.92337	1.51278e-006
6.06	0.0381636	-0.129657	-4.29497e+008	1.55105	1.75695e-006
6.07	0.0321605	-0.0245077	-4.29497e+008	1.46777	1.19865e-006
6.08	0.0339352	0.023661	-4.29497e+008	1.24654	1.12608e-006
6.09	0.0270216	-0.839007	-4.29497e+008	1.69974	1.08247e-006
6.1	0.0351698	-0.17733	-4.29497e+008	1.44477	1.38418e-006
6.11	0.0426389	0.0763193	-4.29497e+008	1.35433	1.58416e-006
6.12	0.0312191	-0.170253	-4.29497e+008	1.76855	1.10879e-006
6.13	0.0350772	-0.00772801	-4.29497e+008	1.74575	1.13487e-006
6.14	0.0384414	0.0426531	-4.29497e+008	1.44299	1.18308e-006
6.15	0.036034	-0.0368484	-4.29497e+008	1.64981	1.49003e-006
6.16	0.0330093	0.0177348	-4.29497e+008	1.04571	1.16213e-006
6.17	0.0386728	0.0967237	-4.29497e+008	1.42058	1.21451e-006
6.18	0.0378704	-0.166089	-4.29497e+008	1.39085	1.57706e-006
6.19	0.0387346	0.056151	-4.29497e+008	1.26109	1.34545e-006
6.2	0.0359259	0.055446	-4.29497e+008	1.32362	9.55294e-007
6.21	0.0290432	0.0687765	-4.29497e+008	1.20319	7.72002e-007
6.22	0.0327932	0.111746	-4.29497e+008	1.7535	1.10555e-006
6.23	0.0323765	0.109152	-4.29497e+008	1.48404	9.40365e-007
6.24	0.0341667	0.148506	-4.29497e+008	1.33136	8.18488e-007
6.25	0.0422531	0.0939839	-4.29497e+008	1.4336	1.57314e-006
6.26	0.0330864	0.190435	-4.29497e+008	1.08606	8.76385e-007
6.27	0.0337191	-0.086522	-4.29497e+008	1.52215	1.13775e-006
6.28	0.0315123	0.170484	-4.29497e+008	1.08727	8.47114e-007
6.29	0.0335648	-0.137417	-4.29497e+008	1.22131	1.05357e-006
6.3	0.038642	0.0899381	-4.29497e+008	1.20937	1.17502e-006
6.31	0.034321	0.124825	-4.29497e+008	1.16536	9.09809e-007
6.32	0.0321451	-0.504388	-4.29497e+008	1.24179	1.36273e-006
6.33	0.0359722	-0.0457581	-4.29497e+008	1.38162	1.10781e-006
6.34	0.0369753	0.0981598	-4.29497e+008	0.724457	1.06656e-006
6.35	0.0340586	-0.0806069	-4.29497e+008	1.46816	1.12859e-006
6.36	0.035	0.113779	-4.29497e+008	1.32906	9.65171e-007
6.37	0.0315586	0.174333	-4.29497e+008	1.39587	6.73876e-007
6.38	0.0314969	0.155161	-4.29497e+008	1.20282	7.31627e-007
6.39	0.0339506	-0.0612424	-4.29497e+008	1.40282	1.10734e-006
6.4	0.0330864	0.250083	-4.29497e+008	1.47656	6.72201e-007
6.41	0.0331327	0.0272651	-4.29497e+008	1.15265	1.02003e-006
6.42	0.0357253	0.0179781	-4.29497e+008	1.66924	1.13432e-006
6.43	0.0328858	-0.0184905	-4.29497e+008	1.39316	1.02295e-006
6.44	0.0310494	0.157645	-4.29497e+008	1.31939	8.08029e-007
6.45	0.0325772	0.177881	-4.29497e+008	1.36915	8.4655e-007
6.46	0.0349537	0.17558	-4.29497e+008	1.03519	8.95485e-007
6.47	0.0364043	0.127695	-4.29497e+008	1.42185	1.10219e-006
6.48	0.0328858	-0.0672174	-4.29497e+008	1.62323	1.13802e-006
6.49	0.0323302	-0.0538218	-4.29497e+008	1.1396	9.72662e-007
6.5	0.0288735	0.0400505	-4.29497e+008	1.20426	8.43438e-007
6.51	0.0305247	-0.0973936	-4.29497e+008	1.13261	9.08743e-007
6.52	0.0320216	0.0697367	-4.29497e+008	1.24958	8.55029e-007
6.53	0.0318827	0.204647	-4.29497e+008	1.1557	7.03013e-007
6.54	0.0354475	0.168607	-4.29497e+008	1.3841	9.69455e-007
6.55	0.0358025	0.0118666	-4.29497e+008	1.16357	1.08124e-006
6.56	0.0356327	0.0508725	-4.29497e+008	0.966686	1.0499e-006
6.57	0.0307562	0.0771859	-4.29497e+008	1.09719	7.34549e-007
6.58	0.0305864	-0.100299	-4.29497e+008	1.60383	8.68948e-007
6.59	0.0300309	0.0284657	-4.29497e+008	1.37054	6.66344e-007
6.6	0.0312346	0.0752497	-4.29497e+008	1.23416	8.89173e-007
6.61	0.0338735	-0.121507	-4.29497e+008	1.02536	1.0597e-006
6.62	0.0322377	0.0147697	-4.29497e+008	1.19751	9.70794e-007
6.63	0.0311728	-0.125563	-4.29497e+008	1.01918	8.68618e-007
6.64	0.034784	0.0795209	-4.29497e+008	1.25562	1.08375e-006
6.65	0.028534	-0.21365	-4.29497e+008	1.15778	7.4915e-007
6.66	0.0306327	-0.110866	-4.29497e+008	1.27695	8.51001e-007
6.67	0.0310031	0.0703206	-4.29497e+008	0.963836	6.53472e-007
6.68	0.0310494	0.0540315	-4.29497e+008	0.989637	7.62955e-007
6.69	0.0341512	0.145768	-4.29497e+008	1.40852	8.98323e-007
6.7	0.0291667	0.0660115	-4.29497e+008	1.34016	6.82494e-007
6.71	0.030679	-0.128346	-4.29497e+008	0.980808	9.39771e-007
6.72	0.0341204	0.162069	-4.29497e+008	0.871599	8.28484e-007
6.73	0.0262809	-0.313092	-4.29497e+008	1.03857	6.67347e-007
6.74	0.0335802	0.17845	-4.29497e+008	1.22569	8.91268e-007
6.75	0.0340741	0.104863	-4.29497e+008	0.934102	9.26256e-007
6.76	0.0269444	-0.0297574	-4.29497e+008	1.07839	6.35636e-007
6.77	0.0361728	-0.174234	-4.29497e+008	1.16597	1.20217e-006
6.78	0.0324074	0.116193	-4.29497e+008	0.918892	7.49715e-007
6.79	0.0291667	-0.0710886	-4.29497e+008	1.17994	7.56011e-007
6.8	0.0322531	-0.0520084	-4.29497e+008	1.05882	9.3092e-007
6.81	0.0333025	-0.0414815	-4.29497e+008	1.12472	1.02976e-006
6.82	0.0327006	0.210363	-4.29497e+008	1.32782	6.53878e-007
6.83	0.0297068	-0.107724	-4.29497e+008	1.04268	7.97043e-007
6.84	0.0308333	-0.193847	-4.29497e+008	1.06699	1.14931e-006
6.85	0.0280093	0.0831742	-4.29497e+008	0.893388	6.42509e-007
6.86	0.0315432	-0.0402778	-4.29497e+008	1.06758	9.31514e-007
6.87	0.0333951	0.0704447	-4.29497e+008	1.01702	8.99042e-007
6.88	0.0330556	0.0179684	-4.29497e+008	1.298	8.86358e-007
6.89	0.0260802	0.00747685	-4.29497e+008	0.910008	5.37997e-007
6.9	0.0324074	0.0698937	-4.29497e+008	1.31065	8.75286e-007
6.91	0.0330864	-0.137852	-4.29497e+008	1.16612	1.04933e-006
6.92	0.0280864	0.145477	-4.29497e+008	1.10261	5.87046e-007
6.93	0.0275309	0.220318	-4.29497e+008	0.979492	5.37381e-007
6.94	0.0290432	0.0237617	-4.29497e+008	1.12284	7.03082e-007
6.95	0.027716	-0.0668347	-4.29497e+008	1.18586	6.94295e-007
6.96	0.0335185	0.0864648	-4.29497e+008	1.22209	7.97602e-007
6.97	0.0278241	0.0484655	-4.29497e+008	0.882651	6.92954e-007
6.98	0.026466	-0.0108945	-4.29497e+008	1.13628	6.04271e-007
6.99	0.0322685	0.224729	-4.29497e+008	1.15268	6.4284e-007
7	0.0315123	-0.0350243	-4.29497e+008	0.999184	7.74339e-007
7.01	0.0317747	0.24184	-4.29497e+008	1.11355	5.86106e-007
7.02	0.0268056	-0.120804	-4.29497e+008	1.54544	7.43872e-007
7.03	0.0310957	-0.110263	-4.29497e+008	1.32737	8.15358e-007
7.04	0.0293056	0.00128858	-4.29497e+008	1.2203	7.3417e-007
7.05	0.0297377	0.0623468	-4.29497e+008	1.01081	7.60448e-007
7.06	0.0292284	0.0169692	-4.29497e+008	1.03363	5.9833e-007
7.07	0.0312809	0.0162562	-4.29497e+008	0.710615	7.0649e-007
7.08	0.0323765	0.0800876	-4.29497e+008	0.995882	7.47748e-007
7.09	0.024784	0.00485543	-4.29497e+008	0.783002	5.56096e-007
7.1	0.0337654	0.116664	-4.29497e+008	0.660186	8.94388e-007
7.11	0.0312037	-0.0593001	-4.29497e+008	1.12043	8.34534e-007
7.12	0.028534	-0.0684749	-4.29497e+008	0.94685	7.10736e-007
7.13	0.0345833	0.218795	-4.29497e+008	1.10156	6.87668e-007
7.14	0.0290895	0.114712	-4.29497e+008	0.809736	6.36158e-007
7.15	0.032284	-0.0228898	-4.29497e+008	0.970219	8.21678e-007
7.16	0.0308488	-0.348186	-4.29497e+008	1.26088	1.14076e-006
7.17	0.0264506	-0.0666269	-4.29497e+008	1.17645	5.91224e-007
7.18	0.0287809	0.1709	-4.29497e+008	0.986957	5.41931e-007
7.19	0.0355864	0.0555001	-4.29497e+008	0.872793	8.36327e-007
7.2	0.0292901	0.0738692	-4.29497e+008	0.82716	6.78593e-007
7.21	0.0289043	0.0515858	-4.29497e+008	0.67713	6.94687e-007
7.22	0.0318364	0.0653439	-4.29497e+008	1.00674	6.34273e-007
7.23	0.0311111	0.132053	-4.29497e+008	0.893771	6.78395e-007
7.24	0.0336111	0.185493	-4.29497e+008	0.927933	7.12711e-007
7.25	0.0342901	0.195105	-4.29497e+008	1.30892	6.89982e-007
7.26	0.0284414	-0.154133	-4.29497e+008	0.771046	8.19829e-007
7.27	0.0284259	-0.136314	-4.29497e+008	0.805254	7.50625e-007
7.28	0.031929	0.22623	-4.29497e+008	0.676247	6.54172e-007
7.29	0.0315123	0.300809	-4.29497e+008	0.879119	5.58177e-007
7.3	0.0260802	0.157683	-4.29497e+008	0.864703	4.74244e-007
7.31	0.0298457	-0.444632	-4.29497e+008	0.892281	8.40086e-007
7.32	0.031821	-0.0288327	-4.29497e+008	0.854012	8.5752e-007
7.33	0.0282562	0.0669781	-4.29497e+008	0.851683	6.26837e-007
7.34	0.030216	-0.15197	-4.29497e+008	0.843424	6.95577e-007
7.35	0.0311883	0.231535	-4.29497e+008	1.10769	5.56285e-007
7.36	0.0305401	0.0595672	-4.29497e+008	0.80931	6.95183e-007
7.37	0.0296142	0.128155	-4.29497e+008	0.789441	6.21496e-007
7.38	0.0293981	0.099856	-4.29497e+008	0.66392	6.37672e-007
7.39	0.0289352	-0.132311	-4.29497e+008	0.673843	8.2475e-007
7.4	0.0289969	-0.0303432	-4.29497e+008	0.783053	5.98869e-007
7.41	0.0296914	0.159548	-4.29497e+008	0.734318	5.92264e-007
7.42	0.0281019	-0.321198	-4.29497e+008	0.714903	6.36155e-007
7.43	0.0320062	0.0931846	-4.29497e+008	1.23467	7.79812e-007
7.44	0.0275309	0.213506	-4.29497e+008	0.734189	5.01505e-007
7.45	0.0289352	0.00566958	-4.29497e+008	0.928246	7.12299e-007
7.46	0.0224383	0.0308329	-4.29497e+008	0.810758	4.50213e-007
7.47	0.0252006	-0.0604295	-4.29497e+008	1.08959	5.58938e-007
7.48	0.0274383	0.198062	-4.29497e+008	1.12671	5.30015e-007
7.49	0.0267593	-0.0600492	-4.29497e+008	0.758644	5.92622e-007
7.5	0.0293981	0.125882	-4.29497e+008	1.024	6.06004e-007
7.51	0.0251698	0.119915	-4.29497e+008	0.607091	4.63215e-007
7.52	0.0291667	0.00840053	-4.29497e+008	0.922363	7.10427e-007
7.53	0.0266512	-0.0780639	-4.29497e+008	0.852191	5.84707e-007
7.54	0.0324383	-0.156464	-4.29497e+008	0.878076	7.43632e-007
7.55	0.0292747	-0.068937	-4.29497e+008	0.915048	8.06394e-007
7.56	0.0324537	-0.212081	-4.29497e+008	0.935024	8.34813e-007
