0	1
0	0.997654	0.666666	-4.29501e+008	-1.#INF	1.#INF
7.57	0.02875	-0.0429235	-4.29497e+008	0.753862	7.36701e-007
7.58	0.0303086	0.218638	-4.29497e+008	0.729597	5.65308e-007
7.59	0.0255401	0.153019	-4.29497e+008	0.694347	5.06507e-007
7.6	0.0319907	0.101762	-4.29497e+008	0.570637	7.66143e-007
7.61	0.0251698	-0.0750611	-4.29497e+008	0.939355	5.57395e-007
7.62	0.0266049	0.263277	-4.29497e+008	0.799113	3.84672e-007
7.63	0.0279321	-0.116417	-4.29497e+008	0.797019	6.17909e-007
7.64	0.0272685	-0.0155245	-4.29497e+008	0.888134	5.619e-007
7.65	0.0292593	-0.22759	-4.29497e+008	0.628818	7.6637e-007
7.66	0.0254784	-0.00592256	-4.29497e+008	0.818057	5.40251e-007
7.67	0.0267593	0.0944558	-4.29497e+008	0.712575	5.04071e-007
7.68	0.0299537	0.0621285	-4.29497e+008	1.02539	6.64468e-007
7.69	0.0302623	0.138001	-4.29497e+008	0.979436	6.02212e-007
7.7	0.0273148	0.0270012	-4.29497e+008	0.782594	6.09014e-007
7.71	0.0274846	0.0360327	-4.29497e+008	0.898996	5.72838e-007
7.72	0.0323148	0.0826473	-4.29497e+008	0.805391	6.13687e-007
7.73	0.0288272	0.0673408	-4.29497e+008	0.717622	5.94658e-007
7.74	0.0313117	0.0315548	-4.29497e+008	0.678378	6.97791e-007
7.75	0.0271605	-0.0231144	-4.29497e+008	0.879084	6.3019e-007
7.76	0.0275309	-0.460969	-4.29497e+008	0.743969	6.88162e-007
7.77	0.0276852	-0.476433	-4.29497e+008	1.06008	5.98827e-007
7.78	0.0283951	0.092926	-4.29497e+008	0.697854	5.64335e-007
7.79	0.0272377	0.068904	-4.29497e+008	0.801528	4.88e-007
7.8	0.0304167	0.153706	-4.29497e+008	0.888889	6.142e-007
7.81	0.0247222	-0.0983844	-4.29497e+008	0.970554	5.21794e-007
7.82	0.0302469	-0.0194063	-4.29497e+008	0.617474	7.96126e-007
7.83	0.0262191	-0.0476779	-4.29497e+008	0.746384	5.48961e-007
7.84	0.0274228	0.150826	-4.29497e+008	0.7601	5.10069e-007
7.85	0.0240895	-0.0155919	-4.29497e+008	0.851637	4.04029e-007
7.86	0.0296296	-0.144198	-4.29497e+008	0.709619	7.93347e-007
7.87	0.0275772	0.230236	-4.29497e+008	0.661318	4.70953e-007
7.88	0.0256636	0.0184916	-4.29497e+008	0.742096	4.59535e-007
7.89	0.0277315	0.015982	-4.29497e+008	0.719654	6.26038e-007
7.9	0.0285494	0.202935	-4.29497e+008	0.728088	5.51633e-007
7.91	0.0284877	-0.190863	-4.29497e+008	0.925711	6.61244e-007
7.92	0.0283642	0.143631	-4.29497e+008	0.693807	5.28366e-007
7.93	0.0278241	-0.20797	-4.29497e+008	0.809097	7.45649e-007
7.94	0.02875	0.185978	-4.29497e+008	0.89335	4.95475e-007
7.95	0.0248611	0.0344549	-4.29497e+008	0.972113	5.44832e-007
7.96	0.0318981	-0.0613919	-4.29497e+008	0.80301	7.044e-007
7.97	0.0247222	0.215584	-4.29497e+008	0.720393	3.08667e-007
7.98	0.0246451	0.117798	-4.29497e+008	0.703513	4.03509e-007
7.99	0.0270988	0.186319	-4.29497e+008	0.897242	4.15693e-007
8	0.0269753	0.127325	-4.29497e+008	0.73	4.77876e-007
8.01	0.0325	-0.180923	-4.29497e+008	0.568578	9.14115e-007
8.02	0.0266358	0.027254	-4.29497e+008	0.54726	4.93737e-007
8.03	0.0274537	-0.172519	-4.29497e+008	0.734481	5.98506e-007
8.04	0.0277006	0.103789	-4.29497e+008	0.782159	5.02802e-007
8.05	0.0265123	0.187271	-4.29497e+008	0.819721	4.01356e-007
8.06	0.0307407	0.185801	-4.29497e+008	0.70932	5.32124e-007
8.07	0.0263117	0.0451401	-4.29497e+008	0.845145	4.73961e-007
8.08	0.0282253	-0.0882984	-4.29497e+008	0.745025	5.57606e-007
8.09	0.0268364	0.0304619	-4.29497e+008	0.616061	5.40349e-007
8.1	0.0273457	-0.0328238	-4.29497e+008	0.502362	6.012e-007
8.11	0.0297377	-0.0420517	-4.29497e+008	0.700601	5.59981e-007
8.12	0.0266821	-0.0616583	-4.29497e+008	0.592104	5.14561e-007
8.13	0.0284105	0.142224	-4.29497e+008	0.648744	5.37292e-007
8.14	0.0329784	0.0415436	-4.29497e+008	0.666469	8.04949e-007
8.15	0.0285031	-0.054544	-4.29497e+008	0.819	5.76495e-007
8.16	0.0270988	-0.0243504	-4.29497e+008	0.692042	5.46012e-007
8.17	0.0246759	0.0764139	-4.29497e+008	0.752672	3.70341e-007
8.18	0.0266358	-0.0318497	-4.29497e+008	0.569102	5.5698e-007
8.19	0.0240123	0.00817347	-4.29497e+008	0.529548	4.63582e-007
8.2	0.0305401	0.196872	-4.29497e+008	0.642475	4.90489e-007
8.21	0.0258796	-0.292424	-4.29497e+008	0.669395	6.20457e-007
8.22	0.0290895	0.227085	-4.29497e+008	0.738807	4.22839e-007
8.23	0.0275	0.0195382	-4.29497e+008	0.666146	5.00165e-007
8.24	0.0273148	0.169631	-4.29497e+008	0.49015	4.20721e-007
8.25	0.0260494	0.107209	-4.29497e+008	0.785161	4.16677e-007
8.26	0.0254321	0.199682	-4.29497e+008	0.605034	3.7755e-007
8.27	0.0297068	-0.16667	-4.29497e+008	0.495958	7.1879e-007
8.28	0.0285031	0.200614	-4.29497e+008	0.602114	5.02096e-007
8.29	0.0277006	0.0198786	-4.29497e+008	0.71707	5.10162e-007
8.3	0.0267901	-0.263399	-4.29497e+008	0.589926	6.43895e-007
8.31	0.0312037	0.172778	-4.29497e+008	0.514364	5.41329e-007
8.32	0.0285185	0.0677069	-4.29497e+008	0.66568	4.4776e-007
8.33	0.0281481	0.0771452	-4.29497e+008	0.622578	5.09298e-007
8.34	0.027284	0.00379843	-4.29497e+008	0.667092	5.40542e-007
8.35	0.0240895	-0.0203848	-4.29497e+008	0.835311	4.47944e-007
8.36	0.0280864	0.0525067	-4.29497e+008	0.636432	5.11167e-007
8.37	0.025108	0.194005	-4.29497e+008	0.703428	3.51099e-007
8.38	0.0238735	-0.067137	-4.29497e+008	0.683523	4.59217e-007
8.39	0.0302315	0.147688	-4.29497e+008	0.604613	5.41533e-007
8.4	0.028966	0.155311	-4.29497e+008	0.657596	4.94833e-007
8.41	0.0245062	-0.0771821	-4.29497e+008	0.551973	4.42617e-007
8.42	0.0275	0.120974	-4.29497e+008	0.496499	3.98427e-007
8.43	0.0269753	0.0945412	-4.29497e+008	0.648421	4.46381e-007
8.44	0.0293056	0.26262	-4.29497e+008	0.71427	4.30785e-007
8.45	0.0299846	0.0853596	-4.29497e+008	0.654319	5.61766e-007
8.46	0.0297377	0.160587	-4.29497e+008	0.549939	4.80514e-007
8.47	0.0316512	0.12043	-4.29497e+008	0.740442	5.88907e-007
8.48	0.0310648	0.0777028	-4.29497e+008	0.467248	6.51859e-007
8.49	0.0321759	0.0244519	-4.29497e+008	0.466148	6.94779e-007
8.5	0.0289352	-0.0612119	-4.29497e+008	0.469481	5.48326e-007
8.51	0.0246451	-0.24875	-4.29497e+008	0.605357	4.31325e-007
8.52	0.0267593	0.025806	-4.29497e+008	0.573079	4.26501e-007
8.53	0.0242438	0.149639	-4.29497e+008	0.730062	3.52467e-007
8.54	0.0272068	0.118622	-4.29497e+008	0.653763	4.5754e-007
8.55	0.0226543	-0.229213	-4.29497e+008	0.586574	4.23983e-007
8.56	0.0274383	0.0519431	-4.29497e+008	0.650712	5.14669e-007
8.57	0.0263272	0.117046	-4.29497e+008	0.670979	4.14932e-007
8.58	0.0219907	-0.0732171	-4.29497e+008	0.695497	3.76342e-007
8.59	0.0307253	0.22812	-4.29497e+008	0.563777	4.68819e-007
8.6	0.0274383	-0.0783522	-4.29497e+008	0.735533	5.29223e-007
8.61	0.0278395	-0.141177	-4.29497e+008	0.621593	4.35801e-007
8.62	0.027284	0.0702628	-4.29497e+008	0.564166	4.18606e-007
8.63	0.0291667	0.0554454	-4.29497e+008	0.519893	5.63143e-007
8.64	0.0297685	0.166498	-4.29497e+008	0.587277	4.24441e-007
8.65	0.0292438	0.151601	-4.29497e+008	0.530322	4.08702e-007
8.66	0.0296914	0.16657	-4.29497e+008	0.721109	4.60191e-007
8.67	0.0260031	0.0925744	-4.29497e+008	0.638562	4.46434e-007
8.68	0.0277623	-0.080949	-4.29497e+008	0.522415	6.65255e-007
8.69	0.0250772	-0.014624	-4.29497e+008	0.550876	3.72674e-007
8.7	0.0303858	0.190046	-4.29497e+008	0.604571	4.86137e-007
8.71	0.0271142	0.113172	-4.29497e+008	0.514604	4.50995e-007
8.72	0.0260957	0.173234	-4.29497e+008	0.63126	3.47343e-007
8.73	0.0297685	0.0893639	-4.29497e+008	0.470262	5.5428e-007
8.74	0.0244907	-0.147991	-4.29497e+008	0.573915	5.01676e-007
8.75	0.0253549	-0.0297863	-4.29497e+008	0.547527	3.94444e-007
8.76	0.0227932	-0.00859723	-4.29497e+008	0.492066	3.77334e-007
8.77	0.0257253	0.122542	-4.29497e+008	0.52839	4.22535e-007
8.78	0.0236265	-0.116826	-4.29497e+008	0.410957	4.08364e-007
8.79	0.0285648	-0.024203	-4.29497e+008	0.786911	5.86812e-007
8.8	0.0290741	-0.101429	-4.29497e+008	0.834711	5.68892e-007
8.81	0.0269136	0.157032	-4.29497e+008	0.51948	4.38472e-007
8.82	0.0263272	-0.041164	-4.29497e+008	0.6088	4.70943e-007
8.83	0.0244136	-0.620725	-4.29497e+008	0.627943	4.79341e-007
8.84	0.0276698	0.102323	-4.29497e+008	0.741181	4.46464e-007
8.85	0.02125	0.0325335	-4.29497e+008	0.461681	3.22638e-007
8.86	0.0253704	0.104472	-4.29497e+008	0.428028	3.88099e-007
8.87	0.0242284	0.181893	-4.29497e+008	0.524678	3.13192e-007
8.88	0.0273302	0.0922327	-4.29497e+008	0.779158	3.79178e-007
8.89	0.0249691	0.140729	-4.29497e+008	0.473732	3.3793e-007
8.9	0.0295062	0.0676248	-4.29497e+008	0.541346	5.52041e-007
8.91	0.0233333	0.0371299	-4.29497e+008	0.652995	3.3706e-007
8.92	0.0269753	-0.0580621	-4.29497e+008	0.490659	5.27105e-007
8.93	0.0274383	-0.156671	-4.29497e+008	0.541727	6.05619e-007
8.94	0.023966	0.00126074	-4.29497e+008	0.6286	3.31622e-007
8.95	0.0294136	0.138694	-4.29497e+008	0.651166	4.36057e-007
8.96	0.02875	-0.00697431	-4.29497e+008	0.605867	5.43261e-007
8.97	0.0268673	-0.0845187	-4.29497e+008	0.548838	4.99349e-007
8.98	0.0267747	-0.195011	-4.29497e+008	0.65079	5.70094e-007
8.99	0.022608	-0.000868176	-4.29497e+008	0.582033	3.63946e-007
9	0.0301543	0.0759036	-4.29497e+008	0.560988	5.24322e-007
9.01	0.0208488	0.239516	-4.29497e+008	0.476964	2.51022e-007
9.02	0.0286574	0.106425	-4.29497e+008	0.487707	5.00075e-007
9.03	0.0262654	0.025965	-4.29497e+008	0.56904	4.58576e-007
9.04	0.0274383	0.0634297	-4.29497e+008	0.544287	4.42715e-007
9.05	0.0258642	0.149183	-4.29497e+008	0.640762	3.81677e-007
9.06	0.0243673	-0.0979524	-4.29497e+008	0.63545	4.66484e-007
9.07	0.0287191	0.0767667	-4.29497e+008	0.595151	4.77239e-007
9.08	0.0291821	0.0770387	-4.29497e+008	0.50457	5.05889e-007
9.09	0.0235802	-0.107382	-4.29497e+008	0.569298	4.09129e-007
9.1	0.0254167	0.123036	-4.29497e+008	0.417341	3.68397e-007
9.11	0.0261111	0.0820155	-4.29497e+008	0.601503	4.5584e-007
9.12	0.0271451	-0.0412694	-4.29497e+008	0.515543	4.50505e-007
9.13	0.0264043	0.142693	-4.29497e+008	0.483703	4.15622e-007
9.14	0.0268519	0.158867	-4.29497e+008	0.601391	4.50504e-007
9.15	0.0271296	0.183809	-4.29497e+008	0.485413	4.08846e-007
9.16	0.027037	0.017254	-4.29497e+008	0.606396	5.17247e-007
9.17	0.026466	-0.0106542	-4.29497e+008	0.547991	4.07029e-007
9.18	0.0265278	0.216558	-4.29497e+008	0.62654	3.28776e-007
9.19	0.0276235	-0.165446	-4.29497e+008	0.636544	6.06984e-007
9.2	0.0237963	0.0726481	-4.29497e+008	0.536862	3.35852e-007
9.21	0.0320988	-0.150861	-4.29497e+008	0.448929	5.96641e-007
9.22	0.0250463	0.0657505	-4.29497e+008	0.606058	3.53859e-007
9.23	0.025787	0.0915297	-4.29497e+008	0.522109	4.06082e-007
9.24	0.0259105	0.16691	-4.29497e+008	0.490995	3.15589e-007
9.25	0.0262037	0.0951597	-4.29497e+008	0.445055	3.92676e-007
9.26	0.0221759	-0.0284026	-4.29497e+008	0.503804	3.75878e-007
9.27	0.0242438	-0.0140486	-4.29497e+008	0.502718	3.76739e-007
9.28	0.0251389	0.0579795	-4.29497e+008	0.642836	4.0487e-007
9.29	0.0258488	-0.0227475	-4.29497e+008	0.596959	4.7232e-007
9.3	0.0256173	0.0332072	-4.29497e+008	0.514279	3.77147e-007
9.31	0.0277315	-0.0769544	-4.29497e+008	0.498407	5.76187e-007
9.32	0.0262809	0.225376	-4.29497e+008	0.460498	3.36244e-007
9.33	0.0286265	-0.0207086	-4.29497e+008	0.68743	5.41612e-007
9.34	0.0266975	0.0399292	-4.29497e+008	0.513552	4.91522e-007
9.35	0.032392	0.224065	-4.29497e+008	0.457548	5.1341e-007
9.36	0.0221451	-0.11142	-4.29497e+008	0.562495	3.69406e-007
9.37	0.0261111	0.0343825	-4.29497e+008	0.455597	3.79041e-007
9.38	0.0278858	0.0403567	-4.29497e+008	0.625565	4.86366e-007
9.39	0.0268827	-0.307827	-4.29497e+008	0.49358	5.86329e-007
9.4	0.0271142	0.0798164	-4.29497e+008	0.470801	4.22197e-007
9.41	0.0219444	-0.0646239	-4.29497e+008	0.289108	3.39462e-007
9.42	0.0256173	0.136899	-4.29497e+008	0.526503	3.88826e-007
9.43	0.0243056	-0.0413772	-4.29497e+008	0.536183	4.13637e-007
9.44	0.021142	0.165151	-4.29497e+008	0.520684	2.42716e-007
9.45	0.0239043	-0.0103715	-4.29497e+008	0.548249	3.66448e-007
9.46	0.0259877	-0.0932885	-4.29497e+008	0.518484	4.57606e-007
9.47	0.0306327	-0.0450358	-4.29497e+008	0.545936	5.94664e-007
9.48	0.0268673	0.117249	-4.29497e+008	0.555467	3.76372e-007
9.49	0.0260957	0.117559	-4.29497e+008	0.433488	3.7979e-007
9.5	0.0254475	0.0860479	-4.29497e+008	0.691413	3.96958e-007
9.51	0.0289198	0.233436	-4.29497e+008	0.428129	3.91388e-007
9.52	0.0238889	0.083183	-4.29497e+008	0.402514	3.01213e-007
9.53	0.0252315	-0.189497	-4.29497e+008	0.443951	4.54277e-007
9.54	0.0259259	0.230347	-4.29497e+008	0.566082	3.29965e-007
9.55	0.0254012	-0.173712	-4.29497e+008	0.614018	4.21259e-007
9.56	0.02375	0.0194867	-4.29497e+008	0.448171	3.1497e-007
9.57	0.0239043	-0.202198	-4.29497e+008	0.478682	3.8848e-007
9.58	0.0269907	0.109009	-4.29497e+008	0.383541	4.28097e-007
9.59	0.0260494	0.10117	-4.29497e+008	0.58803	3.46982e-007
9.6	0.0210494	-0.0343009	-4.29497e+008	0.461806	2.65265e-007
9.61	0.0263735	0.149337	-4.20907e+008	7.90985e+011	3.52942e-007
9.62	0.0227932	0.0620033	-4.29497e+008	0.442598	3.0221e-007
9.63	0.025571	-0.072723	-4.29497e+008	0.49689	3.76749e-007
9.64	0.0260957	-0.494814	-4.29497e+008	0.51652	4.90781e-007
9.65	0.0277932	0.0153469	-4.29497e+008	0.47765	3.97204e-007
9.66	0.0249537	0.0697436	-4.29497e+008	0.360068	3.30602e-007
9.67	0.0243673	-0.223849	-4.29497e+008	0.509898	4.51834e-007
9.68	0.0228086	-0.0203209	-4.29497e+008	0.542996	3.03227e-007
9.69	0.0256636	-0.0200798	-4.29497e+008	0.443043	4.67238e-007
9.7	0.024429	0.198472	-4.29497e+008	0.418323	3.02183e-007
9.71	0.024892	0.0849849	-4.29497e+008	0.515888	3.11859e-007
9.72	0.028071	0.104762	-4.29497e+008	0.355637	4.31301e-007
9.73	0.0276235	0.126749	-4.29497e+008	0.331246	4.46904e-007
9.74	0.0286574	-0.408126	-4.29497e+008	0.617281	5.16411e-007
9.75	0.0228241	-0.0184184	-4.29497e+008	0.377015	3.38358e-007
9.76	0.0292747	0.128279	-4.29497e+008	0.349368	3.73644e-007
9.77	0.0239815	0.134452	-4.29497e+008	0.439169	2.97062e-007
9.78	0.0257716	0.0337477	-4.29497e+008	0.414853	3.61778e-007
9.79	0.0281019	-0.0702445	-4.29497e+008	0.600976	4.84779e-007
9.8	0.0247994	-0.162394	-4.29497e+008	0.543107	4.57503e-007
9.81	0.0251543	0.0671089	-4.29497e+008	0.498773	3.72324e-007
9.82	0.0259877	0.166864	-4.29497e+008	0.537579	3.4882e-007
9.83	0.0225772	0.0570288	-4.29497e+008	0.543109	2.97682e-007
9.84	0.0200772	-0.0443788	-4.29497e+008	0.505651	2.75639e-007
9.85	0.0228241	0.0790702	-4.29497e+008	0.379293	2.83521e-007
9.86	0.0253086	0.0329743	-4.29497e+008	0.473978	3.6877e-007
9.87	0.0268673	0.0717404	-4.29497e+008	0.4336	3.59425e-007
9.88	0.0240586	0.0247809	-4.29497e+008	0.534347	3.15963e-007
9.89	0.0242593	-0.11135	-4.29497e+008	0.343516	4.08398e-007
9.9	0.0240895	0.0293852	-4.29497e+008	0.486481	3.83632e-007
9.91	0.019892	-0.312108	-4.29497e+008	0.589768	2.35645e-007
9.92	0.026713	0.0982535	-4.29497e+008	0.432492	3.7243e-007
9.93	0.025463	-0.0174711	-4.29497e+008	0.480301	3.81639e-007
9.94	0.0251543	-0.292905	-4.29497e+008	0.469619	4.48627e-007
9.95	0.0250309	0.0747242	-4.29497e+008	0.610894	3.208e-007
9.96	0.0260494	-0.154765	-4.29497e+008	0.454831	4.34134e-007
9.97	0.0259414	-0.0417737	-4.29497e+008	0.347683	4.24833e-007
9.98	0.0276698	0.0681387	-4.29497e+008	0.462649	3.98996e-007
9.99	0.0244599	-0.0203729	-4.29497e+008	0.509819	3.56742e-007
10	0.0211265	0.141819	-4.29497e+008	0.4928	2.03175e-007
